SYMBOL	n_observations	min_adj_p	max_logfc	mean_logfc	sd_logfc	n_datasets
ZNF790-AS1	3	6.77974596468286e-07	0.699112777777779	0.157082015549967	0.49996028893629	2
CLIP2	7	6.80133019362853e-07	0.347409444444447	0.0580903936865604	0.237911723891468	4
PMAIP1	6	6.8112242971133e-07	1.14515955054167	0.361366625931789	0.467374900753056	4
USP18	4	6.8123695675128e-07	0.341668333333335	0.108795542642873	0.174428068290009	3
CYB5R1	4	6.85512234318305e-07	0.528804999999999	0.129932270702164	0.267135957846966	3
HOXD8	4	6.89676570810716e-07	0.751325773166665	0.354051289363071	0.308930758432425	3
OTTHUMG00000156583	2	6.89770929508882e-07	0.376033333333332	0.249573680555555	0.178840956051325	1
UQCC	2	6.91167674410364e-07	0.361147222222222	0.0503674999999995	0.43950889807721	1
ITFG3	2	6.92333516159651e-07	0.28427180555555	-0.119557569444441	0.232941106624255	1
TRIM9	6	6.92642327077791e-07	0.578050555555556	-0.0892701470594384	0.244205206864913	3
RPS4Y1	4	6.92822826362215e-07	3.18620722222222	0.578734170682011	1.98360736830102	2
BGN	4	6.94486717642672e-07	0.975295416666665	0.477818367086217	0.560869701443987	3
CHST2	5	6.95550313548373e-07	0.455326616749999	-0.070402082502537	0.314737204930549	4
PPT2	7	6.96670747460691e-07	0.310241111111115	-0.0382087369333979	0.174687824288546	3
MYL6	6	6.9868705559385e-07	1.025856669625	0.0883092330043808	0.526933959867752	4
OTTHUMG00000153369	2	7.01965528170392e-07	1.06932944444444	-1.05103020833333	0.0258790278893992	1
GCC2	7	7.03284357963275e-07	0.252915642083334	0.0328454639557122	0.118351081959457	4
ELFN2	4	7.04567857226183e-07	0.223401666666667	0.0312539741862926	0.153178605612283	2
SEPT7P2	3	7.04763432903825e-07	0.238863888888892	0.0878534542926567	0.135419307861057	2
DNAAF2	5	7.05654197167566e-07	130.607142857142	26.0586072751844	58.4448233151415	4
VIPR1	5	7.05654197167566e-07	0.286832363220878	-0.0350099693942494	0.172969705200864	4
LARS	3	7.06424257424122e-07	0.483716666666668	-0.107234857108774	0.330220455328991	2
CPNE5	4	7.08222995432956e-07	0.33840111111111	0.0520813348917479	0.206900527499253	3
LSAMP-AS3	2	7.08599273973074e-07	0.342448888888889	0.285783541666667	0.080136902558247	1
KCTD14	4	7.08776550474455e-07	0.331963333333334	-0.0475816814055763	0.242102699509515	2
ARMC5	4	7.09466307102343e-07	0.29329539236394	-0.0686894009729175	0.15107252258941	3
DPF2	5	7.10376803704229e-07	0.342548333333333	-0.0775484121804176	0.191963708128547	4
INTS5	4	7.10376803704229e-07	0.158628333333333	-0.12044382567368	0.0281469473318883	3
TES	5	7.11351897223559e-07	0.797310277777781	0.250547629461157	0.35047757505051	3
YWHAZ	5	7.13161148326523e-07	0.241005555555557	-0.0032460858374927	0.151481344868609	4
SLC25A42	5	7.16055138005702e-07	0.151212712007673	-0.0124102817052201	0.118603886656271	3
ST13	9	7.16174993972324e-07	0.181467855693525	0.0485676343260727	0.0854730439281178	4
GJA1	4	7.16965778526832e-07	1.92652277777778	-0.834128620494221	1.19308890266528	3
CNRIP1	4	7.17593391619041e-07	0.399411666666666	0.2002320102112	0.194679734799268	3
GMEB2	4	7.18129841692138e-07	0.23572888888889	-0.109891957080625	0.135671598787174	3
SOD2	13	7.19530071465869e-07	1.40986444444445	0.289475947764838	0.529019259522214	3
SPAG1	8	7.19715495005773e-07	0.332595515250001	0.00424589576192609	0.166114368484866	4
PHPT1	4	7.22237218812148e-07	0.339253333333335	-0.170706292872321	0.123277244813634	3
OTTHUMG00000014248	2	7.23148190766845e-07	0.240420000000001	0.118863402777779	0.17190698838759	1
OTTHUMG00000162825	2	7.23150130526997e-07	0.516205000000001	0.305726041666667	0.297662197469162	1
GABRR1	4	7.25222253628867e-07	0.290299166666666	0.0842177101506422	0.139493578149261	3
MSL3	5	7.27487924698531e-07	149.928571428572	-30.1074652860925	66.9835718558689	4
LINC00630	3	7.27487924698531e-07	0.186007777777781	-0.0220987680247183	0.14254514652263	2
ITGA7	5	7.3044668206786e-07	0.550524722222221	-0.170686995309535	0.257745606867706	4
SELM	2	7.30509131395241e-07	0.851329444444445	0.392205625	0.64929913226687	1
KYAT1	3	7.31928233912816e-07	0.107887039275905	-0.0738016201075899	0.0513171700615759	3
ATP6AP1L	4	7.34985041059255e-07	0.310273888888887	0.0472424835413197	0.188991547010342	2
PEX12	6	7.36043081185659e-07	0.825898404541667	0.222262433759542	0.322300948012471	4
NRSN1	4	7.36930132926738e-07	0.607579444444443	0.15939291882612	0.30248589419079	3
ETHE1	5	7.38760072687149e-07	0.391106111111112	0.105827297316509	0.179257686388338	4
TXNDC16	4	7.40694647877541e-07	0.226173333333332	0.125550957548876	0.0746586263546923	3
LUC7L2	4	7.41530685588272e-07	0.148813888888885	-0.0628826439826973	0.0814925513508966	2
RALY	6	7.42721647864278e-07	0.384133333333336	-0.0942258461426802	0.148711850581118	3
AGFG2	6	7.43702456932981e-07	0.239540555555554	0.00551653333672342	0.156051693461931	4
TRPM7	4	7.4479416775381e-07	0.338945694444442	-0.0826402336156323	0.180020020324742	3
OTTHUMG00000020083	2	7.45405139268164e-07	0.304406666666664	0.172208055555553	0.18695706876022	1
RAVER1	4	7.46408889438821e-07	0.239203333333333	-0.174128169949671	0.0514780209987472	3
LRPAP1	5	7.47744252904043e-07	0.343253611111109	-0.0661238868831713	0.190076479437273	4
TCF4	5	7.47792918578203e-07	0.812215	-0.148014283318108	0.395850927850609	4
HIST3H3	2	7.48361088224637e-07	0.540292500000001	0.186941805555557	0.499713344357284	1
POMC	6	7.4842332092035e-07	1.63350905656565	0.231130532228169	0.692337830072496	4
ITPRID2	2	7.52068010983423e-07	0.0733172160244173	0.0550120732622088	0.025887381155491	2
LATS2	4	7.53458900392595e-07	0.325646111111111	0.00291341240808472	0.220210663671926	3
LOC100132815	2	7.55048559786602e-07	0.437568333333337	-0.325527847222225	0.158449174993209	1
H1F0	3	7.57002143411325e-07	0.83091333333333	-0.353367569512775	0.415921528173475	2
F8	4	7.57617939950603e-07	1.54497716079167	0.322997049278845	0.821600391717682	3
OTTHUMG00000015100	2	7.61209533341004e-07	0.717084444444444	0.287097847222223	0.608092877430323	1
JDP2	4	7.62729242692909e-07	0.188285555555555	-0.0652231577023672	0.110946809122863	3
ZDHHC8	4	7.62929318669676e-07	0.282752148764379	-0.134490165398881	0.122426882091371	3
LGALS1	5	7.63634379432862e-07	0.520172777777777	0.0730395903972699	0.270067632289886	4
PIR	4	7.64943268939556e-07	0.423645555555557	0.0672149821096242	0.344138513414534	3
OTTHUMG00000163980	2	7.64943268939556e-07	0.415285000000001	0.242675694444445	0.244106420908469	1
ECHDC2	5	7.66009494054245e-07	1860.92857142857	-372.200055447809	832.224563860099	4
VAX2	5	7.68754914359004e-07	0.403933888888891	-0.199026893467352	0.212722015949147	4
NDUFAF3	7	7.6937733077621e-07	0.180245892275387	-0.0563662673720894	0.0847658276263945	3
C1ORF106	3	7.69982556186381e-07	0.31292464085316	-0.207893074728832	0.159238108355514	2
NKX2	25	7.72183043505075e-07	0.374675972222221	0.061903520653874	0.141120551105227	3
NDUFS3	5	7.74714737744725e-07	0.231245555555557	-0.0542364209588056	0.141529488959989	4
STAG2	4	7.75312152480033e-07	1.17666180555556	-0.148573185907066	0.692230399551752	3
SIRT2	6	7.76061316346168e-07	0.275743333333336	0.0368949413893558	0.150920409422571	4
ABCA2	6	7.76873204733643e-07	1.23406588916666	0.235002938058408	0.509633409593634	4
FTSJD2	2	7.79056203200553e-07	0.231437361111107	-0.055151180555553	0.249306307400617	1
OTTHUMG00000163826	2	7.79056203200553e-07	0.576090138888889	0.455912013888889	0.169957534275569	1
ZNF621	4	7.79294100131153e-07	0.210230972222224	-0.0574033534458618	0.138932751780107	3
SLC27A1	4	7.79305686457428e-07	0.225616747252161	-0.0711027089179789	0.163736874678837	3
SLC36A1	4	7.80977121793653e-07	0.496406666666668	0.20361599136039	0.250210325620458	3
LOXL3	4	7.81467496908613e-07	0.244616666666666	-0.0210418259435048	0.186914232899794	3
TTBK2	4	7.82499764241016e-07	0.446914999999999	0.160266319237116	0.203472948730949	3
ZNF607	6	7.82917492749e-07	0.474257222222221	-0.115829284353565	0.198443061427271	3
VDR	6	7.86202012181227e-07	0.288052777777777	0.0847758643112214	0.125514683142383	4
AVPI1	4	7.88393495445506e-07	0.503438333333335	0.104624722984702	0.269723461579919	3
AEBP1	5	7.90366856176215e-07	1.20584166666667	0.203547744510775	0.562400646785737	3
PRKCH	5	7.92273550982761e-07	0.497352222222224	0.209270936445515	0.232453815844492	4
MAPT	14	7.95667214916799e-07	0.882540555555552	0.469559785143185	0.414866865251958	4
JCHAIN	2	7.96785400747203e-07	0.264393569965653	0.051962049170327	0.300423537784292	2
HERC1	5	7.99798507218132e-07	0.42590074875	0.172117336585471	0.168887016612315	4
SBF2	5	8.0639385643357e-07	0.192189166666669	0.0917761421532912	0.07676799714462	3
ORC1	5	8.10233870988076e-07	1.02343333333333	-0.305415557299969	0.461440216403558	4
GIT1	4	8.12944098697178e-07	0.265060461502776	-0.0247438008038374	0.207556254955001	3
GAS5	3	8.12969301288521e-07	0.518700000000001	0.0562512193008346	0.427142920488191	1
LOC645752	3	8.14472021834392e-07	0.285186464169718	0.0387021971286127	0.283952975862011	2
TMTC2	4	8.14616223852557e-07	1.21497555555555	0.446037880908424	0.551716371262978	3
WBP11	5	8.17679045849366e-07	0.68166666666667	-0.203858539984082	0.367812879640867	3
C20ORF24	3	8.18350453876802e-07	0.261349999999998	-0.0984710888494284	0.149768123205388	2
CROCCP2	4	8.19257877990767e-07	0.251263255106277	-0.0117226627199479	0.204423753309785	3
SMYD3	4	8.22568036801032e-07	0.405201944444446	0.165753398766978	0.166218974955151	3
LOC220729	3	8.23034022865911e-07	0.377755555555556	0.130527867539683	0.221217443580347	2
MGME1	4	8.23781276313333e-07	0.668152777777777	-0.260988625173358	0.318192937549265	2
OTTHUMG00000021315	2	8.24457088220558e-07	0.75257277777778	0.376116944444446	0.532388945134466	1
PCK1	6	8.26038976486662e-07	0.809772510375644	0.0969522816924816	0.421841362181704	4
NXPE3	4	8.26845950243257e-07	0.597623888888888	0.2139531639676	0.257237147929641	3
CCDC89	4	8.27779692555968e-07	0.185196115405536	-0.0654316234838464	0.09043629202246	3
RALGPS2	5	8.29602360306707e-07	0.532746666666666	-0.0282246063216956	0.304854824567734	3
RALYL	4	8.30268641835803e-07	1.08983	0.511002028441058	0.521278614510876	3
UBR3	4	8.32511114888396e-07	0.366783333333338	0.185463209466895	0.132296326109344	3
NLRP2	4	8.33780767263641e-07	1.44378555555556	-0.0838208315290093	0.956755816229996	3
RPS27	4	8.34438713382468e-07	0.529594444444443	0.0135358842850814	0.375463106216788	3
ZNF747	4	8.37053944285152e-07	0.320399999999998	-0.144698774415572	0.131683715097337	3
OTTHUMG00000164700	2	8.37227302549324e-07	0.48259888888889	0.258105416666667	0.317481713080896	1
ZDHHC14	5	8.39085166238036e-07	440.642857142857	88.2091310133043	197.016508108486	4
SFMBT1	6	8.39986039005108e-07	0.235716111111109	-0.0436494652044855	0.11133183722994	3
ZNF558	4	8.40296360780249e-07	0.932007222222224	0.321726055138112	0.425211665486379	3
HLA-B	75	8.42527815518992e-07	1.01966777777778	0.540976714746001	0.30603728766952	4
OTTHUMG00000090631	2	8.43427670309204e-07	0.228916111111113	-0.221478472222224	0.0105184097887004	1
ST6GALNAC3	5	8.44869971424452e-07	0.949988333333334	0.171120643243657	0.495841813588826	3
AAMDC	3	8.46740700167032e-07	0.278663333333333	0.0879288785307044	0.167335746787894	2
GMNN	4	8.47211206043486e-07	0.822462777777776	-0.230368615658082	0.402868180446413	3
LOC101060787	2	8.49587417704374e-07	0.378432777777778	0.234651388888889	0.203337590183507	1
LINC00887	2	8.54017550846362e-07	0.498226111111112	0.219727986111111	0.393855825470479	1
NRBP1	4	8.55121682995009e-07	0.342796666666665	0.056402593069738	0.192531080295989	3
OTTHUMG00000015546	2	8.57515237554842e-07	0.254737222222222	0.137160138888888	0.166279105874272	1
SLC9B2	5	8.58631819485241e-07	0.445465972222222	0.193291651017306	0.200780742676803	3
NMB	5	8.59127058365284e-07	0.29705	0.106897873700505	0.164779233956954	4
EFHA1	2	8.62893389696031e-07	0.351691111111109	-0.134220833333332	0.307549416246377	1
TMEM258	5	8.6684043751562e-07	0.708327967583333	0.0239311776351934	0.427172394336837	3
LMF2	4	8.66872020633141e-07	0.379776111111112	-0.0468716454125565	0.285077024670659	3
ZNF814	4	8.68024184267306e-07	0.393521666666667	-0.0963370635532328	0.2028950565119	3
EZR	5	8.69475318471282e-07	0.674862222222222	-0.226569368975683	0.302402665975971	4
ZFYVE26	5	8.69832020140928e-07	0.239017777777778	-0.0897938428408934	0.145654063574471	4
MAZ	7	8.70011391306155e-07	0.395967222222223	-0.0509587796934467	0.192410450801177	4
RENBP	4	8.73867514259981e-07	0.179970555555557	0.0307099722716936	0.157041492595109	3
SLC7A11-AS1	2	8.74836037929738e-07	0.261075555555555	-0.184612222222222	0.108135483024254	1
CLTC	5	8.75595498912238e-07	0.718941540666667	0.240802872504445	0.313449752291288	4
PTCD2	4	8.75595498912238e-07	0.395117222222224	-0.125388313083239	0.206050224409098	3
PNKD	6	8.76530346698448e-07	0.17880746655814	-0.0586404047831412	0.132980636461833	3
DKFZP586I1420	5	8.82493088611519e-07	1.05602097222223	-0.247511896443472	0.535502479640001	3
WDR86	4	8.83593118620736e-07	0.352830833333333	0.0770863389273259	0.236006931437235	3
SMAD9	5	8.8410646935596e-07	0.913423888888889	0.415294204694536	0.374466853987123	4
PCYT2	6	8.84514390338902e-07	0.308166666666666	0.0518014903869413	0.203121142072345	4
OTTHUMG00000013217	2	8.84588141957641e-07	0.481816111111108	-0.102140138888886	0.536942909223857	1
PEMT	8	8.84722323439922e-07	0.243753022317273	-0.0947469648446154	0.103167331253821	4
MUC15	3	8.85070957979205e-07	1.19355	-0.778590621784168	0.675056523850922	2
ZNF768	4	8.85752954271598e-07	0.294548345824978	-0.107118189140765	0.155935851584165	3
ASPSCR1	5	8.86094568001401e-07	0.340989856896603	-0.085052086868115	0.144519917178055	3
ADH5P4	2	8.87157195799072e-07	0.453771666666666	-0.269987916666666	0.259909471793786	1
ISCA1P1	2	8.88943756401356e-07	0.873444444444448	-0.573152777777781	0.424676547667621	1
KRIT1	7	8.893571251058e-07	0.627267340041667	0.126086074796107	0.232566159583398	3
WFDC1	4	8.89638535734546e-07	0.359691666666667	0.058512275297741	0.220823147043063	3
NR2C2AP	4	8.89916017188772e-07	0.362084999999998	-0.157776774787189	0.137578902947952	3
OTTHUMG00000022051	2	8.94144706333187e-07	0.789786388888889	-0.731008472222222	0.083124526918036	1
C22ORF39	2	8.9609262843254e-07	0.0694081230412147	0.0395009464910162	0.0422951346895773	2
HMOX2	5	8.98274798994735e-07	0.542664882375	0.139054153249731	0.242431257752251	4
UBE2Q1	4	8.98274798994735e-07	0.366266666666665	-0.0247826665693198	0.227846410550183	3
IGSF8	4	8.98302260262495e-07	0.225370555555556	0.0559147186356252	0.136782821627083	3
ACAD9	4	8.98405612897572e-07	0.135470730196812	-0.0351092716550181	0.117101956784396	3
DHX58	4	9.00860906027443e-07	0.282427222222224	0.00715450133694437	0.192240744959951	3
SMAD9-AS1	2	9.01392222641657e-07	0.549433333333334	0.352528958333334	0.278464837615598	1
C3ORF67	3	9.01676492240183e-07	0.665097777777783	-0.299933056836822	0.361393862003949	2
PHKA1	4	9.04240511742148e-07	0.795949444444446	0.24598067174728	0.397089235436699	3
HOXD9	4	9.04978802100811e-07	0.343813333333332	0.111546395268619	0.163196007962433	3
LRP3	5	9.06487833738978e-07	0.367752585938943	-0.00345901711549414	0.248562840623372	4
ATF1	5	9.07052643994681e-07	0.610180555555558	-0.124523633074316	0.396390476327245	4
CEBPD	5	9.07633284752166e-07	0.335502222222222	0.0727530614653057	0.19106027559489	4
MATR3	7	9.0843869374049e-07	0.281944444444445	0.0159198994247611	0.135575801609055	3
CNOT1	7	9.08841094354588e-07	0.532483333333332	-0.120504437093793	0.226496826969645	4
TPBG	4	9.17971641273862e-07	1.94863333333334	-0.888182957322809	1.15445407101179	3
ATN1	6	9.19721070699592e-07	0.296307222222223	-0.111244822402716	0.220719273257992	4
OTTHUMG00000013382	2	9.20616180475848e-07	0.588116666666668	-0.482831597222224	0.148895573123727	1
AGXT2L1	2	9.21440215583575e-07	0.295045972222221	0.191353263888888	0.146643634444197	1
LHX3	8	9.21686118919574e-07	0.217244305555556	0.0368792484716384	0.0889919998204675	3
FUT10	5	9.21686118919574e-07	0.517576527777782	-0.0994252323192132	0.245185772694391	3
STARD13	7	9.21898854791961e-07	0.460260555555553	0.0661218116065898	0.198250243844418	2
ABLIM1	8	9.22640645755502e-07	0.522829444444442	-0.0325073041659821	0.203800692823213	4
OTTHUMG00000164799	2	9.23921191569837e-07	0.635160555555555	-0.312749583333334	0.455957969574561	1
STAC2	4	9.23957811493243e-07	0.271204899306626	0.00446740879492617	0.19778258594529	3
ENOX1	4	9.26015264751626e-07	0.882067222222222	0.395894439036216	0.419789196493889	3
SPAG16	6	9.26843981776993e-07	0.26695	-0.0297469049807734	0.117070327438612	3
CHST14	4	9.33765577582215e-07	0.161506545757452	-0.0511036334808107	0.113968225043501	3
KCTD21	4	9.33765577582215e-07	0.221713333333335	0.0579258693478036	0.147770206274027	3
ZNF385D-AS1	2	9.3393007547555e-07	0.590560000000001	-0.472873402777779	0.166433981901207	1
BRE	2	9.35184130325983e-07	0.256432222222218	-0.219316111111107	0.0524901077158799	1
PLSCR4	4	9.37083719183473e-07	1.16027055555556	0.442491911708188	0.513332935273848	3
COL4A3BP	3	9.37083719183473e-07	0.756768888888891	0.169035833774703	0.567048989047019	2
TCF7L2	5	9.37123514605043e-07	0.564991666666667	-0.153982723792253	0.299027305496066	4
ZNF622	4	9.38136590116955e-07	0.440934444444445	0.158980844348281	0.237287518925059	3
DHX33	4	9.38538541149731e-07	0.517911111111108	-0.188582498576045	0.226524973288768	3
ICMT	5	9.39456172828438e-07	0.341509166666665	-0.072868321929142	0.182523625572177	4
MRS2	4	9.4296379113016e-07	0.260588333333335	-0.0350491545485831	0.164037845758876	3
PPP1R1A	5	9.4349089526987e-07	0.503117222222223	-0.0996180044889945	0.304433231143744	4
SMARCAL1	4	9.45210209183934e-07	0.302483333333335	-0.132551963175354	0.113345078533264	3
CLDN22	5	9.4630657526234e-07	0.741793888888887	-0.192519116202249	0.319983279864422	2
HAPLN3	4	9.50164279876396e-07	0.282278055555554	-0.0538496669713279	0.175913627496272	3
TRIM45	4	9.50536973192052e-07	0.464382222222223	-0.200351897448548	0.213683246194223	3
PPIL1	4	9.51793218224046e-07	0.766088333333334	-0.19911914381082	0.388091330164579	3
ACE	6	9.52660816445983e-07	0.181984720375	0.0446819957042502	0.124892609220838	4
HMGN5	3	9.55901208499467e-07	0.48720111111111	-0.184023304050257	0.266459514714738	2
LOC100507018	2	9.57134444760828e-07	0.423405000000002	0.308925555555557	0.161898382946271	1
FIGNL2	4	9.5916749602432e-07	0.638998333333334	-0.231293274552436	0.285259320425354	3
OTTHUMG00000153006	2	9.59211912964025e-07	0.911711527777777	-0.86821048611111	0.0615197631023575	1
C7ORF50	4	9.60672157394419e-07	0.288472875072783	-0.14818383972709	0.101111520646289	3
MRPS2	4	9.63740355675511e-07	0.188172777777778	-0.0819369284262073	0.091197766235508	3
FSCN1	5	9.63917060015802e-07	0.605975000000001	-0.174006423026099	0.267684108645004	3
ITCH	4	9.64469806110028e-07	0.422672222222225	0.1667478400323	0.17224864737241	3
PHF16	2	9.65009168602422e-07	0.904565694444446	-0.633333680555557	0.383579992591435	1
RAB11FIP4	4	9.66633150235747e-07	0.567042222222224	-0.168164896765574	0.280233182323788	2
ERBB3	7	9.68205331436413e-07	1.31969055555556	-0.23222911758135	0.497083298124552	4
CNNM3	4	9.74240858341327e-07	0.292874072252017	-0.123858407153433	0.126796559661123	3
GUSBP1	5	9.74595590745134e-07	0.264067222222222	-0.0542862989264255	0.157548584312879	1
SFT2D3	6	9.76916211303708e-07	0.589138333333336	-0.191863447409389	0.228024826195419	3
CNFN	3	9.79392225483956e-07	0.195277222222221	-0.119794776727574	0.0931138538955869	2
SPATS2	5	9.80065980199183e-07	0.464795555555556	-0.0881226596806765	0.212527116882991	3
CNP	5	9.81241636443444e-07	0.287897777777776	0.00769766448581774	0.203160941898484	4
GDPD5	4	9.8402477524288e-07	0.21723092156843	-0.0470722829120686	0.17527761524373	3
ESPL1	4	9.85132077110129e-07	0.977246111111111	-0.359594216741109	0.547241832995203	3
NDST3	5	9.87707535139438e-07	0.530840833333333	0.102389586513548	0.275460795725859	4
FAM86B2	3	9.89990669360318e-07	0.392472373045746	-0.245573568793025	0.22013057185767	2
OTTHUMG00000153341	2	9.9191475704679e-07	0.99437125	0.446769236111111	0.774426194824487	1
TAC3	7	9.92083429879697e-07	2.10549055555556	0.487112783256614	0.791522332912508	4
KIF9-AS1	3	1.00071840785684e-06	0.272909444444446	0.0399224949810963	0.202011236561237	2
MTUS2	6	1.00135279255909e-06	0.417814027777781	0.12586487207392	0.171128707795448	4
SKI	5	1.00478954450503e-06	0.552757777777778	-0.179891501577078	0.247207859306915	4
SCARNA27	3	1.00662491713152e-06	0.394294444444445	-0.078051501982736	0.275294807984065	2
MED14	4	1.01092181516199e-06	1.24227916666667	-0.0140054126144557	0.908778483309338	3
IGFBP5	6	1.01183193459121e-06	2.02036222222222	0.611463345894692	0.888191471321398	4
PLEKHA7	4	1.01183193459121e-06	0.253535555555556	-0.156968249311884	0.0903748584530478	3
MAP3K2	5	1.01266991347151e-06	0.415059444444445	0.148923925987335	0.197631681659242	4
KDELR1	5	1.01304729453116e-06	0.396287500000003	-0.0682364163303374	0.23064234992605	4
TTLL6	4	1.01393994622702e-06	0.695442777777778	-0.234656859388682	0.311669006182129	3
IBTK	4	1.01675971019105e-06	0.108307173499682	0.0153185041133576	0.0959399248103991	3
NAT6	3	1.01676137511547e-06	0.217267777777777	0.0438979418675003	0.223838713405189	2
AMFR	6	1.01942970483995e-06	0.407694444444447	0.0499694719544018	0.222462860196576	4
EMILIN2	4	1.02096340000635e-06	0.18343277325633	-0.101294852976769	0.0939197037793399	3
UBAC1	5	1.02357525385747e-06	0.17052165323726	-0.0554735640679078	0.124581679921495	4
PGR	5	1.02357525385747e-06	0.919019005617114	0.220631780216585	0.393685877411843	4
WDR34	3	1.02537584124167e-06	0.204509444444444	-0.137172704939084	0.0767801877040845	2
DHX32	4	1.03905751120109e-06	0.404954305555554	-0.191597293354103	0.210872196421235	3
SEPTIN7	3	1.03937272772048e-06	0.132726532666666	0.0737057310374273	0.0717844593722152	2
RHD	4	1.04130231964339e-06	1.94479428454167	0.570292204312503	0.922570593646128	3
COL4A6	4	1.04255453796588e-06	1.55387	-0.593426830407846	0.917492002447835	3
DBC1	2	1.04304815054922e-06	1.63457	1.11759180555556	0.731117574034488	1
SF3A1	5	1.04466921905253e-06	0.425621111111111	-0.0476064460203893	0.221694461493767	4
CAPN7	6	1.04546185762493e-06	0.544547777777778	0.140115148998127	0.206948814261981	4
PHF23	4	1.04855019820116e-06	0.376460000000002	-0.124543691089257	0.190975867188103	3
SP140	7	1.04954709548683e-06	0.281481084	0.0785364138855954	0.13683699908732	4
MTFR2	4	1.05136732414249e-06	0.645353333333333	-0.282990931299092	0.309905458414585	2
DUSP28	4	1.05183214096586e-06	0.290467222222222	0.064551640571029	0.158287112441627	3
PSMA1	7	1.05411057142372e-06	0.213512222222219	0.0176111180756188	0.150467461867451	4
RBMS3	6	1.05455857961195e-06	0.992574305555552	0.376120096766071	0.455162666795894	3
FBXO8	4	1.05563723780523e-06	0.114656111111112	0.0558554873750029	0.0703352072260907	3
ITPK1	5	1.056900453846e-06	0.472808224458332	-0.172981890233445	0.216522382509633	4
ZCCHC24	4	1.05731098398306e-06	0.428175555555555	-0.0104027810642016	0.320476993815961	3
CNPPD1	4	1.05997353069981e-06	0.202576795062798	-0.0887357124882915	0.0948322473213068	3
LINC00266-4P	2	1.06070415436148e-06	0.401016250000005	0.277207291666671	0.175092308018286	1
SLC25A32	4	1.06348007842842e-06	0.331110000000001	0.113801580538655	0.159076989063643	3
OTTHUMG00000162414	2	1.0641744150454e-06	0.459593888888889	0.19762375	0.370481723353431	1
PRDX4	4	1.06680383473361e-06	1.0022975	-0.0660155697064377	0.667640164707131	3
SHMT1	6	1.06680383473361e-06	0.261133472222221	-0.0480276060693212	0.169126089775813	4
TTC8	5	1.06813312892303e-06	0.303873888888891	0.095797589104617	0.130267920258673	3
TNFSF8	5	1.06868905906224e-06	0.132726532708332	0.0753929481452437	0.0726857065041125	4
SLX4	4	1.07144589641463e-06	0.284945000000001	-0.157611189650204	0.156842699622894	3
PFDN2	5	1.0725729821266e-06	0.374420833333334	0.0670660436807051	0.185945452090384	4
BDKRB2	5	1.0734069380517e-06	0.432130555555553	0.114291770671867	0.200400121172024	4
OTTHUMG00000016828	2	1.07425761218376e-06	0.512308333333332	0.282634791666666	0.324807437543262	1
TRIM62	4	1.07503595723092e-06	0.266455000000001	-0.118724137919597	0.115641191924373	3
SACS	5	1.07528875149057e-06	0.658638888888889	-0.0387258372038918	0.385977564148222	3
ABCB1	5	1.07638349399366e-06	1.61747333333333	0.4738649850152	0.738928201702581	4
OTTHUMG00000017739	2	1.07638349399366e-06	0.627998888888888	0.405100138888889	0.315226435286009	1
PLEKHM1	11	1.07748875941788e-06	0.443339863874999	0.010075693314181	0.195241715319931	3
H19	4	1.07791429321945e-06	2.79665666666667	0.25265531761207	2.26674825141608	2
OTTHUMG00000164543	2	1.0811388443689e-06	0.646777222222222	-0.501829166666667	0.204987506006275	1
AGK	4	1.08297301067945e-06	0.370101111111111	-0.072218867894182	0.199330846534866	3
DNAJC4	4	1.08442960035201e-06	0.247219585502999	-0.0278709872333877	0.185971439198136	3
CRYBG1	3	1.08491121956682e-06	0.265516113425585	0.0962326743642373	0.212211490791091	3
SLCO4C1	4	1.08514291966735e-06	0.76787513888889	-0.28199954091682	0.512361763401311	3
FGF14	6	1.0903723382373e-06	0.739429861111112	0.245161857667161	0.281612271422693	3
DCC	5	1.09162159893678e-06	1.35188222222222	-0.234148639202435	0.673020078997784	4
LMNA	6	1.09430887407657e-06	0.484712867875	0.00255628020591949	0.253910851436592	4
MRM3	2	1.09440682155282e-06	0.151373616462145	-0.0960556881566178	0.0782313644520591	2
ZNF30	4	1.09580629358089e-06	0.0675449778058939	0.0235348147531626	0.0546644222465255	3
ENO4	4	1.09872951202734e-06	0.47090111111111	-0.143448343650104	0.220447634438614	2
VSTM4	6	1.10970120593471e-06	0.514008333333334	0.132533975844909	0.234130845286298	3
SNHG19	1	1.11070464172913e-06	0.463904430374983	0.463904430374983		1
LINC00648	2	1.1107346617982e-06	1.86929916666667	-1.34748152777778	0.737961582002175	1
NFIC	8	1.11179920648471e-06	0.951554444444445	0.0590494624735735	0.385196048222796	4
RAB38	4	1.11213075505935e-06	1.27856	-0.39131261700857	0.613943108840257	3
CTRL	5	1.11600143150773e-06	0.176277669225283	-0.00339032337954734	0.13932589040131	4
PKIB	6	1.12181284529375e-06	0.751025138888891	-0.0539144055982125	0.347946957214318	3
ZFHX4	4	1.12334258436434e-06	0.955949305555555	-0.472669666284581	0.544249224121317	3
SCAF11	5	1.13052468542759e-06	0.724291111111114	-0.209110053429275	0.399752064673852	4
RBM7	5	1.1328870508827e-06	0.190819021882342	-0.0014767234475183	0.141898576212373	4
POGLUT1	5	1.13564635192859e-06	0.171361666666666	0.0453961642944762	0.131561109063175	3
