Gene_Symbol,mRNA_logFC,mRNA_adjPval,protein_logFC,protein_adjPval,protein_significant,discordance_score,quadrant
MYLK,0.298363655,0.265741161,-0.204961909068032,0.444984365656753,False,-0.503325564068032,ambiguous
MRPL45,0.109691984,0.265834329,-0.481188652528429,0.026425922279937,False,-0.590880636528429,ambiguous
DFFA,0.113325256,0.265852485,-0.0785236562832559,0.83364777691969,False,-0.1918489122832559,ambiguous
KLC1,0.108001047,0.266186663,-0.0307632131251232,0.928102042074356,False,-0.13876426012512322,ambiguous
MPDZ,0.108292186,0.266342122,0.12909073197109,0.456915363241925,False,0.02079854597109,ambiguous
ATXN2L,-0.136557499,0.266395879,0.143705878149854,0.563085620897625,False,0.280263377149854,ambiguous
MAP2,0.205907589,0.266395879,-0.516004185973037,0.503721806424721,False,-0.721911774973037,ambiguous
PPM1F,-0.12416814,0.267058161,0.335881888183852,0.131469156652545,False,0.460050028183852,ambiguous
ISLR,0.237306535,0.267320077,0.875939786565408,0.103323166423609,False,0.6386332515654081,ambiguous
CIAO1,0.065013187,0.267394224,-0.000189677664067744,0.999117493003517,False,-0.06520286466406774,ambiguous
NT5C3B,0.129839683,0.267445603,-0.273515625546563,0.232866767992604,False,-0.403355308546563,ambiguous
MSI1,-0.172985664,0.267575014,-0.324288674208354,0.181414945127041,False,-0.151303010208354,ambiguous
RAB6B,0.198129937,0.267967049,0.188576819500332,0.377864379741288,False,-0.009553117499668001,ambiguous
FAM120B,-0.061309918,0.268927079,-0.160009393402577,0.321471932081317,False,-0.09869947540257701,ambiguous
TMPPE,0.124023107,0.268940914,0.038328482521611,0.835186449683341,False,-0.08569462447838899,ambiguous
DDRGK1,-0.133499973,0.269031282,0.304965771496775,0.0925254442483296,False,0.438465744496775,ambiguous
GPR37,0.480428103,0.269031282,-0.47439593625014,0.172795446453302,False,-0.9548240392501399,ambiguous
RPL32,0.178308548,0.269207545,0.128534137879674,0.58886766893147,False,-0.04977441012032602,ambiguous
SLCO3A1,0.233502851,0.269207545,-0.0457744066764256,0.883319899709757,False,-0.27927725767642564,ambiguous
KCNA3,0.264334828,0.269631267,0.105182025764566,0.799869044113761,False,-0.15915280223543402,ambiguous
TMEM135,0.108768535,0.270617727,-0.352666223298442,0.193725544159094,False,-0.461434758298442,ambiguous
GNE,0.084794563,0.27076037,-0.00244553484402754,0.99153950183632,False,-0.08724009784402754,ambiguous
GTF3C1,-0.099697471,0.270877261,0.130464764675439,0.619274208401083,False,0.23016223567543898,ambiguous
TXNDC5,0.154764699,0.271226773,0.540891999533777,0.163045822628335,False,0.386127300533777,ambiguous
SRSF1,0.081473007,0.271227449,0.267190251055776,0.443417328675483,False,0.185717244055776,ambiguous
XPNPEP3,0.102982161,0.27133907,-0.0574066951924985,0.769432402770736,False,-0.16038885619249849,ambiguous
AP1B1,-0.108218663,0.271369176,-0.000408727802499342,0.998072145382869,False,0.10780993519750066,ambiguous
SMG5,-0.128253958,0.271373563,-0.097967301267003,0.582366664259815,False,0.030286656732997005,ambiguous
TBC1D10A,-0.154197813,0.27139601,-0.00329963797973765,0.990687129292163,False,0.15089817502026234,ambiguous
RPL12,0.186193623,0.27139601,0.0394819668532858,0.847844593494798,False,-0.1467116561467142,ambiguous
SCFD1,0.124577527,0.271614062,0.251007806341121,0.133361363238292,False,0.12643027934112103,ambiguous
TIAM1,0.116676618,0.271621705,-0.159756477395416,0.432029567225276,False,-0.276433095395416,ambiguous
IER3IP1,0.187584572,0.271655205,0.172156157109608,0.413875216599944,False,-0.015428414890392012,ambiguous
ATAD1,0.170823636,0.271655205,-0.287701484736425,0.188633347648295,False,-0.458525120736425,ambiguous
NADSYN1,-0.204878543,0.271672464,-0.53605353891292,0.016254848131583,False,-0.33117499591292,ambiguous
HLTF,0.150054625,0.272108844,-0.382924928338121,0.104647715371238,False,-0.532979553338121,ambiguous
DOCK5,0.423106596,0.272430336,0.336666836073254,0.341397039513127,False,-0.08643975992674602,ambiguous
DIS3,0.106107386,0.272463676,-0.0679163877971467,0.753462658007826,False,-0.1740237737971467,ambiguous
ACSM5,-0.329488083,0.272523449,-0.925368767749803,0.0425948160771698,True,-0.595880684749803,ambiguous
RPL23A,0.178829167,0.272523449,0.138287947961864,0.438067146580163,False,-0.04054121903813601,ambiguous
YWHAH,0.226844333,0.272523449,-0.0472180243476039,0.8032325888396,False,-0.2740623573476039,ambiguous
CAMLG,0.14954953,0.272897031,0.26980268445269,0.0918936291484785,False,0.12025315445269,ambiguous
SIDT2,-0.144914074,0.272990663,0.0296462065283745,0.913861981310061,False,0.1745602805283745,ambiguous
NIT1,-0.104522788,0.272990663,-1.12955668013264,0.0083180779039146,True,-1.02503389213264,ambiguous
GLTP,0.372248158,0.27324149,0.501399269630644,0.316032276057581,False,0.12915111163064397,ambiguous
ATP5PF,0.157227535,0.273408649,-0.190975569384007,0.59910847034761,False,-0.34820310438400703,ambiguous
YWHAZ,0.183328733,0.273452616,-0.128099709764385,0.534859333644968,False,-0.31142844276438497,ambiguous
C7,0.639675144,0.274131576,1.21163987076871,0.112025543529918,False,0.5719647267687099,concordant_up
HABP4,0.135692509,0.274137598,-0.0341907844769374,0.95116592490726,False,-0.1698832934769374,ambiguous
CTSA,-0.11579163,0.274505497,0.433194882616757,0.106122244635004,False,0.548986512616757,ambiguous
U2SURP,0.110871628,0.274743767,0.250143232132924,0.188476802372216,False,0.139271604132924,ambiguous
CYB5A,0.131221301,0.27506148,0.484273397515217,0.202137976910052,False,0.35305209651521696,ambiguous
PRTN3,-0.398072641,0.275154896,2.93088702771158,0.0110285908193328,True,3.32895966871158,ambiguous
WASHC3,0.133539676,0.275300379,0.0386184351154375,0.839466411771813,False,-0.0949212408845625,ambiguous
EDNRB,0.222976159,0.276530717,-0.506204608330037,0.3258363825304,False,-0.729180767330037,ambiguous
ZFPL1,-0.144251248,0.276584668,-0.158794209527369,0.316032276057581,False,-0.014542961527369003,ambiguous
CNIH4,0.100488475,0.276636616,-0.122285320065323,0.544999884290785,False,-0.222773795065323,ambiguous
RFK,0.213754568,0.276685646,0.0934455406136117,0.722522128993277,False,-0.12030902738638831,ambiguous
RELL1,-0.253898345,0.276850734,0.225171434557321,0.617180238722069,False,0.479069779557321,ambiguous
MAP4,0.223065607,0.277196848,0.634181034745788,0.112218863688924,False,0.411115427745788,ambiguous
PSEN1,0.216119121,0.277389884,0.0642924046512823,0.662423806774595,False,-0.1518267163487177,ambiguous
PLP1,0.540295098,0.277389884,0.586263028136585,0.234480278408519,False,0.04596793013658507,concordant_up
MSRB2,0.095218597,0.277389884,-0.508622402360146,0.0399572969369251,False,-0.603840999360146,ambiguous
SLCO1A2,0.461052861,0.277651348,-0.0884317053582659,0.807779121941089,False,-0.5494845663582659,ambiguous
MRPS28,0.145513868,0.277770813,-0.20559081589634,0.282314926166147,False,-0.35110468389634,ambiguous
KCTD9,0.152465694,0.277770813,-0.102125616964052,0.627053298188823,False,-0.254591310964052,ambiguous
WWC1,-0.10711813,0.278409125,-0.356270075258985,0.320489024513409,False,-0.249151945258985,ambiguous
NAAA,-0.120760972,0.278409125,0.752393936191152,0.0326628460455517,True,0.873154908191152,ambiguous
TRA2B,0.095370796,0.278435254,-0.0726808489191093,0.676383216338637,False,-0.1680516449191093,ambiguous
RP2,0.185862716,0.278723079,0.240107697320269,0.484543209949979,False,0.054244981320268976,ambiguous
PBXIP1,-0.205465516,0.278795591,-0.338366909608169,0.293967689487125,False,-0.13290139360816902,ambiguous
PRKAR2A,0.072116689,0.278979595,-0.0253064191587438,0.872201579682281,False,-0.0974231081587438,ambiguous
CCDC22,-0.132110639,0.279273379,0.0162000019659736,0.940744386348166,False,0.1483106409659736,ambiguous
ENGASE,-0.202946144,0.279276814,-0.342556183933037,0.0984471504932831,False,-0.139610039933037,ambiguous
ARHGAP39,-0.165538684,0.279276814,-0.0148656108384095,0.929962756734278,False,0.15067307316159048,ambiguous
BPGM,0.150029644,0.279276814,1.13545643585067,0.0415315424979142,True,0.9854267918506701,ambiguous
DGKE,0.166724039,0.279278783,-0.335779069616291,0.139133515351409,False,-0.502503108616291,ambiguous
ACO2,0.102088158,0.279515169,-0.289829941409838,0.139219112476502,False,-0.39191809940983796,ambiguous
SH2B1,-0.116869464,0.279587555,-0.199673741104936,0.376579663449076,False,-0.08280427710493599,ambiguous
PGP,-0.1312168,0.279633131,-0.0162789035986801,0.961992503014489,False,0.11493789640131989,ambiguous
ATM,0.180664299,0.279795566,0.0459285267541523,0.817214907834482,False,-0.1347357722458477,ambiguous
SDK2,-0.192685511,0.28002684,0.203477346178412,0.410456106339984,False,0.39616285717841204,ambiguous
ACP1,0.123876599,0.28002684,-0.0474694199830772,0.849166445465942,False,-0.17134601898307722,ambiguous
GPAT4,-0.073114809,0.28002684,0.0316464706902071,0.89398934008195,False,0.1047612796902071,ambiguous
ATOX1,0.152622184,0.280045697,-0.156333348185457,0.675415669603479,False,-0.308955532185457,ambiguous
CPEB3,0.149185455,0.280045697,-0.044748852922238,0.878189099215554,False,-0.19393430792223798,ambiguous
PPP1R7,0.123850428,0.280785183,0.0750878247691684,0.591040704759266,False,-0.048762603230831605,ambiguous
MMACHC,0.14241251,0.280785183,-0.0026691125655578,0.996466689876849,False,-0.1450816225655578,ambiguous
TLE4,0.207778979,0.280785183,-0.136216885942184,0.40223368195152,False,-0.34399586494218404,ambiguous
SMARCB1,-0.106833164,0.280785183,0.0170283718176494,0.947169525305373,False,0.12386153581764939,ambiguous
CDKN1C,0.476847283,0.280841258,0.0831179134319688,0.794888213266955,False,-0.39372936956803123,ambiguous
AFAP1L2,-0.141496773,0.280841258,0.633881290287855,0.32094998943997,False,0.775378063287855,ambiguous
GRIPAP1,-0.124890605,0.280937127,-0.0699264599807261,0.775311395257857,False,0.05496414501927391,ambiguous
MPO,-0.280652576,0.280964054,4.1616139684871,0.00330686927849181,True,4.4422665444871,ambiguous
AMOT,0.130488411,0.281005017,-0.199378103233297,0.644364439547701,False,-0.329866514233297,ambiguous
APC2,-0.17656823,0.281039163,-0.249280484422394,0.21015867520033,False,-0.07271225442239401,ambiguous
TSPAN33,0.145363987,0.281070175,-0.163105792035913,0.611894041990736,False,-0.308469779035913,ambiguous
HADHB,0.158359723,0.281070175,-0.0941488379887492,0.663874071012076,False,-0.2525085609887492,ambiguous
MRC1,0.481334917,0.281070175,0.834414594151836,0.13943302266941,False,0.3530796771518361,ambiguous
TKT,0.133022174,0.281487124,0.473847686892812,0.0172986370738477,False,0.340825512892812,ambiguous
RASA3,-0.133261848,0.281581682,0.093642387894814,0.613212354242946,False,0.22690423589481398,ambiguous
RMC1,0.083908741,0.281667252,-0.125327883955508,0.453433566049066,False,-0.209236624955508,ambiguous
WNK3,0.109014791,0.282005062,-0.187087224244863,0.311959421239152,False,-0.296102015244863,ambiguous
HDGFL2,-0.123428729,0.282092715,0.205034114377783,0.401276781088067,False,0.328462843377783,ambiguous
SCN2A,0.238269681,0.28267119,-0.607515246998204,0.234753223186196,False,-0.845784927998204,ambiguous
CNDP2,0.133998489,0.28267119,0.0676240663307688,0.765541191779924,False,-0.0663744226692312,ambiguous
CISD1,0.198802726,0.28274904,-0.477490023558095,0.138232302320173,False,-0.676292749558095,ambiguous
OSCP1,-0.12772719,0.282918904,-0.324207750673121,0.447824490018906,False,-0.19648056067312103,ambiguous
CSNK1D,-0.100170412,0.282918904,0.251684361901519,0.474960746706088,False,0.351854773901519,ambiguous
GABARAP,0.141663362,0.282918904,0.41394913132965,0.0401610305882179,False,0.27228576932965,ambiguous
CYP7B1,0.272863975,0.283090228,-0.0998426452598959,0.734896163980838,False,-0.37270662025989587,ambiguous
SNCG,-0.251334783,0.283160251,0.160727363761806,0.690868422291619,False,0.41206214676180597,ambiguous
NAP1L4,0.089947541,0.283296494,0.0738024348521904,0.713264081012906,False,-0.016145106147809604,ambiguous
TMED8,0.112061509,0.283358966,-0.276043400446117,0.0886762383808953,False,-0.38810490944611703,ambiguous
SYPL1,0.290737174,0.283362885,0.319241041158362,0.322311077888788,False,0.028503867158362006,ambiguous
SNX4,0.159383704,0.283362885,0.0114269111085719,0.967658039254533,False,-0.1479567928914281,ambiguous
RPL8,0.152811523,0.283436781,0.0641200226706662,0.728650522776073,False,-0.0886915003293338,ambiguous
GRAMD2B,0.189564099,0.283498963,-0.159042995689451,0.49156330616169,False,-0.348607094689451,ambiguous
KNTC1,-0.104340832,0.284119802,0.385842487702352,0.108234936823473,False,0.490183319702352,ambiguous
RPA1,0.094642988,0.284119802,0.400462543935053,0.0323922075243224,False,0.305819555935053,ambiguous
FUS,-0.108418466,0.284119802,0.0521321949707483,0.895699164756783,False,0.1605506609707483,ambiguous
SMG9,-0.141099549,0.284119802,-0.0344944037071304,0.84029502020881,False,0.10660514529286959,ambiguous
ERP29,0.111967815,0.284146285,0.375707232480227,0.0226569733852354,False,0.263739417480227,ambiguous
PRKAA2,0.181797281,0.284214444,-0.0188607961713023,0.942738407429543,False,-0.2006580771713023,ambiguous
FKBP1B,0.192405604,0.28428397,0.0869949803079111,0.823334907880832,False,-0.10541062369208891,ambiguous
ACP2,-0.156444495,0.28428397,-0.0893178233861915,0.63966097802003,False,0.06712667161380849,ambiguous
NUDT2,0.15782144,0.284298002,-0.649331160272148,0.0368896033232072,True,-0.807152600272148,ambiguous
GSTT1,-0.628807232,0.28430905,-0.886444904539244,0.357626561069962,False,-0.25763767253924397,concordant_down
HCCS,0.158447825,0.284516274,-0.398360370753694,0.104305358243029,False,-0.556808195753694,ambiguous
OCRL,0.119676133,0.28489101,-0.304385137222381,0.212779246487424,False,-0.424061270222381,ambiguous
DLG5,-0.157547838,0.285032213,0.0699396611770213,0.77612595348621,False,0.2274874991770213,ambiguous
COPS3,0.141310631,0.285064449,0.0191320924137255,0.925594329130666,False,-0.12217853858627449,ambiguous
UNC5B,0.286342146,0.285202917,-0.16604228608123,0.54005853231753,False,-0.45238443208123,ambiguous
PCSK6,0.493024999,0.285226229,-0.440880983570169,0.196863504319579,False,-0.933905982570169,ambiguous
SNUPN,0.078536602,0.285582297,0.0582394449651167,0.878677834787787,False,-0.020297157034883294,ambiguous
CFAP36,0.138880704,0.285889123,0.245546887858251,0.239922177110232,False,0.106666183858251,ambiguous
SRSF9,0.082095719,0.286413156,0.341502834276978,0.408519436673224,False,0.25940711527697796,ambiguous
FAM136A,0.135077293,0.286422853,-0.257087902973243,0.464483599095824,False,-0.392165195973243,ambiguous
BCLAF1,0.107717374,0.287018873,0.191625274886231,0.49398623530043,False,0.08390790088623098,ambiguous
PPP1R13B,-0.128582008,0.28727608,-0.0934820141418697,0.7426384563073,False,0.0350999938581303,ambiguous
MBLAC2,0.149170883,0.287637395,-0.00637458444286487,0.98350788655391,False,-0.15554546744286488,ambiguous
RNF41,0.135106066,0.287882405,-0.134009251099528,0.504565178294968,False,-0.26911531709952796,ambiguous
SAFB2,-0.137097762,0.287882405,0.472661111853969,0.101733312727031,False,0.609758873853969,ambiguous
VGF,-0.499603533,0.28800699,-1.42757445438245,0.0066599504072382,True,-0.9279709213824501,ambiguous
TXNRD3,-0.09645568,0.288040104,-0.236215207500232,0.417432039309745,False,-0.13975952750023202,ambiguous
GCLM,0.12233687,0.288310001,0.491466444943462,0.0130289922765213,False,0.369129574943462,ambiguous
PSME3,0.086727885,0.288310001,-0.0737814052161614,0.761886287663877,False,-0.1605092902161614,ambiguous
SLC25A35,-0.242288345,0.288310001,0.370151697731465,0.241209036390754,False,0.612440042731465,ambiguous
PET100,-0.178205106,0.288572662,0.0920340038060417,0.770711419917218,False,0.2702391098060417,ambiguous
PECAM1,-0.287368947,0.28974239,0.400533858323382,0.333801234842027,False,0.687902805323382,ambiguous
SV2B,0.240391748,0.289893462,-1.10490109931408,0.102995689557989,False,-1.34529284731408,ambiguous
NPNT,-0.271091744,0.289893462,0.213405532958891,0.727298864400106,False,0.484497276958891,ambiguous
GGH,0.197346443,0.2900113,0.0141125098704329,0.980504216615762,False,-0.18323393312956712,ambiguous
LPCAT2,0.32203833,0.290325298,0.040431108063185,0.904276236265528,False,-0.281607221936815,ambiguous
UBE2L3,0.065139614,0.290499939,0.268124935327323,0.203131182206963,False,0.202985321327323,ambiguous
FKBP1A,0.149606221,0.290600952,0.205209129813442,0.355789040088194,False,0.05560290881344199,ambiguous
EEF1E1,0.174185756,0.290609154,-0.0120398035031695,0.94171221070381,False,-0.1862255595031695,ambiguous
PPFIBP1,0.109324109,0.29090163,0.670099956174171,0.196938531755754,False,0.560775847174171,ambiguous
IGHMBP2,-0.137507468,0.290986902,0.167316160583489,0.364342520248424,False,0.304823628583489,ambiguous
PCYT1A,-0.07152574,0.290986902,0.117631592309683,0.608889631592625,False,0.189157332309683,ambiguous
ARL6,0.193705945,0.291088491,-0.0858788169905722,0.591908656488867,False,-0.2795847619905722,ambiguous
CCDC88A,0.160234556,0.291220013,-0.0958327671136825,0.695987547719763,False,-0.2560673231136825,ambiguous
DNAJC2,0.082913149,0.291492103,0.395893067171476,0.242587197328615,False,0.31297991817147597,ambiguous
HAGHL,-0.178859313,0.291512245,0.198034959083697,0.434952980023459,False,0.37689427208369697,ambiguous
PAK3,0.206828343,0.291976327,0.0147842552588973,0.965314720336815,False,-0.1920440877411027,ambiguous
EIF3CL,0.13110378,0.292263742,0.108243346877497,0.38983381483961,False,-0.022860433122503007,ambiguous
SMC1A,0.104124483,0.292296292,0.360932166817383,0.173613698214063,False,0.256807683817383,ambiguous
PARVB,-0.132256483,0.29243328,0.231174041944405,0.51842533805748,False,0.363430524944405,ambiguous
FTO,0.107053487,0.292634726,-0.112625066945077,0.574048535133751,False,-0.21967855394507702,ambiguous
CUL4A,-0.057203914,0.292634726,0.0366621096823039,0.839466411771813,False,0.0938660236823039,ambiguous
PRMT3,0.105323724,0.293592794,-0.201092033733865,0.446219448155356,False,-0.306415757733865,ambiguous
PDCL3,0.140521808,0.293592794,0.173121988321872,0.256047260643961,False,0.03260018032187201,ambiguous
KCTD4,0.277597326,0.293592794,-0.265129244126891,0.500167598732612,False,-0.542726570126891,ambiguous
ITGA2,0.543842154,0.293655433,0.155219526853626,0.704840795200094,False,-0.388622627146374,ambiguous
PGAP1,0.164094731,0.293683057,-0.490411087335715,0.0862032149562988,False,-0.654505818335715,ambiguous
NECAP1,0.189260504,0.29381522,-0.323985379358124,0.232077020441008,False,-0.5132458833581239,ambiguous
TOR1B,-0.082618791,0.294030417,0.146898473020068,0.583086412989488,False,0.229517264020068,ambiguous
COG6,0.116818504,0.294457655,-0.0309925133143931,0.837077216059922,False,-0.1478110173143931,ambiguous
PPP4R3A,0.083802474,0.294788721,0.170727881010109,0.332038148937628,False,0.086925407010109,ambiguous
STEAP2,0.229685187,0.294870782,-0.0761851807255578,0.845407949803309,False,-0.3058703677255578,ambiguous
EIF3F,0.093641188,0.294870782,0.145339331749238,0.416978733933977,False,0.05169814374923799,ambiguous
ABCC9,0.23209547,0.294870782,0.176077043918623,0.605407469168163,False,-0.056018426081377,ambiguous
PSMD1,0.13350322,0.295068601,-0.0311657020193383,0.82586304442876,False,-0.1646689220193383,ambiguous
SERPINA5,0.706303967,0.295068601,1.32086862818554,0.0608009254902553,False,0.61456466118554,concordant_up
CTNNA3,0.509145382,0.295098098,0.168010000189792,0.658115261504664,False,-0.341135381810208,ambiguous
HMGN2,0.190566451,0.295214079,0.15813435151586,0.619001739084751,False,-0.03243209948414,ambiguous
LRPAP1,-0.09918207,0.296272755,-0.0278355933024628,0.928102042074356,False,0.0713464766975372,ambiguous
AAK1,0.128664982,0.29634938,0.153270200550654,0.688173087876805,False,0.02460521855065398,ambiguous
GSK3B,0.127055558,0.296425777,-0.31576131780942,0.119176006877083,False,-0.44281687580942003,ambiguous
GALNT7,0.166686457,0.296933059,0.387892104358287,0.101269294491791,False,0.22120564735828702,ambiguous
FLCN,-0.187794703,0.296962124,-0.0798383556931705,0.660586477701624,False,0.1079563473068295,ambiguous
UNC5C,0.174040213,0.296962124,-0.17396731967363,0.521859049083294,False,-0.34800753267363,ambiguous
KCNC2,0.244544284,0.296962124,-0.032286364640667,0.935766551323656,False,-0.276830648640667,ambiguous
CCDC85A,0.160182558,0.296962124,-0.240722702983176,0.527691339336814,False,-0.400905260983176,ambiguous
MBLAC1,-0.165915488,0.296962124,0.879781762926546,0.000166349783944966,True,1.0456972509265459,ambiguous
THOP1,-0.12304782,0.296962124,-0.0443958429976021,0.842870417236484,False,0.0786519770023979,ambiguous
MRPS34,0.109701003,0.29705876,-0.163237900056755,0.474960746706088,False,-0.272938903056755,ambiguous
TVP23C,-0.150862206,0.298021459,0.423947285837035,0.0321214800111816,False,0.574809491837035,ambiguous
MARCKSL1,0.331502255,0.298589973,0.689899941406519,0.0861549698534249,False,0.358397686406519,ambiguous
DAB2IP,-0.14689615,0.299320874,-0.0681504130406978,0.777829882863261,False,0.0787457369593022,ambiguous
ELAC2,-0.075277761,0.299489357,-0.224036417361275,0.293605652789751,False,-0.148758656361275,ambiguous
RCC2,0.109648177,0.299703723,0.238864908003423,0.233788441797015,False,0.129216731003423,ambiguous
RAB37,-0.204321623,0.300122821,-0.45757822604763,0.403971699307127,False,-0.25325660304763,ambiguous
RHEB,0.123303145,0.300229572,-0.141859921150173,0.36605019867852,False,-0.26516306615017304,ambiguous
ULK2,0.087053103,0.300405197,-0.139740309851454,0.399880238200045,False,-0.226793412851454,ambiguous
RPS17,0.184542551,0.300446131,0.0790157953480097,0.633186844635633,False,-0.1055267556519903,ambiguous
POU3F3,0.129912579,0.300664355,-0.0875021951655466,0.663874071012076,False,-0.2174147741655466,ambiguous
PREP,0.145000031,0.300723615,0.164626490609932,0.28199020154717,False,0.019626459609932007,ambiguous
RAB9A,0.144701682,0.300834136,-0.0678957284821049,0.675193731941692,False,-0.2125974104821049,ambiguous
MRPS17,0.135604584,0.300923308,-0.400731557364678,0.0674782820817924,False,-0.536336141364678,ambiguous
SH3BP1,-0.183352804,0.30092853,-0.163807782474757,0.575563645490302,False,0.01954502152524301,ambiguous
PLCB1,0.205372471,0.30100559,-0.363875426757794,0.210866520438193,False,-0.5692478977577939,ambiguous
ADCYAP1R1,-0.121556846,0.30100559,-0.722435430048455,0.0397585854817898,True,-0.600878584048455,ambiguous
DYNLL2,0.125985424,0.30100559,-0.173589318645494,0.593317777627167,False,-0.299574742645494,ambiguous
TRAPPC3,0.098615737,0.301120261,-0.01246858381473,0.935462376256273,False,-0.11108432081472999,ambiguous
MARF1,0.100813144,0.301337518,0.249309589057654,0.326393504795942,False,0.148496445057654,ambiguous
WIPI2,0.07395511,0.301568458,-0.197239454212401,0.211068198871781,False,-0.271194564212401,ambiguous
CBX8,0.164858341,0.301625605,-0.0485855200161911,0.84332273808251,False,-0.2134438610161911,ambiguous
SLC9A1,-0.187831222,0.30239703,-0.26510898249896,0.510867545617982,False,-0.07727776049895999,ambiguous
ASPA,0.449991981,0.302708426,1.22878342222498,0.00742749604387175,True,0.7787914412249801,ambiguous
RCOR3,-0.080349701,0.302708426,0.143726977953685,0.503721806424721,False,0.224076678953685,ambiguous
LSM3,0.166500474,0.302708426,0.132912039344587,0.465057454101926,False,-0.033588434655413,ambiguous
TNFSF13,-0.165790892,0.302745823,0.951603749971445,0.0377873195640533,True,1.1173946419714451,ambiguous
FLI1,-0.247685029,0.302812359,0.270169611979691,0.276689401287014,False,0.517854640979691,ambiguous
COX7A2L,0.14633967,0.302812359,-0.530551871435216,0.185131036016691,False,-0.676891541435216,ambiguous
LRRC40,0.1541842,0.302812359,-0.0441332640389209,0.831604335450701,False,-0.1983174640389209,ambiguous
MRPS36,0.161207546,0.302812359,-0.0683125613968096,0.81909922783689,False,-0.22952010739680961,ambiguous
EDC4,-0.10704112,0.302888152,0.0234535811626948,0.91061278982459,False,0.1304947011626948,ambiguous
TM9SF2,0.115130579,0.302990907,-0.00567509005974287,0.975446687740268,False,-0.12080566905974287,ambiguous
LARP6,0.16725028,0.303137145,0.00103655156889193,0.997107961313604,False,-0.16621372843110807,ambiguous
DPYD,0.229523913,0.303166305,0.379030286459277,0.384458978295027,False,0.149506373459277,ambiguous
EIF3I,0.101662441,0.303166305,0.0238958467095021,0.905733559893992,False,-0.0777665942904979,ambiguous
COA3,0.139255604,0.303368742,-0.086370131310078,0.82586304442876,False,-0.225625735310078,ambiguous
PDE6D,0.092237373,0.303373283,0.0384003813726963,0.850810893700989,False,-0.053836991627303696,ambiguous
THOC7,0.126586315,0.303446269,-0.037151038023957,0.877095873857615,False,-0.163737353023957,ambiguous
LEPROTL1,0.139686734,0.303665879,-0.208568638601711,0.567117817262927,False,-0.348255372601711,ambiguous
SLC1A5,-0.396938697,0.304012309,0.0984406740699288,0.807791258518547,False,0.4953793710699288,ambiguous
SF3B6,0.15179896,0.304423333,0.182349170689867,0.36979499881766,False,0.03055021068986699,ambiguous
SUMO3,0.145386789,0.304473178,0.225518272803992,0.144577600090903,False,0.08013148380399202,ambiguous
EMC8,-0.087054606,0.304650483,-0.273310100333198,0.0555844986266036,False,-0.18625549433319802,ambiguous
PRPS1,0.153321151,0.30504025,-0.0987233771138651,0.728650522776073,False,-0.2520445281138651,ambiguous
CADPS2,0.205816537,0.305102896,-0.188280514609177,0.644146627684801,False,-0.39409705160917696,ambiguous
OTULIN,0.125754965,0.305102896,0.0972546220546473,0.599884272417376,False,-0.028500342945352697,ambiguous
FCGR2A,-0.419739669,0.305102896,0.812862620588706,0.102660288458519,False,1.2326022895887059,ambiguous
DPCD,-0.131886029,0.306039594,-0.00482186206953905,0.985529756462204,False,0.12706416693046094,ambiguous
STXBP5L,0.195651265,0.306039594,-0.181437697733161,0.527878667641417,False,-0.377088962733161,ambiguous
SNTB2,0.11738892,0.306039594,0.459241830235126,0.375000265913113,False,0.341852910235126,ambiguous
SNRPE,0.155397197,0.3062372,0.210053450331286,0.218729913654868,False,0.054656253331286014,ambiguous
HSD17B4,0.107568448,0.306367298,-0.116367664757572,0.504041357331853,False,-0.223936112757572,ambiguous
SLC2A1,-0.192081036,0.306498003,0.913102243710144,0.185929306748247,False,1.105183279710144,ambiguous
COPB1,0.102152741,0.306498003,0.110691595060688,0.39157645949662,False,0.008538854060687995,ambiguous
SLC44A2,-0.170467318,0.306571397,0.0231295325229741,0.950551763571841,False,0.1935968505229741,ambiguous
ABI2,0.124785203,0.306757047,-0.261306102627251,0.232482997483635,False,-0.386091305627251,ambiguous
SEC61A1,-0.088371317,0.306757047,0.0846579010892743,0.729417548126177,False,0.1730292180892743,ambiguous
CYCS,0.179274255,0.307029889,-0.483137096135112,0.249193792680853,False,-0.662411351135112,ambiguous
SCP2,0.099777951,0.307092022,-0.083133324744713,0.733298740400173,False,-0.182911275744713,ambiguous
KLHL22,-0.103150932,0.307142758,-0.089583674082018,0.608889631592625,False,0.013567257917981995,ambiguous
MRPL22,0.093846103,0.307142758,-0.467812128897031,0.016254848131583,False,-0.561658231897031,ambiguous
URGCP,-0.102115687,0.307155499,-0.0996829345708283,0.648176627362248,False,0.0024327524291716945,ambiguous
GOLGA4,0.111122945,0.307347563,0.203765309770072,0.11931027800046,False,0.09264236477007201,ambiguous
THUMPD3,0.096763534,0.307463892,-0.0990340279552573,0.59774538385444,False,-0.1957975619552573,ambiguous
PREX2,0.147495237,0.307585549,-0.60147861535583,0.021570919985545,True,-0.74897385235583,ambiguous
INPP5K,-0.084709482,0.307585549,-0.112644012903111,0.363138030666915,False,-0.027934530903111,ambiguous
PSMA2,0.146970467,0.307623468,0.166793283031572,0.285138754487382,False,0.019822816031572016,ambiguous
MTFP1,-0.200564278,0.308278475,-0.237175899627704,0.289018912945848,False,-0.03661162162770398,ambiguous
SCN1A,0.244106235,0.3084711,-0.407892443183389,0.319119900401039,False,-0.6519986781833891,ambiguous
