Gene_Symbol,mRNA_logFC_mean,mRNA_adjPval_max,mRNA_logFC_833,mRNA_logFC_76220,mRNA_adjPval_833,mRNA_adjPval_76220
NNT,1.1524764683003124,0.886013612584118,2.2851633965067,0.0197895400939245,0.449816894813352,0.886013612584118
PSMD2,-0.22172648443152268,0.822136144276097,-0.41448115766911,-0.0289718111939354,0.450470744020792,0.822136144276097
IFITM1,1.580831908682055,0.450470744020792,1.44740099920783,1.71426281815628,0.450470744020792,0.0590524880548704
XAF1,-0.5708274120513601,0.450470744020792,-2.28535056543331,1.14369574133059,0.450470744020792,0.144669812241302
PMP22,0.37235013333804223,0.451400745124543,0.668559246366472,0.0761410203096125,0.451400745124543,0.181038863116424
ACSL1,-0.17447127661155049,0.451400745124543,-0.676526437577673,0.327583884354572,0.451400745124543,0.192809305724908
LRP1,0.7165480574526879,0.598094294648261,0.624974613979047,0.808121500926329,0.451400745124543,0.598094294648261
ZNF91,-0.247741655576324,0.605243055525151,-0.603514869069572,0.108031557916924,0.451400745124543,0.605243055525151
KDELR1,1.3643209010575843,0.822136144276097,2.78606214297916,-0.0574203408639911,0.451400745124543,0.822136144276097
FAM168A,0.7763636062056121,0.507348055664807,1.3529576640831,0.199769548328124,0.452554539256259,0.507348055664807
AGPS,-0.9570195737782495,0.452554539256259,-1.79516032051267,-0.118878827043829,0.452554539256259,0.39160956761155
RPL34,-0.15727401710084202,0.452554539256259,-0.566713999502603,0.252165965300919,0.452554539256259,0.163937312394243
PRKX,1.59531144721988,0.452554539256259,2.28911205833879,0.90151083610097,0.452554539256259,0.296704399892338
HLA-E,1.2049651348485941,0.452554539256259,0.868150908771218,1.54177936092597,0.452554539256259,0.0974521026483265
HSPD1,-0.2551868580437979,0.822136144276097,-0.495496113191534,-0.0148776028960618,0.452554539256259,0.822136144276097
FDX1,-1.0003540646740505,0.632770772207244,-2.12445170756367,0.123743578215569,0.452554539256259,0.632770772207244
BGN,0.5023342325647905,0.453499290876976,-0.947379610467459,1.95204807559704,0.453499290876976,0.069831111155978
PECAM1,-0.85654840682431,0.453499290876976,-3.51055949669647,1.79746268304785,0.453499290876976,0.0322624472845909
YME1L1,-0.6084403262940387,0.822136144276097,-1.30636864691932,0.0894879943312428,0.453499290876976,0.822136144276097
LRRC16A,1.1402751777787805,0.801332106604879,2.18459006748729,0.0959602880702711,0.453989738059878,0.801332106604879
SOAT1,-1.119848263265715,0.515063250031372,-2.60746194047967,0.36776541394824,0.454108534186676,0.515063250031372
LST1,1.9654828194142748,0.454108534186676,2.19737615423335,1.7335894845952,0.454108534186676,0.0113061998430028
WARS,-0.2731483216206085,0.892469998055765,-0.533309769095517,-0.0129868741457,0.454108534186676,0.892469998055765
NME1,-0.2758206382198743,0.860217408396845,-0.565666227701236,0.0140249512614874,0.455416995659326,0.860217408396845
NUP205,0.7054054543102725,0.945307593422948,1.37061109132727,0.040199817293275,0.455776652361085,0.945307593422948
UBE2B,-0.9670515824301105,0.455776652361085,-2.08273924672325,0.148636081863029,0.455776652361085,0.231614971942282
RFX5,-0.5006193867498715,0.797279127538923,-1.120197486265,0.118958712765257,0.456420674700947,0.797279127538923
KHDRBS1,0.3300827479154355,0.456420674700947,0.494712151021369,0.165453344809502,0.456420674700947,0.197963071651186
XPA,-0.5477363068106675,0.627482437106457,-1.8974945324357,0.802021918814365,0.457384020933114,0.627482437106457
MAMLD1,-0.1310823195626385,0.458533949339651,-0.555228768614532,0.293064129489255,0.458533949339651,0.219942400095759
GSN,-0.17225641901263256,0.45955131059646,-1.00180504418898,0.657292206163715,0.45955131059646,0.114719176413631
ZFP36L1,2.0571205858818598,0.45973665766962,2.90599834943585,1.20824282232787,0.45973665766962,0.0363947801602039
TLN2,-0.534467843513757,0.460758336107774,-0.91840919936566,-0.150526487661854,0.460758336107774,0.192669789533789
SYP,0.8142258759284952,0.915872971687778,1.61513897146653,0.0133127803904602,0.460758336107774,0.915872971687778
TFAM,-0.38784065461314127,0.822136144276097,-0.868135700023512,0.0924543907972295,0.462424211307644,0.822136144276097
SRPK1,-0.8750360001377707,0.708942733756618,-1.66699036148674,-0.0830816387888014,0.464006653054007,0.708942733756618
FOS,0.13297870082246394,0.464862917790664,-0.951492084863622,1.21744948650855,0.464862917790664,0.0797418410926729
YWHAQ,-0.30519478941667966,0.822136144276097,-0.628813588708695,0.0184240098753357,0.466394751008616,0.822136144276097
IDE,-0.815205469150438,0.593753571276995,-1.89635226628434,0.265941327983464,0.467288248448329,0.593753571276995
SPTAN1,0.25529286316901095,0.467288248448329,0.565675972937722,-0.0550902465997001,0.467288248448329,0.244525184596698
CD53,0.76233381730536,0.812124986964943,0.787462340841087,0.737205293769633,0.469536727008924,0.812124986964943
MEF2C,1.5173939532776866,0.469640293390252,2.07036006475361,0.964427841801763,0.469640293390252,0.229073861313545
BRCC3,-0.9346350577103778,0.877613455570538,-1.8962874548972,0.0270173394764444,0.47061658863001,0.877613455570538
PPP3CB,-0.46549836454209187,0.470660297374348,-0.838613662676568,-0.0923830664076157,0.470660297374348,0.350445100260912
PRDM2,-1.1734887519670876,0.822136144276097,-2.36571308325232,0.018735579318145,0.471592644161633,0.822136144276097
PWP1,-0.558558505666926,0.822136144276097,-1.05759254066034,-0.0595244706735121,0.473380410136454,0.822136144276097
SH3GL3,-0.4486364920824969,0.888071324136199,-0.865473640260813,-0.0317993439041808,0.473380410136454,0.888071324136199
PAICS,-0.35836909603525396,0.822136144276097,-0.773819356113037,0.0570811640425291,0.473380410136454,0.822136144276097
AP2S1,-0.32225307875736,0.91811907542248,-0.61964002029069,-0.02486613722403,0.473380410136454,0.91811907542248
CYP27A1,1.092680633398936,0.667855366093078,1.89022960362101,0.295131663176862,0.473472485130303,0.667855366093078
PRKACA,-0.31171492203248446,0.745559835030445,-0.587075723720799,-0.03635412034417,0.473896493575492,0.745559835030445
CYP1B1,-0.6240888137696385,0.473896493575492,-1.99372852868799,0.745550901148713,0.473896493575492,0.406541954978283
YARS,-0.43983094939594625,0.968276515287762,-0.885436455969391,0.0057745571774985,0.474583432400282,0.968276515287762
SNX19,1.248083844676462,0.475235360629942,2.38942179925122,0.106745890101704,0.475235360629942,0.372627932141613
SUMO1,-0.45700269481054645,0.822136144276097,-0.870131578522592,-0.0438738110985009,0.475235360629942,0.822136144276097
EVI2B,1.29747727494156,0.475235360629942,1.54695493126514,1.04799961861798,0.475235360629942,0.412936223200706
EMG1,1.531129197508705,0.475235360629942,1.60352623767323,1.45873215734418,0.475235360629942,0.297333938765512
PLD3,0.8348845545217564,0.822136144276097,1.58028111471227,0.0894879943312428,0.475235360629942,0.822136144276097
OCRL,0.8128019756280341,0.822136144276097,1.64338201676701,-0.0177780655109416,0.475617397721161,0.822136144276097
CYFIP2,-0.392318939513306,0.476199758412844,-0.628744944979953,-0.155892934046659,0.476199758412844,0.189722256957549
DPYSL3,0.40217693949125227,0.476568646993209,0.728120097837044,0.0762337811454605,0.476568646993209,0.184296037725476
IMMT,-0.2702630470335486,0.478433303104092,-0.478471801332869,-0.0620542927342282,0.478433303104092,0.404146212160783
GMFB,-0.3355706527893103,0.529350654206571,-0.750556711650997,0.0794154060723764,0.478433303104092,0.529350654206571
SNAP23,0.055270413849535016,0.478433303104092,-1.32771300884992,1.43825383654899,0.478433303104092,0.187921994100745
HADHA,1.6763718993562342,0.822136144276097,3.37622396109131,-0.0234801623788417,0.47914720588291,0.822136144276097
NFATC4,-0.3865537744282551,0.481090551995735,-2.11046593496025,1.33735838610374,0.481090551995735,0.0944297473650139
ARHGEF12,0.40835836395204383,0.822136144276097,0.765015199927884,0.0517015279762036,0.481090551995735,0.822136144276097
