#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
NUP205	NUP62	9606.ENSP00000285968	9606.ENSP00000471191	0	0	0	0	0.167	0.977	0.5	0.849	0.998
NUP205	NUP188	9606.ENSP00000285968	9606.ENSP00000361658	0	0	0	0	0.582	0.914	0.8	0.994	0.999
NUP210	NUP107	9606.ENSP00000254508	9606.ENSP00000229179	0	0	0	0	0.091	0.887	0.5	0.793	0.988
NUP210	NUP155	9606.ENSP00000254508	9606.ENSP00000231498	0	0	0	0	0.095	0.825	0.8	0.756	0.991
NUP210	SRSF7	9606.ENSP00000254508	9606.ENSP00000325905	0	0	0	0	0.049	0	0.4	0	0.405
NUP210	SRSF3	9606.ENSP00000254508	9606.ENSP00000362820	0	0	0	0	0.049	0	0.4	0	0.405
NUP210	HSPA5	9606.ENSP00000254508	9606.ENSP00000324173	0	0	0	0	0.086	0.166	0.4	0.053	0.509
NUP210	ALYREF	9606.ENSP00000254508	9606.ENSP00000421592	0	0	0	0	0.049	0	0.5	0.118	0.543
NUP210	NUP50	9606.ENSP00000254508	9606.ENSP00000345895	0	0	0	0	0.077	0	0.8	0.758	0.951
NUP210	SEC13	9606.ENSP00000254508	9606.ENSP00000373312	0	0	0	0	0.054	0.8	0.5	0.571	0.954
NUP210	NUP153	9606.ENSP00000254508	9606.ENSP00000444029	0	0	0	0	0.061	0.42	0.8	0.788	0.973
NUP210	NUP37	9606.ENSP00000254508	9606.ENSP00000448054	0	0	0	0	0.054	0.8	0.5	0.772	0.975
NUP210	NUP160	9606.ENSP00000254508	9606.ENSP00000367721	0	0	0	0	0.171	0.813	0.5	0.816	0.983
NUP210	NUP43	9606.ENSP00000254508	9606.ENSP00000342262	0	0	0	0	0.049	0.8	0.8	0.643	0.984
NUP210	NUP62	9606.ENSP00000254508	9606.ENSP00000471191	0	0	0	0	0.049	0.8	0.5	0.853	0.984
NUP210	NUP205	9606.ENSP00000254508	9606.ENSP00000285968	0	0	0	0	0.191	0.8	0.8	0.766	0.991
NUP210	NUP188	9606.ENSP00000254508	9606.ENSP00000361658	0	0	0	0	0.122	0.8	0.8	0.819	0.992
NUP37	NUP107	9606.ENSP00000448054	9606.ENSP00000229179	0	0	0	0	0.482	0.998	0.9	0.999	0.999
NUP37	NUP155	9606.ENSP00000448054	9606.ENSP00000231498	0	0	0	0	0.192	0.826	0.5	0.831	0.986
NUP37	NUP210	9606.ENSP00000448054	9606.ENSP00000254508	0	0	0	0	0.054	0.8	0.5	0.772	0.975
NUP37	NUP205	9606.ENSP00000448054	9606.ENSP00000285968	0	0	0	0	0.194	0.826	0.5	0.797	0.983
NUP37	HSPA5	9606.ENSP00000448054	9606.ENSP00000324173	0	0	0	0	0.042	0.103	0.4	0.064	0.452
NUP37	SRSF7	9606.ENSP00000448054	9606.ENSP00000325905	0	0	0	0	0.177	0	0.4	0.075	0.503
NUP37	NUP43	9606.ENSP00000448054	9606.ENSP00000342262	0	0	0	0	0.848	0.998	0.9	0.997	0.999
NUP37	NUP50	9606.ENSP00000448054	9606.ENSP00000345895	0	0	0	0	0.085	0	0.5	0.776	0.888
NUP37	NUP188	9606.ENSP00000448054	9606.ENSP00000361658	0	0	0	0	0.063	0.8	0.5	0.844	0.983
NUP37	SRSF3	9606.ENSP00000448054	9606.ENSP00000362820	0	0	0	0	0.193	0	0.4	0.056	0.503
NUP37	NUP160	9606.ENSP00000448054	9606.ENSP00000367721	0	0	0	0	0.127	0.953	0.9	0.997	0.999
NUP37	SEC13	9606.ENSP00000448054	9606.ENSP00000373312	0	0	0	0	0.099	0.998	0.9	0.998	0.999
NUP37	ALYREF	9606.ENSP00000448054	9606.ENSP00000421592	0	0	0	0	0.172	0.102	0.5	0.104	0.622
NUP37	NUP153	9606.ENSP00000448054	9606.ENSP00000444029	0	0	0	0	0.08	0.427	0.5	0.788	0.936
NUP37	NUP62	9606.ENSP00000448054	9606.ENSP00000471191	0	0	0	0	0.06	0.83	0.5	0.786	0.98
NUP43	NUP107	9606.ENSP00000342262	9606.ENSP00000229179	0	0	0	0	0.354	0.998	0.9	0.996	0.999
NUP43	NUP155	9606.ENSP00000342262	9606.ENSP00000231498	0	0	0	0	0.508	0.826	0.8	0.736	0.994
NUP43	NUP210	9606.ENSP00000342262	9606.ENSP00000254508	0	0	0	0	0.049	0.8	0.8	0.643	0.984
NUP43	NUP205	9606.ENSP00000342262	9606.ENSP00000285968	0	0	0	0	0.183	0.886	0.8	0.808	0.995
NUP43	HSPA5	9606.ENSP00000342262	9606.ENSP00000324173	0	0	0	0	0.042	0	0.4	0.061	0.413
NUP43	SRSF7	9606.ENSP00000342262	9606.ENSP00000325905	0	0	0	0	0.253	0.15	0.4	0	0.585
NUP43	SRSF3	9606.ENSP00000342262	9606.ENSP00000362820	0	0	0	0	0.198	0.155	0.4	0	0.558
NUP43	ALYREF	9606.ENSP00000342262	9606.ENSP00000421592	0	0	0	0	0.178	0	0.5	0.099	0.597
NUP43	NUP153	9606.ENSP00000342262	9606.ENSP00000444029	0	0	0	0	0.063	0.735	0.8	0.686	0.982
NUP43	NUP50	9606.ENSP00000342262	9606.ENSP00000345895	0	0	0	0	0.163	0.605	0.8	0.789	0.984
NUP43	NUP62	9606.ENSP00000342262	9606.ENSP00000471191	0	0	0	0	0.149	0.855	0.5	0.783	0.984
NUP43	NUP188	9606.ENSP00000342262	9606.ENSP00000361658	0	0	0	0	0.107	0.8	0.8	0.749	0.989
NUP43	NUP160	9606.ENSP00000342262	9606.ENSP00000367721	0	0	0	0	0.166	0.998	0.9	0.997	0.999
NUP43	NUP37	9606.ENSP00000342262	9606.ENSP00000448054	0	0	0	0	0.848	0.998	0.9	0.997	0.999
NUP43	SEC13	9606.ENSP00000342262	9606.ENSP00000373312	0	0	0	0	0.185	0.968	0.9	0.995	0.999
NUP50	NUP107	9606.ENSP00000345895	9606.ENSP00000229179	0	0	0	0	0.196	0.625	0.5	0.854	0.975
NUP50	NUP155	9606.ENSP00000345895	9606.ENSP00000231498	0	0	0	0	0.232	0.073	0.8	0.797	0.967
NUP50	NUP210	9606.ENSP00000345895	9606.ENSP00000254508	0	0	0	0	0.077	0	0.8	0.758	0.951
NUP50	NUP205	9606.ENSP00000345895	9606.ENSP00000285968	0	0	0	0	0.112	0	0.8	0.776	0.956
NUP50	HSPA5	9606.ENSP00000345895	9606.ENSP00000324173	0	0	0	0	0.057	0	0.4	0.058	0.421
NUP50	SRSF7	9606.ENSP00000345895	9606.ENSP00000325905	0	0	0	0	0.097	0	0.4	0	0.435
NUP50	NUP43	9606.ENSP00000345895	9606.ENSP00000342262	0	0	0	0	0.163	0.605	0.8	0.789	0.984
NUP50	SRSF3	9606.ENSP00000345895	9606.ENSP00000362820	0	0	0	0	0.164	0	0.4	0	0.476
NUP50	ALYREF	9606.ENSP00000345895	9606.ENSP00000421592	0	0	0	0	0.16	0	0.5	0.281	0.672
NUP50	SEC13	9606.ENSP00000345895	9606.ENSP00000373312	0	0	0	0	0.058	0	0.5	0.687	0.839
NUP50	NUP37	9606.ENSP00000345895	9606.ENSP00000448054	0	0	0	0	0.085	0	0.5	0.776	0.888
NUP50	NUP160	9606.ENSP00000345895	9606.ENSP00000367721	0	0	0	0	0.106	0.45	0.5	0.771	0.936
NUP50	NUP188	9606.ENSP00000345895	9606.ENSP00000361658	0	0	0	0	0.125	0	0.8	0.7	0.943
NUP50	NUP62	9606.ENSP00000345895	9606.ENSP00000471191	0	0	0	0	0.291	0	0.5	0.895	0.959
NUP50	NUP153	9606.ENSP00000345895	9606.ENSP00000444029	0	0	0	0	0.08	0.896	0.8	0.996	0.999
NUP62	NXT2	9606.ENSP00000471191	9606.ENSP00000218004	0	0	0	0	0	0.091	0.54	0.723	0.874
NUP62	NUP107	9606.ENSP00000471191	9606.ENSP00000229179	0	0	0	0	0.128	0.955	0.5	0.9	0.997
NUP62	NUP155	9606.ENSP00000471191	9606.ENSP00000231498	0	0	0	0	0.14	0.953	0.5	0.871	0.997
NUP62	NUP210	9606.ENSP00000471191	9606.ENSP00000254508	0	0	0	0	0.049	0.8	0.5	0.853	0.984
NUP62	NUP205	9606.ENSP00000471191	9606.ENSP00000285968	0	0	0	0	0.167	0.977	0.5	0.849	0.998
NUP62	HSPA5	9606.ENSP00000471191	9606.ENSP00000324173	0	0	0	0	0.042	0.167	0.4	0.097	0.509
NUP62	SRSF7	9606.ENSP00000471191	9606.ENSP00000325905	0	0	0	0	0.076	0	0.4	0	0.421
NUP62	NUP43	9606.ENSP00000471191	9606.ENSP00000342262	0	0	0	0	0.149	0.855	0.5	0.783	0.984
NUP62	NUP50	9606.ENSP00000471191	9606.ENSP00000345895	0	0	0	0	0.291	0	0.5	0.895	0.959
NUP62	NUP188	9606.ENSP00000471191	9606.ENSP00000361658	0	0	0	0	0.074	0.825	0.5	0.82	0.983
NUP62	SRSF3	9606.ENSP00000471191	9606.ENSP00000362820	0	0	0	0	0.084	0	0.4	0.222	0.535
NUP62	NUP160	9606.ENSP00000471191	9606.ENSP00000367721	0	0	0	0	0.133	0.83	0.5	0.794	0.982
NUP62	SEC13	9606.ENSP00000471191	9606.ENSP00000373312	0	0	0	0	0.058	0.923	0.5	0.685	0.987
NUP62	ALYREF	9606.ENSP00000471191	9606.ENSP00000421592	0	0	0	0	0.137	0	0.5	0.313	0.677
NUP62	NUP153	9606.ENSP00000471191	9606.ENSP00000444029	0	0	0	0	0.105	0.428	0.5	0.989	0.996
NUP62	NUP37	9606.ENSP00000471191	9606.ENSP00000448054	0	0	0	0	0.06	0.83	0.5	0.786	0.98
NXT2	NUP153	9606.ENSP00000218004	9606.ENSP00000444029	0	0	0	0	0	0	0	0.693	0.693
NXT2	NUP62	9606.ENSP00000218004	9606.ENSP00000471191	0	0	0	0	0	0.091	0.54	0.723	0.874
OPTN	PFN1	9606.ENSP00000368022	9606.ENSP00000225655	0	0	0	0	0.049	0	0	0.58	0.583
OPTN	FUS	9606.ENSP00000368022	9606.ENSP00000254108	0	0	0	0	0.042	0.192	0	0.939	0.948
OPTN	SPG11	9606.ENSP00000368022	9606.ENSP00000261866	0	0	0	0	0.061	0	0	0.592	0.6
OPTN	WIPI1	9606.ENSP00000368022	9606.ENSP00000262139	0	0	0	0	0.049	0.195	0	0.51	0.592
OPTN	TP53	9606.ENSP00000368022	9606.ENSP00000269305	0	0	0	0	0	0	0	0.498	0.497
OPTN	NEFH	9606.ENSP00000368022	9606.ENSP00000311997	0	0	0	0	0	0	0	0.595	0.595
OPTN	HNRNPA2B1	9606.ENSP00000368022	9606.ENSP00000346694	0	0	0	0	0.055	0	0	0.399	0.408
OPTN	DCTN2	9606.ENSP00000368022	9606.ENSP00000408910	0	0	0	0	0.049	0	0.5	0.101	0.535
PFN1	HNRNPA2B1	9606.ENSP00000225655	9606.ENSP00000346694	0	0	0	0	0.096	0	0	0.406	0.44
PFN1	SPG11	9606.ENSP00000225655	9606.ENSP00000261866	0	0	0	0	0.042	0	0	0.476	0.476
PFN1	OPTN	9606.ENSP00000225655	9606.ENSP00000368022	0	0	0	0	0.049	0	0	0.58	0.583
PFN1	NEFH	9606.ENSP00000225655	9606.ENSP00000311997	0	0	0	0	0	0.057	0	0.616	0.622
PFN1	FUS	9606.ENSP00000225655	9606.ENSP00000254108	0	0	0	0	0.065	0.134	0	0.623	0.668
PRPH	NEFM	9606.ENSP00000257860	9606.ENSP00000221166	0	0	0	0.877	0.06	0.045	0.9	0.063	0.904
PRPH	NEFL	9606.ENSP00000257860	9606.ENSP00000482169	0	0	0	0.887	0	0.045	0.9	0.058	0.902
PRPH	NEFH	9606.ENSP00000257860	9606.ENSP00000311997	0	0	0	0.809	0.042	0.045	0.9	0.076	0.904
PSMA4	HNRNPA2B1	9606.ENSP00000044462	9606.ENSP00000346694	0	0	0	0	0.336	0.171	0	0.078	0.449
PSMA4	TP53	9606.ENSP00000044462	9606.ENSP00000269305	0	0	0	0	0	0	0.4	0.147	0.466
PSMA4	PSMB3	9606.ENSP00000044462	9606.ENSP00000483688	0	0	0	0	0.931	0.997	0.9	0.89	0.999
PSMA4	PSMB6	9606.ENSP00000044462	9606.ENSP00000270586	0	0	0	0	0.784	0.999	0.9	0.852	0.999
PSMA4	PSMC5	9606.ENSP00000044462	9606.ENSP00000310572	0	0	0	0	0.509	0.999	0	0.726	0.999
PSMB3	PSMA4	9606.ENSP00000483688	9606.ENSP00000044462	0	0	0	0	0.931	0.997	0.9	0.89	0.999
PSMB3	TP53	9606.ENSP00000483688	9606.ENSP00000269305	0	0	0	0	0	0.292	0.4	0.147	0.605
PSMB3	PSMB6	9606.ENSP00000483688	9606.ENSP00000270586	0	0	0	0.648	0.899	0.999	0.9	0.694	0.999
PSMB3	PSMC5	9606.ENSP00000483688	9606.ENSP00000310572	0	0	0	0	0.464	0.995	0	0.585	0.998
PSMB6	PSMA4	9606.ENSP00000270586	9606.ENSP00000044462	0	0	0	0	0.784	0.999	0.9	0.852	0.999
PSMB6	TP53	9606.ENSP00000270586	9606.ENSP00000269305	0	0	0	0	0	0	0.4	0.184	0.489
PSMB6	PSMC5	9606.ENSP00000270586	9606.ENSP00000310572	0	0	0	0	0.401	0.978	0	0.755	0.996
PSMB6	PSMB3	9606.ENSP00000270586	9606.ENSP00000483688	0	0	0	0.648	0.899	0.999	0.9	0.694	0.999
PSMC5	PSMA4	9606.ENSP00000310572	9606.ENSP00000044462	0	0	0	0	0.509	0.999	0	0.726	0.999
PSMC5	TP53	9606.ENSP00000310572	9606.ENSP00000269305	0	0	0	0	0	0.51	0.4	0.697	0.903
PSMC5	PSMB6	9606.ENSP00000310572	9606.ENSP00000270586	0	0	0	0	0.401	0.978	0	0.755	0.996
PSMC5	PSMB3	9606.ENSP00000310572	9606.ENSP00000483688	0	0	0	0	0.464	0.995	0	0.585	0.998
SEC13	NUP107	9606.ENSP00000373312	9606.ENSP00000229179	0	0	0	0	0.105	0.999	0.9	0.997	0.999
SEC13	NUP155	9606.ENSP00000373312	9606.ENSP00000231498	0	0	0	0	0.058	0.967	0.5	0.771	0.996
SEC13	NUP210	9606.ENSP00000373312	9606.ENSP00000254508	0	0	0	0	0.054	0.8	0.5	0.571	0.954
SEC13	NUP205	9606.ENSP00000373312	9606.ENSP00000285968	0	0	0	0	0.067	0.954	0.5	0.816	0.995
SEC13	HSPA5	9606.ENSP00000373312	9606.ENSP00000324173	0	0	0	0	0.094	0	0.4	0.31	0.592
SEC13	SRSF7	9606.ENSP00000373312	9606.ENSP00000325905	0	0	0	0	0.172	0	0.4	0	0.481
SEC13	NUP43	9606.ENSP00000373312	9606.ENSP00000342262	0	0	0	0	0.185	0.968	0.9	0.995	0.999
SEC13	NUP50	9606.ENSP00000373312	9606.ENSP00000345895	0	0	0	0	0.058	0	0.5	0.687	0.839
SEC13	NUP188	9606.ENSP00000373312	9606.ENSP00000361658	0	0	0	0	0.062	0.8	0.5	0.66	0.963
SEC13	SRSF3	9606.ENSP00000373312	9606.ENSP00000362820	0	0	0	0	0.139	0	0.4	0	0.461
SEC13	NUP160	9606.ENSP00000373312	9606.ENSP00000367721	0	0	0	0	0.08	0.998	0.9	0.996	0.999
SEC13	GRIA1	9606.ENSP00000373312	9606.ENSP00000428994	0	0	0	0	0	0	0.5	0	0.499
SEC13	ALYREF	9606.ENSP00000373312	9606.ENSP00000421592	0	0	0	0	0.124	0	0.5	0	0.543
SEC13	NUP153	9606.ENSP00000373312	9606.ENSP00000444029	0	0	0	0	0.058	0.457	0.5	0.812	0.945
SEC13	NUP62	9606.ENSP00000373312	9606.ENSP00000471191	0	0	0	0	0.058	0.923	0.5	0.685	0.987
SEC13	NUP37	9606.ENSP00000373312	9606.ENSP00000448054	0	0	0	0	0.099	0.998	0.9	0.998	0.999
SLC1A2	NEFM	9606.ENSP00000278379	9606.ENSP00000221166	0	0	0	0	0.154	0	0	0.513	0.571
SLC1A2	FUS	9606.ENSP00000278379	9606.ENSP00000254108	0	0	0	0	0	0	0	0.446	0.446
SLC1A2	NEFL	9606.ENSP00000278379	9606.ENSP00000482169	0	0	0	0	0.134	0	0	0.351	0.414
SLC1A2	NEFH	9606.ENSP00000278379	9606.ENSP00000311997	0	0	0	0	0.1	0	0	0.515	0.545
SLC1A2	GRIA1	9606.ENSP00000278379	9606.ENSP00000428994	0	0	0	0	0.186	0	0	0.631	0.687
SPG11	PFN1	9606.ENSP00000261866	9606.ENSP00000225655	0	0	0	0	0.042	0	0	0.476	0.476
SPG11	FUS	9606.ENSP00000261866	9606.ENSP00000254108	0	0	0	0	0.054	0	0	0.598	0.603
SPG11	NEFH	9606.ENSP00000261866	9606.ENSP00000311997	0	0	0	0	0	0	0	0.484	0.484
SPG11	OPTN	9606.ENSP00000261866	9606.ENSP00000368022	0	0	0	0	0.061	0	0	0.592	0.6
SRSF3	NUP107	9606.ENSP00000362820	9606.ENSP00000229179	0	0	0	0	0.137	0	0.4	0.075	0.479
SRSF3	NUP155	9606.ENSP00000362820	9606.ENSP00000231498	0	0	0	0	0.08	0	0.4	0	0.424
SRSF3	FUS	9606.ENSP00000362820	9606.ENSP00000254108	0	0	0	0	0.215	0.205	0.4	0.594	0.827
SRSF3	NUP210	9606.ENSP00000362820	9606.ENSP00000254508	0	0	0	0	0.049	0	0.4	0	0.405
SRSF3	TP53	9606.ENSP00000362820	9606.ENSP00000269305	0	0	0	0	0.067	0	0	0.391	0.407
SRSF3	NUP205	9606.ENSP00000362820	9606.ENSP00000285968	0	0	0	0	0.086	0	0.4	0.079	0.451
SRSF3	SRSF7	9606.ENSP00000362820	9606.ENSP00000325905	0	0	0	0.924	0.827	0.627	0.9	0.603	0.997
SRSF3	NUP43	9606.ENSP00000362820	9606.ENSP00000342262	0	0	0	0	0.198	0.155	0.4	0	0.558
SRSF3	NUP50	9606.ENSP00000362820	9606.ENSP00000345895	0	0	0	0	0.164	0	0.4	0	0.476
SRSF3	HNRNPA2B1	9606.ENSP00000362820	9606.ENSP00000346694	0	0	0	0	0.806	0.274	0.4	0.755	0.976
SRSF3	NUP188	9606.ENSP00000362820	9606.ENSP00000361658	0	0	0	0	0.058	0	0.4	0	0.41
SRSF3	SEC13	9606.ENSP00000362820	9606.ENSP00000373312	0	0	0	0	0.139	0	0.4	0	0.461
SRSF3	NUP160	9606.ENSP00000362820	9606.ENSP00000367721	0	0	0	0	0.145	0	0.4	0.055	0.472
SRSF3	NUP37	9606.ENSP00000362820	9606.ENSP00000448054	0	0	0	0	0.193	0	0.4	0.056	0.503
SRSF3	NUP62	9606.ENSP00000362820	9606.ENSP00000471191	0	0	0	0	0.084	0	0.4	0.222	0.535
SRSF3	NUP153	9606.ENSP00000362820	9606.ENSP00000444029	0	0	0	0	0.126	0	0.4	0.201	0.544
SRSF3	ALYREF	9606.ENSP00000362820	9606.ENSP00000421592	0	0	0	0	0.709	0	0.5	0.687	0.95
SRSF7	NUP107	9606.ENSP00000325905	9606.ENSP00000229179	0	0	0	0	0.178	0	0.4	0.077	0.505
SRSF7	NUP155	9606.ENSP00000325905	9606.ENSP00000231498	0	0	0	0	0.072	0	0.4	0	0.419
SRSF7	FUS	9606.ENSP00000325905	9606.ENSP00000254108	0	0	0	0	0.15	0.214	0.4	0.31	0.686
SRSF7	NUP210	9606.ENSP00000325905	9606.ENSP00000254508	0	0	0	0	0.049	0	0.4	0	0.405
SRSF7	NUP205	9606.ENSP00000325905	9606.ENSP00000285968	0	0	0	0	0.075	0	0.4	0	0.421
SRSF7	NUP188	9606.ENSP00000325905	9606.ENSP00000361658	0	0	0	0	0.067	0	0.4	0	0.416
SRSF7	NUP62	9606.ENSP00000325905	9606.ENSP00000471191	0	0	0	0	0.076	0	0.4	0	0.421
SRSF7	NUP50	9606.ENSP00000325905	9606.ENSP00000345895	0	0	0	0	0.097	0	0.4	0	0.435
SRSF7	SEC13	9606.ENSP00000325905	9606.ENSP00000373312	0	0	0	0	0.172	0	0.4	0	0.481
SRSF7	NUP153	9606.ENSP00000325905	9606.ENSP00000444029	0	0	0	0	0.079	0	0.4	0.146	0.487
SRSF7	NUP160	9606.ENSP00000325905	9606.ENSP00000367721	0	0	0	0	0.137	0	0.4	0.099	0.493
SRSF7	NUP37	9606.ENSP00000325905	9606.ENSP00000448054	0	0	0	0	0.177	0	0.4	0.075	0.503
SRSF7	NUP43	9606.ENSP00000325905	9606.ENSP00000342262	0	0	0	0	0.253	0.15	0.4	0	0.585
SRSF7	HNRNPA2B1	9606.ENSP00000325905	9606.ENSP00000346694	0	0	0	0	0.722	0.125	0.4	0.682	0.947
SRSF7	ALYREF	9606.ENSP00000325905	9606.ENSP00000421592	0	0	0	0	0.547	0.616	0.5	0.579	0.958
SRSF7	SRSF3	9606.ENSP00000325905	9606.ENSP00000362820	0	0	0	0.924	0.827	0.627	0.9	0.603	0.997
TP53	PSMA4	9606.ENSP00000269305	9606.ENSP00000044462	0	0	0	0	0	0	0.4	0.147	0.466
TP53	XBP1	9606.ENSP00000269305	9606.ENSP00000216037	0	0	0	0	0.042	0	0	0.529	0.529
TP53	FUS	9606.ENSP00000269305	9606.ENSP00000254108	0	0	0	0	0.077	0.163	0	0.448	0.536
TP53	SRSF3	9606.ENSP00000269305	9606.ENSP00000362820	0	0	0	0	0.067	0	0	0.391	0.407
TP53	MAP2K6	9606.ENSP00000269305	9606.ENSP00000468348	0	0	0	0	0.103	0	0	0.378	0.418
TP53	PSMB6	9606.ENSP00000269305	9606.ENSP00000270586	0	0	0	0	0	0	0.4	0.184	0.489
TP53	OPTN	9606.ENSP00000269305	9606.ENSP00000368022	0	0	0	0	0	0	0	0.498	0.497
TP53	HNRNPA2B1	9606.ENSP00000269305	9606.ENSP00000346694	0	0	0	0	0.057	0.196	0	0.393	0.499
TP53	PSMB3	9606.ENSP00000269305	9606.ENSP00000483688	0	0	0	0	0	0.292	0.4	0.147	0.605
TP53	GPX8	9606.ENSP00000269305	9606.ENSP00000423822	0	0	0	0	0.062	0	0	0.609	0.618
TP53	EIF2AK3	9606.ENSP00000269305	9606.ENSP00000307235	0	0	0	0	0.087	0	0	0.609	0.627
TP53	ERBB4	9606.ENSP00000269305	9606.ENSP00000342235	0	0	0	0	0	0.292	0	0.629	0.726
TP53	HSPA5	9606.ENSP00000269305	9606.ENSP00000324173	0	0	0	0	0.05	0.593	0	0.582	0.824
TP53	BID	9606.ENSP00000269305	9606.ENSP00000318822	0	0	0	0	0	0	0.75	0.449	0.856
TP53	PSMC5	9606.ENSP00000269305	9606.ENSP00000310572	0	0	0	0	0	0.51	0.4	0.697	0.903
TP53	APAF1	9606.ENSP00000269305	9606.ENSP00000448165	0	0	0	0	0.067	0.164	0.75	0.885	0.974
TP53	BCL2	9606.ENSP00000269305	9606.ENSP00000381185	0	0	0	0	0.103	0.869	0.9	0.999	0.999
UQCR10	NDUFS6	9606.ENSP00000332887	9606.ENSP00000274137	0	0	0	0	0.954	0.959	0	0.506	0.999
UQCR10	NDUFB1	9606.ENSP00000332887	9606.ENSP00000483888	0	0	0	0	0.439	0.855	0	0.616	0.966
WIPI1	XBP1	9606.ENSP00000262139	9606.ENSP00000216037	0	0	0	0	0.044	0	0.75	0.286	0.814
WIPI1	OPTN	9606.ENSP00000262139	9606.ENSP00000368022	0	0	0	0	0.049	0.195	0	0.51	0.592
XBP1	TP53	9606.ENSP00000216037	9606.ENSP00000269305	0	0	0	0	0.042	0	0	0.529	0.529
XBP1	DERL1	9606.ENSP00000216037	9606.ENSP00000259512	0	0	0	0	0.102	0.292	0	0.498	0.653
XBP1	BCL2	9606.ENSP00000216037	9606.ENSP00000381185	0	0	0	0	0.079	0	0	0.652	0.666
XBP1	WIPI1	9606.ENSP00000216037	9606.ENSP00000262139	0	0	0	0	0.044	0	0.75	0.286	0.814
XBP1	EIF2AK3	9606.ENSP00000216037	9606.ENSP00000307235	0	0	0	0	0.202	0	0	0.891	0.909
XBP1	HSPA5	9606.ENSP00000216037	9606.ENSP00000324173	0	0	0	0	0.228	0.345	0	0.964	0.98
