pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
tanaproget,BRD-K99604664,HELA,-0.5778,-2.3212,15.6536,0.605798,Progesterone receptor agonist,PGR
anagrelide,BRD-K62200014,HELA,-0.575,-2.3101,15.6536,0.62448,Phosphodiesterase inhibitor,PDE3A
BRD-K28456706,BRD-K28456706,HCC515,-0.5712,-2.2949,15.6536,0.408198,,
levonorgestrel,BRD-K35189033,HELA,-0.5246,-2.1075,15.6536,0.4317,Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist,PGR|CYP2E1|AR|ESR1|SRD5A1
testosterone,BRD-A55393291,HELA,-0.5212,-2.0941,15.6536,0.535036,Androgen receptor agonist,AR|CYP2C19|CYP2C8|CYP3A5|CYP19A1
emetine,BRD-K01976263,A375,-0.5163,-2.074,15.6536,0.598293,,
emetine,BRD-K01976263,A549,-0.5091,-2.0455,15.6536,0.465694,,
mercaptopurine,BRD-K91601245,HELA,-0.5049,-2.0282,15.6536,0.465799,Immunosuppressant|Protein synthesis inhibitor|Purine antagonist,HPRT1|IMPDH1|IMPDH2|PPAT
tetracycline,BRD-A88208128,HPTEC,-0.5043,-2.026,15.6536,0.429391,,
CX-5461,BRD-K12787259,HEK293,-0.5033,-2.022,15.6536,0.266094,RNA polymerase inhibitor,
pregnenolone,BRD-K52183142,HELA,-0.4966,-1.9951,15.6536,0.531879,Glutamate receptor modulator,PGR|CYP17A1|SULT2B1
BRD-K86354270,BRD-K86354270,A549,-0.4945,-1.9866,15.6536,0.247813,,
BRD-K23875128,BRD-K23875128,HELA,-0.4913,-1.9736,15.6536,0.481,Rho associated kinase inhibitor,
emetine,BRD-A25687296,HA1E,-0.4911,-1.9728,15.6536,0.666899,Protein synthesis inhibitor,RPS2
azacitidine,BRD-K03406345,A375,-0.49,-1.9687,15.6536,0.496614,DNA inhibitor,DNMT1|DNMT3A
vemurafenib,BRD-K56343971,A549,-0.4899,-1.9681,15.6536,0.205771,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
aloisine,BRD-K93658967,VCAP,-0.4898,-1.9679,15.6536,0.358679,CDK inhibitor|CFTR channel agonist|GSK inhibitor,CDK2
emetine,BRD-K01976263,HA1E,-0.489,-1.9644,15.3525,0.61091,,
PHA-767491,BRD-K50000283,THP1,-0.4887,-1.9632,15.3525,0.459179,CDC inhibitor,CDK1|RPS6KB1
STO-609,BRD-K52620403,HEPG2,-0.4882,-1.9613,15.3525,0.234325,Calmodulin inhibitor,CAMKK1|CAMKK2
BRD-K59573506,BRD-K59573506,HELA,-0.4868,-1.9557,15.3525,0.541319,Androgen receptor antagonist|Progesterone receptor agonist|Testosterone receptor antagonist,AR|ADORA1
QL-XII-47,BRD-K99252563,MCF7,-0.4816,-1.9347,15.3525,0.519064,,
verrucarin-a,BRD-A26002865,HEPG2,-0.4803,-1.9296,15.3525,0.541102,Protein synthesis inhibitor,
oxiconazole,BRD-K56104152,THP1,-0.4787,-1.9233,15.3525,0.247619,Bacterial cell wall synthesis inhibitor,
AZD-5438,BRD-K72414522,THP1,-0.4783,-1.9215,15.3525,0.52597,CDK inhibitor,CCNB1|CCNE1|CDK1|CDK2|KCNH2
adapalene,BRD-K33127281,HEK293,-0.4774,-1.918,15.3525,0.424574,Retinoid receptor agonist,RARB|RARG|RARA|RXRA|RXRB|RXRG
azacitidine,BRD-K03406345,A549,-0.4772,-1.9172,15.3525,0.652668,DNA inhibitor,DNMT1|DNMT3A
I-070759,BRD-K86761848,A375,-0.4736,-1.9025,15.3525,0.433278,,
quercetin,BRD-K97399794,HELA,-0.4733,-1.9016,15.3525,0.5572,Polar auxin transport inhibitor,PIK3CG|AKR1B1|CYP2C8|EGFR|GAA|MAOA|PTPN1|SCN5A|SIRT1|XDH|ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIM1|STK17B|UGT3A1
adarotene,BRD-K00152668,HEK293,-0.4725,-1.8983,15.3525,0.59923,Retinoid receptor agonist,RARG|RARA|RARB
cytarabine,BRD-K71847383,HCC515,-0.4717,-1.8952,15.3525,0.659282,Ribonucleoside reductase inhibitor,POLA1|POLB|POLD1|POLE
cytarabine,BRD-K33106058,HCC515,-0.4702,-1.8891,15.3525,0.678323,Ribonucleotide reductase inhibitor,POLA1|POLB|POLD1|POLE
vemurafenib,BRD-K56343971,PC3,-0.4695,-1.8862,15.3525,0.303507,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
EX-527,BRD-A73908300,HELA,-0.4694,-1.8859,15.3525,0.479799,SIRT inhibitor,SIRT1
BRD-K60571253,BRD-K60571253,A375,-0.4693,-1.8854,15.3525,0.203648,,
SA-1921456,BRD-K74381836,HCC515,-0.4672,-1.8768,15.3525,0.223092,,
propranolol,BRD-A10070317,PC3,-0.4672,-1.8769,15.3525,0.245913,Adrenergic receptor antagonist,ADRB2|ADRB3
emetine,BRD-K01976263,HCC515,-0.4657,-1.871,15.3525,0.638818,,
olaparib,BRD-K02113016,HEK293,-0.4645,-1.8661,15.3525,0.279877,PARP inhibitor,PARP1|PARP2|PARP3
emetine,BRD-A25687296,MCF7,-0.4644,-1.8655,15.3525,0.620541,Protein synthesis inhibitor,RPS2
SGI-1776,BRD-K80700417,HUVEC,-0.4641,-1.8646,15.3525,0.639976,PIM inhibitor,PIM1|FLT3|PIM2|PIM3
clofarabine,BRD-K34022604,HCC515,-0.4631,-1.8604,15.3525,0.691704,Ribonucleoside reductase inhibitor,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
BRD-K67506692,BRD-K67506692,HCC515,-0.4629,-1.8599,15.3525,0.525184,MAP kinase inhibitor,
cephaeline,BRD-K80348542,HEPG2,-0.4612,-1.8527,15.3525,0.411839,Protein synthesis inhibitor,
I-606051,BRD-K16533489,MCF7,-0.4603,-1.8494,15.3525,0.358336,,
BRD-K55575531,BRD-K55575531,BJAB,-0.4596,-1.8466,15.3525,0.271631,,
BRD-A65730376,BRD-A65730376,YAPC,-0.4585,-1.8421,15.3525,0.381513,,
BJM-CSC-15,BRD-A32595718,PC3,-0.4582,-1.8407,15.3525,0.352467,,
pindolol,BRD-A97701745,HT29,-0.458,-1.8401,15.3525,0.243442,Adrenergic receptor antagonist,ADRB1|ADRB2|HTR1A|HTR1B|HTR2A|HTR2B
irinotecan,BRD-K08547377,HCC515,-0.4575,-1.838,15.3525,0.711641,Topoisomerase inhibitor,TOP1|CYP3A5|TOP1MT
lafutidine,BRD-A67516570,PC3,-0.4575,-1.838,15.3525,0.264029,Histamine receptor antagonist,HRH2
EX-527,BRD-K76964878,HELA,-0.4558,-1.8311,15.3525,0.601203,,
vinblastine,BRD-K01188359,A375,-0.4547,-1.8269,15.3525,0.560456,,
BRD-K82764092,BRD-K82764092,U2OS,-0.4532,-1.8207,15.3525,0.300715,,
BRD-K59556282,BRD-K59556282,A375,-0.4525,-1.8178,15.3525,0.232353,,
BRD-K07023879,BRD-K07023879,A375,-0.4518,-1.815,15.3525,0.602882,,
cephaeline,BRD-K80348542,HA1E,-0.4518,-1.815,15.3525,0.557666,Protein synthesis inhibitor,
3-deazaadenosine,BRD-A79431551,YAPC,-0.4518,-1.815,15.3525,0.220557,Adenosylhomocysteinase inhibitor,
chelerythrine,BRD-K87904882,CD34,-0.451,-1.8118,15.3525,0.254581,Protein kinase inhibitor,
GW-843682X,BRD-K90382497,MCF7,-0.4509,-1.8115,15.3525,0.237983,PLK inhibitor,
diclofensine,BRD-A51078674,HELA,-0.4505,-1.8097,15.3525,0.4908,Dopamine receptor antagonist,SLC6A3|DRD1|MAOA|MAOB
drospirenone,BRD-A00938334,HELA,-0.4501,-1.8083,15.3525,0.560302,Mineralocorticoid receptor antagonist,NR3C2|PGR|AR
HG-6-64-01,BRD-K98762074,SKBR3,-0.4496,-1.8062,15.3525,0.407255,,
miglustat,BRD-K33251802,THP1,-0.4494,-1.8055,15.3525,0.324269,Glycosylation inhibitor,UGCG|GAA|SLC5A4
BRD-K29423519,BRD-K29423519,HA1E,-0.4489,-1.8033,15.3525,0.220151,,
torin-1,BRD-K40175214,MCF7,-0.4489,-1.8035,15.3525,0.463295,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA
chlorambucil,BRD-K29458283,HCC515,-0.4487,-1.8028,15.3525,0.312782,DNA inhibitor,
BRD-K63494246,BRD-K63494246,PC3,-0.4485,-1.8017,15.3525,0.422307,,
azacitidine,BRD-K03406345,VCAP,-0.4484,-1.8013,15.3525,0.463835,DNA inhibitor,DNMT1|DNMT3A
AMG-487,BRD-K90239174,THP1,-0.4477,-1.7986,15.3525,0.210153,CC chemokine receptor antagonist,CXCR3
mitoxantrone,BRD-K21680192,PC3,-0.4477,-1.7985,15.3525,0.368785,Topoisomerase inhibitor,TOP2A|PIM1
BRD-A24643465,BRD-A24643465,HEPG2,-0.4476,-1.798,15.3525,0.645893,,
emetine,BRD-K01976263,HEPG2,-0.4474,-1.7975,15.3525,0.50754,,
trovafloxacin,BRD-K00494077,HA1E,-0.4473,-1.7968,15.3525,0.560003,Bacterial DNA inhibitor,TOP2A
etravirine,BRD-K74717603,HELA,-0.447,-1.7957,15.3525,0.625693,Non-nucleoside reverse transcriptase inhibitor,CYP2C19|CYP3A4|CYP2C9
Ro-25-6981,BRD-K51541829,A375,-0.4467,-1.7945,15.3525,0.220568,Vesicular monoamine transporter inhibitor,GRIN2B|SLC18A2
gestrinone,BRD-K97472745,HELA,-0.4466,-1.7942,15.3525,0.602067,Progesterone receptor antagonist,PGR|AR|ESR1
BRD-K70115829,BRD-K70115829,HEPG2,-0.4464,-1.7932,15.3525,0.258832,,
BRD-K67506692,BRD-K67506692,HEPG2,-0.4463,-1.7931,15.3525,0.52857,MAP kinase inhibitor,
AZD-1480,BRD-A29009894,NPC,-0.4459,-1.7914,15.3525,0.316612,,
pentamidine,BRD-K13183738,HEK293,-0.4452,-1.7885,15.3525,0.320107,Anti-pneumocystis agent,TRDMT1
BRD-K85536714,BRD-K85536714,A375,-0.445,-1.7878,15.3525,0.294531,,
BRD-K55575531,BRD-K55575531,SKMEL5,-0.4445,-1.7857,15.3525,0.215788,,
BRD-K51626376,BRD-K51626376,U2OS,-0.4442,-1.7845,15.3525,0.304734,,
indibulin,BRD-K74057757,HELA,-0.4442,-1.7844,15.3525,0.592299,Tubulin inhibitor,
CP-466722,BRD-K15592317,TMD8,-0.4438,-1.7828,15.3525,0.286006,ATM kinase inhibitor,ATM
BRD-K93998074,BRD-K93998074,U2OS,-0.4435,-1.7817,15.3525,0.287077,,
brefeldin-a,BRD-A31107743,HA1E,-0.4433,-1.7809,15.3525,0.473079,,
danazol,BRD-A92537424,HELA,-0.443,-1.7798,15.3525,0.563316,Estrogen receptor antagonist|Progesterone receptor agonist,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
BRD-K08403039,BRD-K08403039,U2OS,-0.4424,-1.7773,15.3525,0.298873,,
KO-143,BRD-K64642496,NOMO1,-0.4422,-1.7766,15.3525,0.385393,Breast cancer resistance protein inhibitor,ABCG2|ABCB1|ABCC1
verrucarin-a,BRD-A26002865,PC3,-0.4421,-1.7763,15.3525,0.64719,Protein synthesis inhibitor,
BRD-K71523760,BRD-K71523760,MCF7,-0.442,-1.7757,15.3525,0.250153,,
emetine,BRD-K03067624,HT29,-0.4415,-1.7736,15.3525,0.595003,Protein synthesis inhibitor,RPS2
BRD-K33217566,BRD-K33217566,PC3,-0.4411,-1.7722,15.3525,0.316971,,
BRD-A66861218,BRD-A66861218,HCC515,-0.4411,-1.7719,15.3525,0.24129,Anti-inflammatory agent,
alisertib,BRD-K75295174,THP1,-0.44,-1.7676,15.3525,0.222979,Aurora kinase inhibitor,AURKA
A-443654,BRD-K88573743,SKMEL5,-0.44,-1.7678,15.3525,0.4,,
BRD-K31903015,BRD-K31903015,U2OS,-0.4394,-1.7652,15.3525,0.216214,,
nandrolone,BRD-K52080565,HELA,-0.4387,-1.7623,15.3525,0.619325,Imidazoline receptor agonist,NISCH|AR|CYP19A1|MAOA|MAOB
BRD-K67697926,BRD-K67697926,A549,-0.4387,-1.7626,15.3525,0.249457,,
BAY-61-3606,BRD-K53281329,THP1,-0.4381,-1.7602,15.3525,0.294786,Syk inhibitor,SYK
dasatinib,BRD-K49328571,SKBR3,-0.4377,-1.7586,7.1484,0.247771,KIT inhibitor|Bcr-Abl inhibitor|Ephrin inhibitor|PDGFR inhibitor|Src inhibitor|Tyrosine kinase inhibitor,ABL1|FYN|LCK|SRC|KIT|YES1|EPHA2|LYN|PDGFRB|BCR|BTK|DDR1|DDR2|PDGFRA|ABL2|BLK|FGR|FRK|HCK|SRMS|STAT5B
BRD-K67950754,BRD-K67950754,U2OS,-0.436,-1.7515,4.8628,0.259778,,
oxiconazole,BRD-K56104152,YAPC,-0.4359,-1.7514,4.8499,0.206874,Bacterial cell wall synthesis inhibitor,
NVP-BGJ398,BRD-K42728290,SKL,-0.4353,-1.7489,4.6114,0.229118,FGFR inhibitor,FGFR1|FGFR2|FGFR3|FGFR4|KDR
verrucarin-a,BRD-A26002865,HCC515,-0.4348,-1.7466,4.4372,0.511564,Protein synthesis inhibitor,
estradiol,BRD-A18917088,HELA,-0.4348,-1.7466,4.4361,0.642857,Estrogen receptor agonist,ESR1|ESR2|NR1I2|CYP2B6|CYP2C19|CYP2C8|CYP2E1|CYP3A5|CYP3A7|GPER1|KCNMA1
D-64131,BRD-K26997899,A375,-0.4345,-1.7455,4.3662,0.568876,Tubulin inhibitor,TUBB
PF-02545920,BRD-K31519811,THP1,-0.4344,-1.7453,4.35,0.343222,Phosphodiesterase inhibitor,PDE10A
GDC-0199,BRD-K62391742,OCILY3,-0.4335,-1.7414,4.1414,0.418971,BCL inhibitor,BCL2
cediranib,BRD-K86930074,HEPG2,-0.4333,-1.7409,4.1142,0.319189,VEGFR inhibitor|KIT inhibitor,KDR|FLT1|FLT4|KIT|PDGFRB|CSF1R|FLT3|PDGFRA
perhexiline,BRD-A19633847,HELA,-0.432,-1.7354,3.888,0.645755,Carnitine palmitoyltransferase inhibitor,CPT1A|CPT2
BMS-265246,BRD-K62814476,MCF10A,-0.4314,-1.7331,3.8076,0.259857,CDK inhibitor,CDK1|CDK2|CCNE1
gossypol,BRD-K19295594,HEPG2,-0.4313,-1.7329,3.8007,0.316325,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF
indirubin,BRD-K53959060,A375,-0.431,-1.7314,3.7545,0.323769,,
menadione,BRD-K78126613,A549,-0.4307,-1.7301,3.7155,0.387496,Mitochondrial inhibitor|Phosphatase inhibitor,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
BRD-K08005469,BRD-K08005469,U2OS,-0.4306,-1.7298,3.7053,0.248554,,
BRD-K20497775,BRD-K20497775,MCF10A,-0.4305,-1.7295,3.696,0.359533,Aryl hydrocarbon receptor agonist,
indibulin,BRD-K74057757,THP1,-0.4303,-1.7287,3.6728,0.476217,Tubulin inhibitor,
levcromakalim,BRD-M89827113,MCF7,-0.43,-1.7274,3.6396,0.211048,Potassium channel activator,KCNJ8
narciclasine,BRD-K06792661,HEPG2,-0.4298,-1.7268,3.6239,0.549958,LIM kinase activator|Rho associated kinase activator,RHOA
rotigotine,BRD-K91111634,MCF7,-0.4294,-1.7251,3.5811,0.248832,Dopamine receptor agonist,DRD2|DRD3|DRD4|DRD1|DRD5|ADRA2B|HTR1A
XL-147,BRD-K95901403,HELA,-0.4291,-1.7239,3.549,0.470397,PI3K inhibitor,PIK3CG|PIK3CA|PIK3CD
BRD-K59099734,BRD-K59099734,U2OS,-0.4291,-1.7237,3.5451,0.228492,,
AZD-7762,BRD-K46056750,HEPG2,-0.4287,-1.7223,3.5112,0.448788,,
BRD-K88524550,BRD-K88524550,MCF7,-0.4282,-1.7204,3.4707,0.703759,,
BRD-A39415247,BRD-A39415247,HELA,-0.4281,-1.7199,3.4597,0.650122,Progesterone receptor agonist,
PRX-08066,BRD-K16757695,HELA,-0.4274,-1.7172,3.4025,0.31868,Serotonin receptor antagonist,HTR2B
fludarabine-phosphate,BRD-K71106091,HCC515,-0.4272,-1.7164,3.3853,0.550516,DNA inhibitor|DNA repair enzyme inhibitor|Purine antagonist,POLA1|RRM1|DCK|POLD1|POLE|RRM2|RRM2B
BRD-K28215800,BRD-K28215800,HA1E,-0.4269,-1.7151,3.3609,0.262714,,
BRD-K47160864,BRD-K47160864,U2OS,-0.4269,-1.7152,3.3625,0.214219,,
MLN-4924,BRD-K67844266,THP1,-0.4263,-1.7127,3.3185,0.667771,Nedd activating enzyme inhibitor,NAE1|UBA3
PD-173074,BRD-K97764662,PC3,-0.4262,-1.7123,3.3122,0.276425,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
GMX-1778,BRD-K47335880,A375,-0.4261,-1.7117,3.3006,0.529961,,
BRD-K55575531,BRD-K55575531,THP1,-0.426,-1.7114,3.2952,0.240429,,
BRD-A37110558,BRD-A37110558,TMD8,-0.426,-1.7114,3.2952,0.2468,,
BRD-K08041211,BRD-K08041211,VCAP,-0.4256,-1.71,3.2724,0.216686,,
emetine,BRD-K03067624,HA1E,-0.4255,-1.7096,3.2661,0.618834,Protein synthesis inhibitor,RPS2
D-4476,BRD-K09132007,A375,-0.4255,-1.7095,3.2649,0.383296,TGF-beta receptor inhibitor,CSNK1A1|CSNK1D|TGFB1
ST-4029573,BRD-K16798053,PC3,-0.4252,-1.708,3.2415,0.469891,,
YL-55,BRD-K71199328,A375,-0.4252,-1.7084,3.2467,0.413771,,
BRD-K79432418,BRD-K79432418,MINO,-0.4249,-1.7071,3.2273,0.260956,,
BRD-K86354270,BRD-K86354270,HT29,-0.4244,-1.7049,3.1952,0.326958,,
BRD-A67518171,BRD-A67518171,A549,-0.4236,-1.7019,3.1508,0.236193,,
BRD-K10558099,BRD-K10558099,MCF7,-0.4235,-1.7012,3.1403,0.289153,,
BRD-K63770300,BRD-K63770300,A549,-0.4235,-1.7013,3.1411,0.221193,,
LDN-193189,BRD-K04853698,MCF10A,-0.4231,-1.6996,3.1167,0.264928,Serine/threonine kinase inhibitor,ACVR1|BMPR1A
LJI-308,BRD-K17960872,TMD8,-0.4227,-1.6983,3.0986,0.303861,,
BRD-K54364215,BRD-K54364215,U2OS,-0.4224,-1.6968,3.0792,0.279753,,
BRD-K59995645,BRD-K59995645,A375,-0.4219,-1.6951,3.0574,0.204749,,
QL-XII-47,BRD-U86922168,ASC,-0.4218,-1.6945,3.0502,0.307905,BTK inhibitor|Cytoplasmic tyrosine protein kinase BMX inhibitor,BTK|BMX
BRD-K70590207,BRD-K70590207,HT29,-0.4216,-1.6938,3.0419,0.205522,,
pazopanib,BRD-K74514084,HA1E,-0.4207,-1.69,2.996,0.409165,VEGFR inhibitor|KIT inhibitor|PDGFR inhibitor,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3
BRD-A19037878,BRD-A19037878,CD34,-0.4205,-1.6893,2.9889,0.657192,,
norethindrone,BRD-A09349126,HELA,-0.4204,-1.6888,2.9841,0.51712,Progesterone receptor agonist,
JW-7-24-1,BRD-K57282030,HME1,-0.4204,-1.689,2.9855,0.392491,,
boldine,BRD-K03440695,MCF7,-0.4203,-1.6886,2.982,0.201604,Acetylcholine receptor antagonist|Dopamine receptor antagonist,
floxuridine,BRD-K73088654,YAPC,-0.4202,-1.6882,2.9777,0.333538,DNA synthesis inhibitor,TYMS
BRD-K76674262,BRD-K76674262,HEPG2,-0.4202,-1.6881,2.9767,0.622417,Protein synthesis inhibitor,RPL3
GSK-429286A,BRD-A10523515,CD34,-0.4195,-1.6854,2.9481,0.347741,Rho associated kinase inhibitor,ROCK1
regadenoson,BRD-A78341343,YAPC,-0.4192,-1.684,2.9326,0.245699,Adenosine receptor agonist,ADORA2A|ADORA1|ADORA2B|ADORA3
calyculin,BRD-A47513740,HT29,-0.419,-1.6832,2.9248,0.360215,Protein phosphatase inhibitor,PPP1CA|PPP2CA
BRD-K86824573,BRD-K86824573,U2OS,-0.4186,-1.6818,2.9107,0.303861,,
BRD-K48541282,BRD-K48541282,U2OS,-0.4186,-1.6817,2.9094,0.260073,,
BRD-K46284961,BRD-K46284961,HEPG2,-0.4185,-1.6812,2.9048,0.246696,,
WYE-125132,BRD-A45498368,A375,-0.4183,-1.6804,2.8969,0.341136,MTOR inhibitor,MTOR|PIK3CA
VU-0415555-1,BRD-A42031983,A549,-0.4182,-1.6802,2.8952,0.222621,,
chrysin,BRD-K22861715,HELA,-0.4172,-1.6761,2.8577,0.549997,Breast cancer resistance protein inhibitor,ABCG2|AKR1B1|CDK6|CYP19A1|CYP1B1
BRD-K45231555,BRD-K45231555,PC3,-0.4168,-1.6743,2.8413,0.283979,,
azacitidine,BRD-K03406345,HT29,-0.4167,-1.674,2.8383,0.373345,DNA inhibitor,DNMT1|DNMT3A
PRT-062607,BRD-K53734668,TMD8,-0.4156,-1.6695,2.8005,0.259266,Syk inhibitor,SYK|FGR|MAP3K9
PHCCC,BRD-A48257147,A375,-0.4154,-1.669,2.7977,0.292371,,
PHA-767491,BRD-K50000283,YAPC,-0.4149,-1.6668,2.7801,0.49644,CDC inhibitor,CDK1|RPS6KB1
BRD-K47094330,BRD-K47094330,U2OS,-0.4144,-1.6647,2.7632,0.308536,,
fenbufen,BRD-K12513978,HT29,-0.4143,-1.6644,2.7607,0.216379,Cyclooxygenase inhibitor,PTGS1|PTGS2
BRD-K80473868,BRD-K80473868,HEPG2,-0.4142,-1.6641,2.7584,0.409074,,
nilotinib,BRD-K81528515,OCILY19,-0.4138,-1.6623,2.7453,0.246216,Bcr-Abl inhibitor|Abl inhibitor,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
BRD-K68833544,BRD-K68833544,PC3,-0.4138,-1.6623,2.7455,0.347059,,
Ro-28-1675,BRD-K21672174,PC3,-0.4136,-1.6616,2.74,0.508697,Glucokinase activator,GCK
efavirenz,BRD-K40758068,THP1,-0.4136,-1.6615,2.7386,0.206126,HIV inhibitor,CYP2B6|CYP2C19|CYP3A4|CYP2C8|CYP3A5|CYP1A2|CYP2C9|CYP2D6
equol,BRD-K54847683,HELA,-0.4135,-1.6614,2.7381,0.489548,Estrogen receptor agonist,ESR2|ESR1
dinoprost,BRD-K81672972,YAPC,-0.4135,-1.6611,2.7351,0.249859,Prostacyclin analog,PTGFR|PTGDR|PTGER1|PTGER3|PTGER4|PTGDR2|PTGER2|PTGIR|TBXA2R
BRD-K45098285,BRD-K45098285,U2OS,-0.4134,-1.6608,2.7334,0.230164,,
okadaic-acid,BRD-A13254067,A375,-0.4132,-1.66,2.7283,0.575026,,
BRD-K47784262,BRD-K47784262,U2OS,-0.413,-1.6594,2.7241,0.2468,,
nifedipine,BRD-A30977374,PC3,-0.4128,-1.6583,2.7163,0.245782,,
BRD-K64970062,BRD-K64970062,HA1E,-0.4127,-1.6579,2.7126,0.252594,,
BRD-K53932786,BRD-K53932786,MCF7,-0.4125,-1.6572,2.7075,0.307723,,
BRD-K78727929,BRD-K78727929,U2OS,-0.4124,-1.6566,2.7032,0.500562,,
okadaic-acid,BRD-A13254067,MCF7,-0.4124,-1.6567,2.7043,0.640935,,
BRD-K90041947,BRD-K90041947,A375,-0.4117,-1.6541,2.6864,0.228991,,
CD-1530,BRD-K25737009,PC3,-0.4115,-1.6531,2.6805,0.389431,,
GDC-0199,BRD-K62391742,KMS34,-0.4114,-1.6529,2.6794,0.505535,BCL inhibitor,BCL2
azacitidine,BRD-K03406345,PC3,-0.4112,-1.6519,2.673,0.443736,DNA inhibitor,DNMT1|DNMT3A
mebendazole,BRD-K77987382,THP1,-0.4107,-1.6498,2.6599,0.2741,Tubulin inhibitor,TUBA1A|TUBB|TUBB4B
A-443654,BRD-K88573743,HT29,-0.4107,-1.6499,2.6601,0.247654,,
pibenzimol,BRD-K17026858,PC3,-0.4105,-1.6491,2.6552,0.387175,DNA inhibitor,
BRD-K56206243,BRD-K56206243,HEPG2,-0.4105,-1.6491,2.6553,0.452442,,
PF-03084014,BRD-K61691541,YAPC,-0.4104,-1.6486,2.652,0.300151,Gamma secretase inhibitor,
BRD-K09208538,BRD-K09208538,HT29,-0.4101,-1.6474,2.6446,0.522099,,
tranilast,BRD-K17849083,MCF10A,-0.4097,-1.6458,2.6351,0.388063,Angiogenesis inhibitor,IDO1|IFNG|IL10|IL2|IL4|SLC22A12|TGFB1|TNF|TRPV2|HPGDS|HRH1
vanoxerine,BRD-K32501161,HELA,-0.4096,-1.6455,2.6331,0.534365,Dopamine receptor antagonist,SLC6A3|MAOA|MAOB
LY-294002,BRD-K27305650,YAPC,-0.4095,-1.6453,2.6317,0.474826,MTOR inhibitor|DNA dependent protein kinase inhibitor|Phosphodiesterase inhibitor|PLK inhibitor,MTOR|PIK3CD|PIK3CG|PIK3CA|PLK1|PRKDC|PIK3CB|PDE2A|AKT1|CHEK1|GSK3B|LCK|MAPK1|MAPK11|MAPK12|MAPK14|MAPK8|PRKCA|ROCK1|RPS6KB1|SGK1
5-METHYLCHRYSENE,BRD-K19221722,MCF10A,-0.4092,-1.6439,2.6243,0.48461,,
BRD-A54845972,BRD-A54845972,MCF7,-0.4088,-1.6423,2.6162,0.234135,,
cladribine,BRD-K93034159,HCC515,-0.4084,-1.6407,2.6069,0.260073,Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor,ADA|PNP|POLA1|POLE|POLE2|POLE3|POLE4|RRM1|RRM2|RRM2B
BMY-14802,BRD-A15435692,HT29,-0.4083,-1.6403,2.6049,0.286544,Sigma receptor antagonist,HTR1A|SIGMAR1
A-443654,BRD-K88573743,NALM6,-0.4076,-1.6375,2.5899,0.467688,,
BRD-K83072125,BRD-K83072125,HA1E,-0.4075,-1.6371,2.5876,0.231669,,
BRD-K87550320,BRD-K87550320,HCC515,-0.4068,-1.6342,2.5717,0.433396,,
BRD-A24643465,BRD-A24643465,HCC515,-0.4068,-1.6341,2.5715,0.604178,,
skimmianine,BRD-K25741894,PC3,-0.4063,-1.6323,2.5622,0.258476,Acetylcholinesterase inhibitor|Furoquinoline alkaloid,
GDC-0980,BRD-K23228615,HELA,-0.4052,-1.628,2.54,0.505914,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CG|FGR|MAP3K9|PIK3CA|PIK3CB|PIK3CD|SYK
BRD-A04845303,BRD-A04845303,NALM6,-0.4052,-1.6277,2.5386,0.211408,,
BRD-K42543764,BRD-K42543764,HT29,-0.4051,-1.6273,2.5368,0.20944,,
BRD-K01614657,BRD-K01614657,A549,-0.405,-1.6272,2.5363,0.379026,,
GSK-690693,BRD-K25325018,A375,-0.4049,-1.6268,2.5345,0.534763,AKT inhibitor,AKT1|AKT2|AKT3|PAK4|PAK6|PAK7|PRKCQ|PRKG1|PRKX
A-443654,BRD-K88573743,A375,-0.4048,-1.6261,2.531,0.476952,,
BRD-K86265745,BRD-K86265745,A549,-0.4047,-1.6258,2.53,0.412794,,
piclamilast,BRD-K47642186,MCF10A,-0.4046,-1.6255,2.5286,0.349357,Phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4D|PDE4C
BRD-K67862512,BRD-K67862512,U2OS,-0.4045,-1.6252,2.5264,0.212782,,
