pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
BRD-K49477330,BRD-K49477330,NPC,-0.1693,-0.6802,0.0009,0.511044,,
BRD-K24752075,BRD-K24752075,VCAP,-0.1692,-0.6796,0.0009,0.435925,,
BRD-K93105623,BRD-K93105623,VCAP,-0.1692,-0.6798,0.0009,0.227663,,
tetrindole,BRD-A52660433,HT29,-0.1692,-0.6797,0.0009,0.22701,Monoamine oxidase inhibitor,MAOA
BRD-K87073572,BRD-K87073572,U2OS,-0.1692,-0.6797,0.0009,0.203748,,
BRD-K05678583,BRD-K05678583,VCAP,-0.1692,-0.6799,0.0009,0.398258,,
propofol,BRD-K82255054,MCF7,-0.1692,-0.6796,0.0009,0.214791,GABA receptor agonist,GABRA1|GABRA2|GABRA3|GABRA4|GABRA5|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2B6|TRPV1|FAAH|SCN2A|SCN4A
BRD-K55082668,BRD-K55082668,HEPG2,-0.1692,-0.6799,0.0009,0.42039,,
Mps1-IN-1,BRD-K94853001,SKMEL5,-0.1691,-0.6795,0.0009,0.328829,Monopolar spindle 1 kinase inhibitor,TTK|ALK
BRD-K79511609,BRD-K79511609,VCAP,-0.1691,-0.6792,0.0009,0.346322,Adenosine receptor agonist,ADORA1|ADORA2A|ADORA2B
sirolimus,BRD-A79768653,HCC515,-0.1691,-0.6792,0.0009,0.405232,MTOR inhibitor,MTOR|FKBP1A|CCR5|FGF2
BRD-K04718515,BRD-K04718515,VCAP,-0.1691,-0.6794,0.0009,0.21271,,
BRD-K93623754,BRD-K93623754,PC3,-0.169,-0.6788,0.0009,0.310682,,
BRD-K32238524,BRD-K32238524,MCF7,-0.1689,-0.6784,0.0009,0.289153,,
MK-1775,BRD-K54256913,PC3,-0.1689,-0.6787,0.0009,0.310847,WEE1 kinase inhibitor,WEE1
BRD-K18412690,BRD-K18412690,U2OS,-0.1689,-0.6786,0.0009,0.229831,,
phloretin,BRD-K15563106,HCC515,-0.1689,-0.6786,0.0009,0.35817,Sodium channel inhibitor,AQP9|CLCN3|SLC23A1
darinaparsin,BRD-K35723520,HT29,-0.1688,-0.678,0.0007,0.222966,Apoptosis stimulant,
BRD-K70524666,BRD-K70524666,MCF7,-0.1688,-0.6783,0.0009,0.295743,,
BRD-A16820783,BRD-A16820783,PC3,-0.1688,-0.6782,0.0007,0.402904,,
BRD-K88538240,BRD-K88538240,U2OS,-0.1688,-0.678,0.0007,0.218612,,
GNF-2,BRD-K97056771,HT29,-0.1688,-0.6783,0.0009,0.20225,Bcr-Abl inhibitor,ABL1|BCR
BRD-K59472400,BRD-K59472400,VCAP,-0.1688,-0.6782,0.0008,0.364476,,
beclomethasone-dipropionate,BRD-K97810537,HCC515,-0.1687,-0.6777,0.0007,0.343565,Immunosuppressant|Glucocorticoid receptor agonist,NR3C1|CYP3A5|ADGRG3
BRD-K39291909,BRD-K39291909,U2OS,-0.1686,-0.6772,0.0007,0.319669,,
MK-3207,BRD-K66911501,MCF7,-0.1686,-0.6775,0.0007,0.300809,Calcitonin antagonist,CALCA|CALCRL|RAMP1
cefixime,BRD-K04993501,MCF7,-0.1686,-0.6771,0.0007,0.309759,,
BRD-K13346599,BRD-K13346599,VCAP,-0.1686,-0.6775,0.0007,0.215076,,
BRD-K93754181,BRD-K93754181,VCAP,-0.1686,-0.6772,0.0007,0.322376,,
UMB-32,BRD-K21532219,HEPG2,-0.1685,-0.6769,0.0007,0.488466,,
BRD-K00645031,BRD-K00645031,VCAP,-0.1685,-0.6768,0.0007,0.465771,,
butaclamol,BRD-K23082237,A375,-0.1685,-0.6771,0.0007,0.26813,Dopamine receptor antagonist,DRD2|DRD1|DRD3|DRD4|DRD5|HTR1A|HTR2A
BRD-K74974393,BRD-K74974393,HEPG2,-0.1685,-0.6771,0.0007,0.226514,,
anpirtoline,BRD-K55424922,HT29,-0.1685,-0.677,0.0007,0.509992,Serotonin receptor agonist,HTR1B|HTR3A
desoxycortone,BRD-K98521173,A375,-0.1684,-0.6767,0.0007,0.233231,Mineralocorticoid receptor agonist,NR3C2|NR3C1
BRD-K41775742,BRD-K41775742,PC3,-0.1684,-0.6765,0.0007,0.265867,,
BRD-K41520144,BRD-K41520144,HEPG2,-0.1684,-0.6765,0.0007,0.212301,,
gabexate,BRD-K59256312,MCF7,-0.1684,-0.6765,0.0007,0.219918,Serine protease inhibitor,PRSS1|TPSAB1
BRD-K43624274,BRD-K43624274,U2OS,-0.1683,-0.676,0.0007,0.200102,,
BRD-K41431262,BRD-K41431262,PC3,-0.1683,-0.676,0.0007,0.42729,,
forskolin,BRD-K09602097,HA1E,-0.1683,-0.676,0.0007,0.293679,Adenylyl cyclase activator,ADCY2|ADCY5|GNAS
BRD-K11423211,BRD-K11423211,U2OS,-0.1683,-0.6762,0.0007,0.263685,,
BRD-K21691498,BRD-K21691498,VCAP,-0.1682,-0.6759,0.0007,0.319125,,
BRD-K88329126,BRD-K88329126,MCF7,-0.1682,-0.6755,0.0007,0.348676,,
BRD-K56950264,BRD-K56950264,VCAP,-0.1682,-0.6756,0.0007,0.266462,,
quercetagetin,BRD-K95885906,A549,-0.1682,-0.6757,0.0007,0.297226,PIM inhibitor,PIM1
BRD-K91600270,BRD-K91600270,PC3,-0.1681,-0.6752,0.0007,0.205373,,
VU-0413243-1,BRD-K43992206,PC3,-0.1681,-0.6753,0.0007,0.384117,,
PI-103,BRD-K67868012,LNCAP,-0.1681,-0.6754,0.0007,0.486283,PI3K inhibitor|MTOR inhibitor,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC
biperiden,BRD-A36471396,MCF7,-0.1681,-0.6755,0.0007,0.257803,,
BRD-K30183231,BRD-K30183231,VCAP,-0.1681,-0.6754,0.0007,0.242305,,
MW-STK33-4C,BRD-K03568209,ASC,-0.168,-0.6748,0.0007,0.346587,,
dorsomorphin,BRD-K54233340,NCIH596,-0.168,-0.6747,0.0007,0.457163,AMPK inhibitor,ACVR1|BMPR1A|BMPR1B|EPHA2|FKBP1A|FLT1|FLT3|KDR|LCK|MKNK1|PRKAA1|RPS6KA1|SRC
dihydrexidine,BRD-K31471398,A549,-0.168,-0.6751,0.0007,0.237919,Dopamine receptor agonist,DRD1|DRD2|DRD3|DRD4|DRD5
vandetanib,BRD-K77625799,PC3,-0.168,-0.6748,0.0007,0.31586,EGFR inhibitor|RET tyrosine kinase inhibitor|VEGFR inhibitor,EGFR|KDR|RET|FLT1|FLT4|PTK6|TEK|FLT3|KIT|EPHA1|EPHA10|EPHA2|EPHA3|EPHA4|EPHA5|EPHA6|EPHA7|EPHA8|EPHB1|EPHB2|EPHB3|EPHB4|EPHB6|ERBB2|ERBB3|ERBB4|SRC|VEGFA
FR-139317,BRD-A80641450,MCF7,-0.168,-0.6749,0.0007,0.257008,,
kinetin-riboside,BRD-K94325918,NCIH508,-0.168,-0.6748,0.0007,0.23929,Apoptosis stimulant,
BRD-K50511260,BRD-K50511260,A549,-0.168,-0.6751,0.0007,0.276037,,
BRD-K12328371,BRD-K12328371,U2OS,-0.1679,-0.6745,0.0007,0.305973,,
mitomycin-c,BRD-A48237631,HT29,-0.1679,-0.6744,0.0007,0.577138,DNA alkylating agent|DNA inhibitor,
BRD-K05032830,BRD-K05032830,VCAP,-0.1679,-0.6745,0.0007,0.238862,,
perhexiline,BRD-A19633847,NCIH596,-0.1678,-0.674,0.0007,0.353192,Carnitine palmitoyltransferase inhibitor,CPT1A|CPT2
BRD-K42454450,BRD-K42454450,VCAP,-0.1678,-0.6739,0.0007,0.314477,,
tunicamycin,BRD-K10573841,MCF10A,-0.1678,-0.6742,0.0007,0.294953,,
SA-1459008,BRD-K74671783,NPC,-0.1678,-0.6743,0.0007,0.200307,,
telatinib,BRD-K84564571,PC3,-0.1678,-0.6741,0.0007,0.232062,KIT inhibitor|PDGFR inhibitor|VEGFR inhibitor,KDR|FLT4|KIT|PDGFRB
butylparaben,BRD-K08287586,HCC515,-0.1677,-0.6738,0.0007,0.232573,DNA inhibitor,
BRD-K40758391,BRD-K40758391,VCAP,-0.1677,-0.6736,0.0007,0.272176,,
sildenafil,BRD-K79759585,HCC515,-0.1677,-0.6735,0.0007,0.413066,Phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
SD-6-035-A4,BRD-K73371640,VCAP,-0.1677,-0.6738,0.0007,0.27227,,
SB-590885,BRD-K24496482,HA1E,-0.1677,-0.6736,0.0007,0.243126,,
BRD-K54403101,BRD-K54403101,HA1E,-0.1676,-0.6733,0.0006,0.220568,,
temsirolimus,BRD-A62025033,A549,-0.1676,-0.6734,0.0007,0.362905,,
ARP-101,BRD-K73395020,MCF7,-0.1675,-0.6731,0.0006,0.370901,,MMP2
BRD-K61753121,BRD-K61753121,PC3,-0.1675,-0.6729,0.0006,0.225338,,
karakoline,BRD-A43849199,MCF7,-0.1675,-0.6728,0.0006,0.265394,Phytotoxin,
MT-21,BRD-A99449986,HA1E,-0.1675,-0.6729,0.0006,0.326442,Caspase activator,CYCS
BRD-K32595626,BRD-K32595626,A549,-0.1675,-0.673,0.0006,0.351014,,
trifluridine,BRD-K03243820,MCF7,-0.1675,-0.6727,0.0006,0.314946,DNA inhibitor|Thymidylate synthase inhibitor,TYMS
BRD-K85314854,BRD-K85314854,U2OS,-0.1675,-0.673,0.0006,0.261895,,
ursolic-acid,BRD-K68185022,A549,-0.1674,-0.6726,0.0006,0.654948,11-beta-HSD1 inhibitor|Acetylcholinesterase inhibitor|ATPase inhibitor|Caspase inhibitor|HIV protease inhibitor|Lipid peroxidase inhibitor|NFKB inhibitor|Quorum sensing signaling modulator|STAT inhibitor|Steryl sulfatase inhibitor|Tyrosine phosphatase inhibitor,HSD11B1|PTPN1|ACHE|CASP3|STS|PLA2G1B|PYGM
BRD-K71726959,BRD-K71726959,THP1,-0.1674,-0.6724,0.0006,0.305636,,
BRD-K95361366,BRD-K95361366,PC3,-0.1674,-0.6724,0.0006,0.267047,,
rebamipide,BRD-A15909516,A375,-0.1674,-0.6724,0.0006,0.254596,Free radical scavenger,FPR1
avicin-g,BRD-A33746814,PC3,-0.1674,-0.6724,0.0006,0.28825,NFKB inhibitor,
SA-427604,BRD-K49587132,MCF7,-0.1673,-0.6722,0.0006,0.215028,,
BRD-K50131741,BRD-K50131741,U2OS,-0.1673,-0.672,0.0006,0.377309,,
ly-ester,BRD-K78059568,HEPG2,-0.1673,-0.672,0.0006,0.431363,,
BRD-K77480336,BRD-K77480336,HT29,-0.1673,-0.6722,0.0006,0.22154,,
BRD-K26664453,BRD-K26664453,U937,-0.1672,-0.6718,0.0006,0.388432,Tubulin inhibitor,ACTB
U-54494A,BRD-K20995441,U2OS,-0.1672,-0.6716,0.0005,0.271329,Opioid receptor agonist,OPRK1
pelitinib,BRD-K08799216,MCF10A,-0.1672,-0.6715,0.0005,0.289955,EGFR inhibitor,EGFR|ERBB2
BRD-K69498175,BRD-K69498175,HT29,-0.1671,-0.6714,0.0005,0.2151,,
saracatinib,BRD-K19540840,ASC,-0.1671,-0.6713,0.0004,0.299488,Src inhibitor,SRC|ABL1|LCK|YES1
KU-C104123,BRD-K39232234,A375,-0.167,-0.6709,0.0004,0.289701,,
methylnorlichexanthone,BRD-K33193182,PC3,-0.167,-0.6707,0.0004,0.220429,Aurora kinase inhibitor|PIM inhibitor|VEGFR inhibitor,AURKB|PIM1
BRD-K30628727,BRD-K30628727,U2OS,-0.167,-0.6708,0.0004,0.223447,,
BRD-K04067194,BRD-K04067194,U2OS,-0.167,-0.6709,0.0004,0.328767,,
BRD-K00689442,BRD-K00689442,MCF7,-0.167,-0.6709,0.0004,0.279954,,
BRD-A20488704,BRD-A20488704,PC3,-0.167,-0.671,0.0004,0.231029,,
isocarboxazid,BRD-K93332168,MCF7,-0.167,-0.671,0.0004,0.210705,Monoamine oxidase inhibitor,MAOA|MAOB
NCI-16221,BRD-K59406868,NPC,-0.1669,-0.6707,0.0004,0.235109,,
tegafur,BRD-A79903587,MCF10A,-0.1669,-0.6704,0.0004,0.394103,Thymidylate synthase inhibitor,TYMS
BRD-K30563708,BRD-K30563708,MCF7,-0.1669,-0.6705,0.0004,0.21744,,
clofibric-acid,BRD-K19111024,HELA,-0.1669,-0.6705,0.0004,0.293532,PPAR receptor agonist,PPARA
BRD-K23149109,BRD-K23149109,HA1E,-0.1669,-0.6704,0.0004,0.258595,,
STO-609,BRD-K52620403,HA1E,-0.1668,-0.67,0.0004,0.220151,Calmodulin inhibitor,CAMKK1|CAMKK2
BRD-K70503895,BRD-K70503895,MCF7,-0.1668,-0.6703,0.0004,0.319173,,
tremulacin,BRD-A61856038,HEPG2,-0.1666,-0.6694,0.0002,0.403335,Lipoxygenase inhibitor,
JQ-1-R,BRD-K17588104,HT29,-0.1666,-0.6691,0.0001,0.264846,Bromodomain inhibitor,
BRD-K62659735,BRD-K62659735,PC3,-0.1666,-0.6692,0.0002,0.248266,,
BRD-K82825326,BRD-K82825326,VCAP,-0.1666,-0.6693,0.0002,0.393584,,
BRD-K91917132,BRD-K91917132,U2OS,-0.1666,-0.6694,0.0002,0.207009,,
BRD-K78062244,BRD-K78062244,A375,-0.1666,-0.6695,0.0002,0.528539,,
AZD-5438,BRD-K72414522,NALM6,-0.1665,-0.6689,0.0,0.484694,CDK inhibitor,CCNB1|CCNE1|CDK1|CDK2|KCNH2
BRD-K72732164,BRD-K72732164,A375,-0.1665,-0.6689,0.0,0.481817,,
CGK-733,BRD-A50737080,MCF7,-0.1665,-0.669,0.0,0.392071,ATM kinase inhibitor|ATR kinase inhibitor,ATM|ATR
yohimbine,BRD-A51410489,HA1E,-0.1665,-0.669,0.0,0.275814,,
CCT-031374,BRD-K90999434,A549,-0.1665,-0.6687,0.0,0.233209,WNT inhibitor,CTNNB1
calpeptin,BRD-A84045418,HT29,-0.1665,-0.6687,0.0,0.233406,,
BRD-K73261812,BRD-K73261812,HT29,-0.1665,-0.6691,0.0001,0.49998,Beta catenin inhibitor,CTNNB1
BRD-K79235952,BRD-K79235952,VCAP,-0.1665,-0.6688,0.0,0.233089,,
SB-415286,BRD-K76805682,A375,-0.1664,-0.6685,0.0,0.284285,GSK inhibitor,GSK3B|GSK3A|RPS6KB1
fluphenazine,BRD-K53987533,MCF7,-0.1664,-0.6686,0.0,0.276703,,
PF-4800567,BRD-K43428468,MCF7,-0.1664,-0.6683,0.0,0.250521,Casein kinase inhibitor,CSNK1E|CSNK1D
WH-4025,BRD-K29385665,MDAMB231,-0.1664,-0.6684,0.0,0.324841,,
WY-01-045,BRD-K45028728,MCF7,-0.1664,-0.6685,0.0,0.254236,,
BRD-K24161447,BRD-K24161447,VCAP,-0.1664,-0.6684,0.0,0.201096,,
flumetasone,BRD-A01346607,PC3,-0.1664,-0.6686,0.0,0.21177,Glucocorticoid receptor agonist,NR3C1|PLA2G1B
danazol,BRD-A92537424,U2OS,-0.1664,-0.6686,0.0,0.251238,Estrogen receptor antagonist|Progesterone receptor agonist,GNRHR|ESR1|CYP2C8|TNF|AR|CCL2|GNRHR2|PGR
BRD-K44417704,BRD-K44417704,VCAP,-0.1663,-0.6683,0.0,0.217275,,
BRD-K04309313,BRD-K04309313,PC3,-0.1663,-0.6682,0.0,0.396108,,
SSR-69071,BRD-K72895815,HT29,-0.1663,-0.668,0.0,0.266059,Leukocyte elastase inhibitor,ELANE
penitrem-a,BRD-K03842655,HCC515,-0.1662,-0.6677,0.0,0.49647,,
LE-135,BRD-K06593056,A549,-0.1662,-0.6675,0.0,0.463207,Retinoid receptor agonist,RARB
BRD-K83548510,BRD-K83548510,NPC,-0.1661,-0.6674,0.0,0.20168,,
retinol,BRD-K22429181,PC3,-0.1661,-0.6675,0.0,0.283384,Retinoid receptor agonist,ALDH1A1|ALDH1A2|ALDH1A3|DHRS3|DHRS4|LRAT|NR2C2|RBP1|RBP3|RDH11|RDH12|RDH13|RDH14|RDH5|RDH8|RETSAT|RHO|RLBP1|RXRA|RXRB|RXRG
ARG-A1-22,BRD-K91349888,VCAP,-0.1661,-0.6674,0.0,0.230031,,
GNF-2,BRD-K97056771,BT20,-0.1661,-0.6672,0.0,0.390375,Bcr-Abl inhibitor,ABL1|BCR
BRD-K89489862,BRD-K89489862,U2OS,-0.1661,-0.6672,0.0,0.225202,,
ZD-7114,BRD-K45296539,A375,-0.1661,-0.6672,0.0,0.341999,,
BRD-K13397460,BRD-K13397460,MCF7,-0.1661,-0.6673,0.0,0.344635,,
SA-425500,BRD-K45818044,HCC515,-0.1661,-0.6674,0.0,0.237316,,
PD-160170,BRD-K12079898,PC3,-0.1661,-0.6671,0.0,0.376427,Neuropeptide receptor antagonist,NPY1R
BRD-K29251608,BRD-K29251608,MCF7,-0.1661,-0.6673,0.0,0.307806,,
BRD-K82594742,BRD-K82594742,MCF7,-0.1661,-0.6672,0.0,0.353192,,
NSC-693868,BRD-K87932577,MCF7,-0.166,-0.6668,0.0,0.25667,CDK inhibitor|GSK inhibitor,CDK1|CDK5|GSK3B|GSK3A
BRD-K46082587,BRD-K46082587,HA1E,-0.166,-0.6668,0.0,0.300078,,
BRD-K13217265,BRD-K13217265,VCAP,-0.166,-0.6668,0.0,0.248019,,
dexamethasone,BRD-A35108200,HEPG2,-0.166,-0.6668,0.0,0.3921,,
BRD-K78849449,BRD-K78849449,U2OS,-0.1659,-0.6667,0.0,0.512761,,
BRD-K35514965,BRD-K35514965,HEPG2,-0.1659,-0.6663,0.0,0.201553,,
BRD-K79554012,BRD-K79554012,MCF7,-0.1659,-0.6664,0.0,0.266884,,
ibrutinib,BRD-K70301465,OCILY10,-0.1659,-0.6667,0.0,0.627707,BTK inhibitor,BTK|BLK|BMX
BRD-K24156250,BRD-K24156250,HEPG2,-0.1659,-0.6663,0.0,0.499898,,
zamifenacin,BRD-K80451230,A375,-0.1658,-0.6661,0.0,0.366169,Acetylcholine receptor antagonist,CHRM3
veratridine,BRD-K60923938,HCC515,-0.1658,-0.666,0.0,0.213214,Sodium channel activator,
BRD-K47686295,BRD-K47686295,U2OS,-0.1658,-0.666,0.0,0.23288,,
BRD-K05649647,BRD-K05649647,A375,-0.1658,-0.666,0.0,0.442974,,
KU-C104256,BRD-K11015688,PC3,-0.1658,-0.6662,0.0,0.211335,,
BRD-K99999497,BRD-K99999497,A549,-0.1658,-0.6662,0.0,0.338882,,
metoprolol,BRD-A03623303,HELA,-0.1656,-0.6651,0.0,0.30701,Adrenergic receptor antagonist,ADRB1|ADRB2
dabigatran-etexilate,BRD-K57041787,A375,-0.1655,-0.6648,0.0,0.208925,Thrombin inhibitor|Serine protease inhibitor,F2
SB-216763,BRD-K59184148,HCC515,-0.1655,-0.6648,0.0,0.350892,GSK inhibitor,GSK3B|CCNA2|CDK2|GSK3A
BRD-K11413513,BRD-K11413513,HA1E,-0.1655,-0.6651,0.0,0.500919,,
BRD-K55966666,BRD-K55966666,HCC515,-0.1655,-0.6651,0.0,0.202288,,
prochlorperazine,BRD-K19352500,HELA,-0.1655,-0.6647,0.0,0.402363,Dopamine receptor antagonist,DRD2|DRD1|DRD3|DRD4
milacemide,BRD-K64338723,PC3,-0.1655,-0.665,0.0,0.262285,Monoamine oxidase inhibitor,MAOB
anisomycin,BRD-K91370081,HT29,-0.1655,-0.6649,0.0,0.653354,DNA inhibitor,RPL10L|RPL11|RPL13A|RPL15|RPL19|RPL23|RPL23A|RPL26L1|RPL3|RPL37|RPL8|RSL24D1|SNU13
SA-1459224,BRD-K94390774,VCAP,-0.1655,-0.6648,0.0,0.217675,,
BRD-K48296029,BRD-K48296029,MCF7,-0.1654,-0.6645,0.0,0.252594,,
PF-04691502,BRD-K07310275,SKMEL5,-0.1654,-0.6645,0.0,0.742364,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA|PIK3CB|PIK3CD|PIK3CG
BRD-A09984573,BRD-A09984573,PC3,-0.1654,-0.6644,0.0,0.26353,,
levonorgestrel,BRD-K35189033,MCF7,-0.1654,-0.6644,0.0,0.25557,Estrogen receptor agonist|Glucocorticoid receptor antagonist|Progesterone receptor agonist|Progesterone receptor antagonist,PGR|CYP2E1|AR|ESR1|SRD5A1
SYK-inhibitor,BRD-K30189597,ASC,-0.1653,-0.6642,0.0,0.230008,Syk inhibitor,
BRD-K39732687,BRD-K39732687,VCAP,-0.1651,-0.6634,0.0,0.21177,,
BRD-K24053449,BRD-K24053449,HA1E,-0.1651,-0.6632,0.0,0.230763,,
BRD-A98714080,BRD-A98714080,U2OS,-0.1651,-0.6632,0.0,0.217464,,
BRD-K04937680,BRD-K04937680,VCAP,-0.1651,-0.6634,0.0,0.218659,,
BRD-K81314458,BRD-K81314458,U2OS,-0.1651,-0.6633,0.0,0.333001,,
BRD-K85853281,BRD-K85853281,HEPG2,-0.165,-0.6628,0.0,0.673786,,
BRD-K91922990,BRD-K91922990,VCAP,-0.165,-0.663,0.0,0.239504,,
lovastatin,BRD-K09416995,HEPG2,-0.165,-0.6629,0.0,0.419952,HMGCR inhibitor,HMGCR|CYP3A5|HDAC2|ITGAL|NR1I2
KIN001-043,BRD-K44100512,MDAMB231,-0.165,-0.6627,0.0,0.347422,,
BMS-299897,BRD-K02950022,HCT116,-0.1649,-0.6623,0.0,0.253241,Gamma secretase inhibitor,
BRD-K93285993,BRD-K93285993,HT29,-0.1649,-0.6626,0.0,0.24917,,
BRD-K34815008,BRD-K34815008,U2OS,-0.1649,-0.6626,0.0,0.241523,,
KUC103424N,BRD-A86990971,PC3,-0.1649,-0.6623,0.0,0.309396,,
BRD-A17664363,BRD-A17664363,MCF7,-0.1649,-0.6625,0.0,0.22885,,
BRD-K30270755,BRD-K30270755,U2OS,-0.1649,-0.6625,0.0,0.218776,,
HU-211,BRD-A15010982,MCF7,-0.1649,-0.6625,0.0,0.260368,Glutamate receptor antagonist,CNR1|CNR2|GRIN1
prenylamine,BRD-A10662413,PC3,-0.1649,-0.6626,0.0,0.244698,Calcium channel blocker,CALM1|MYLK2
BRD-K66598898,BRD-K66598898,VCAP,-0.1648,-0.6622,0.0,0.226605,,
prednisone,BRD-A62525898,PC3,-0.1648,-0.662,0.0,0.234968,Glucocorticoid receptor agonist,NR3C1|HSD11B1
BRD-K46373671,BRD-K46373671,A375,-0.1648,-0.6619,0.0,0.341984,,
GALR3_GALP,GALR3_GALP,A549,-0.1648,-0.6621,0.0,0.260447,,
BRD-K53032901,BRD-K53032901,HEPG2,-0.1648,-0.6621,0.0,0.255191,,
FPL-62064,BRD-K59875992,U2OS,-0.1647,-0.6616,0.0,0.211608,Cyclooxygenase inhibitor|Lipoxygenase inhibitor,
tetrahydrobiopterin,BRD-A67605442,MCF7,-0.1647,-0.6617,0.0,0.280665,Nitric oxide stimulant|Nitric oxide synthase stimulant|Phenylalanine 4-hydroxylase stimulant,PAH|TH
BRD-K88908047,BRD-K88908047,VCAP,-0.1646,-0.6614,0.0,0.329296,,
BRD-K52341396,BRD-K52341396,HEPG2,-0.1646,-0.6613,0.0,0.303136,,
penitrem-a,BRD-K03842655,HEPG2,-0.1646,-0.6613,0.0,0.32663,,
BRD-K78385490,BRD-K78385490,HA1E,-0.1646,-0.6612,0.0,0.333078,,
tozasertib,BRD-K87947369,PC3,-0.1646,-0.6612,0.0,0.38228,,
BRD-K81322049,BRD-K81322049,U2OS,-0.1645,-0.661,0.0,0.207009,,
sirolimus,BRD-K99369265,HCC515,-0.1645,-0.6607,0.0,0.235109,,
BRD-K23875128,BRD-K23875128,A549,-0.1645,-0.661,0.0,0.252594,Rho associated kinase inhibitor,
BRD-A13914662,BRD-A13914662,PC3,-0.1645,-0.6607,0.0,0.293244,,
JW-7-24-1,BRD-K57282030,MCF7,-0.1645,-0.6608,0.0,0.480222,,
BRD-K03464662,BRD-K03464662,VCAP,-0.1645,-0.6607,0.0,0.276555,,
mibampator,BRD-K42981054,MCF7,-0.1644,-0.6605,0.0,0.353203,Glutamate receptor antagonist,GRIA1
DL-PDMP,BRD-K05653692,HCC515,-0.1644,-0.6604,0.0,0.231613,Glucosyltransferase inhibitor,UGCG|ASAH1
MK-8245,BRD-K29656036,HELA,-0.1644,-0.6605,0.0,0.237882,Stearoyl-CoA desaturase inhibitor,SCD
BRD-K56196992,BRD-K56196992,HA1E,-0.1644,-0.6605,0.0,0.288356,,
BRD-K14886982,BRD-K14886982,U2OS,-0.1643,-0.66,0.0,0.21039,,
BRD-A48349196,BRD-A48349196,NPC,-0.1642,-0.6595,0.0,0.20944,,
BRD-K58421169,BRD-K58421169,VCAP,-0.1642,-0.6598,0.0,0.31134,,
cyanoquinoline-11,BRD-K00088062,A375,-0.1642,-0.6595,0.0,0.254228,Kinase inhibitor,
BRD-K71894218,BRD-K71894218,PC3,-0.1642,-0.6596,0.0,0.405295,,
terfenadine,BRD-A06352418,MCF7,-0.1642,-0.6598,0.0,0.612614,Histamine receptor antagonist,HRH1|KCNH2|CHRM1|CHRM2|CHRM3|CHRM4|CHRM5|KCNH1
oligomycin-a,BRD-A81541225,HT29,-0.1642,-0.6595,0.0,0.650766,ATP synthase inhibitor|ATPase inhibitor,ATP5A1
BRD-K51041684,BRD-K51041684,VCAP,-0.1641,-0.6593,0.0,0.228022,,
synephrine,BRD-A04327189,HT29,-0.1641,-0.6593,0.0,0.474072,Adrenergic receptor agonist,ADRA1A
BRD-K03662481,BRD-K03662481,U2OS,-0.1641,-0.6593,0.0,0.554126,,
SA-1459002,BRD-K64930062,VCAP,-0.1641,-0.6592,0.0,0.365372,,
SD-6-035-B2,BRD-K48703351,VCAP,-0.1641,-0.6591,0.0,0.23628,,
BRD-K77690805,BRD-K77690805,HCC515,-0.1641,-0.6592,0.0,0.26826,,
ritanserin,BRD-K40887525,HCC515,-0.164,-0.659,0.0,0.359888,Serotonin receptor antagonist,HTR2A|HTR2C|HTR2B|ADRA1A|ADRA1B|ADRA1D|HTR1A|HTR1B|HTR1D|HTR5A|HTR6|HTR7
SCH-58261,BRD-K81225797,PC3,-0.1639,-0.6585,0.0,0.29769,Adenosine receptor antagonist,ADORA2A|ADORA1|ADORA2B|ADORA3
manumycin-a,BRD-K78599730,MCF7,-0.1639,-0.6586,0.0,0.485753,Farnesyltransferase inhibitor|NFKB inhibitor,FNTA|IKBKB
BRD-K05979026,BRD-K05979026,A375,-0.1639,-0.6583,0.0,0.213599,,
SKF-91488,BRD-K49776472,PC3,-0.1639,-0.6586,0.0,0.471715,Histamine receptor agonist,HNMT
OM-137,BRD-K21971034,A549,-0.1639,-0.6583,0.0,0.374002,Aurora kinase inhibitor,
BRD-K11474067,BRD-K11474067,U2OS,-0.1638,-0.6579,0.0,0.222369,,
BRD-K19639492,BRD-K19639492,MCF7,-0.1638,-0.658,0.0,0.215835,,
MS-023,BRD-K20505391,MCF7,-0.1637,-0.6578,0.0,0.536509,,
BRD-K65037509,BRD-K65037509,VCAP,-0.1637,-0.6578,0.0,0.387021,,
WZ-4002,BRD-K72420232,KMS34,-0.1637,-0.6578,0.0,0.277736,EGFR inhibitor,EGFR|ERBB2
syrosingopine,BRD-K14200658,MCF7,-0.1637,-0.6576,0.0,0.462533,Vesicular monoamine transporter inhibitor,
tamoxifen,BRD-K93754473,A375,-0.1636,-0.6571,0.0,0.210981,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM),ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
BRD-K75095704,BRD-K75095704,U2OS,-0.1636,-0.6574,0.0,0.23563,,
