pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
enzastaurin,BRD-K79404599,MDAMB231,0.0,0.0,-0.0,0.292336,PKC inhibitor,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
WZ-7043,BRD-K66847579,MDAMB231,0.0,0.0,-0.0,0.21805,,
KIN-001-220,BRD-K53561341,MDAMB231,0.0,0.0,-0.0,0.236583,Aurora kinase inhibitor,
WH-4023,BRD-K50199947,MDAMB231,0.0,0.0,-0.0,0.456043,Src inhibitor,LCK|SRC|ABL1
XMD-1185H,BRD-K46805185,MDAMB231,0.0,0.0,-0.0,0.275072,,
KIN001-242,BRD-K24859147,MDAMB231,0.0,0.0,-0.0,0.257822,Protein kinase inhibitor,RPS6KA3
QL-XI-92,BRD-K24515980,MDAMB231,0.0,0.0,-0.0,0.320068,,
BRD-K04923131,BRD-K04923131,MDAMB231,0.0,0.0,-0.0,0.369657,GSK inhibitor|Lipoxygenase inhibitor,GSK3B|ALOX5|GSK3A
XMD-1150,BRD-K01436366,MDAMB231,0.0,0.0,-0.0,0.641724,LRRK inhibitor,LRRK2
SB-590885,BRD-K01253243,MDAMB231,0.0,0.0,-0.0,0.333538,RAF inhibitor,BRAF
WZ-4-145,BRD-K43568579,SKBR3,0.0,0.0,-0.0,0.57621,,
barasertib-HQPA,BRD-K63923597,SKBR3,0.0,0.0,-0.0,0.244329,Aurora kinase inhibitor,AURKB|AURKC|AURKA
vemurafenib,BRD-K56343971,SKBR3,0.0,0.0,-0.0,0.378226,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
A-443654,BRD-K38615104,SKBR3,0.0,0.0,-0.0,0.393726,AKT inhibitor,AKT1|AKT2
ZSTK-474,BRD-K63068307,SKBR3,0.0,0.0,-0.0,0.638278,PI3K inhibitor,PIK3CG|PIK3CA|PIK3CB|PIK3CD
GDC-0941,BRD-K52911425,SKBR3,0.0,0.0,-0.0,0.511599,PI3K inhibitor,PIK3CG|PIK3CA|PIK3CB|PIK3CD
AS-601245,BRD-A60245366,SKBR3,0.0,0.0,-0.0,0.317916,JNK inhibitor,MAPK10|MAPK8|MAPK9
WH-4023,BRD-K50199947,SKBR3,0.0,0.0,-0.0,0.310986,Src inhibitor,LCK|SRC|ABL1
BRD-K04887706,BRD-K04887706,SKBR3,0.0,0.0,-0.0,0.350504,AKT inhibitor,
NVP-TAE684,BRD-K50140147,SKBR3,0.0,0.0,-0.0,0.407734,ALK inhibitor,ALK|INSR
HG-6-64-01,BRD-K98762074,SKBR3,0.0,0.0,-0.0,0.407255,,
CP-724714,BRD-K76908866,SKBR3,0.0,0.0,-0.0,0.496935,Tyrosine kinase inhibitor|EGFR inhibitor,ERBB2
ALW-II-38-3,BRD-K68191783,SKBR3,0.0,0.0,-0.0,0.225979,Ephrin inhibitor,DDR1
HG-6-64-01,BRD-K98762074,MDAMB231,0.0,0.0,-0.0,0.317438,,
GNF-2,BRD-K97056771,MDAMB231,0.0,0.0,-0.0,0.220939,Bcr-Abl inhibitor,ABL1|BCR
WZ-3105,BRD-K92571446,MDAMB231,0.0,0.0,-0.0,0.480478,,
GDC-0980,BRD-A18328003,A375,0.0,0.0,-0.0,0.520386,,
radicicol,BRD-A39996500,A375,0.0,0.0,-0.0,0.346769,,
PF-477736,BRD-K03063480,A375,0.0,0.0,-0.0,0.362781,CHK inhibitor,CHEK1|CHEK2
GSK-690693,BRD-A87137733,A375,0.0,0.0,-0.0,0.285386,,
enzastaurin,BRD-K79404599,A375,0.0,0.0,-0.0,0.261582,PKC inhibitor,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
NU-7441,BRD-K00337317,A375,0.0,0.0,-0.0,0.224159,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor,PRKDC|ABCB1
CP-724714,BRD-K76908866,A375,0.0,0.0,-0.0,0.22148,Tyrosine kinase inhibitor|EGFR inhibitor,ERBB2
SU-11274,BRD-K59067695,MDAMB231,0.0,0.0,-0.0,0.235109,Hepatocyte growth factor receptor inhibitor|Tyrosine kinase inhibitor,MET
JNK-9L,BRD-K19220233,MDAMB231,0.0,0.0,-0.0,0.31874,JNK inhibitor,MAPK8
OSI-027,BRD-K94294671,SKBR3,0.0,0.0,-0.0,0.458191,,
neratinib,BRD-K85606544,SKBR3,0.0,0.0,-0.0,0.340155,EGFR inhibitor,EGFR|ERBB2|ERBB4|KDR
KIN001-055,BRD-K68407802,SKBR3,0.0,0.0,-0.0,0.391552,EGFR inhibitor|JAK inhibitor|Leukotriene inhibitor|Mediator release inhibitor,JAK3
THZ-2-98-01,BRD-K49327517,SKBR3,0.0,0.0,-0.0,0.411193,,
KIN001-242,BRD-K24859147,SKBR3,0.0,0.0,-0.0,0.220429,Protein kinase inhibitor,RPS6KA3
CP-466722,BRD-K15592317,SKBR3,0.0,0.0,-0.0,0.361603,ATM kinase inhibitor,ATM
sirolimus,BRD-A79768653,SKBR3,0.0,0.0,-0.0,0.239802,MTOR inhibitor,MTOR|FKBP1A|CCR5|FGF2
CGP-60474,BRD-K79090631,HA1E,0.0,0.0,-0.0,0.481307,CDK inhibitor,CDK1|CDK2
GSK-1059615,BRD-K02708799,HA1E,0.0,0.0,-0.0,0.511124,,
WZ-3105,BRD-K92571446,HA1E,0.0,0.0,-0.0,0.548226,,
enzastaurin,BRD-K79404599,HA1E,0.0,0.0,-0.0,0.366085,PKC inhibitor,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
CYT-387,BRD-K87737963,BT20,0.0,0.0,-0.0,0.364369,JAK inhibitor,JAK1|JAK2|JAK3
nilotinib,BRD-K81528515,BT20,0.0,0.0,-0.0,0.290916,Bcr-Abl inhibitor|Abl inhibitor,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
XMD-16144,BRD-U64521890,BT20,0.0,0.0,-0.0,0.289515,,
GSK-690693,BRD-A87137733,BT20,0.0,0.0,-0.0,0.366981,,
mitoxantrone,BRD-K21680192,BT20,0.0,0.0,-0.0,0.312878,Topoisomerase inhibitor,TOP2A|PIM1
WH-4-025,BRD-U60236422,BT20,0.0,0.0,-0.0,0.224292,,
TWS-119,BRD-K94176593,BT20,0.0,0.0,-0.0,0.207798,GSK inhibitor,GSK3B|JUN|MYC
SAR-245408,BRD-K04801023,BT20,0.0,0.0,-0.0,0.317261,,
NVP-AEW541,BRD-K20696416,BT20,0.0,0.0,-0.0,0.215693,,
YM-201636,BRD-K48488978,A375,0.0,0.0,-0.0,0.219574,PI3K inhibitor,
TWS-119,BRD-K94176593,A375,0.0,0.0,-0.0,0.418787,GSK inhibitor,GSK3B|JUN|MYC
SB-590885,BRD-K24496482,A375,0.0,0.0,-0.0,0.537155,,
withaferin-a,BRD-K88378636,HCC515,0.0,0.0,-0.0,0.259187,IKK inhibitor,IKBKB|NAMPT
LDN-193189,BRD-K04853698,HCC515,0.0,0.0,-0.0,0.300221,Serine/threonine kinase inhibitor,ACVR1|BMPR1A
dovitinib,BRD-K85402309,HCC515,0.0,0.0,-0.0,0.381178,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor,FGFR1|FLT1|KDR|EGFR|FGFR3|FLT3|FLT4|KIT|PDGFRB|CSF1R|FGFR2|INSR|PDGFRA
NVP-AEW541,BRD-K20696416,HCC515,0.0,0.0,-0.0,0.413054,,
PF-431396,BRD-K93788137,HCC515,0.0,0.0,-0.0,0.75356,Focal adhesion kinase inhibitor,PTK2|PTK2B
WZ-3105,BRD-K92571446,HCC515,0.0,0.0,-0.0,0.712351,,
vemurafenib,BRD-K56343971,HCC515,0.0,0.0,-0.0,0.404575,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
NU-7441,BRD-K00337317,HCC515,0.0,0.0,-0.0,0.546433,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor,PRKDC|ABCB1
tozasertib,BRD-K59369769,HCC515,0.0,0.0,-0.0,0.272044,Aurora kinase inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK
HG-5-113-01,BRD-K93747373,HCC515,0.0,0.0,-0.0,0.21307,,
alpelisib,BRD-K54997624,HA1E,0.0,0.0,-0.0,0.279021,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG
GDC-0980,BRD-A18328003,HA1E,0.0,0.0,-0.0,0.518818,,
PIK-93,BRD-K29395450,HA1E,0.0,0.0,-0.0,0.4669,PI3K inhibitor,PI4KB|PIK3C3|PIK3CG
SU-11274,BRD-K02965346,HA1E,0.0,0.0,-0.0,0.269135,HGF receptor inhibitor|Tyrosine kinase inhibitor,MET
pelitinib,BRD-K08799216,HA1E,0.0,0.0,-0.0,0.30214,EGFR inhibitor,EGFR|ERBB2
LDN-193189,BRD-K04853698,HA1E,0.0,0.0,-0.0,0.488968,Serine/threonine kinase inhibitor,ACVR1|BMPR1A
BX-912,BRD-K49669041,HS578T,0.0,0.0,-0.0,0.291829,PDK inhibitor,PDPK1|AKT2|CDK2|CHEK1|GSK3B|KDR|PDK1
roscovitine,BRD-K07691486,HS578T,0.0,0.0,-0.0,0.331167,CDK inhibitor,CDK2|CDK9|CDK7|CDK1|CDK5
CP-724714,BRD-K76908866,HS578T,0.0,0.0,-0.0,0.232197,Tyrosine kinase inhibitor|EGFR inhibitor,ERBB2
WH-4-025,BRD-U60236422,HS578T,0.0,0.0,-0.0,0.487576,,
GSK-690693,BRD-A87137733,HS578T,0.0,0.0,-0.0,0.284986,,
PHA-665752,BRD-K95435023,HS578T,0.0,0.0,-0.0,0.394751,MET inhibitor,MET
CGP-60474,BRD-K79090631,HS578T,0.0,0.0,-0.0,0.310847,CDK inhibitor,CDK1|CDK2
dovitinib,BRD-K85402309,HS578T,0.0,0.0,-0.0,0.426715,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor,FGFR1|FLT1|KDR|EGFR|FGFR3|FLT3|FLT4|KIT|PDGFRB|CSF1R|FGFR2|INSR|PDGFRA
AS-601245,BRD-A60245366,HCC515,0.0,0.0,-0.0,0.503211,JNK inhibitor,MAPK10|MAPK8|MAPK9
WH-4-025,BRD-U60236422,HCC515,0.0,0.0,-0.0,0.530077,,
SB-590885,BRD-K24496482,HCC515,0.0,0.0,-0.0,0.259798,,
PD-184352,BRD-K05104363,HCC515,0.0,0.0,-0.0,0.232022,MEK inhibitor,MAP2K1|MAP2K2|MAP3K1|MAP3K2
PIK-93,BRD-K29395450,HCC515,0.0,0.0,-0.0,0.382116,PI3K inhibitor,PI4KB|PIK3C3|PIK3CG
pelitinib,BRD-K08799216,HCC515,0.0,0.0,-0.0,0.43901,EGFR inhibitor,EGFR|ERBB2
CP-466722,BRD-K15592317,HCC515,0.0,0.0,-0.0,0.278159,ATM kinase inhibitor,ATM
NVP-AUY922,BRD-K65182930,HCC515,0.0,0.0,-0.0,0.519871,,
buparlisib,BRD-K42191735,MCF10A,0.0,0.0,-0.0,0.428134,PI3K inhibitor,PIK3CA|PIK3CG
SAR-245408,BRD-K04801023,MCF10A,0.0,0.0,-0.0,0.218304,,
CGP-60474,BRD-K79090631,MCF10A,0.0,0.0,-0.0,0.205288,CDK inhibitor,CDK1|CDK2
NU-7441,BRD-K00337317,MCF10A,0.0,0.0,-0.0,0.395349,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor,PRKDC|ABCB1
BRD-K04887706,BRD-K04887706,MCF10A,0.0,0.0,-0.0,0.303698,AKT inhibitor,
tozasertib,BRD-K59369769,MCF10A,0.0,0.0,-0.0,0.216333,Aurora kinase inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK
YM-201636,BRD-K48488978,HT29,0.0,0.0,-0.0,0.294114,PI3K inhibitor,
XMD-16144,BRD-U64521890,HT29,0.0,0.0,-0.0,0.558573,,
pelitinib,BRD-K08799216,HT29,0.0,0.0,-0.0,0.200689,EGFR inhibitor,EGFR|ERBB2
GSK-690693,BRD-A87137733,HT29,0.0,0.0,-0.0,0.276425,,
PHA-665752,BRD-K95435023,HT29,0.0,0.0,-0.0,0.3402,MET inhibitor,MET
CGP-60474,BRD-K79090631,HT29,0.0,0.0,-0.0,0.475504,CDK inhibitor,CDK1|CDK2
dovitinib,BRD-K85402309,HT29,0.0,0.0,-0.0,0.54914,EGFR inhibitor|FGFR inhibitor|FLT3 inhibitor|PDGFR inhibitor|VEGFR inhibitor,FGFR1|FLT1|KDR|EGFR|FGFR3|FLT3|FLT4|KIT|PDGFRB|CSF1R|FGFR2|INSR|PDGFRA
WZ-3105,BRD-K92571446,HT29,0.0,0.0,-0.0,0.558482,,
ruxolitinib,BRD-K53972329,HS578T,0.0,0.0,-0.0,0.321909,JAK inhibitor,JAK1|JAK2|TYK2|JAK3
XMD-16144,BRD-U64521890,HS578T,0.0,0.0,-0.0,0.269969,,
NVP-AEW541,BRD-K20696416,MCF7,0.0,0.0,-0.0,0.548381,,
BRD-K04887706,BRD-K04887706,MCF7,0.0,0.0,-0.0,0.491619,AKT inhibitor,
neratinib,BRD-K85606544,MCF7,0.0,0.0,-0.0,0.394189,EGFR inhibitor,EGFR|ERBB2|ERBB4|KDR
CYT-387,BRD-K87737963,MCF10A,0.0,0.0,-0.0,0.25163,JAK inhibitor,JAK1|JAK2|JAK3
SB-590885,BRD-K24496482,MCF10A,0.0,0.0,-0.0,0.229669,,
TG-101348,BRD-K12502280,MCF10A,0.0,0.0,-0.0,0.204923,JAK inhibitor|FLT3 inhibitor,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2
PIK-93,BRD-K29395450,MCF10A,0.0,0.0,-0.0,0.239948,PI3K inhibitor,PI4KB|PIK3C3|PIK3CG
pelitinib,BRD-K08799216,MCF10A,0.0,0.0,-0.0,0.289955,EGFR inhibitor,EGFR|ERBB2
CP-466722,BRD-K15592317,MCF10A,0.0,0.0,-0.0,0.241815,ATM kinase inhibitor,ATM
foretinib,BRD-K03449891,MCF10A,0.0,0.0,-0.0,0.251767,VEGFR inhibitor,KDR|MET|AXL|FLT3|KIT|MST1R|TEK|FLT1|FLT4
PHA-665752,BRD-K95435023,MCF10A,0.0,0.0,-0.0,0.220614,MET inhibitor,MET
PF-431396,BRD-K93788137,MCF10A,0.0,0.0,-0.0,0.421188,Focal adhesion kinase inhibitor,PTK2|PTK2B
neratinib,BRD-K85606544,MCF10A,0.0,0.0,-0.0,0.297945,EGFR inhibitor,EGFR|ERBB2|ERBB4|KDR
brivanib,BRD-A21584801,MCF10A,0.0,0.0,-0.0,0.228935,,
AS-601245,BRD-A60245366,MCF10A,0.0,0.0,-0.0,0.354382,JNK inhibitor,MAPK10|MAPK8|MAPK9
alpelisib,BRD-K54997624,MCF10A,0.0,0.0,-0.0,0.269004,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG
AS-601245,BRD-A60245366,MDAMB231,0.0,0.0,-0.0,0.2789,JNK inhibitor,MAPK10|MAPK8|MAPK9
PIK-93,BRD-K29395450,MDAMB231,0.0,0.0,-0.0,0.207225,PI3K inhibitor,PI4KB|PIK3C3|PIK3CG
SU-11274,BRD-K02965346,MDAMB231,0.0,0.0,-0.0,0.269608,HGF receptor inhibitor|Tyrosine kinase inhibitor,MET
NVP-AUY922,BRD-K65182930,MDAMB231,0.0,0.0,-0.0,0.516174,,
AZD-8330,BRD-K37687095,MDAMB231,0.0,0.0,-0.0,0.512706,MEK inhibitor,
mitoxantrone,BRD-K21680192,MDAMB231,0.0,0.0,-0.0,0.362062,Topoisomerase inhibitor,TOP2A|PIM1
NU-7441,BRD-K00337317,MDAMB231,0.0,0.0,-0.0,0.52981,P-glycoprotein inhibitor|DNA dependent protein kinase inhibitor,PRKDC|ABCB1
BRD-K04887706,BRD-K04887706,MDAMB231,0.0,0.0,-0.0,0.317558,AKT inhibitor,
alpelisib,BRD-K54997624,MCF7,0.0,0.0,-0.0,0.290877,PI3K inhibitor,PIK3CA|PIK3CB|PIK3CD|PIK3CG
XMD-16144,BRD-U64521890,MCF7,0.0,0.0,-0.0,0.416875,,
torin-2,BRD-K68174511,MCF7,0.0,0.0,-0.0,0.333272,MTOR inhibitor,MTOR
CGP-60474,BRD-K79090631,MCF7,0.0,0.0,-0.0,0.406246,CDK inhibitor,CDK1|CDK2
CP-724714,BRD-K76908866,MCF7,0.0,0.0,-0.0,0.258579,Tyrosine kinase inhibitor|EGFR inhibitor,ERBB2
linsitinib,BRD-K07667918,MCF7,0.0,0.0,-0.0,0.203044,,
SU-11274,BRD-K02965346,MCF7,0.0,0.0,-0.0,0.410929,HGF receptor inhibitor|Tyrosine kinase inhibitor,MET
TGX-221,BRD-A41692738,MCF7,0.0,0.0,-0.0,0.204519,PI3K inhibitor,PIK3CB|PIK3CD
erlotinib,BRD-K70401845,SKBR3,0.0,0.0,-0.0,0.289383,EGFR inhibitor,EGFR|NR1I2
XMD-16144,BRD-U64521890,SKBR3,0.0,0.0,-0.0,0.30381,,
SU-11274,BRD-K02965346,SKBR3,0.0,0.0,-0.0,0.316228,HGF receptor inhibitor|Tyrosine kinase inhibitor,MET
AZD-6482,BRD-K58772419,SKBR3,0.0,0.0,-0.0,0.243987,PI3K inhibitor,PIK3CB|PIK3CD|PIK3CG|PIK3CA
foretinib,BRD-K03449891,SKBR3,0.0,0.0,-0.0,0.406038,VEGFR inhibitor,KDR|MET|AXL|FLT3|KIT|MST1R|TEK|FLT1|FLT4
enzastaurin,BRD-K79404599,SKBR3,0.0,0.0,-0.0,0.364476,PKC inhibitor,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
crizotinib,BRD-K78431006,SKBR3,0.0,0.0,-0.0,0.333844,ALK inhibitor,ALK|MET|CYP2B6|CYP3A5|MST1R|ROS1
PD-184352,BRD-K05104363,PC3,0.0,0.0,-0.0,0.23193,MEK inhibitor,MAP2K1|MAP2K2|MAP3K1|MAP3K2
PF-477736,BRD-K03063480,PC3,0.0,0.0,-0.0,0.405109,CHK inhibitor,CHEK1|CHEK2
NVP-AUY922,BRD-K65182930,PC3,0.0,0.0,-0.0,0.540724,,
CGP-60474,BRD-K79090631,PC3,0.0,0.0,-0.0,0.208984,CDK inhibitor,CDK1|CDK2
WZ-3105,BRD-K92571446,PC3,0.0,0.0,-0.0,0.788911,,
enzastaurin,BRD-K79404599,PC3,0.0,0.0,-0.0,0.216384,PKC inhibitor,PRKCB|AKT1|GSK3B|PRKCA|PRKCD|PRKCG
HG-5-113-01,BRD-K93747373,PC3,0.0,0.0,-0.0,0.600122,,
BX-912,BRD-K49669041,MDAMB231,0.0,0.0,-0.0,0.253389,PDK inhibitor,PDPK1|AKT2|CDK2|CHEK1|GSK3B|KDR|PDK1
GSK-690693,BRD-A87137733,MDAMB231,0.0,0.0,-0.0,0.28743,,
BMS-387032,BRD-K43389698,BT20,0.0,0.0,-0.0,0.383318,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor,CDK2|CDK7|CDK9|MCL1
Y-39983,BRD-K56751279,A549,0.0,0.0,-0.0,0.248084,Rho associated kinase inhibitor,ROCK1|ROCK2
THZ-2-98-01,BRD-U41416256,A549,0.0,0.0,-0.0,0.229263,,
linifanib,BRD-K99749624,A549,0.0,0.0,-0.0,0.262079,PDGFR inhibitor|VEGFR inhibitor,CSF1R|KDR|PDGFRB|FLT1|FLT3|FLT4|PDGFRA|CSF1|KIT|RET|TEK
A-443654,BRD-K88573743,A549,0.0,0.0,-0.0,0.679431,,
celastrol,BRD-A24396574,A549,0.0,0.0,-0.0,0.612898,,
palbociclib,BRD-K51313569,A549,0.0,0.0,-0.0,0.352537,CDK inhibitor,CDK4|CDK6|CCND3
JW-7-24-1,BRD-K57282030,A549,0.0,0.0,-0.0,0.496271,,
QL-XII-47,BRD-K99252563,A375,0.0,0.0,-0.0,0.453795,,
JNK-9L,BRD-K19220233,A375,0.0,0.0,-0.0,0.693836,JNK inhibitor,MAPK8
AZD-5438,BRD-K72414522,A375,0.0,0.0,-0.0,0.300839,CDK inhibitor,CCNB1|CCNE1|CDK1|CDK2|KCNH2
A-443654,BRD-K88573743,A375,0.0,0.0,-0.0,0.476952,,
KIN001-043,BRD-K44100512,A375,0.0,0.0,-0.0,0.315366,,
torin-2,BRD-K68174511,SKBR3,0.0,0.0,-0.0,0.319328,MTOR inhibitor,MTOR
HG-5-113-01,BRD-K93747373,SKBR3,0.0,0.0,-0.0,0.349854,,
YM-201636,BRD-K48488978,SKBR3,0.0,0.0,-0.0,0.42951,PI3K inhibitor,
WYE-125132,BRD-A45498368,HA1E,0.0,0.0,-0.0,0.556133,MTOR inhibitor,MTOR|PIK3CA
BMS-387032,BRD-K43389698,HA1E,0.0,0.0,-0.0,0.623016,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor,CDK2|CDK7|CDK9|MCL1
afatinib,BRD-A58767537,HA1E,0.0,0.0,-0.0,0.685222,,
celastrol,BRD-A24396574,HA1E,0.0,0.0,-0.0,0.470478,,
QL-X-138,BRD-K72636697,HA1E,0.0,0.0,-0.0,0.685879,,
PF-562271,BRD-K99545815,HA1E,0.0,0.0,-0.0,0.230297,Focal adhesion kinase inhibitor,PTK2|PTK2B
PHA-793887,BRD-K64800655,HA1E,0.0,0.0,-0.0,0.340335,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9
OSI-027,BRD-K94012289,HA1E,0.0,0.0,-0.0,0.539541,,
BI-2536,BRD-K64890080,HA1E,0.0,0.0,-0.0,0.589964,PLK inhibitor,PLK1|BRD4|PLK2|PLK3
KIN001-043,BRD-K44100512,HA1E,0.0,0.0,-0.0,0.351509,,
sorafenib,BRD-K23984367,HA1E,0.0,0.0,-0.0,0.261895,RAF inhibitor|FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RET inhibitor|VEGFR inhibitor,RET|BRAF|FLT3|KDR|RAF1|FLT1|FLT4|KIT|DDR2|PDGFRB|FGFR1|CYP2B6|CYP2C8|CYP3A5|PDGFB|SLCO1B3
torin-1,BRD-K40175214,BT20,0.0,0.0,-0.0,0.548578,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA
GSK-2126458,BRD-K42918627,BT20,0.0,0.0,-0.0,0.533448,,
WYE-125132,BRD-A45498368,BT20,0.0,0.0,-0.0,0.418913,MTOR inhibitor,MTOR|PIK3CA
A-443654,BRD-K88573743,BT20,0.0,0.0,-0.0,0.308976,,
PD-173074,BRD-K97764662,BT20,0.0,0.0,-0.0,0.216159,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
THZ-2-98-01,BRD-U41416256,HME1,0.0,0.0,-0.0,0.289701,,
AT-7519,BRD-K13390322,HME1,0.0,0.0,-0.0,0.347736,CDK inhibitor|Cell cycle inhibitor,CDK2|CDK1|CDK9|CDK4|CDK5|CDK6
PD-173074,BRD-K97764662,HME1,0.0,0.0,-0.0,0.240526,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
mitoxantrone,BRD-K21680192,HME1,0.0,0.0,-0.0,0.332555,Topoisomerase inhibitor,TOP2A|PIM1
KIN001-043,BRD-K44100512,HME1,0.0,0.0,-0.0,0.326442,,
JW-7-24-1,BRD-K57282030,HME1,0.0,0.0,-0.0,0.392491,,
GW-843682X,BRD-K90382497,HME1,0.0,0.0,-0.0,0.214123,PLK inhibitor,
alvocidib,BRD-K87909389,HME1,0.0,0.0,-0.0,0.513021,CDK inhibitor,CDK2|CDK4|CDK1|CDK6|CDK7|CDK9|CDK5|CDK8|EGFR|PYGM|BCL2|BIRC5|CCNT1|MCL1|XIAP
geldanamycin,BRD-A19500257,HME1,0.0,0.0,-0.0,0.50039,,
nintedanib,BRD-K49075727,HME1,0.0,0.0,-0.0,0.201987,FGFR inhibitor|PDGFR inhibitor|VEGFR inhibitor,
QL-X-138,BRD-K72636697,HME1,0.0,0.0,-0.0,0.490299,,
BI-2536,BRD-K64890080,HME1,0.0,0.0,-0.0,0.224735,PLK inhibitor,PLK1|BRD4|PLK2|PLK3
saracatinib,BRD-K19540840,HME1,0.0,0.0,-0.0,0.348116,Src inhibitor,SRC|ABL1|LCK|YES1
AZD-8055,BRD-K69932463,HME1,0.0,0.0,-0.0,0.368132,MTOR inhibitor,MTOR
torin-1,BRD-K40175214,HA1E,0.0,0.0,-0.0,0.61218,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA
HG-6-64-01,BRD-U51024685,HA1E,0.0,0.0,-0.0,0.556868,,
XMD-1150,BRD-K01436366,HS578T,0.0,0.0,-0.0,0.35042,LRRK inhibitor,LRRK2
torin-1,BRD-K40175214,HS578T,0.0,0.0,-0.0,0.306261,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA
GSK-2126458,BRD-K42918627,HS578T,0.0,0.0,-0.0,0.34171,,
linifanib,BRD-K99749624,HS578T,0.0,0.0,-0.0,0.327571,PDGFR inhibitor|VEGFR inhibitor,CSF1R|KDR|PDGFRB|FLT1|FLT3|FLT4|PDGFRA|CSF1|KIT|RET|TEK
alvocidib,BRD-K87909389,HS578T,0.0,0.0,-0.0,0.417104,CDK inhibitor,CDK2|CDK4|CDK1|CDK6|CDK7|CDK9|CDK5|CDK8|EGFR|PYGM|BCL2|BIRC5|CCNT1|MCL1|XIAP
AZD-8055,BRD-K69932463,HS578T,0.0,0.0,-0.0,0.30453,MTOR inhibitor,MTOR
AZD-5438,BRD-K72414522,HS578T,0.0,0.0,-0.0,0.398669,CDK inhibitor,CCNB1|CCNE1|CDK1|CDK2|KCNH2
BMS-387032,BRD-K43389698,HS578T,0.0,0.0,-0.0,0.593988,CDK inhibitor|Cell cycle inhibitor|MCL1 inhibitor,CDK2|CDK7|CDK9|MCL1
canertinib,BRD-K50168500,HS578T,0.0,0.0,-0.0,0.467601,EGFR inhibitor,EGFR|ERBB2|ERBB4|AKT1
nintedanib,BRD-K49075727,HS578T,0.0,0.0,-0.0,0.341535,FGFR inhibitor|PDGFR inhibitor|VEGFR inhibitor,
MK-2206,BRD-K68065987,HS578T,0.0,0.0,-0.0,0.351509,AKT inhibitor,AKT1|AKT2|AKT3
sorafenib,BRD-K23984367,HS578T,0.0,0.0,-0.0,0.224292,RAF inhibitor|FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor|RET inhibitor|VEGFR inhibitor,RET|BRAF|FLT3|KDR|RAF1|FLT1|FLT4|KIT|DDR2|PDGFRB|FGFR1|CYP2B6|CYP2C8|CYP3A5|PDGFB|SLCO1B3
QL-XII-47,BRD-K99252563,HME1,0.0,0.0,-0.0,0.343446,,
torin-1,BRD-K40175214,HME1,0.0,0.0,-0.0,0.322947,MTOR inhibitor|PI3K inhibitor,MTOR|PIK3CA
AS-605240,BRD-K41895714,HME1,0.0,0.0,-0.0,0.306374,PI3K inhibitor,PIK3CG
HG-6-64-01,BRD-U51024685,HME1,0.0,0.0,-0.0,0.208412,,
XMD-1150,BRD-K01436366,LNCAP,0.0,0.0,-0.0,0.522302,LRRK inhibitor,LRRK2
HG-6-64-01,BRD-U51024685,LNCAP,0.0,0.0,-0.0,0.316001,,
A-443654,BRD-K88573743,LNCAP,0.0,0.0,-0.0,0.256668,,
