pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
pifithrin,BRD-K31792052,MCF7,-0.238,-0.9977,0.4119,0.209513,p53 inhibitor,
KO-143,BRD-K64642496,A549,-0.2379,-0.9972,0.409,0.391787,Breast cancer resistance protein inhibitor,ABCG2|ABCB1|ABCC1
everolimus,BRD-K13514097,NALM6,-0.2379,-0.9975,0.4107,0.431939,MTOR inhibitor,MTOR|CYP3A5|FKBP1A
SB-415286,BRD-K76805682,A375,-0.2379,-0.9975,0.4106,0.284285,GSK inhibitor,GSK3B|GSK3A|RPS6KB1
XMD-1150,BRD-K01436366,TMD8,-0.2378,-0.9967,0.4072,0.232463,LRRK inhibitor,LRRK2
PF-04457845,BRD-K86816506,MCF7,-0.2378,-0.9971,0.4089,0.35008,FAAH inhibitor,FAAH
mepacrine,BRD-A45889380,PC3,-0.2378,-0.9969,0.4077,0.294423,NFKB inhibitor|Cytokine production inhibitor|p53 activator,TP53|AKT1|MTOR|NFKB1|PLA2G2A|PLA2G2D|PLA2G1B|PLA2G4A|PLA2G6|PLCL1
SB-271046,BRD-K82467063,PC3,-0.2377,-0.9965,0.4068,0.200923,Serotonin receptor antagonist,HTR6
CL-82198,BRD-K00675675,SKB,-0.2377,-0.9966,0.4068,0.265328,Metalloproteinase inhibitor,MMP13
solifenacin-succinate,BRD-K24723746,HELA,-0.2377,-0.9966,0.4068,0.326065,Acetylcholine receptor antagonist,CHRM3|CHRM1|CHRM2
bosutinib,BRD-K99964838,MCF10A,-0.2377,-0.9964,0.4068,0.427517,Src inhibitor|Abl inhibitor|Bcr-Abl inhibitor,ABL1|SRC|BCR|LYN|CAMK2G|HCK|CAMK1D|CDK2|FRK|FYN|MAP2K1|MAP2K2|MAP3K2|MAP4K5|STK10|STK24|STK4|TNK2|TXK
TPCA-1,BRD-K51575138,HELA,-0.2377,-0.9963,0.4057,0.415802,IKK inhibitor,IKBKB
quercetin,BRD-K97399794,MCF7,-0.2377,-0.9964,0.4068,0.509169,Polar auxin transport inhibitor,PIK3CG|AKR1B1|CYP2C8|EGFR|GAA|MAOA|PTPN1|SCN5A|SIRT1|XDH|ATP5A1|ATP5B|ATP5C1|HCK|HIBCH|PIM1|STK17B|UGT3A1
parthenolide,BRD-K98548675,OCILY3,-0.2376,-0.996,0.4046,0.209925,NFKB inhibitor,
PRT-062070,BRD-K25835157,P1A82,-0.2376,-0.9962,0.4046,0.242009,JAK inhibitor|Syk inhibitor,SYK
CGS-20625,BRD-K68103045,MCF7,-0.2376,-0.996,0.4046,0.340202,Benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6
chaetocin,BRD-A85860691,A549,-0.2376,-0.9962,0.4055,0.499151,Histone lysine methyltransferase inhibitor,SUV39H1
dutasteride,BRD-K28984613,PC3,-0.2375,-0.9955,0.404,0.244793,5-alpha reductase inhibitor,SRD5A1|SRD5A2|CYP3A5
RS-39604,BRD-K20742498,HCC515,-0.2375,-0.9957,0.4046,0.341385,Serotonin receptor antagonist,HTR4
AZD-3514,BRD-K84996356,HELA,-0.2375,-0.9955,0.4037,0.204521,Drugs Acting on Androgen Receptor,AR
PHA-665752,BRD-K95435023,MCF7,-0.2374,-0.995,0.3998,0.224362,MET inhibitor,MET
PX-12,BRD-A56592690,A549,-0.2374,-0.9952,0.4011,0.335342,Thioredoxin inhibitor,TXN|TXNRD1|TXNRD2
AZD-6482,BRD-K58772419,A375,-0.2374,-0.9952,0.4011,0.201441,PI3K inhibitor,PIK3CB|PIK3CD|PIK3CG|PIK3CA
hippeastrine,BRD-K71003802,A375,-0.2373,-0.995,0.3997,0.211045,Plant alkaloid,
L-168049,BRD-K18036262,MCF7,-0.2372,-0.9945,0.3967,0.211675,Glucagon receptor antagonist,GCGR
BMS-833923,BRD-K33245965,A549,-0.2372,-0.9943,0.3965,0.75132,Smoothened receptor antagonist,DHH|IHH|SMO
nifedipine,BRD-K96354014,A375,-0.2372,-0.9944,0.3965,0.257406,Calcium channel blocker,CACNA1C|CACNA1D|CACNA1S|CACNA1F|CACNA2D1|CYP3A5|CACNA1H|CACNB2|CALM1|GLRA1|GLRA3|GLRB|KCNA1|KCNA5|NR1I2|TRPM3
dilazep,BRD-K48722258,YAPC,-0.2372,-0.9944,0.3965,0.250764,Adenosine receptor antagonist,SLC29A1|CACNA1C
ALX-5407,BRD-K53979406,MCF7,-0.2372,-0.9942,0.3952,0.237361,Glycine transporter inhibitor,SLC6A9
PF-3845,BRD-K68997413,A549,-0.2372,-0.9945,0.3967,0.22117,FAAH inhibitor,FAAH
brivanib,BRD-K28428262,THP1,-0.2371,-0.994,0.394,0.363993,FGFR inhibitor|VEGFR inhibitor,FGFR1|KDR|FLT1|FGFR2|FGFR3|FLT4|CYP3A4|KCNH2
SB-525334,BRD-K37720887,SKL,-0.2371,-0.9938,0.3925,0.260868,TGF-beta receptor inhibitor,TGFBR1
dipivefrine,BRD-A47494775,A375,-0.2371,-0.9939,0.3928,0.234172,Adrenergic receptor agonist,ADRA1A|ACHE|ADRA2A|ADRB2|BCHE
metaxalone,BRD-A94709349,A549,-0.2371,-0.9942,0.3946,0.240143,Muscle relaxant,
ethisterone,BRD-K03981224,HT29,-0.2369,-0.9932,0.3907,0.204549,Progestogen hormone,TYR
L-ergothioneine,BRD-K26341917,PC3,-0.2369,-0.9931,0.3904,0.704391,Free radical scavenger,
enrofloxacin,BRD-K76534306,HA1E,-0.2368,-0.9926,0.39,0.48423,Bacterial DNA inhibitor,
6-benzylaminopurine,BRD-K62929068,HT29,-0.2368,-0.9928,0.3904,0.239632,Purinergic receptor activator,
dipyridamole,BRD-K86301799,A375,-0.2367,-0.9921,0.3882,0.378162,Phosphodiesterase inhibitor,PDE5A|ADA|PDE10A|PDE4A|PDE7B|PDE8A|PDE8B|SLC29A1|PDE1A|PDE1B|PDE1C|PDE2A|PDE3A|PDE3B|PDE4B|PDE4C|PDE4D|PDE6A|PDE6B|PDE6C|PDE6D|PDE6G|PDE6H|PDE7A|PDE9A
NSC-95397,BRD-K68143200,PC3,-0.2367,-0.9922,0.3883,0.272494,CDC inhibitor,CASP3|CDC25A|CDC25B
filgotinib,BRD-K16803204,PC3,-0.2367,-0.9921,0.3882,0.259342,JAK inhibitor,JAK1|JAK2|JAK3|TYK2
paclitaxel,BRD-A28746609,OCILY10,-0.2366,-0.992,0.3878,0.370594,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
U-99194,BRD-K70281171,HA1E,-0.2366,-0.9917,0.3873,0.401658,Dopamine receptor antagonist,DRD3
BRD-A01295252,BRD-A01295252,HEPG2,-0.2366,-0.9917,0.3873,0.201984,Dopamine receptor antagonist,
PF-477736,BRD-K03063480,HCC515,-0.2366,-0.9919,0.3878,0.467994,CHK inhibitor,CHEK1|CHEK2
SB-216763,BRD-K59184148,U937,-0.2366,-0.9918,0.3878,0.273581,GSK inhibitor,GSK3B|CCNA2|CDK2|GSK3A
PCI-34051,BRD-K88742110,HEPG2,-0.2366,-0.9919,0.3878,0.347206,HDAC inhibitor,HDAC8|IL1B|HDAC1|HDAC10|HDAC6
BRD-K61195623,BRD-K61195623,HELA,-0.2365,-0.9915,0.3855,0.501703,Tubulin inhibitor|Angiogenesis inhibitor|Apoptosis stimulant,
ML-204,BRD-K80021413,A549,-0.2365,-0.9916,0.3869,0.263297,Transient receptor potential channel antagonist,TRPC4|TRPC5
SB-218078,BRD-A06352508,MCF7,-0.2365,-0.9916,0.3868,0.219802,CHK inhibitor,CHEK1
tandutinib,BRD-K89162000,HCC515,-0.2365,-0.9914,0.3854,0.263995,FLT3 inhibitor|KIT inhibitor|PDGFR inhibitor,FLT3|KIT|PDGFRA|PDGFRB|CSF1R|PDGFD
berbamine,BRD-K50464341,MCF7,-0.2365,-0.9913,0.3853,0.303629,Calmodulin inhibitor,CALM1
lonafarnib,BRD-K41599323,MCF7,-0.2365,-0.9914,0.3853,0.511324,Farnesyltransferase inhibitor,FNTA|HRAS|KRAS|NRAS
hexamethyleneamiloride,BRD-K40990712,HA1E,-0.2365,-0.9915,0.3856,0.274533,Sodium channel inhibitor,
butylparaben,BRD-K08287586,MCF7,-0.2364,-0.9913,0.3853,0.202727,DNA inhibitor,
PF-04447943,BRD-K50031829,HELA,-0.2364,-0.991,0.3853,0.23009,Phosphodiesterase inhibitor,PDE9A
rotenone,BRD-K08316444,JURKAT,-0.2363,-0.9908,0.3853,0.23779,Mitochondrial inhibitor,MT-ND1
vorinostat,BRD-K81418486,MDAMB231,-0.2362,-0.9903,0.3848,0.729287,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
azelaic-acid,BRD-K08976401,HA1E,-0.2362,-0.9904,0.3848,0.555009,Tyrosinase inhibitor,TYR|TXNRD1|TXNRD2|AKR1D1|SRD5A2
BRD-K74305673,BRD-K74305673,THP1,-0.2362,-0.9902,0.3838,0.750224,IKK inhibitor|NFKB inhibitor,
SU-11274,BRD-K02965346,HEPG2,-0.2362,-0.9901,0.3837,0.275981,HGF receptor inhibitor|Tyrosine kinase inhibitor,MET
dexketoprofen,BRD-K43764301,A549,-0.2361,-0.9897,0.3837,0.208507,Cyclooxygenase inhibitor,PTGS2|PTGS1
zolpidem,BRD-K44876623,MCF10A,-0.2361,-0.9898,0.3837,0.242944,Benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3
bromhexine,BRD-K47631482,HA1E,-0.236,-0.9894,0.3836,0.398425,Mucolytic,
mofezolac,BRD-K49372556,ASC,-0.236,-0.9894,0.3837,0.211963,Cyclooxygenase inhibitor,PTGS1
SB-408124,BRD-K53913732,HA1E,-0.236,-0.9894,0.3837,0.22269,Orexin receptor antagonist,HCRTR1|HCRTR2
JLK-6,BRD-K22010301,PC3,-0.2359,-0.9892,0.3834,0.33889,Gamma secretase inhibitor|Beta amyloid inhibitor,PSEN1
piromidic-acid,BRD-K37682401,MCF7,-0.2359,-0.9891,0.3834,0.203775,Bacterial DNA inhibitor,
cyanoquinoline-11,BRD-K00088062,MCF7,-0.2359,-0.989,0.3834,0.218776,Kinase inhibitor,
CX-5461,BRD-K12787259,MDAMB231,-0.2359,-0.9887,0.3834,0.277629,RNA polymerase inhibitor,
aminoglutethimide,BRD-A25234499,HELA,-0.2358,-0.9886,0.3834,0.280432,Glucocorticoid receptor antagonist,CYP19A1|CYP11A1|NR3C1
fomepizole,BRD-K56810756,MCF7,-0.2358,-0.9884,0.3834,0.216635,Alcohol dehydrogenase inhibitor,ADH1A|ADH1B|ADH1C|AKR1A1|CAT
aflatoxin-b1,BRD-A61273891,MCF10A,-0.2358,-0.9885,0.3834,0.397384,Carcinogen,
metoclopramide,BRD-K75641298,MCF10A,-0.2358,-0.9887,0.3834,0.203302,Dopamine receptor antagonist|Serotonin receptor antagonist,DRD2|HTR4|HTR3A|CHRM1|HTR3B
ZM-336372,BRD-K73789395,HEPG2,-0.2357,-0.9883,0.3834,0.284447,RAF inhibitor,BRAF|LCK|MAPK14|RAF1
amlodipine,BRD-A22032524,HA1E,-0.2357,-0.9883,0.3834,0.216115,Calcium channel blocker,CACNA1C|CACNA1D|CACNA1S|CACNA2D1|ABCG2|CA1|CACNA1B|CACNA1F|CACNA2D3|CACNB1|CACNB2|SMPD1
LY-2801653,BRD-K18961567,HT29,-0.2357,-0.9879,0.383,0.460415,MET inhibitor,MET|MST1R
BRD-K37846922,BRD-K37846922,PC3,-0.2356,-0.9876,0.3817,0.270202,"CHK inhibitor|Cytochrome P450 activator|Indoleamine 2,3-dioxygenase inhibitor",
BAY-61-3606,BRD-K53281329,HME1,-0.2356,-0.9878,0.3823,0.552946,Syk inhibitor,SYK
meloxicam,BRD-A84174393,HA1E,-0.2356,-0.9877,0.3817,0.258761,Cyclooxygenase inhibitor,PTGS2|PTGS1
PI-103,BRD-K67868012,NCIH508,-0.2356,-0.9877,0.3817,0.2516,PI3K inhibitor|MTOR inhibitor,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC
BRD-K97019106,BRD-K97019106,ASC,-0.2356,-0.9878,0.3818,0.239824,Acetylcholine receptor agonist,
TAK-285,BRD-K80343549,YAPC,-0.2355,-0.9873,0.3799,0.407448,EGFR inhibitor,ERBB2|EGFR
everolimus,BRD-K13514097,SKMEL5,-0.2355,-0.9874,0.3817,0.62437,MTOR inhibitor,MTOR|CYP3A5|FKBP1A
selumetinib,BRD-K57080016,BT20,-0.2355,-0.9871,0.3785,0.237308,MEK inhibitor,MAP2K1|MAP2K2
rebastinib,BRD-K76694128,HELA,-0.2354,-0.987,0.3785,0.226369,Bcr-Abl inhibitor|TIE tyrosine kinase inhibitor|VEGFR inhibitor,ABL1|BCR|FLT3|FGR|HCK|KDR|LYN|TEK|SRC
BRD-K09668667,BRD-K09668667,HEPG2,-0.2354,-0.987,0.3785,0.460284,Carcinogen,
pinaverium,BRD-A70998768,HT29,-0.2354,-0.987,0.3785,0.551609,Calcium channel blocker,CACNA1C
herniarin,BRD-K81209159,HA1E,-0.2353,-0.9863,0.3785,0.291109,Acetylcholinesterase inhibitor,
flumetasone,BRD-A01346607,HCC515,-0.2352,-0.9861,0.3785,0.227146,Glucocorticoid receptor agonist,NR3C1|PLA2G1B
quinpirole,BRD-A85280935,U2OS,-0.2352,-0.9859,0.3771,0.223561,Dopamine receptor agonist,DRD2|DRD3|DRD4
metergoline,BRD-A72309220,PC3,-0.2351,-0.9855,0.3767,0.226531,Dopamine receptor agonist|Serotonin receptor antagonist,HTR2A|DRD2|HTR1A|HTR1B|HTR1D|HTR1E|HTR1F|HTR2B|HTR2C|HTR5A|HTR6|HTR7
TG-101348,BRD-K12502280,BJAB,-0.235,-0.985,0.375,0.537205,JAK inhibitor|FLT3 inhibitor,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2
tolimidone,BRD-K41772907,HA1E,-0.235,-0.985,0.3754,0.224744,Src activator,LYN|SRC
ML-133,BRD-K33743361,A549,-0.2349,-0.9849,0.3739,0.227236,Potassium channel antagonist,
AVA,BRD-K10466330,A375,-0.2349,-0.9849,0.3743,0.417082,Nucleophosmin inhibitor,
tyrphostin,BRD-K08132273,PC3,-0.2349,-0.9848,0.3733,0.322566,EGFR inhibitor,ERBB2
CGS-15943,BRD-K49049886,HA1E,-0.2349,-0.9849,0.3739,0.359575,Adenosine receptor antagonist,ADORA1|ADORA2A|ADORA2B|ADORA3
prednisolone-acetate,BRD-A01643550,A375,-0.2349,-0.9846,0.3721,0.25966,Glucocorticoid receptor agonist,NR3C1
cytochalasin-d,BRD-K25504083,A375,-0.2349,-0.9846,0.3721,0.305271,Tubulin inhibitor,ACTA1
Merck60,BRD-K04466929,HEPG2,-0.2348,-0.9842,0.3709,0.408499,HDAC inhibitor,HDAC1|HDAC2
KW-2478,BRD-K41213548,MDAMB231,-0.2348,-0.9843,0.3709,0.508053,HSP inhibitor,
ZSTK-474,BRD-K63068307,A375,-0.2348,-0.9845,0.372,0.296173,PI3K inhibitor,PIK3CG|PIK3CA|PIK3CB|PIK3CD
atrasentan,BRD-K16295392,HCT116,-0.2347,-0.9841,0.3692,0.840322,Endothelin receptor antagonist,EDNRA
perhexiline,BRD-A19633847,HCC515,-0.2347,-0.9839,0.3689,0.246491,Carnitine palmitoyltransferase inhibitor,CPT1A|CPT2
CP-466722,BRD-K15592317,HEPG2,-0.2346,-0.9833,0.3668,0.462323,ATM kinase inhibitor,ATM
HMN-214,BRD-K70511574,U2OS,-0.2346,-0.9834,0.3668,0.566981,PLK inhibitor,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA
quiflapon,BRD-K39503511,PC3,-0.2346,-0.9836,0.3689,0.616223,Leukotriene inhibitor,ALOX5AP|ALOX5
HDAC1-selective,BRD-K85133207,A375,-0.2345,-0.983,0.3649,0.212349,HDAC inhibitor,
saclofen,BRD-A24122750,HEPG2,-0.2345,-0.9832,0.3654,0.21593,GABA receptor antagonist,GABBR1|GABBR2|KCTD12|KCTD16|KCTD8
alvocidib,BRD-K87909389,U2OS,-0.2344,-0.9826,0.362,0.4873,CDK inhibitor,CDK2|CDK4|CDK1|CDK6|CDK7|CDK9|CDK5|CDK8|EGFR|PYGM|BCL2|BIRC5|CCNT1|MCL1|XIAP
benactyzine,BRD-K85030058,PC3,-0.2344,-0.9827,0.3638,0.273319,Butyrylcholinesterase inhibitor,
BRD-A96799240,BRD-A96799240,PC3,-0.2344,-0.9825,0.3619,0.404145,Retinoid receptor antagonist,
PF-543,BRD-K79877282,HA1E,-0.2343,-0.9823,0.3613,0.463681,Sphingosine kinase inhibitor,SPHK1
TGX-221,BRD-A41692738,HEPG2,-0.2343,-0.9823,0.3613,0.337378,PI3K inhibitor,PIK3CB|PIK3CD
BIX-01294,BRD-K26818574,YAPC,-0.2343,-0.9824,0.3616,0.424986,DNA inhibitor|Histone lysine methyltransferase inhibitor,EHMT2|EHMT1
digitoxin,BRD-A93236127,VCAP,-0.2343,-0.9823,0.3613,0.276481,Na/K-ATPase inhibitor,ATP1A1
TG-101348,BRD-K12502280,NPC,-0.2343,-0.9822,0.3613,0.456424,JAK inhibitor|FLT3 inhibitor,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2
parbendazole,BRD-K02407574,PC3,-0.2343,-0.9821,0.3613,0.546065,Tubulin inhibitor,TUBB
PHA-793887,BRD-K64800655,SKBR3,-0.2343,-0.9824,0.3616,0.346971,CDK inhibitor,CDK1|CDK2|CDK4|CDK5|CCND1|CCNE1|CDK7|CDK9
GSK-429286A,BRD-A10523515,HCC515,-0.2343,-0.9823,0.3613,0.334701,Rho associated kinase inhibitor,ROCK1
genz-644282,BRD-K99475619,HA1E,-0.2342,-0.9818,0.3608,0.826143,Topoisomerase inhibitor,TOP1
vismodegib,BRD-K44827188,MCF7,-0.2342,-0.9817,0.3589,0.261887,Hedgehog pathway inhibitor|Smoothened receptor antagonist,SMO|ABCB1|ABCG2|CYP2C19|CYP2C8|DHH|IHH|PTCH1
nicotinamide,BRD-K28912512,HELA,-0.2342,-0.982,0.3613,0.222563,Protein synthesis stimulant,PARP1|AOX1|CYP2E1|BST1|LDHA|SIRT5
romidepsin,BRD-K61397605,JURKAT,-0.2342,-0.982,0.3613,0.763767,HDAC inhibitor,HDAC1|HDAC2|CYP2B6|CYP2C19|CYP3A5|HDAC3|HDAC4|HDAC5|HDAC6|HDAC7|HDAC8|HDAC9
BRD-K71860425,BRD-K71860425,A549,-0.2342,-0.9818,0.3612,0.213166,CDK inhibitor,
doxifluridine,BRD-K83057217,MCF10A,-0.2341,-0.9814,0.358,0.324102,Thymidylate synthase inhibitor,TYMS
KIN001-244,BRD-K09186807,MCF10A,-0.2341,-0.9816,0.358,0.252505,PDK1 Inhibitor,PDPK1
idelalisib,BRD-K60866521,MCF10A,-0.2341,-0.9812,0.358,0.461658,PI3K inhibitor,PIK3CD|PIK3CG|CCL3|CCL4|PIK3CA|PIK3CB
entinostat,BRD-K77908580,A375,-0.234,-0.9811,0.358,0.68319,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC9
FIT,BRD-K17896185,HEPG2,-0.234,-0.9808,0.358,0.33525,Opioid receptor agonist,OPRD1
diazepam,BRD-K16508793,PC3,-0.234,-0.9812,0.358,0.214075,Benzodiazepine receptor agonist,GABRA1|GABRA2|GABRA3|GABRA5|GABRA4|GABRA6|GABRB1|GABRB2|GABRB3|GABRD|GABRE|GABRG1|GABRG2|GABRG3|GABRP|GABRQ|CYP2C19|ADRA1A|GABRR1|GABRR2|GABRR3|TSPO
betulinic-acid,BRD-K38744518,MCF10A,-0.234,-0.9809,0.358,0.344966,Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFKB activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor,GPBAR1|CASP3|CASP8|TOP1
BRD-K29133151,BRD-K29133151,A375,-0.2339,-0.9807,0.358,0.208068,Thromboxane receptor antagonist,
GSK-1070916,BRD-K36740062,A375,-0.2339,-0.9805,0.3574,0.453346,Aurora kinase inhibitor,AURKB|AURKC|AURKA|CYP2D6|CYP3A4
JNK-9L,BRD-K19220233,HME1,-0.2339,-0.9806,0.358,0.472307,JNK inhibitor,MAPK8
A-66,BRD-K49055432,HELA,-0.2339,-0.9806,0.358,0.407277,PI3K inhibitor,PIK3CA
SB-225002,BRD-K61323504,MCF7,-0.2338,-0.9803,0.3574,0.559109,CC chemokine receptor antagonist,CXCR2
sulfamethoxazole,BRD-K28494619,MCF7,-0.2338,-0.9804,0.3574,0.200727,PABA antagonist,
SKI-II,BRD-K20755323,HT29,-0.2338,-0.9804,0.3574,0.242115,Sphingosine kinase inhibitor,SPHK1|VCP
saracatinib,BRD-K19540840,HEPG2,-0.2338,-0.9802,0.3569,0.355558,Src inhibitor,SRC|ABL1|LCK|YES1
bropirimine,BRD-K17500877,A375,-0.2337,-0.9797,0.3534,0.288785,Interferon inducer,
SIB-1757,BRD-K98157055,A375,-0.2337,-0.9796,0.3529,0.365848,Glutamate receptor antagonist,GRM5
BRD-K65592642,BRD-K65592642,A549,-0.2336,-0.9795,0.3528,0.268107,Gamma secretase inhibitor,PSEN1
BRD-A47364545,BRD-A47364545,HELA,-0.2336,-0.9793,0.3526,0.256087,Sigma receptor agonist,
pibenzimol,BRD-K17026858,A375,-0.2336,-0.9795,0.3528,0.41308,DNA inhibitor,
KU-C103885,BRD-K36153907,HCC515,-0.2335,-0.9789,0.3505,0.482516,Cystic fibrosis transmembrane conductance regulator inhibitor,
SGC-CBP30,BRD-K24821794,PC3,-0.2335,-0.9787,0.3493,0.375639,Bromodomain inhibitor,CREBBP|EP300
dolastatin-10,BRD-K78567475,HT29,-0.2335,-0.9791,0.3523,0.721028,Tubulin inhibitor|Immunostimulant,TUBB
naftopidil,BRD-A01787639,JURKAT,-0.2334,-0.9785,0.3486,0.21452,Adrenergic receptor antagonist,ADRA1D|ADRA1A
emetine,BRD-A25687296,ASC,-0.2334,-0.9786,0.3486,0.661534,Protein synthesis inhibitor,RPS2
BS-181,BRD-K31313613,A549,-0.2334,-0.9786,0.3489,0.348139,CDK inhibitor,CDK7
VP-20629,BRD-K21071223,HELA,-0.2334,-0.9783,0.3486,0.228238,Beta amyloid inhibitor,APP|PLA2G2E|SLC36A1
menadione,BRD-K78126613,MCF7,-0.2333,-0.9779,0.3486,0.368424,Mitochondrial inhibitor|Phosphatase inhibitor,PKM|AOX1|BGLAP|F10|F2|F7|F9|GGCX|NQO1|NQO2|PROC|PROS1|PROZ|VKORC1|VKORC1L1
sotrastaurin,BRD-K16761703,MCF7,-0.2333,-0.9779,0.3486,0.257306,PKC inhibitor,PRKCA|PRKCB|PRKCQ|PRKCD|PRKCE|PRKCH
vemurafenib,BRD-K56343971,U2OS,-0.2333,-0.9781,0.3486,0.245272,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
selinidin,BRD-K07212038,HA1E,-0.2333,-0.9782,0.3486,0.275369,Mast cell stabilizer,
BRD-K87226815,BRD-K87226815,VCAP,-0.2333,-0.978,0.3486,0.459817,Bacterial cell wall synthesis inhibitor,
albendazole,BRD-K79131256,A375,-0.2332,-0.9776,0.3481,0.690995,Tubulin inhibitor,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
medrysone,BRD-K56515112,MCF7,-0.2332,-0.9776,0.3486,0.292021,Glucocorticoid receptor agonist,NR3C1
clopidogrel,BRD-K27721098,HEPG2,-0.2331,-0.9772,0.347,0.377065,Purinergic receptor antagonist,P2RY12|CYP2B6|CYP2C19|CYP3A5
BRD-K61734568,BRD-K61734568,PC3,-0.2331,-0.9772,0.347,0.547779,BCL inhibitor,
rifampicin,BRD-K01507359,PC3,-0.233,-0.9766,0.3458,0.302292,RNA polymerase inhibitor,NR1I2|ABCB1|CYP2B6|CYP2C19|CYP2C8|CYP3A4|CYP3A5|SLCO1A2|SLCO1B1|SLCO1B3
betamethasone,BRD-K39188321,HT29,-0.233,-0.9767,0.3462,0.243819,Glucocorticoid receptor agonist,NR3C1
TAS-103,BRD-K09426783,A375,-0.233,-0.9768,0.3465,0.819742,Topoisomerase inhibitor,TOP1|TOP2A
AG-879,BRD-K59469039,A549,-0.233,-0.9767,0.3463,0.349847,Tyrosine kinase inhibitor|Angiogenesis inhibitor|VEGFR inhibitor,KDR|ERBB2|NTRK1
lobelanidine,BRD-A59215453,U2OS,-0.233,-0.9767,0.3462,0.350066,Acetylcholine receptor antagonist|Dopamine receptor modulator|Opioid receptor antagonist|Vesicular monoamine transporter inhibitor,OPRM1|SLC18A2
imiquimod,BRD-K26657438,HELA,-0.2329,-0.9764,0.3436,0.214522,Interferon inducer|TLR agonist,TLR7|TLR8
PJ-34,BRD-K11853856,VCAP,-0.2329,-0.9765,0.3443,0.421411,PARP inhibitor,EEF2|PARP1|PARP15|PARP3
bepridil,BRD-A91008255,SKB,-0.2329,-0.9763,0.3428,0.231736,Calcium channel blocker,CACNA1C|SCN5A|ATP1A1|CACNA1A|CACNA1H|CACNA2D2|CALM1|KCNQ1|KCNQ4|PDE1A|PDE1B|TNNC1
GNF-2,BRD-K97056771,THP1,-0.2329,-0.9764,0.344,0.2319,Bcr-Abl inhibitor,ABL1|BCR
dextrorphan,BRD-K88304388,A375,-0.2328,-0.9761,0.3419,0.428771,Glutamate receptor antagonist,OPRM1|OPRK1|OPRD1
BVT-948,BRD-A22713669,MCF7,-0.2328,-0.9761,0.3419,0.510824,Tyrosine phosphatase inhibitor,PTPN1|PTPN11|PTPN2
eugenitol,BRD-K46068882,HT29,-0.2328,-0.9759,0.3413,0.226469,Androgen receptor antagonist|Bacterial quorum sensing inhibitor|Chromone|Monoamine oxidase inhibitor,
GR-159897,BRD-K52394958,HCC515,-0.2328,-0.976,0.3418,0.256331,Tachykinin antagonist,TACR2|TAC1
fdcyd,BRD-K18157228,HELA,-0.2328,-0.9759,0.3416,0.209616,DNA inhibitor,
chelidonine,BRD-K32828673,HT29,-0.2328,-0.9761,0.3418,0.58405,Tubulin inhibitor,
ibutilide,BRD-A74391928,HT29,-0.2327,-0.9757,0.3398,0.246481,Potassium channel antagonist,KCNH2|CACNA1C|SCN5A|CACNA2D1|CACNB1|CACNG1|KCNH6|KCNH7|KCNJ11|KCNK1|KCNK6
tremorine,BRD-K08619838,A549,-0.2327,-0.9757,0.3389,0.230075,Acetylcholine receptor agonist,
methysergide,BRD-K35941380,HA1E,-0.2327,-0.9754,0.338,0.220846,Serotonin receptor antagonist,HTR2C|HTR1B|HTR1E|HTR1F|HTR2A|HTR2B|HTR7|HTR1A|HTR1D|HTR5A|HTR6
phloretin,BRD-K15563106,NCIH596,-0.2327,-0.9757,0.3389,0.293069,Sodium channel inhibitor,AQP9|CLCN3|SLC23A1
isotretinoin,BRD-K76723084,NPC,-0.2327,-0.9757,0.3389,0.251864,Retinoid receptor agonist,CYP2B6|CYP2C19|CYP2C8|CYP3A5|CYP3A7|RARA|RARB|RARG
PD-153035,BRD-K26603252,HELA,-0.2326,-0.975,0.3372,0.744063,EGFR inhibitor,EGFR|KDR
CP-724714,BRD-K76908866,BT20,-0.2326,-0.9753,0.338,0.214028,Tyrosine kinase inhibitor|EGFR inhibitor,ERBB2
PH-797804,BRD-K95880107,MCF7,-0.2326,-0.975,0.3372,0.216696,P38 MAPK inhibitor,MAPK14|MAPK11
