pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
CI-976,BRD-K88544581,MCF7,0.0,0.0,-0.0,0.236712,ACAT inhibitor,SOAT1|ACAT1|CES1
trifluoperazine,BRD-K89732114,MCF7,0.0,0.0,-0.0,0.303355,Dopamine receptor antagonist,DRD2|ABCG2|CAMK2A|SCN4A|SCN9A|ADRA1A|CALM1|CALY|DRD4|HRH1|HTR2A|HTR2C|S100A4|TNNC1
cytarabine,BRD-K33106058,MCF7,0.0,0.0,-0.0,0.431386,Ribonucleotide reductase inhibitor,POLA1|POLB|POLD1|POLE
sildenafil,BRD-K79759585,MCF7,0.0,0.0,-0.0,0.279168,Phosphodiesterase inhibitor,PDE5A|PDE6G|PDE6H|SLCO1B1|SLCO1B3
fulvestrant,BRD-A85667082,HT29,0.0,0.0,-0.0,0.333522,Estrogen receptor antagonist,ESR1|EPHX2|ESR2|GPER1
olaparib,BRD-K02113016,HT29,0.0,0.0,-0.0,0.258693,PARP inhibitor,PARP1|PARP2|PARP3
SB-218078,BRD-A06352508,HT29,0.0,0.0,-0.0,0.45097,CHK inhibitor,CHEK1
GSK-429286A,BRD-A10523515,A549,0.0,0.0,-0.0,0.229697,Rho associated kinase inhibitor,ROCK1
volasertib,BRD-K69776681,A375,0.0,0.0,-0.0,0.46701,PLK inhibitor,PLK1
SGI-1776,BRD-K80700417,A375,0.0,0.0,-0.0,0.495501,PIM inhibitor,PIM1|FLT3|PIM2|PIM3
tivantinib,BRD-K33379087,A375,0.0,0.0,-0.0,0.401225,Tyrosine kinase inhibitor,MET
trametinib,BRD-K12343256,A375,0.0,0.0,-0.0,0.742226,MEK inhibitor,MAP2K1|MAP2K2|CYP2C8|CYP3A4
WZ-4002,BRD-K72420232,MCF7,0.0,0.0,-0.0,0.338619,EGFR inhibitor,EGFR|ERBB2
PF-4800567,BRD-K43428468,MCF7,0.0,0.0,-0.0,0.250521,Casein kinase inhibitor,CSNK1E|CSNK1D
CX-4945,BRD-K81458380,MCF7,0.0,0.0,-0.0,0.323895,Casein kinase inhibitor,CSNK2A1|CSNK2A2|CSNK2B|DAPK3|HIPK3
CX-4945,BRD-K81458380,HEPG2,0.0,0.0,-0.0,0.50754,Casein kinase inhibitor,CSNK2A1|CSNK2A2|CSNK2B|DAPK3|HIPK3
masitinib,BRD-K71035033,HCC515,0.0,0.0,-0.0,0.309363,KIT inhibitor|PDGFR inhibitor|Src inhibitor,KIT|FGFR3|LYN|PDGFRB|PDGFRA
EMF-BCA1-57,BRD-K64610608,HCC515,0.0,0.0,-0.0,0.245241,Caspase inhibitor,CASP3
MK-2206,BRD-K68065987,HCC515,0.0,0.0,-0.0,0.48423,AKT inhibitor,AKT1|AKT2|AKT3
PLX-4720,BRD-K16478699,HCC515,0.0,0.0,-0.0,0.517189,RAF inhibitor,BRAF|KDR
ABT-702,BRD-K36021395,HCC515,0.0,0.0,-0.0,0.236539,Adenosine kinase inhibitor,ADK
AEG-3482,BRD-K77634909,HCC515,0.0,0.0,-0.0,0.35238,HSP inducer|Protein kinase inhibitor,
PLX-4720,BRD-K16478699,HA1E,0.0,0.0,-0.0,0.275518,RAF inhibitor,BRAF|KDR
regorafenib,BRD-K16730910,HEPG2,0.0,0.0,-0.0,0.528019,FGFR inhibitor|KIT inhibitor|PDGFR inhibitor|RAF inhibitor|RET inhibitor|VEGFR inhibitor,KDR|KIT|RET|FLT1|FLT4|PDGFRA|TEK|BRAF|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1|CYP2B6|CYP2C19|CYP2C8|FGF2|EPHA2|NTRK1
BIBR-1532,BRD-K04623885,HEPG2,0.0,0.0,-0.0,0.62008,Telomerase inhibitor,TERT
PD-173074,BRD-K97764662,HEPG2,0.0,0.0,-0.0,0.430841,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
trametinib,BRD-K12343256,HEPG2,0.0,0.0,-0.0,0.616989,MEK inhibitor,MAP2K1|MAP2K2|CYP2C8|CYP3A4
volasertib,BRD-K69776681,HCC515,0.0,0.0,-0.0,0.547386,PLK inhibitor,PLK1
fluorouracil,BRD-K24844714,HCC515,0.0,0.0,-0.0,0.204549,Thymidylate synthase inhibitor,
tamoxifen,BRD-K93754473,HCC515,0.0,0.0,-0.0,0.230164,Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM),ESR1|ESR2|CYP3A5|ESRRG|PLD1|PRKCD|PRKCE|PRKCQ|PRKCZ|EBP|GPER1|PRKCA|PRKCB|PRKCG|PRKCI
quizartinib,BRD-K93918653,HCC515,0.0,0.0,-0.0,0.288852,FLT3 inhibitor,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
SGI-1776,BRD-K80700417,HCC515,0.0,0.0,-0.0,0.634006,PIM inhibitor,PIM1|FLT3|PIM2|PIM3
BRD-K54606188,BRD-K54606188,HCC515,0.0,0.0,-0.0,0.638617,Bromodomain inhibitor,
PD-173074,BRD-K97764662,HCC515,0.0,0.0,-0.0,0.510022,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
PF-573228,BRD-K79239947,HA1E,0.0,0.0,-0.0,0.386267,Focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB
GSK-429286A,BRD-A10523515,HA1E,0.0,0.0,-0.0,0.252229,Rho associated kinase inhibitor,ROCK1
fluorouracil,BRD-K24844714,A549,0.0,0.0,-0.0,0.414475,Thymidylate synthase inhibitor,
idelalisib,BRD-K60866521,A549,0.0,0.0,-0.0,0.235521,PI3K inhibitor,PIK3CD|PIK3CG|CCL3|CCL4|PIK3CA|PIK3CB
BRD-K54606188,BRD-K54606188,A549,0.0,0.0,-0.0,0.498669,Bromodomain inhibitor,
PF-573228,BRD-K79239947,PC3,0.0,0.0,-0.0,0.456155,Focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB
paclitaxel,BRD-K62008436,PC3,0.0,0.0,-0.0,0.413573,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
volasertib,BRD-K69776681,MCF7,0.0,0.0,-0.0,0.544239,PLK inhibitor,PLK1
PF-573228,BRD-K79239947,MCF7,0.0,0.0,-0.0,0.396689,Focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB
quizartinib,BRD-K93918653,MCF7,0.0,0.0,-0.0,0.359533,FLT3 inhibitor,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
SB-525334,BRD-K37720887,MCF7,0.0,0.0,-0.0,0.300221,TGF-beta receptor inhibitor,TGFBR1
BRD-K54606188,BRD-K54606188,MCF7,0.0,0.0,-0.0,0.536805,Bromodomain inhibitor,
PD-173074,BRD-K97764662,MCF7,0.0,0.0,-0.0,0.262246,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
trametinib,BRD-K12343256,MCF7,0.0,0.0,-0.0,0.498505,MEK inhibitor,MAP2K1|MAP2K2|CYP2C8|CYP3A4
PF-573228,BRD-K79239947,HT29,0.0,0.0,-0.0,0.351984,Focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB
A-66,BRD-K49055432,HT29,0.0,0.0,-0.0,0.221673,PI3K inhibitor,PIK3CA
regorafenib,BRD-K16730910,HT29,0.0,0.0,-0.0,0.236995,FGFR inhibitor|KIT inhibitor|PDGFR inhibitor|RAF inhibitor|RET inhibitor|VEGFR inhibitor,KDR|KIT|RET|FLT1|FLT4|PDGFRA|TEK|BRAF|ABL1|DDR2|FGFR1|FGFR2|FRK|MAPK11|PDGFRB|RAF1|CYP2B6|CYP2C19|CYP2C8|FGF2|EPHA2|NTRK1
paclitaxel,BRD-K62008436,HT29,0.0,0.0,-0.0,0.471914,Tubulin inhibitor,TUBB|NR1I2|ABCB1|CYP2C8|BCL2|MAP2|MAP4|MAPT|TLR4|TUBB1
PD-173074,BRD-K97764662,HT29,0.0,0.0,-0.0,0.515488,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR3|FGFR2|FGFR4|FLT1|FLT4|KDR|PDGFRA|PDGFRB
PF-573228,BRD-K79239947,HEPG2,0.0,0.0,-0.0,0.313533,Focal adhesion kinase inhibitor,CDK1|CDK2|CDK7|GSK3B|IKBKB
quizartinib,BRD-K93918653,HEPG2,0.0,0.0,-0.0,0.320483,FLT3 inhibitor,FLT3|CSF1R|KIT|RET|PDGFRA|PDGFRB
troglitazone,BRD-A13084692,HT29,0.0,0.0,-0.0,0.315386,PPAR receptor agonist|Insulin sensitizer,PPARG|AKR1B1|CCL2|CYP3A4|INS|ACSL4|ESRRA|ESRRG|SERPINE1|SLC29A1|TRPM3
ABT-737,BRD-K56301217,HEPG2,0.0,0.0,-0.0,0.330922,BCL inhibitor,BCL2|BCL2L1|BCL2L2
parbendazole,BRD-K02407574,HEPG2,0.0,0.0,-0.0,0.608831,Tubulin inhibitor,TUBB
dabrafenib,BRD-K09951645,HEPG2,0.0,0.0,-0.0,0.385101,RAF inhibitor,BRAF|CYP2B6|CYP2C19|CYP2C8|CYP3A4|LIMK1|NEK11|RAF1|SIK1
voapaxar,BRD-K93442924,HEPG2,0.0,0.0,-0.0,0.387773,Thrombin inhibitor,F2R
navitoclax,BRD-K82746043,HEPG2,0.0,0.0,-0.0,0.297364,BCL inhibitor,BCL2|BCL2L1|BCL2L2
bendamustine,BRD-K17068645,HEPG2,0.0,0.0,-0.0,0.251356,DNA inhibitor,
fludarabine-phosphate,BRD-K71106091,HCC515,0.0,0.0,-0.0,0.550516,DNA inhibitor|DNA repair enzyme inhibitor|Purine antagonist,POLA1|RRM1|DCK|POLD1|POLE|RRM2|RRM2B
exemestane,BRD-K33425534,HA1E,0.0,0.0,-0.0,0.33415,Aromatase inhibitor,CYP19A1
PI-103,BRD-K67868012,HA1E,0.0,0.0,-0.0,0.446527,PI3K inhibitor|MTOR inhibitor,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC
dabrafenib,BRD-K09951645,HA1E,0.0,0.0,-0.0,0.251945,RAF inhibitor,BRAF|CYP2B6|CYP2C19|CYP2C8|CYP3A4|LIMK1|NEK11|RAF1|SIK1
voapaxar,BRD-K93442924,HA1E,0.0,0.0,-0.0,0.270196,Thrombin inhibitor,F2R
bendamustine,BRD-K17068645,HA1E,0.0,0.0,-0.0,0.285219,DNA inhibitor,
exemestane,BRD-K33425534,A549,0.0,0.0,-0.0,0.571297,Aromatase inhibitor,CYP19A1
voapaxar,BRD-K93442924,A549,0.0,0.0,-0.0,0.372152,Thrombin inhibitor,F2R
buparlisib,BRD-K42191735,PC3,0.0,0.0,-0.0,0.625105,PI3K inhibitor,PIK3CA|PIK3CG
endo-IWR-1,BRD-K61314889,HCC515,0.0,0.0,-0.0,0.408499,PARP inhibitor,TNKS|TNKS2
TG-101348,BRD-K12502280,HA1E,0.0,0.0,-0.0,0.407233,JAK inhibitor|FLT3 inhibitor,JAK2|FLT3|RET|BRD4|JAK1|JAK3|TYK2
KU-55933,BRD-K25311561,HA1E,0.0,0.0,-0.0,0.327521,ATM kinase inhibitor,ATM|PRKDC
NVP-TAE684,BRD-K50140147,A549,0.0,0.0,-0.0,0.674454,ALK inhibitor,ALK|INSR
KHS-101,BRD-K78978711,A549,0.0,0.0,-0.0,0.397538,Neural stem cell inducer,TACC3
AT-406,BRD-K83030136,A549,0.0,0.0,-0.0,0.249416,IAP antagonist,
LY-2183240,BRD-K37865504,A549,0.0,0.0,-0.0,0.505835,FAAH inhibitor,FAAH
amifostine,BRD-K73947551,A549,0.0,0.0,-0.0,0.649965,Reducing agent,ALPPL2|ENPP1
MK-1775,BRD-K54256913,PC3,0.0,0.0,-0.0,0.310847,WEE1 kinase inhibitor,WEE1
PD-168393,BRD-K17702546,PC3,0.0,0.0,-0.0,0.372152,EGFR inhibitor,EGFR|ERBB2|SRC
exemestane,BRD-K33425534,MCF7,0.0,0.0,-0.0,0.300034,Aromatase inhibitor,CYP19A1
AC-55649,BRD-K93176058,MCF7,0.0,0.0,-0.0,0.290458,Retinoid receptor agonist,RARB|RARA
voapaxar,BRD-K93442924,MCF7,0.0,0.0,-0.0,0.371189,Thrombin inhibitor,F2R
PD-168393,BRD-K17702546,MCF7,0.0,0.0,-0.0,0.453683,EGFR inhibitor,EGFR|ERBB2|SRC
bendamustine,BRD-K17068645,MCF7,0.0,0.0,-0.0,0.239653,DNA inhibitor,
PD-168393,BRD-K17702546,HT29,0.0,0.0,-0.0,0.443725,EGFR inhibitor,EGFR|ERBB2|SRC
CYT-387,BRD-K87737963,A549,0.0,0.0,-0.0,0.338619,JAK inhibitor,JAK1|JAK2|JAK3
ilomastat,BRD-K51662849,A549,0.0,0.0,-0.0,0.427338,Matrix metalloprotease inhibitor,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
KHS-101,BRD-K78978711,PC3,0.0,0.0,-0.0,0.461747,Neural stem cell inducer,TACC3
ML-281,BRD-K48188942,PC3,0.0,0.0,-0.0,0.235673,Serine/threonine kinase inhibitor,STK33
ML-281,BRD-K48188942,MCF7,0.0,0.0,-0.0,0.345227,Serine/threonine kinase inhibitor,STK33
KU-55933,BRD-K25311561,MCF7,0.0,0.0,-0.0,0.316325,ATM kinase inhibitor,ATM|PRKDC
GSK-1059615,BRD-K06750613,MCF7,0.0,0.0,-0.0,0.442305,PI3K inhibitor,PIK3CA|PIK3CG
AT-406,BRD-K83030136,HT29,0.0,0.0,-0.0,0.217464,IAP antagonist,
GSK-269962,BRD-K89464729,HT29,0.0,0.0,-0.0,0.343981,Rho associated kinase inhibitor,ROCK1|ROCK2
KU-55933,BRD-K25311561,HT29,0.0,0.0,-0.0,0.231427,ATM kinase inhibitor,ATM|PRKDC
GSK-1059615,BRD-K06750613,HT29,0.0,0.0,-0.0,0.632536,PI3K inhibitor,PIK3CA|PIK3CG
amifostine,BRD-K73947551,HEPG2,0.0,0.0,-0.0,0.213645,Reducing agent,ALPPL2|ENPP1
GSK-1059615,BRD-K06750613,HEPG2,0.0,0.0,-0.0,0.609905,PI3K inhibitor,PIK3CA|PIK3CG
KHS-101,BRD-K78978711,HCC515,0.0,0.0,-0.0,0.373591,Neural stem cell inducer,TACC3
LY-2183240,BRD-K37865504,HCC515,0.0,0.0,-0.0,0.454651,FAAH inhibitor,FAAH
GSK-269962,BRD-K89464729,HCC515,0.0,0.0,-0.0,0.480393,Rho associated kinase inhibitor,ROCK1|ROCK2
VU-0418946-1,BRD-K44432556,HA1E,0.0,0.0,-0.0,0.324463,Hypoxia inducible factor activator,
BRD-K04923131,BRD-K04923131,HA1E,0.0,0.0,-0.0,0.430722,GSK inhibitor|Lipoxygenase inhibitor,GSK3B|ALOX5|GSK3A
CHIR-99021,BRD-K16189898,A375,0.0,0.0,-0.0,0.369629,GSK inhibitor,CDK1|GSK3A|GSK3B|MAPK1
importazole,BRD-A02481876,A375,0.0,0.0,-0.0,0.275369,Importin inhibitor,KPNB1
panobinostat,BRD-K02130563,A375,0.0,0.0,-0.0,0.686244,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
MST-312,BRD-K19894101,A375,0.0,0.0,-0.0,0.663602,Telomerase inhibitor,TERT
BRD-K09907482,BRD-K09907482,A375,0.0,0.0,-0.0,0.223835,Tyrosine phosphatase inhibitor,
thalidomide,BRD-A93255169,PC3,0.0,0.0,-0.0,0.210292,TNF inhibitor,TNF|CRBN|CYP1A2|CYP2B6|CYP2C19|CYP3A5|FGFR2|NFKB1|ORM1|ORM2|PTGS2
DBeQ,BRD-K59204667,HT29,0.0,0.0,-0.0,0.597233,ATPase inhibitor,CASP3
axitinib,BRD-K29905972,HT29,0.0,0.0,-0.0,0.268831,VEGFR inhibitor|PDGFR inhibitor,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
sonidegib,BRD-K19796430,HEPG2,0.0,0.0,-0.0,0.339132,Smoothened receptor antagonist,SMO
axitinib,BRD-K29905972,HEPG2,0.0,0.0,-0.0,0.301021,VEGFR inhibitor|PDGFR inhibitor,KDR|FLT1|FLT4|CYP2C19|CYP3A5|KIT|PDGFRB|CSF1|PLK4
saracatinib,BRD-K19540840,HCC515,0.0,0.0,-0.0,0.664595,Src inhibitor,SRC|ABL1|LCK|YES1
RG-4733,BRD-K22024824,HCC515,0.0,0.0,-0.0,0.30376,Gamma secretase inhibitor,NOTCH1|PSEN1
ilomastat,BRD-K51662849,HCC515,0.0,0.0,-0.0,0.233538,Matrix metalloprotease inhibitor,ACAN|ADAM28|MMP1|MMP12|MMP13|MMP14|MMP2|MMP3|MMP8|MMP9
BMS-536924,BRD-K34581968,A549,0.0,0.0,-0.0,0.291442,IGF-1 inhibitor,IGF1R|INSR|AKT1|CCNE1|CDK2|CYP3A4|ERBB2|KDR|LCK|MAPK1|MET|PDGFRA|PDGFRB
TW-37,BRD-K28360340,HT29,0.0,0.0,-0.0,0.536976,BCL inhibitor,BCL2|BCL2L1|MCL1
nilotinib,BRD-K81528515,HT29,0.0,0.0,-0.0,0.410994,Bcr-Abl inhibitor|Abl inhibitor,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
CHIR-99021,BRD-K16189898,HEPG2,0.0,0.0,-0.0,0.43616,GSK inhibitor,CDK1|GSK3A|GSK3B|MAPK1
panobinostat,BRD-K02130563,HEPG2,0.0,0.0,-0.0,0.708811,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
BRD-K09907482,BRD-K09907482,HEPG2,0.0,0.0,-0.0,0.231647,Tyrosine phosphatase inhibitor,
ML-204,BRD-K80021413,HEPG2,0.0,0.0,-0.0,0.225202,Transient receptor potential channel antagonist,TRPC4|TRPC5
fingolimod,BRD-K88025533,HEPG2,0.0,0.0,-0.0,0.673088,Immunosuppressant|Sphingosine 1 phosphate receptor agonist,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
nilotinib,BRD-K81528515,HEPG2,0.0,0.0,-0.0,0.337939,Bcr-Abl inhibitor|Abl inhibitor,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
decitabine,BRD-K79254416,HCC515,0.0,0.0,-0.0,0.269382,DNA inhibitor,DNMT1|DNMT3A
panobinostat,BRD-K02130563,HCC515,0.0,0.0,-0.0,0.769332,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
MST-312,BRD-K19894101,HCC515,0.0,0.0,-0.0,0.297982,Telomerase inhibitor,TERT
BRD-K09907482,BRD-K09907482,HCC515,0.0,0.0,-0.0,0.563231,Tyrosine phosphatase inhibitor,
fingolimod,BRD-K88025533,HCC515,0.0,0.0,-0.0,0.524024,Immunosuppressant|Sphingosine 1 phosphate receptor agonist,S1PR1|S1PR5|S1PR3|S1PR4|CYP2E1|CYP4F2|SPHK1
erlotinib,BRD-K70401845,HA1E,0.0,0.0,-0.0,0.293697,EGFR inhibitor,EGFR|NR1I2
panobinostat,BRD-K02130563,HA1E,0.0,0.0,-0.0,0.617361,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
BIX-01294,BRD-K26818574,HA1E,0.0,0.0,-0.0,0.22665,DNA inhibitor|Histone lysine methyltransferase inhibitor,EHMT2|EHMT1
vorinostat,BRD-K81418486,HCC515,0.0,0.0,-0.0,0.621463,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
SGC-CBP30,BRD-K24821794,HCC515,0.0,0.0,-0.0,0.284015,Bromodomain inhibitor,CREBBP|EP300
I-BET-762,BRD-K08109215,HCC515,0.0,0.0,-0.0,0.437505,Bromodomain inhibitor,BRD2|BRD3|BRD4|APOA1
D-4476,BRD-K09132007,HA1E,0.0,0.0,-0.0,0.249232,TGF-beta receptor inhibitor,CSNK1A1|CSNK1D|TGFB1
OTX-015,BRD-K43471985,A549,0.0,0.0,-0.0,0.371092,Bromodomain inhibitor,BRD2|BRD3|BRD4|SELE|VCAM1
RVX-208,BRD-K20001883,A549,0.0,0.0,-0.0,0.246737,Apolipoprotein expression enhancer,APOA1|BRD4|BRD3
JQ-1-R,BRD-K17588104,A549,0.0,0.0,-0.0,0.438614,Bromodomain inhibitor,
nutlin-3,BRD-K73255294,A375,0.0,0.0,-0.0,0.507913,MDM inhibitor,MDM2|TP53
OTX-015,BRD-K43471985,A375,0.0,0.0,-0.0,0.499233,Bromodomain inhibitor,BRD2|BRD3|BRD4|SELE|VCAM1
JQ-1-R,BRD-K17588104,A375,0.0,0.0,-0.0,0.325092,Bromodomain inhibitor,
panobinostat,BRD-K02130563,PC3,0.0,0.0,-0.0,0.57523,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC4|HDAC6|HDAC7|HDAC8|HDAC9
topotecan,BRD-K55696337,PC3,0.0,0.0,-0.0,0.378891,Topoisomerase inhibitor,TOP1|TOP1MT
TW-37,BRD-K28360340,PC3,0.0,0.0,-0.0,0.340035,BCL inhibitor,BCL2|BCL2L1|MCL1
BMS-754807,BRD-K13049116,MCF7,0.0,0.0,-0.0,0.555029,IGF-1 inhibitor,IGF1R|AKT1
TW-37,BRD-K28360340,MCF7,0.0,0.0,-0.0,0.353018,BCL inhibitor,BCL2|BCL2L1|MCL1
tacedinaline,BRD-K52313696,HT29,0.0,0.0,-0.0,0.303861,HDAC inhibitor,HDAC1
avicin-d,BRD-A15100685,PC3,0.0,0.0,-0.0,0.295752,NFKB inhibitor,
avicin-g,BRD-A33746814,MCF7,0.0,0.0,-0.0,0.274164,NFKB inhibitor,
PFI-1,BRD-K13094524,PC3,0.0,0.0,-0.0,0.268107,Bromodomain inhibitor,BRD4
TG-101209,BRD-K39841531,MCF7,0.0,0.0,-0.0,0.383771,JAK inhibitor,JAK2|JAK3
SGC-CBP30,BRD-K24821794,MCF7,0.0,0.0,-0.0,0.330226,Bromodomain inhibitor,CREBBP|EP300
GSK-461364,BRD-K92428232,HT29,0.0,0.0,-0.0,0.382877,PLK inhibitor,PLK1
ML-167,BRD-K64835161,HT29,0.0,0.0,-0.0,0.21073,CLK inhibitor|DYRK inhibitor,CLK4|DYRK1B|CLK1|DYRK1A
I-CBP112,BRD-K57090026,HT29,0.0,0.0,-0.0,0.263122,Bromodomain inhibitor,CREBBP|EP300
OTX-015,BRD-K43471985,HT29,0.0,0.0,-0.0,0.549251,Bromodomain inhibitor,BRD2|BRD3|BRD4|SELE|VCAM1
I-BET-151,BRD-K36363294,HT29,0.0,0.0,-0.0,0.623631,Bromodomain inhibitor,
sonidegib,BRD-K19796430,HT29,0.0,0.0,-0.0,0.231824,Smoothened receptor antagonist,SMO
JQ-1-R,BRD-K17588104,HT29,0.0,0.0,-0.0,0.264846,Bromodomain inhibitor,
PFI-1,BRD-K13094524,HT29,0.0,0.0,-0.0,0.564536,Bromodomain inhibitor,BRD4
OTX-015,BRD-K43471985,HEPG2,0.0,0.0,-0.0,0.394375,Bromodomain inhibitor,BRD2|BRD3|BRD4|SELE|VCAM1
D-4476,BRD-K09132007,HEPG2,0.0,0.0,-0.0,0.298753,TGF-beta receptor inhibitor,CSNK1A1|CSNK1D|TGFB1
5-iodotubercidin,BRD-A18497530,HEPG2,0.0,0.0,-0.0,0.533883,Adenosine kinase inhibitor,
tacedinaline,BRD-K52313696,PC3,0.0,0.0,-0.0,0.210171,HDAC inhibitor,HDAC1
tubastatin-a,BRD-K00627859,PC3,0.0,0.0,-0.0,0.360215,HDAC inhibitor,HDAC6
sulforaphane,BRD-A58955223,PC3,0.0,0.0,-0.0,0.209806,Carcinogen|Aryl hydrocarbon receptor antagonist,NFE2L2
sirolimus,BRD-K84937637,MCF7,0.0,0.0,-0.0,0.409686,MTOR inhibitor,MTOR|FKBP1A|CCR5|FGF2
estrone,BRD-K81839095,MCF7,0.0,0.0,-0.0,0.227685,Estrogen receptor agonist,ESR1|ESR2
benzohydroxamic-acid,BRD-K59773493,MCF7,0.0,0.0,-0.0,0.396818,Antifungal,
HDAC3-selective,BRD-K29313308,MCF7,0.0,0.0,-0.0,0.398463,HDAC inhibitor,
tubastatin-a,BRD-K00627859,MCF7,0.0,0.0,-0.0,0.456715,HDAC inhibitor,HDAC6
BRD-A70731303,BRD-A70731303,MCF7,0.0,0.0,-0.0,0.308718,Nucleophosmin inhibitor,
ZM-447439,BRD-K72703948,HEPG2,0.0,0.0,-0.0,0.487785,Aurora kinase inhibitor,AURKA|AURKB
ENMD-2076,BRD-K68488863,HEPG2,0.0,0.0,-0.0,0.462776,Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor,AURKA|FLT3|KDR|PDGFRA|SRC|CSF1R|EPHA1|FGFR1|FGFR2|FGFR3|FLT4|KIT|PTK2
tubastatin-a,BRD-K00627859,HEPG2,0.0,0.0,-0.0,0.387325,HDAC inhibitor,HDAC6
vorinostat,BRD-K81418486,A549,0.0,0.0,-0.0,0.30754,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC6|HDAC8|HDAC10|HDAC11|HDAC5|HDAC9
tozasertib,BRD-K59369769,A549,0.0,0.0,-0.0,0.397628,Aurora kinase inhibitor|Bcr-Abl inhibitor|FLT3 inhibitor|JAK inhibitor,AURKA|AURKB|ABL1|AURKC|BCR|FLT3|JAK2|DDR2|LCK
COL-3,BRD-A59431241,PC3,0.0,0.0,-0.0,0.278878,Matrix metalloprotease inhibitor,
avicin-g,BRD-A33746814,PC3,0.0,0.0,-0.0,0.28825,NFKB inhibitor,
curcumin,BRD-K07572174,HCC515,0.0,0.0,-0.0,0.548003,Cyclooxygenase inhibitor|Histone acetyltransferase inhibitor|Lipoxygenase inhibitor|NFKB inhibitor,PTGS1|PTGS2|CCND1|DNMT1|G6PC|MAPT|APP|CA1|CA12|CA14|CA2|CA4|CA6|CA9|CYP3A4|DNMT3B|EP300|MMP13|MMP9|NOS2|XDH
doxorubicin,BRD-A52530684,HCC515,0.0,0.0,-0.0,0.497334,Topoisomerase inhibitor,TOP2A
nilotinib,BRD-K81528515,HA1E,0.0,0.0,-0.0,0.369297,Bcr-Abl inhibitor|Abl inhibitor,ABL1|KIT|BCR|CYP2B6|CYP2C8|DDR1|DDR2|PDGFRA
apicidin,BRD-K64606589,HA1E,0.0,0.0,-0.0,0.464694,HDAC inhibitor,HDAC1|HDAC2|HDAC3|HDAC8|HDAC10|HDAC11|HDAC4|HDAC5|HDAC6|HDAC7|HDAC9
BRD-K61691971,BRD-K61691971,HA1E,0.0,0.0,-0.0,0.207921,Nucleophosmin inhibitor,
BRD-K50324045,BRD-K50324045,HA1E,0.0,0.0,-0.0,0.500817,Nucleophosmin inhibitor,
BRD-K42573370,BRD-K42573370,HA1E,0.0,0.0,-0.0,0.339373,Nucleophosmin inhibitor,
HDAC1-selective,BRD-K85133207,A549,0.0,0.0,-0.0,0.209073,HDAC inhibitor,
trequinsin,BRD-K84663978,A549,0.0,0.0,-0.0,0.206638,Phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4C|PDE4D|PTGIR|PDE5A
MK-5108,BRD-K53665955,A549,0.0,0.0,-0.0,0.353192,Aurora kinase inhibitor,AURKA|AURKB|AURKC
