pert_iname,pert_id,cell_iname,raw_cs,norm_cs,fdr_q_nlog10,tas,moa,target_name
hydrocortisone,BRD-A75172220,HCT116,-0.3261,-1.3102,0.5636,0.45342,Glucocorticoid receptor agonist,NR3C1
GR-127935,BRD-K11911061,PC3,-0.3259,-1.3093,0.5634,0.298514,Serotonin receptor antagonist,HTR1B|HTR1D|HTR1A|HTR2A|HTR2C|HTR1E|HTR1F|HTR2B|HTR6
CP-466722,BRD-K15592317,HEPG2,-0.3258,-1.309,0.5634,0.462323,ATM kinase inhibitor,ATM
leu-enkephalin,BRD-A32836748,A549,-0.3258,-1.3089,0.5634,0.285219,Opioid receptor agonist,OPRD1|OPRM1
CP-466722,BRD-K15592317,ASC,-0.3257,-1.3083,0.5634,0.279058,ATM kinase inhibitor,ATM
vemurafenib,BRD-K56343971,AGS,-0.3257,-1.3084,0.5634,0.325595,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
quinoclamine,BRD-K66792149,HA1E,-0.3256,-1.3082,0.5634,0.229712,Algicide,
MK-1775,BRD-K54256913,HELA,-0.3256,-1.3081,0.5632,0.270056,WEE1 kinase inhibitor,WEE1
AVL-292,BRD-K87782578,MCF10A,-0.3256,-1.3079,0.5602,0.390133,BTK inhibitor,BTK|EGFR|ITK|JAK3|YES1
BI-2536,BRD-K64890080,LNCAP,-0.3256,-1.3079,0.5602,0.218326,PLK inhibitor,PLK1|BRD4|PLK2|PLK3
GS-9973,BRD-K76719364,TMD8,-0.3255,-1.3078,0.5601,0.333308,Syk inhibitor,SYK
BRD-K67506692,BRD-K67506692,A375,-0.3255,-1.3077,0.5578,0.270019,MAP kinase inhibitor,
afatinib,BRD-K66175015,NCIH596,-0.3254,-1.3072,0.555,0.509511,EGFR inhibitor,EGFR|ERBB2|ERBB4
Y-39983,BRD-K56751279,A375,-0.3254,-1.3073,0.5557,0.255175,Rho associated kinase inhibitor,ROCK1|ROCK2
targinine,BRD-K59506194,HT29,-0.3252,-1.3064,0.5516,0.333636,Nitric oxide synthase inhibitor,NOS2|NOS3
AZD-7545,BRD-K52836380,U937,-0.3252,-1.3065,0.5539,0.266769,Pyruvate dehydrogenase kinase inhibitor,PDK2|PDK1
CT-7758,BRD-K40870905,HELA,-0.3251,-1.3061,0.5513,0.218652,Integrin inhibitor,ITGA4
cebranopadol,BRD-K48141473,A375,-0.3251,-1.3062,0.5513,0.444231,Opioid receptor agonist,OPRL1|OPRM1
AZ-20,BRD-K42436189,SKL,-0.325,-1.3059,0.5498,0.407814,ATR kinase inhibitor,ATR|MTOR
BRD-K09991945,BRD-K09991945,HUVEC,-0.325,-1.3056,0.547,0.369325,PKC inhibitor,GSK3B
ibutilide,BRD-A74391928,MCF10A,-0.3246,-1.3039,0.5376,0.354709,Potassium channel antagonist,KCNH2|CACNA1C|SCN5A|CACNA2D1|CACNB1|CACNG1|KCNH6|KCNH7|KCNJ11|KCNK1|KCNK6
ARRY-334543,BRD-K46386702,HELA,-0.3246,-1.304,0.5376,0.329752,EGFR inhibitor,ERBB2|EGFR|ERBB4
LDN-193189,BRD-K04853698,VCAP,-0.3246,-1.3042,0.5388,0.332309,Serine/threonine kinase inhibitor,ACVR1|BMPR1A
BRD-K73261812,BRD-K73261812,A375,-0.3246,-1.3041,0.5376,0.493889,Beta catenin inhibitor,CTNNB1
fostamatinib,BRD-K20285085,SKBR3,-0.3245,-1.3038,0.5376,0.219499,Syk inhibitor,
lacosamide,BRD-K68232650,HELA,-0.3245,-1.3035,0.5376,0.26277,Collapsin response mediator protein stimulant|Sodium channel blocker,SCN3A|SCN9A|SCN1A|SCN10A|CYP2C19|DPYSL2|SCN11A|SCN2A|SCN4A|SCN5A|SCN7A|SCN8A
SB-218795,BRD-K61097567,HCC515,-0.3244,-1.3031,0.5362,0.249539,Tachykinin antagonist,TACR3
tacalcitol,BRD-K73237276,A549,-0.3243,-1.303,0.5362,0.242405,Vitamin D receptor agonist,VDR
R-428,BRD-K14870255,MCF10A,-0.3242,-1.3026,0.5336,0.237316,AXL kinase inhibitor,AXL
erythromycin,BRD-K63550407,HELA,-0.3242,-1.3026,0.5336,0.233237,NFKB inhibitor,MLNR
Ro-28-1675,BRD-K21672174,A375,-0.3242,-1.3026,0.5336,0.695207,Glucokinase activator,GCK
veliparib,BRD-K87142802,A549,-0.3241,-1.302,0.5329,0.253805,PARP inhibitor,PARP1|PARP2
mebendazole,BRD-K77987382,HEK293,-0.3241,-1.3021,0.533,0.506498,Tubulin inhibitor,TUBA1A|TUBB|TUBB4B
CGK-733,BRD-A50737080,HA1E,-0.324,-1.3014,0.5327,0.40654,ATM kinase inhibitor|ATR kinase inhibitor,ATM|ATR
amineptine,BRD-K24219278,YAPC,-0.324,-1.3016,0.5327,0.201958,Dopamine receptor agonist,SLC6A2|SLC6A4
GSK-690693,BRD-K25325018,PC3,-0.3238,-1.3008,0.5303,0.308718,AKT inhibitor,AKT1|AKT2|AKT3|PAK4|PAK6|PAK7|PRKCQ|PRKG1|PRKX
tomelukast,BRD-K74765201,HELA,-0.3238,-1.3007,0.5303,0.252367,Leukotriene receptor antagonist,CYSLTR1
AG-370,BRD-K33204703,MCF7,-0.3237,-1.3006,0.5299,0.245637,PDGFR inhibitor,PDGFRB
tivantinib,BRD-K33379087,A549,-0.3236,-1.3,0.5283,0.509862,Tyrosine kinase inhibitor,MET
gossypol,BRD-K19295594,KMS34,-0.3236,-1.3001,0.529,0.711737,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF
midostaurin,BRD-K13646352,HELA,-0.3236,-1.3002,0.5295,0.211165,FLT3 inhibitor|KIT inhibitor|PKC inhibitor,FLT3|KIT|CCNB1|FLT1|KDR|PDGFRB|PRKCA|VEGFA|PRKCG
CP-466722,BRD-K15592317,MCF10A,-0.3236,-1.3001,0.529,0.241815,ATM kinase inhibitor,ATM
PD-153035,BRD-K26603252,HA1E,-0.3235,-1.2997,0.527,0.462198,EGFR inhibitor,EGFR|KDR
tedizolid,BRD-K59436580,MCF10A,-0.3235,-1.2996,0.5263,0.24583,Bacterial 50S ribosomal subunit inhibitor,
roflumilast,BRD-K03194791,PC3,-0.3234,-1.2991,0.5258,0.368505,Phosphodiesterase inhibitor,PDE4A|PDE4B|PDE4C|PDE4D|CYP2B6|CYP2C19
digoxin,BRD-A94756469,HEPG2,-0.3234,-1.2994,0.5258,0.447076,Na/K-ATPase inhibitor,ATP1A1|ABCB1|RORC|SLCO1B3
tipiracil,BRD-K11973162,A549,-0.3232,-1.2986,0.5212,0.305342,Thymidine phosphorylase inhibitor,TYMP
prima-1-met,BRD-K49456190,NOMO1,-0.3232,-1.2986,0.5213,0.342223,Thioredoxin inhibitor,
STF-31,BRD-K22477529,A375,-0.3231,-1.2979,0.5212,0.380386,NAMPT inhibitor,NAMPT|SLC2A1
lylamine,BRD-K62289640,HEPG2,-0.323,-1.2977,0.5212,0.544126,Cannabinoid receptor agonist,CNR1
mitomycin-c,BRD-A48237631,HCC515,-0.323,-1.2976,0.5212,0.456648,DNA alkylating agent|DNA inhibitor,
trimethobenzamide,BRD-K34415467,MDAMB231,-0.323,-1.2977,0.5212,0.256229,Histamine receptor antagonist,DRD2
rilmenidine,BRD-K01638814,HT29,-0.3229,-1.2973,0.5212,0.354792,Adrenergic receptor agonist|Imidazoline receptor agonist,NISCH|ADRA2A
WP-1130,BRD-K43644456,PC3,-0.3229,-1.2971,0.5212,0.716741,Deubiquitinase inhibitor,JAK2|USP9X|STAT3|SYK|UCHL5|USP14
gossypol,BRD-K19295594,HCC515,-0.3228,-1.2967,0.5207,0.369992,BCL inhibitor|MCL1 inhibitor,BCL2|BCL2L1|MCL1|BCL2L2|CTGF|EGF
siguazodan,BRD-A62071884,HEPG2,-0.3226,-1.296,0.5188,0.210463,Phosphodiesterase inhibitor,PDE3A
olmesartan-medoxomil,BRD-K78485176,A375,-0.3225,-1.2958,0.5188,0.653555,Angiotensin receptor antagonist,AGTR1
GSK-J4,BRD-K98203492,A375,-0.3224,-1.2952,0.5179,0.467994,Histone lysine demethylase inhibitor,KDM6A|KDM6B|TNF
tebuthiuron,BRD-K34820100,PC3,-0.3224,-1.2952,0.5179,0.293766,Photosynthesis inhibitor,
clenbuterol,BRD-A75726477,A375,-0.3224,-1.2952,0.5179,0.34178,Adrenergic receptor agonist,ADRB2|ADRB1|ADRB3|NGF|TNF
tremulacin,BRD-A61856038,HCC515,-0.3224,-1.2954,0.5179,0.211915,Lipoxygenase inhibitor,
SANT-1,BRD-K99741577,MCF7,-0.3224,-1.2952,0.5179,0.202506,Smoothened receptor antagonist,SMO|DHH|IHH|PTCH1|SHH
CP-466722,BRD-K15592317,NALM6,-0.3223,-1.2948,0.5179,0.259699,ATM kinase inhibitor,ATM
LCL-161,BRD-K08248804,HA1E,-0.3223,-1.2947,0.5179,0.612828,XIAP inhibitor,BIRC2|XIAP
GYKI-52466,BRD-K24240364,HEPG2,-0.3223,-1.2949,0.5179,0.260603,Glutamate receptor antagonist|Kainate receptor antagonist,GRIA1|GRIA2|GRIA3|GRIA4
AMG-9810,BRD-K01995783,A375,-0.3222,-1.2946,0.5179,0.23315,TRPV antagonist,TRPV1
pregnenolone,BRD-K43880410,ASC,-0.322,-1.2938,0.5179,0.301835,Glutamate receptor antagonist,PGR|CYP17A1|SULT2B1
meclizine,BRD-A50311610,HELA,-0.322,-1.2937,0.5177,0.357202,Constitutive androstane receptor (CAR) agonist,NR1I3|HRH1
MLN-0128,BRD-K59317601,SKL,-0.322,-1.2935,0.5157,0.370716,MTOR inhibitor,MTOR|PIK3CA|PIK3CD|PIK3CG
azelastine,BRD-A68888262,YAPC,-0.322,-1.2936,0.5162,0.287295,Histamine receptor antagonist,HRH1|CYP2C19
brivanib,BRD-K28428262,MDAMB231,-0.322,-1.2937,0.5179,0.299967,FGFR inhibitor|VEGFR inhibitor,FGFR1|KDR|FLT1|FGFR2|FGFR3|FLT4|CYP3A4|KCNH2
strophanthidin,BRD-K84595254,A549,-0.3219,-1.2932,0.5157,0.369325,Na/K-ATPase inhibitor,ATP1A1
BRD-K20168484,BRD-K20168484,A375,-0.3219,-1.2933,0.5157,0.293697,Lipoxygenase inhibitor,
SB-221284,BRD-K14807180,HA1E,-0.3218,-1.2927,0.515,0.454021,Serotonin receptor antagonist,HTR2B|HTR2C|HTR2A
fludarabine,BRD-K66788707,HA1E,-0.3218,-1.293,0.5157,0.228805,DNA inhibitor,ADA|RRM1|RRM2
Ro-28-1675,BRD-K21672174,HCC515,-0.3218,-1.2929,0.515,0.44704,Glucokinase activator,GCK
TW-37,BRD-K28360340,A375,-0.3217,-1.2924,0.5135,0.398835,BCL inhibitor,BCL2|BCL2L1|MCL1
voreloxin,BRD-K23677682,HELA,-0.3217,-1.2923,0.5135,0.493558,Topoisomerase inhibitor,TOP2A|PRKDC
fenobam,BRD-K41160163,ASC,-0.3217,-1.2926,0.5146,0.335372,Glutamate receptor antagonist,GRM5
gliclazide,BRD-A61154809,PC3,-0.3216,-1.2919,0.5129,0.268303,ATP channel blocker|Insulin secretagogue,ABCC8|KCNJ11|VEGFA
KI-8751,BRD-K47150025,A549,-0.3216,-1.292,0.5133,0.471715,VEGFR inhibitor|KIT inhibitor|PDGFR inhibitor,KDR
fluocinolone-acetonide,BRD-A15297126,YAPC,-0.3212,-1.2906,0.5096,0.507153,Glucocorticoid receptor agonist,NR3C1|SERPINA6
EI-231,BRD-A74904029,PC3,-0.3212,-1.2903,0.5084,0.262986,Casein kinase inhibitor,CSNK2A1
PIK-93,BRD-K29395450,HA1E,-0.3212,-1.2904,0.5092,0.4669,PI3K inhibitor,PI4KB|PIK3C3|PIK3CG
CX-4945,BRD-K81458380,HEPG2,-0.3212,-1.2904,0.509,0.50754,Casein kinase inhibitor,CSNK2A1|CSNK2A2|CSNK2B|DAPK3|HIPK3
chloroxine,BRD-K17075857,U2OS,-0.321,-1.2894,0.5059,0.225481,Opioid receptor antagonist,OPRK1
MK-2206,BRD-K68065987,HELA,-0.321,-1.2897,0.506,0.305992,AKT inhibitor,AKT1|AKT2|AKT3
periplocymarin,BRD-A45333398,A375,-0.3209,-1.289,0.5042,0.738712,Apoptosis stimulant,
pepstatin,BRD-K13571841,HT29,-0.3209,-1.2893,0.5054,0.240037,Aspartic protease inhibitor,CTSB|CTSD|CTSL|REN
ML-204,BRD-K80021413,A549,-0.3209,-1.2893,0.5055,0.263297,Transient receptor potential channel antagonist,TRPC4|TRPC5
primaquine,BRD-A55913614,HA1E,-0.3208,-1.2888,0.5042,0.302166,Antimalarial|DNA inhibitor,KRT7|NQO2
aphidicolin,BRD-K85140930,MDAMB231,-0.3207,-1.2886,0.5023,0.23615,RNA synthesis inhibitor,
pazopanib,BRD-K74514084,HEPG2,-0.3207,-1.2883,0.5021,0.202868,VEGFR inhibitor|KIT inhibitor|PDGFR inhibitor,KDR|KIT|FLT1|FLT4|PDGFRB|PDGFRA|BRAF|CYP2B6|CYP2C8|CYP2E1|DDR2|CSF1R|FGF1|FGFR1|FGFR3|ITK|SH2B3
albendazole,BRD-K79131256,HT29,-0.3207,-1.2885,0.5021,0.554447,Tubulin inhibitor,CYP1A2|CYP2J2|TUBA1A|TUBB|TUBB4B
BRD-K09991945,BRD-K09991945,HA1E,-0.3207,-1.2883,0.5021,0.20797,PKC inhibitor,GSK3B
pinacidil,BRD-A43882281,YAPC,-0.3207,-1.2885,0.5021,0.23301,ATP channel activator|Potassium channel activator,ABCC9|KCNJ8|ABCC8
penfluridol,BRD-K15409150,HA1E,-0.3205,-1.2876,0.5015,0.310847,Calcium channel blocker,DRD1|DRD2|CACNA1G
KU-55933,BRD-K25311561,YAPC,-0.3205,-1.2874,0.5012,0.202071,ATM kinase inhibitor,ATM|PRKDC
nizatidine,BRD-K73589491,HT29,-0.3204,-1.2873,0.5009,0.266193,Histamine receptor antagonist,HRH2
vicriviroc,BRD-K84748119,HA1E,-0.3203,-1.2866,0.4983,0.35469,CC chemokine receptor antagonist,CCR5
veliparib,BRD-K87142802,HEK293,-0.3203,-1.2868,0.4983,0.24857,PARP inhibitor,PARP1|PARP2
NU-7026,BRD-K09537769,HELA,-0.3203,-1.2868,0.4983,0.224396,DNA inhibitor|MTOR inhibitor|PI3K inhibitor,PRKDC
epinephrine,BRD-K63126190,PC3,-0.3203,-1.2868,0.4997,0.206939,Adrenergic receptor agonist|Neurotransmitter,ADRA1A|ADRA1B|ADRA1D|ADRA2A|ADRA2B|ADRA2C|ADRB1|ADRB2|ADRB3|PAH|TNF
indolophenanthridine,BRD-K79353516,SKB,-0.3203,-1.2869,0.4999,0.228179,Dopamine receptor agonist,
REV-5901,BRD-A68281735,A549,-0.3203,-1.2869,0.4999,0.222725,Leukotriene receptor antagonist|Lipoxygenase inhibitor,ALOX5
ciclopirox,BRD-K13044802,A375,-0.3203,-1.2867,0.4983,0.35619,Membrane integrity inhibitor,ATP1A1
moroxydine,BRD-K57291914,PC3,-0.3202,-1.2865,0.4983,0.206192,Antiviral,
veliparib,BRD-K87142802,PC3,-0.3202,-1.2865,0.4983,0.302116,PARP inhibitor,PARP1|PARP2
lasalocid,BRD-A72711497,HEK293,-0.3202,-1.2865,0.4983,0.621632,Bacterial permeability inducer,
tivantinib,BRD-K33379087,SKL,-0.3202,-1.2866,0.4983,0.204975,Tyrosine kinase inhibitor,MET
inhibitor-BEC,BRD-K53792571,HCC515,-0.32,-1.2858,0.4956,0.26579,Arginase inhibitor,ARG2|ARG1
parbendazole,BRD-K02407574,HT29,-0.32,-1.2856,0.4952,0.554126,Tubulin inhibitor,TUBB
desmopressin-acetate,BRD-A49399758,YAPC,-0.3199,-1.285,0.4922,0.20245,Vasopressin receptor agonist,AVPR2|AVPR1A|AVPR1B|OXTR
alitretinoin,BRD-K35483542,HCC515,-0.3199,-1.2854,0.4948,0.238798,Retinoid receptor agonist,RARG|RARA|RARB|RXRA|RXRG|RXRB
BD-1063,BRD-K29668683,HEPG2,-0.3199,-1.2851,0.4926,0.327599,Sigma receptor antagonist,SIGMAR1
pepstatin,BRD-K13571841,A549,-0.3198,-1.2846,0.4922,0.510243,Aspartic protease inhibitor,CTSB|CTSD|CTSL|REN
lonidamine,BRD-K78513633,MCF7,-0.3197,-1.2845,0.492,0.254563,Glucokinase inhibitor,GCK
tazobactam,BRD-A18611368,PC3,-0.3197,-1.2844,0.492,0.211995,Beta lactamase inhibitor,
imperatorin,BRD-K07117950,HCC515,-0.3196,-1.2842,0.492,0.256291,CDK inhibitor,
SSR-69071,BRD-K72895815,HCC515,-0.3196,-1.284,0.492,0.368687,Leukocyte elastase inhibitor,ELANE
pregnenolone,BRD-K43880410,PC3,-0.3195,-1.2837,0.4918,0.25661,Glutamate receptor antagonist,PGR|CYP17A1|SULT2B1
mevastatin,BRD-K94441233,HEPG2,-0.3194,-1.283,0.4883,0.258179,HMGCR inhibitor,HMGCR
azacitidine,BRD-K55026842,HELA,-0.3194,-1.2832,0.4883,0.357805,DNA methyltransferase inhibitor,DNMT1|DNMT3A
palomid-529,BRD-A50998626,A375,-0.3194,-1.2832,0.4884,0.203151,AKT inhibitor|FGFR inhibitor|MTOR inhibitor|VEGFR inhibitor,MTOR|FGF2
PKCbeta-inhibitor,BRD-K89687904,U937,-0.3193,-1.2829,0.4883,0.208633,PKC inhibitor,
kinetin-riboside,BRD-K94325918,A375,-0.3193,-1.2829,0.4883,0.419239,Apoptosis stimulant,
meloxicam,BRD-A84174393,A375,-0.3192,-1.2825,0.488,0.388485,Cyclooxygenase inhibitor,PTGS2|PTGS1
orteronel,BRD-K00674894,HA1E,-0.3192,-1.2825,0.488,0.301047,Androgen receptor antagonist|Cytochrome P450 inhibitor,CYP17A1
mitoxantrone,BRD-K21680192,HCT116,-0.3192,-1.2825,0.488,0.312884,Topoisomerase inhibitor,TOP2A|PIM1
budesonide,BRD-A34299591,A375,-0.3192,-1.2825,0.488,0.313255,Glucocorticoid receptor agonist,NR3C1|CYP3A5|CYP3A7
BI-78D3,BRD-K73982490,HA1E,-0.3192,-1.2823,0.488,0.474654,JNK inhibitor,MAPK8
vardenafil,BRD-K13926615,MCF10A,-0.3191,-1.2819,0.4871,0.350968,Phosphodiesterase inhibitor,PDE5A|CYP2C19|CYP2C8|CYP3A5|PDE6G|PDE6H
BRD-K93080877,BRD-K93080877,A375,-0.3191,-1.2821,0.488,0.466517,Tripeptidyl peptidase inhibitor,
skimmianine,BRD-K25741894,HT29,-0.3191,-1.282,0.4873,0.2916,Acetylcholinesterase inhibitor|Furoquinoline alkaloid,
BIX-02189,BRD-K73368362,HELA,-0.3191,-1.2819,0.4871,0.214373,MEK inhibitor,MAP2K5|MAPK7
SMER-28,BRD-K08478539,MCF7,-0.3191,-1.2819,0.4871,0.232466,Autophagy inducer,SNCA
LY-2801653,BRD-K18961567,HT29,-0.319,-1.2818,0.4867,0.460415,MET inhibitor,MET|MST1R
calyculin,BRD-A47513740,HA1E,-0.319,-1.2816,0.4858,0.276037,Protein phosphatase inhibitor,PPP1CA|PPP2CA
L-citrulline,BRD-A12237696,HELA,-0.3188,-1.2809,0.4837,0.367387,Nitric oxide stimulant,
ritodrine,BRD-A59174698,HT29,-0.3188,-1.2809,0.4837,0.257534,Adrenergic receptor agonist,ADRB2
withaferin-a,BRD-K88378636,PC3,-0.3188,-1.2809,0.4837,0.615512,IKK inhibitor,IKBKB|NAMPT
Ro-28-1675,BRD-K21672174,HA1E,-0.3186,-1.28,0.4806,0.534476,Glucokinase activator,GCK
thapsigargin,BRD-K69023402,NPC,-0.3186,-1.2799,0.4805,0.4,ATPase inhibitor,ATP2A1
phenothiazine,BRD-K59597909,HT29,-0.3186,-1.2798,0.4802,0.209293,Dopamine receptor antagonist,
rutin,BRD-A76747559,THP1,-0.3186,-1.28,0.4806,0.282929,Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger,AKR1C3|AKR1B1
moxidectin,BRD-K61988078,PC3,-0.3185,-1.2795,0.4802,0.328188,Chloride channel blocker,
ZSTK-474,BRD-K63068307,A375,-0.3185,-1.2794,0.4802,0.296173,PI3K inhibitor,PIK3CG|PIK3CA|PIK3CB|PIK3CD
BRD-A92800748,BRD-A92800748,HELA,-0.3184,-1.2792,0.4802,0.365918,TIE inhibitor,
diphenhydramine,BRD-K47278471,VCAP,-0.3184,-1.2791,0.4802,0.210657,Histamine receptor antagonist,HRH1
linsitinib,BRD-K86118762,YAPC,-0.3184,-1.2791,0.4802,0.300045,IGF-1 inhibitor,IGF1R|INSR|INSRR
C-1,BRD-K72462751,VCAP,-0.3184,-1.2791,0.4802,0.341864,Protein kinase inhibitor,PRKCA
BRD-K15164005,BRD-K15164005,ASC,-0.3183,-1.2788,0.4802,0.489292,Carboxylesterase inhibitor,
AZD-5438,BRD-K72414522,SKMEL5,-0.3183,-1.2786,0.48,0.687011,CDK inhibitor,CCNB1|CCNE1|CDK1|CDK2|KCNH2
UK-356618,BRD-K57011718,A375,-0.3182,-1.2785,0.4799,0.311192,Metalloproteinase inhibitor,MMP3|MMP13|MMP14|MMP2|MMP9
CI-976,BRD-K88544581,A549,-0.3182,-1.2784,0.4795,0.336832,ACAT inhibitor,SOAT1|ACAT1|CES1
acivicin,BRD-K13050541,YAPC,-0.3181,-1.2778,0.4781,0.425361,Gamma glutamyltransferase Inhibitors,CAD|GGT1|CTPS1
ursodeoxycholyltaurine,BRD-K45245728,THP1,-0.3181,-1.2778,0.4781,0.223429,Cholesterol inhibitor,
diflunisal,BRD-K22031190,HEPG2,-0.3179,-1.2772,0.4756,0.246198,Prostanoid receptor antagonist,PTGS2|PTGS1
MK-5108,BRD-K53665955,HELA,-0.3179,-1.2771,0.4754,0.386035,Aurora kinase inhibitor,AURKA|AURKB|AURKC
NVP-TAE684,BRD-K50140147,TMD8,-0.3178,-1.2766,0.4732,0.337318,ALK inhibitor,ALK|INSR
emodic-acid,BRD-K94841585,PC3,-0.3177,-1.2762,0.4729,0.228397,Laxative,
SB-415286,BRD-K76805682,MCF10A,-0.3177,-1.2762,0.4729,0.267248,GSK inhibitor,GSK3B|GSK3A|RPS6KB1
ellipticine,BRD-K85985071,PC3,-0.3177,-1.2763,0.4731,0.431185,Topoisomerase inhibitor,TOP2A|TOP2B
BRD-K97808269,BRD-K97808269,MCF7,-0.3177,-1.2765,0.4732,0.276444,Glycolysis inhibitor,SLC2A1|SLC2A2|SLC2A3|SLC2A4
BRD-A29731977,BRD-A29731977,HELA,-0.3176,-1.276,0.4727,0.372403,Progesterone receptor agonist,
PI-103,BRD-K67868012,HS578T,-0.3176,-1.276,0.4722,0.211524,PI3K inhibitor|MTOR inhibitor,PIK3CA|PIK3CG|MTOR|PIK3CB|PIK3CD|PRKDC
GSK-J4,BRD-K98203492,HEK293,-0.3174,-1.2752,0.4693,0.618669,Histone lysine demethylase inhibitor,KDM6A|KDM6B|TNF
HMN-214,BRD-K70511574,A549,-0.3174,-1.2749,0.468,0.330309,PLK inhibitor,FLT3|KDR|KIT|FLT4|PDGFRB|CSF1R|FLT1|RET|FGFR1|PDGFRA
parthenolide,BRD-K98548675,TMD8,-0.3173,-1.2749,0.468,0.488677,NFKB inhibitor,
SB-505124,BRD-K40109029,A375,-0.3172,-1.2744,0.4655,0.62849,ALK inhibitor,TGFBR1|ACVR1B|ACVR1C
carglumic-acid,BRD-K60240222,YAPC,-0.3171,-1.2738,0.465,0.300352,Carbamoyl phosphate synthase activator,CPS1
D-4476,BRD-K09132007,PC3,-0.3171,-1.274,0.465,0.223167,TGF-beta receptor inhibitor,CSNK1A1|CSNK1D|TGFB1
cebranopadol,BRD-K48141473,PC3,-0.3171,-1.2741,0.465,0.452074,Opioid receptor agonist,OPRL1|OPRM1
GW-843682X,BRD-K90382497,A375,-0.3169,-1.2731,0.4645,0.632464,PLK inhibitor,
docetaxel,BRD-K30577245,OCILY10,-0.3169,-1.2731,0.4646,0.655218,Tubulin inhibitor,TUBB|BCL2|MAP2|MAP4|MAPT|NR1I2|TUBB1
AZD-7545,BRD-K52836380,HCC515,-0.3167,-1.2723,0.4619,0.209926,Pyruvate dehydrogenase kinase inhibitor,PDK2|PDK1
azacitidine,BRD-K55026842,HT29,-0.3166,-1.2719,0.4617,0.482299,DNA methyltransferase inhibitor,DNMT1|DNMT3A
pacritinib,BRD-K19034817,PC3,-0.3166,-1.2719,0.4617,0.485369,FLT3 inhibitor|JAK inhibitor,FLT3|JAK2|CDK2|JAK1|JAK3
SB-200646,BRD-K77677632,HCC515,-0.3165,-1.2716,0.4604,0.236193,Serotonin receptor antagonist,HTR2B|HTR2C
protoporphyrin-ix,BRD-K26813314,A375,-0.3165,-1.2716,0.4604,0.320691,Heme oxygenase inhibitor,HMOX1
BRD-K15164005,BRD-K15164005,SKB,-0.3164,-1.2711,0.4574,0.356434,Carboxylesterase inhibitor,
BRD-K73261812,BRD-K73261812,MCF7,-0.3164,-1.2712,0.4584,0.209092,Beta catenin inhibitor,CTNNB1
rutin,BRD-A76747559,A375,-0.3164,-1.271,0.4573,0.35238,Antioxidant|Capillary stabilizing agent|Nitric oxide scavenger,AKR1C3|AKR1B1
LY-364947,BRD-K06234293,HCC515,-0.3164,-1.2711,0.4575,0.258832,TGF-beta receptor inhibitor|P38 MAPK inhibitor,TGFBR1
SCH-79797,BRD-K17140735,A549,-0.3164,-1.2712,0.4587,0.707649,Proteasome inhibitor,F2R
quiflapon,BRD-K39503511,HELA,-0.3163,-1.2707,0.4573,0.395046,Leukotriene inhibitor,ALOX5AP|ALOX5
clofarabine,BRD-K34022604,PC3,-0.3163,-1.2707,0.4573,0.488738,Ribonucleoside reductase inhibitor,RRM1|POLA1|RRM2|SLC22A8|POLD1|POLE|RRM2B
MK-2206,BRD-K68065987,YAPC,-0.3162,-1.2705,0.4573,0.322566,AKT inhibitor,AKT1|AKT2|AKT3
withaferin-a,BRD-K88378636,HT29,-0.3162,-1.2705,0.4573,0.705703,IKK inhibitor,IKBKB|NAMPT
erlotinib,BRD-K70401845,U2OS,-0.3161,-1.2698,0.4545,0.250496,EGFR inhibitor,EGFR|NR1I2
MK-2461,BRD-K56405753,HA1E,-0.3161,-1.2699,0.4549,0.425687,FGFR inhibitor|VEGFR inhibitor,FGFR1|FGFR2|FGFR3|FLT1|FLT3|MET|FLT4|KDR|MERTK|MST1R|NTRK1|NTRK2|PDGFRB
MK-8245,BRD-K29656036,P1A82,-0.316,-1.2695,0.4537,0.219918,Stearoyl-CoA desaturase inhibitor,SCD
ibutamoren,BRD-K44771174,MCF7,-0.316,-1.2696,0.4539,0.349776,Growth hormone secretagogue receptor agonist,GH1|GHR|GHSR
CP-466722,BRD-K15592317,HS578T,-0.3159,-1.2692,0.4516,0.40134,ATM kinase inhibitor,ATM
L-690330,BRD-K28470988,A375,-0.3159,-1.2691,0.4516,0.240143,Inositol monophosphatase inhibitor,IMPA1
KIN-001-220,BRD-K53561341,MDAMB231,-0.3159,-1.2691,0.4516,0.236583,Aurora kinase inhibitor,
PD-0325901,BRD-K49865102,HA1E,-0.3159,-1.2692,0.4516,0.231161,MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor,MAP2K1|MAP2K2
zosuquidar,BRD-K70557564,A375,-0.3159,-1.2693,0.4527,0.373443,P-glycoprotein inhibitor,ABCB1|ABCB4
WZ-4002,BRD-K72420232,TMD8,-0.3158,-1.2687,0.4513,0.345109,EGFR inhibitor,EGFR|ERBB2
vemurafenib,BRD-K56343971,HCC515,-0.3158,-1.2685,0.4512,0.404575,RAF inhibitor,BRAF|CYP2C19|CYP3A4|CYP3A5|RAF1
