node1,node2,node1_type,node2_type,combined_score,source
PSMC6,PSMA8,neighbor,neighbor,0.959,added_ppi
PSMC6,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMB6,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMC2,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMC5,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMD3,neighbor,neighbor,0.999,added_ppi
PSMC6,SOD1,neighbor,neighbor,0.695,added_ppi
PSMC6,PSMD1,neighbor,neighbor,0.999,added_ppi
PSMC6,PSMD9,neighbor,neighbor,0.999,added_ppi
PPP3CC,PPP3R1,neighbor,seed,0.999,original
PPP3CC,TARDBP,neighbor,neighbor,0.941,added_ppi
PPP3CC,SOD1,neighbor,neighbor,0.902,added_ppi
PPP3CC,PPP3R2,neighbor,neighbor,0.993,added_ppi
PSMD7,ADRM1,seed,neighbor,0.999,original
PSMD7,PRKN,seed,neighbor,0.801,original
PSMD7,PSMA1,seed,neighbor,0.999,original
PSMD7,PSMA2,seed,neighbor,0.999,original
PSMD7,PSMA5,seed,neighbor,0.999,original
PSMD7,PSMA8,seed,neighbor,0.964,original
PSMD7,PSMB2,seed,neighbor,0.999,original
PSMD7,PSMB6,seed,neighbor,0.993,original
PSMD7,PSMC1,seed,neighbor,0.999,original
PSMD7,PSMC2,seed,neighbor,0.999,original
PSMD7,PSMC3,seed,neighbor,0.999,original
PSMD7,PSMC4,seed,neighbor,0.999,original
PSMD7,PSMC5,seed,neighbor,0.999,original
PSMD7,PSMD1,seed,neighbor,0.999,original
PSMD7,PSMD3,seed,neighbor,0.999,original
PSMD7,SOD1,seed,neighbor,0.725,original
PSMD7,PSMD9,seed,neighbor,0.961,original
PSMD9,ADRM1,neighbor,neighbor,0.885,added_ppi
PSMD9,PRKN,neighbor,neighbor,0.831,added_ppi
PSMD9,PSMA2,neighbor,neighbor,0.492,added_ppi
PSMD9,PSMA5,neighbor,neighbor,0.618,added_ppi
PSMD9,PSMA8,neighbor,neighbor,0.427,added_ppi
PSMD9,PSMB2,neighbor,neighbor,0.647,added_ppi
PSMD9,PSMB6,neighbor,neighbor,0.507,added_ppi
PSMD9,PSMC1,neighbor,neighbor,0.907,added_ppi
PSMD9,PSMC2,neighbor,neighbor,0.97,added_ppi
PSMD9,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMD9,PSMC4,neighbor,neighbor,0.986,added_ppi
PSMD9,PSMC5,neighbor,neighbor,0.981,added_ppi
PSMD9,PSMD1,neighbor,neighbor,0.975,added_ppi
PSMD9,PSMD3,neighbor,neighbor,0.972,added_ppi
SOD1,PPP3R1,neighbor,seed,0.916,original
SOD1,ADRM1,neighbor,neighbor,0.819,added_ppi
SOD1,PPP3R2,neighbor,neighbor,0.904,added_ppi
SOD1,PRKN,neighbor,neighbor,0.62,added_ppi
SOD1,PSMA1,neighbor,neighbor,0.754,added_ppi
SOD1,PSMA2,neighbor,neighbor,0.744,added_ppi
SOD1,PSMA5,neighbor,neighbor,0.746,added_ppi
SOD1,PSMA8,neighbor,neighbor,0.679,added_ppi
SOD1,PSMB2,neighbor,neighbor,0.734,added_ppi
SOD1,PSMB6,neighbor,neighbor,0.741,added_ppi
SOD1,PSMC1,neighbor,neighbor,0.736,added_ppi
SOD1,PSMC2,neighbor,neighbor,0.722,added_ppi
SOD1,PSMC3,neighbor,neighbor,0.812,added_ppi
SOD1,PSMC4,neighbor,neighbor,0.83,added_ppi
SOD1,PSMC5,neighbor,neighbor,0.698,added_ppi
SOD1,PSMD1,neighbor,neighbor,0.687,added_ppi
SOD1,PSMD3,neighbor,neighbor,0.69,added_ppi
PSMC5,ADRM1,neighbor,neighbor,0.998,added_ppi
PSMC5,PRKN,neighbor,neighbor,0.905,added_ppi
PSMC5,PSMA1,neighbor,neighbor,0.998,added_ppi
PSMC5,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMA8,neighbor,neighbor,0.965,added_ppi
PSMC5,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMB6,neighbor,neighbor,0.996,added_ppi
PSMC5,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMC2,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMD3,neighbor,neighbor,0.999,added_ppi
PSMC5,PSMD1,neighbor,neighbor,0.999,added_ppi
PSMA8,ADRM1,neighbor,neighbor,0.869,added_ppi
PSMA8,PRKN,neighbor,neighbor,0.795,added_ppi
PSMA8,PSMA1,neighbor,neighbor,0.999,added_ppi
PSMA8,PSMA2,neighbor,neighbor,0.996,added_ppi
PSMA8,PSMA5,neighbor,neighbor,0.997,added_ppi
PSMA8,PSMC4,neighbor,neighbor,0.987,added_ppi
PSMA8,PSMC1,neighbor,neighbor,0.984,added_ppi
PSMA8,PSMD3,neighbor,neighbor,0.939,added_ppi
PSMA8,PSMB6,neighbor,neighbor,0.999,added_ppi
PSMA8,PSMD1,neighbor,neighbor,0.924,added_ppi
PSMA8,PSMC3,neighbor,neighbor,0.975,added_ppi
PSMA8,PSMC2,neighbor,neighbor,0.98,added_ppi
PSMA8,PSMB2,neighbor,neighbor,0.998,added_ppi
ADRM1,PSMC4,neighbor,neighbor,0.999,added_ppi
ADRM1,PSMA2,neighbor,neighbor,0.972,added_ppi
ADRM1,PSMC1,neighbor,neighbor,0.999,added_ppi
ADRM1,PSMD3,neighbor,neighbor,0.999,added_ppi
ADRM1,PSMB6,neighbor,neighbor,0.945,added_ppi
ADRM1,PSMA5,neighbor,neighbor,0.975,added_ppi
ADRM1,PSMD1,neighbor,neighbor,0.999,added_ppi
ADRM1,PRKN,neighbor,neighbor,0.953,added_ppi
ADRM1,PSMB2,neighbor,neighbor,0.987,added_ppi
ADRM1,PSMC2,neighbor,neighbor,0.999,added_ppi
ADRM1,PSMA1,neighbor,neighbor,0.983,added_ppi
ADRM1,PSMC3,neighbor,neighbor,0.998,added_ppi
PSMA1,PRKN,neighbor,neighbor,0.857,added_ppi
PSMA1,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMD3,neighbor,neighbor,0.997,added_ppi
PSMA1,PSMB6,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMD1,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMC2,neighbor,neighbor,0.999,added_ppi
PSMA1,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMD1,PRKN,neighbor,neighbor,0.789,added_ppi
PSMD1,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMB6,neighbor,neighbor,0.997,added_ppi
PSMD1,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMC2,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMD1,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMD1,TARDBP,neighbor,neighbor,0.433,added_ppi
PSMD1,PSMD3,neighbor,neighbor,0.999,added_ppi
PRKN,PSMC4,neighbor,neighbor,0.824,added_ppi
PRKN,PSMA2,neighbor,neighbor,0.795,added_ppi
PRKN,TARDBP,neighbor,neighbor,0.984,added_ppi
PRKN,PSMC1,neighbor,neighbor,0.886,added_ppi
PRKN,PSMD3,neighbor,neighbor,0.826,added_ppi
PRKN,PSMB6,neighbor,neighbor,0.796,added_ppi
PRKN,PSMA5,neighbor,neighbor,0.791,added_ppi
PRKN,PSMB2,neighbor,neighbor,0.798,added_ppi
PRKN,PSMC2,neighbor,neighbor,0.859,added_ppi
PRKN,PSMC3,neighbor,neighbor,0.867,added_ppi
PSMC2,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMB6,neighbor,neighbor,0.998,added_ppi
PSMC2,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMD3,neighbor,neighbor,0.999,added_ppi
PSMC2,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMD3,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMD3,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMD3,PSMB2,neighbor,neighbor,0.998,added_ppi
PSMD3,PSMB6,neighbor,neighbor,0.995,added_ppi
PSMD3,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMD3,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMD3,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMB6,PSMA2,neighbor,neighbor,0.999,added_ppi
PSMB6,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMB6,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMB6,PSMC4,neighbor,neighbor,0.998,added_ppi
PSMB6,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMB6,PSMC3,neighbor,neighbor,0.998,added_ppi
PSMA2,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMA2,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMA2,PSMC1,neighbor,neighbor,0.999,added_ppi
PSMA2,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMA2,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMC1,PSMA5,neighbor,neighbor,0.999,added_ppi
PSMC1,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMC1,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMC1,PSMC3,neighbor,neighbor,0.999,added_ppi
PPP3R1,TARDBP,seed,neighbor,0.909,original
PPP3R1,PPP3R2,seed,neighbor,0.944,original
PPP3R1,PSMC4,seed,neighbor,0.501,added_ppi
PPP3R2,TARDBP,neighbor,neighbor,0.905,added_ppi
PSMA5,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMA5,PSMB2,neighbor,neighbor,0.999,added_ppi
PSMA5,PSMC3,neighbor,neighbor,0.999,added_ppi
PSMB2,PSMC4,neighbor,neighbor,0.999,added_ppi
PSMB2,PSMC3,neighbor,neighbor,0.999,added_ppi
TARDBP,PSMC4,neighbor,neighbor,0.413,added_ppi
PSMC4,PSMC3,neighbor,neighbor,0.999,added_ppi
