"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","condition","comparison"
"P46776","RPL27A",0.853,0.00418385956603425,0.7,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P23396","RPS3",0.768,0.00422971554692356,0.701,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P46779","RPL28",0.771,0.0043032916133067,0.702,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P05783;CON__Q92764;CON__Q497I4;Q92764;CON__H-INV:HIT000015463","KRT18",-1,0.00439965895750389,0.704,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q99798","ACO2",-1.14,0.00444280370919466,0.705,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P49327","FASN",0.758,0.00447167232326822,0.706,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q7Z7K6","CENPV",-0.782,0.00453208608027844,0.707,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9H4G0","EPB41L1",-1.22,0.0046484418072426,0.709,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P12277;P06732","CKB",0.52,0.00484033203129142,0.712,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13823","GNL2",0.717,0.00482422215670369,0.712,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WVC0","LEO1",-1.1,0.00484249711143527,0.713,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O15355","PPM1G",-0.759,0.00487148134178722,0.713,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8TAQ2","SMARCC2",-0.663,0.00492156693347833,0.714,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q86VP6;O75155","CAND1",1.31,0.00506208021538904,0.716,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BYW2","SETD2",-1.41,0.00509632900747663,0.717,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P08237","PFKM",1.47,0.00514697092933578,0.718,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62333","PSMC6",1.42,0.00514196962758843,0.718,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P54136","RARS",-0.982,0.00521864733535384,0.719,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q99829","CPNE1",-0.636,0.00528450056465419,0.72,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P16401","HIST1H1B",-0.956,0.00530546164400786,0.72,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q02413;P32926;Q86SJ6","DSG1",-1.87,0.00535777991245735,0.721,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q71U36;P0DPH8;P0DPH7;Q6PEY2","TUBA1A",0.797,0.00550940836907261,0.723,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5TF21","SOGA3",1.18,0.00572195767010457,0.726,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13243","SRSF5",0.669,0.00578505268070533,0.727,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P22314","UBA1",0.725,0.00587860466189258,0.728,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q6UWP8","SBSN",-1.42,0.00589942225324163,0.729,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q02880","TOP2B",-0.992,0.00593557640124266,0.729,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q68CP9","ARID2",-0.664,0.00602372277137467,0.73,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13029","PRDM2",-1.15,0.00597771213313015,0.73,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P30041","PRDX6",1.26,0.00601688421296502,0.73,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BWE0","REPIN1",-1.74,0.00603090093252066,0.73,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UNF1","MAGED2",-1.55,0.00607551527995745,0.731,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P39023;Q92901","RPL3",0.599,0.00614352004299,0.732,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P53999","SUB1",-0.859,0.00617003681742825,0.732,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NVP1","DDX18",1.79,0.00632994746007702,0.734,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WUA2","PPIL4",-0.884,0.00650400969499215,0.736,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8TF47","ZFP90",0.823,0.00651805111206702,0.736,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96A65","EXOC4",-1.32,0.00653683822720028,0.737,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q14444","CAPRIN1",1.17,0.00668797617221334,0.738,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P51531","SMARCA2",-1.39,0.00685826131553674,0.74,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P51116","FXR2",0.819,0.0068990194550896,0.741,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P05089","ARG1",-1.83,0.00705573750501763,0.742,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P09429;B2RPK0","HMGB1",-0.794,0.00699390950865385,0.742,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q14694","USP10",0.862,0.0070465507463484,0.742,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q16543","CDC37",-0.765,0.00727087362500623,0.745,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P24928","POLR2A",-1.73,0.00727974339509692,0.745,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NUL3","STAU2",0.684,0.00725445964913449,0.745,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96KR1","ZFR",0.936,0.00734921446834136,0.746,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62910","RPL32",1.01,0.00754382410189342,0.747,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q4G0J3","LARP7",-1.01,0.0075976199865418,0.748,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q29RF7","PDS5A",-1.29,0.00770261173879236,0.749,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O75151","PHF2",-0.692,0.00766081630154507,0.749,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UJV9","DDX41",1.1,0.00787622725980475,0.751,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P45973","CBX5",-0.586,0.00798896371142647,0.752,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P07197","NEFM",0.545,0.00817509487033554,0.753,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96G61;Q8NFP7;A0A024RBG1;Q9NZJ9;O95989","NUDT11",1.75,0.00809875406505813,0.753,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BZ95","WHSC1L1",-1.75,0.00813236614000142,0.753,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8N5C6","SRBD1",-0.574,0.00836441705308696,0.755,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q08554","DSC1",-1.76,0.00845549019869612,0.756,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P50454","SERPINH1",-0.515,0.00866721455846935,0.757,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P07355;A6NMY6","ANXA2",-0.954,0.008748770705685,0.758,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NPI1","BRD7",-0.589,0.00889318007841838,0.759,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9H1E3","NUCKS1",-2.54,0.00891101255323699,0.759,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O96019","ACTL6A",-0.621,0.00919604405395746,0.761,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96P50","ACAP3",-0.933,0.00935689734688814,0.763,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96GQ7","DDX27",-0.748,0.00933493640321916,0.763,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96GA3","LTV1",-0.656,0.00963658132156548,0.765,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q15427","SF3B4",-0.665,0.0100403256270799,0.767,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WYP5","AHCTF1",-1.04,0.0101422819405947,0.768,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P60842","EIF4A1",0.605,0.010296645777077,0.769,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q14318","FKBP8",0.756,0.0103567784127423,0.769,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O94805","ACTL6B",-0.652,0.0105904962948782,0.771,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O75152;A0A1B0GTU1","ZC3H11A",-0.8,0.0107726028551113,0.772,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O14646","CHD1",-1.4,0.0109569390026456,0.773,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q07666;Q9H6N6","KHDRBS1",-0.577,0.0109307970052121,0.773,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WXI9","GATAD2B",-1.48,0.0110317873592579,0.774,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P61019","RAB2A",0.572,0.0114426117999628,0.776,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96JP5","ZFP91",-0.986,0.0114491809893397,0.776,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UM54","MYO6",0.637,0.0117658807356094,0.778,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P01040","CSTA",-1.33,0.0120958819397204,0.779,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13045","FLII",0.872,0.0119257562328333,0.779,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q99426","TBCB",-0.671,0.0119110203244852,0.779,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P15880","RPS2",0.678,0.0121360088072658,0.78,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O94875","SORBS2",0.694,0.0121519883107233,0.78,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P60709","ACTB",0.946,0.0124873368503486,0.781,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96I25","RBM17",-0.505,0.0127321151564382,0.783,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P09104","ENO2",-0.92,0.0135293868328015,0.786,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96SB4","SRPK1",1.29,0.0135352649501079,0.786,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96PK6","RBM14",-0.521,0.0135780337376968,0.787,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9H5H4;Q96SL8","ZNF768",1.12,0.0138522732679641,0.788,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q86YR5","GPSM1",-0.486,0.0144601462683346,0.79,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8N5F7;Q5M9Q1","NKAP",0.945,0.0144860489468378,0.79,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q969Q0","RPL36AL",1.96,0.0143066470888732,0.79,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9P1Y6","PHRF1",-0.451,0.0148194692379578,0.792,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P67775","PPP2CA",1.09,0.0147827226974682,0.792,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8NE71","ABCF1",-0.777,0.0152254708006789,0.793,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q6P2E9","EDC4",-0.528,0.0152087512234743,0.793,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q7L099;Q96T51","RUFY3",1.03,0.0150083342426297,0.793,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13435","SF3B2",-0.581,0.0153749584101862,0.794,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P61158;Q9P1U1;Q9C0K3","ACTR3",1.37,0.0155257084359569,0.795,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P15924","DSP",-1.53,0.0156596633421182,0.795,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P07942","LAMB1",-0.909,0.01557556894049,0.795,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P48634","PRRC2A",-0.882,0.0156178926008936,0.795,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UIK5","TMEFF2",-0.773,0.0158369806390354,0.796,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P22492","HIST1H1T",1.4,0.0162675957706214,0.797,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P11142;P54652","HSPA8",0.852,0.0162495155380014,0.797,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UKM9","RALY",-0.517,0.0163034449036322,0.797,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q92973;O14787","TNPO1",1.09,0.0166278773627011,0.798,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P35998","PSMC2",0.878,0.0171657265358367,0.8,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P50402","EMD",0.774,0.0173788146744067,0.801,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P46783;Q9NQ39","RPS10",-0.95,0.0173647502723464,0.801,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5VZL5","ZMYM4",-1.1,0.0173226489195243,0.801,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P47813","EIF1AX",-1.22,0.0178234411195802,0.802,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P35579;REV__Q9UKV3;Q8N1T3;Q9Y2K3;Q6PIF6;Q13402","MYH9",1,0.0178654597992274,0.802,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O43395","PRPF3",-1.31,0.018102548284842,0.803,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P17677","GAP43",-0.603,0.0182898844813279,0.804,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P14923","JUP",-1.84,0.0183258500955902,0.804,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8NB50;Q96NL3;Q9H963;Q8N782;Q8NCK3;Q9Y5A6;Q6ZN06;A6NDX5;Q86XN6","ZFP62",0.857,0.018375948385385,0.804,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13367","AP3B2",-0.587,0.018706679766622,0.805,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P08708","RPS17",-0.883,0.018804786487699,0.805,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P42696","RBM34",-1.19,0.0189106498486984,0.806,FALSE,"RNase_ARS","C9ALS_vs_Control"
"C9JLW8","FAM195B",1.19,0.0194217265378639,0.807,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BYN8","MRPS26",1.16,0.0194938088825888,0.807,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P09455","RBP1",0.705,0.0196968993497311,0.808,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8N556;Q8TED9","AFAP1",0.685,0.0202675931582398,0.809,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WXX7","AUTS2",0.478,0.0201989726591218,0.809,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5UIP0","RIF1",-0.935,0.0202696523016253,0.809,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13557;Q9UQM7","CAMK2D",-0.663,0.0205354841401064,0.81,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P11171","EPB41",-0.609,0.0204833796953992,0.81,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y4W2","LAS1L",1.51,0.020510937064518,0.81,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P19105;O14950","MYL12A",2.27,0.0205560709783177,0.81,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q12824","SMARCB1",-0.696,0.0207041280309855,0.81,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O95819","MAP4K4",0.461,0.0207497689448191,0.811,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q4KMP7","TBC1D10B",-2.01,0.0208627635280596,0.811,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q14315","FLNC",1.33,0.021447374711709,0.812,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P46778","RPL21",0.631,0.0214286127767552,0.812,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62316","SNRPD2",-0.698,0.0214602180937517,0.812,FALSE,"RNase_ARS","C9ALS_vs_Control"
"A6NNA2","SRRM3",1.09,0.0214333086892853,0.812,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13838","DDX39B",0.666,0.0216168250653762,0.813,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P68363","TUBA1B",0.696,0.0218931613124908,0.813,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62304","SNRPE",-0.59,0.0222450985100617,0.814,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BVP2","GNL3",0.526,0.0227429769369349,0.815,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96JM3","CHAMP1",-0.489,0.0237104197152586,0.817,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P30153","PPP2R1A",0.609,0.0236400759436751,0.817,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UPN6","SCAF8",-1.1,0.0237007648869811,0.817,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P78316","NOP14",-0.66,0.0238247908757894,0.818,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5JTH9","RRP12",-0.706,0.0239112246877102,0.818,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P06733;P13929","ENO1",-0.62,0.0245571332404534,0.819,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P42766","RPL35",0.681,0.0242604047087315,0.819,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P55010","EIF5",-0.895,0.0248634749754265,0.82,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P50148;Q14344;Q03113","GNAQ",0.76,0.0251510257930553,0.82,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P84098","RPL19",0.433,0.0249229483095339,0.82,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y314","NOSIP",-0.836,0.0253468181454093,0.821,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13283","G3BP1",0.629,0.0260820746144446,0.822,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P35908","KRT2",-1.37,0.0263567628530654,0.823,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UHX1","PUF60",0.815,0.0268365723081178,0.823,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62753","RPS6",0.653,0.0273567480251727,0.824,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UMY1","NOL7",0.791,0.0275450361477849,0.825,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q15020","SART3",-0.74,0.0274666039992406,0.825,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q07021","C1QBP",-1.43,0.0282932749334689,0.826,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8N163","CCAR2",-1.04,0.0285539924012923,0.826,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O43242","PSMD3",0.985,0.0280962440389893,0.826,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P49674","CSNK1E",-0.521,0.0286938792263382,0.827,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9GZR7","DDX24",0.443,0.0291099356402517,0.827,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5T3I0","GPATCH4",0.687,0.030458324136943,0.829,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P09211","GSTP1",-0.584,0.0302282324053085,0.829,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9P0K7;O15034","RAI14",1.16,0.0310313481917094,0.83,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q12849","GRSF1",0.78,0.0316536464215124,0.831,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q13151","HNRNPA0",-0.481,0.0315115272481098,0.831,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P07951","TPM2",0.764,0.0312735062000247,0.831,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BQA1","WDR77",-2.11,0.0316599043523542,0.831,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NZI8;REV__Q15833","IGF2BP1",-0.421,0.0319374359103243,0.832,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q05519","SRSF11",0.422,0.0318316580185543,0.832,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UGU5","HMGXB4",-1.69,0.0332011651669069,0.833,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BXY0","MAK16",0.445,0.0326922724471148,0.833,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96K58","ZNF668",1.53,0.0326732195273009,0.833,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q08211","DHX9",0.506,0.0337486973619441,0.834,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q12765","SCRN1",0.737,0.0338861107515877,0.834,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P29692","EEF1D",0.689,0.0340564496792261,0.835,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P34932","HSPA4",0.944,0.0341170099399544,0.835,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P17844","DDX5",0.507,0.0348656356180887,0.836,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P10599","TXN",-0.509,0.0354612773471279,0.836,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NP64","ZCCHC17",0.495,0.0354887671655683,0.836,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q7L2E3","DHX30",0.381,0.035631083697441,0.837,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q99729","HNRNPAB",0.517,0.035689637037908,0.837,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UKV3","ACIN1",-0.59,0.0370667682853734,0.838,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q15459","SF3A1",-0.599,0.0367504547805661,0.838,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P35080","PFN2",0.583,0.0374533001263306,0.839,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O75569","PRKRA",-0.574,0.0378334034111701,0.839,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q01082","SPTBN1",0.54,0.0379380083768251,0.839,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P23526","AHCY",-0.535,0.0388530712617522,0.84,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P81605","DCD",-0.765,0.0380985790809049,0.84,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y5Q9","GTF3C3",-0.523,0.0384373212342124,0.84,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q93077;Q7L7L0;P04908","HIST1H2AC",0.643,0.0385884015202482,0.84,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q86V81","ALYREF",-0.7,0.0391330940601878,0.841,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O43491","EPB41L2",-0.436,0.039496616599967,0.841,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UN86","G3BP2",0.549,0.0392981465178934,0.841,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P59780","AP3S2",-0.77,0.0399750705762282,0.842,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y2V2","CARHSP1",-0.424,0.0415851724583722,0.843,FALSE,"RNase_ARS","C9ALS_vs_Control"
"A2NJV5;A0A0A0MRZ7;A0A075B6S2;A0A075B6S6;A0A075B6P5;A0A087WW87;P06310;P01615;P01614;A0A0C4DH68","IGKV A18",-1.08,0.0413734896955781,0.843,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P61163","ACTR1A",0.798,0.0427049739215089,0.844,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8TDN6","BRIX1",0.546,0.0419711237178592,0.844,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y6A4","CFAP20",-1.11,0.0425264949353044,0.844,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P36915","GNL1",-0.602,0.042441023427362,0.844,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9ULI4","KIF26A",-1.65,0.0420649152138345,0.844,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q92504","SLC39A7",0.723,0.0432138702168048,0.845,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P04040","CAT",-1.06,0.0439726379086536,0.846,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q02383","SEMG2",-1.28,0.0446108711962704,0.846,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P25705","ATP5A1",-0.369,0.0457439015397174,0.847,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9BUQ8","DDX23",-1.22,0.0453642415419793,0.847,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P11387;Q969P6","TOP1",1.13,0.0456314554382857,0.847,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q3B7J2","GFOD2",0.909,0.0466360876909712,0.848,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9P2K5","MYEF2",0.374,0.0471380882556108,0.848,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q14980","NUMA1",0.585,0.0470354866336317,0.848,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UHB9","SRP68",-0.614,0.0470989705856536,0.848,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y3F4","STRAP",0.518,0.0465331700350176,0.848,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q7Z6Z7","HUWE1",0.419,0.0480276599210001,0.849,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62917","RPL8",0.422,0.0472997391001996,0.849,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q01831","XPC",-0.526,0.0472919137833249,0.849,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O15014","ZNF609",-0.969,0.0473188883377568,0.849,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P32119","PRDX2",-0.633,0.0490867767046553,0.85,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9Y2J2","EPB41L3",-1.9,0.049769347865294,0.851,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WXA9","SREK1",0.731,0.0507616139932904,0.851,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q96MU7","YTHDC1",-0.429,0.0496626346485349,0.851,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O95218","ZRANB2",0.468,0.0521361342347459,0.852,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q8WUM0","NUP133",-0.794,0.0531413915323157,0.853,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q68D10","SPTY2D1",-1.79,0.0530232599338117,0.853,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q5VUA4","ZNF318",-0.716,0.0537456024227251,0.854,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P06702","S100A9",-1.38,0.0562849570839426,0.855,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9NZT1","CALML5",-1.11,0.057062322070607,0.856,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q06787","FMR1",0.512,0.0575565427548171,0.856,FALSE,"RNase_ARS","C9ALS_vs_Control"
"Q9UIS9","MBD1",-0.436,0.0565213388703321,0.856,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O75607","NPM3",-0.824,0.0566839575232617,0.856,FALSE,"RNase_ARS","C9ALS_vs_Control"
"O15231","ZNF185",-0.674,0.0572692949538995,0.856,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P68104;Q5VTE0;Q05639","EEF1A1",0.535,0.0588057165418437,0.857,FALSE,"RNase_ARS","C9ALS_vs_Control"
"P62861","FAU.1",-1.24,0.0593341790124796,0.857,FALSE,"RNase_ARS","C9ALS_vs_Control"
"A8CG34","POM121C",-0.959,0.0592741158766281,0.857,FALSE,"RNase_ARS","C9ALS_vs_Control"
