"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","tissue","comparison"
"Q9BXS5;Q9Y6Q5","AP1M1",-0.447,0.343434626866669,1,FALSE,"CTX","TP7_vs_TP1"
"O95782","AP2A1",-0.135,0.488084507994405,1,FALSE,"CTX","TP7_vs_TP1"
"O94973","AP2A2",0.000569,0.998665224895506,1,FALSE,"CTX","TP7_vs_TP1"
"P63010","AP2B1",-0.268,0.300778709580213,1,FALSE,"CTX","TP7_vs_TP1"
"Q96CW1","AP2M1",-0.303,0.181802757023087,1,FALSE,"CTX","TP7_vs_TP1"
"P53680","AP2S1",-0.665,0.030895603532491,1,FALSE,"CTX","TP7_vs_TP1"
"Q13367","AP3B2",-0.678,0.0456678433816066,1,FALSE,"CTX","TP7_vs_TP1"
"O14617","AP3D1",-0.286,0.284167052475087,1,FALSE,"CTX","TP7_vs_TP1"
"P53677","AP3M2",-0.475,0.458896775551211,1,FALSE,"CTX","TP7_vs_TP1"
"Q02410","APBA1",0.189,0.591905261832265,1,FALSE,"CTX","TP7_vs_TP1"
"Q99767","APBA2",0.793,0.0776124367910057,1,FALSE,"CTX","TP7_vs_TP1"
"P25054","APC",0.543,0.392795318135695,1,FALSE,"CTX","TP7_vs_TP1"
"Q9BQE5","APOL2",0.361,0.274695505637676,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UKG1","APPL1",-1.02,0.0605665135298754,1,FALSE,"CTX","TP7_vs_TP1"
"Q8NEU8","APPL2",-0.326,0.296245962718761,1,FALSE,"CTX","TP7_vs_TP1"
"P29972","AQP1",-1.1,0.0666906950787754,1,FALSE,"CTX","TP7_vs_TP1"
"P55087","AQP4",1.95,0.0109361798151236,1,FALSE,"CTX","TP7_vs_TP1"
"P48444","ARCN1",-0.296,0.376614216869419,1,FALSE,"CTX","TP7_vs_TP1"
"P84077","ARF1",0.0897,0.884271229426457,1,FALSE,"CTX","TP7_vs_TP1"
"P18085","ARF4",-0.175,0.761607468484101,1,FALSE,"CTX","TP7_vs_TP1"
"P84085","ARF5",-0.455,0.283849787238235,1,FALSE,"CTX","TP7_vs_TP1"
"P62330","ARF6",-0.0808,0.696980508340655,1,FALSE,"CTX","TP7_vs_TP1"
"Q8N6T3","ARFGAP1",0.199,0.628980026197025,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y6D5","ARFGEF2",0.282,0.268082575871251,1,FALSE,"CTX","TP7_vs_TP1"
"Q5TH69","ARFGEF3",0.184,0.547742107979615,1,FALSE,"CTX","TP7_vs_TP1"
"Q07960","ARHGAP1",0.153,0.516438145878652,1,FALSE,"CTX","TP7_vs_TP1"
"Q5T5U3","ARHGAP21",0.37,0.175442723060945,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UNA1","ARHGAP26",-0.801,0.0109928521944339,1,FALSE,"CTX","TP7_vs_TP1"
"A7KAX9","ARHGAP32",0.199,0.694667911208458,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NRY4","ARHGAP35",0.133,0.637493794584723,1,FALSE,"CTX","TP7_vs_TP1"
"Q9C0H5","ARHGAP39",0.122,0.836740663895263,1,FALSE,"CTX","TP7_vs_TP1"
"Q17R89","ARHGAP44",0.0464,0.829128527751131,1,FALSE,"CTX","TP7_vs_TP1"
"P52565","ARHGDIA",-0.121,0.796087749248321,1,FALSE,"CTX","TP7_vs_TP1"
"O15085","ARHGEF11",-0.546,0.335221532865778,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NZN5","ARHGEF12",0.127,0.842542486963516,1,FALSE,"CTX","TP7_vs_TP1"
"Q92974","ARHGEF2",-0.074,0.809775652465779,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NR80;O43307;Q96N96","ARHGEF4",-0.176,0.686268433558822,1,FALSE,"CTX","TP7_vs_TP1"
"Q15052","ARHGEF6",0.1,0.786482197025363,1,FALSE,"CTX","TP7_vs_TP1"
"Q14155","ARHGEF7",0.0539,0.824395142610265,1,FALSE,"CTX","TP7_vs_TP1"
"P40616","ARL1",-0.438,0.251970713421006,1,FALSE,"CTX","TP7_vs_TP1"
"P36405","ARL3",-0.585,0.066641635892742,1,FALSE,"CTX","TP7_vs_TP1"
"Q9H0F7","ARL6",0.142,0.637746583983197,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NVJ2","ARL8B",-0.312,0.583337457858981,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NVT9","ARMC1",-1.03,0.00733425009670678,1,FALSE,"CTX","TP7_vs_TP1"
"Q8N2F6","ARMC10",-0.536,0.372200694965456,1,FALSE,"CTX","TP7_vs_TP1"
"Q6NXE6","ARMC6",-0.044,0.923762331475181,1,FALSE,"CTX","TP7_vs_TP1"
"Q8IUR7","ARMC8",0.177,0.726552470547603,1,FALSE,"CTX","TP7_vs_TP1"
"Q92747","ARPC1A",-0.158,0.381960281200126,1,FALSE,"CTX","TP7_vs_TP1"
"O15144","ARPC2",-0.191,0.315651841679118,1,FALSE,"CTX","TP7_vs_TP1"
"P59998","ARPC4",-0.772,0.0486501770411261,1,FALSE,"CTX","TP7_vs_TP1"
"Q9BPX5","ARPC5L",-0.472,0.336152393820793,1,FALSE,"CTX","TP7_vs_TP1"
"O00192","ARVCF",0.352,0.315860264029974,1,FALSE,"CTX","TP7_vs_TP1"
"Q9ULH1","ASAP1",-0.0652,0.899299838690632,1,FALSE,"CTX","TP7_vs_TP1"
"O95671","ASMTL",-0.268,0.523095141352092,1,FALSE,"CTX","TP7_vs_TP1"
"O43681","ASNA1",-0.356,0.338858181244804,1,FALSE,"CTX","TP7_vs_TP1"
"P08243","ASNS",0.0483,0.942476060803375,1,FALSE,"CTX","TP7_vs_TP1"
"O14525","ASTN1",0.489,0.194309624700221,1,FALSE,"CTX","TP7_vs_TP1"
"Q8NBU5","ATAD1",0.0248,0.909047524128757,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NVI7;Q5T2N8","ATAD3A",-0.519,0.03216644586885,1,FALSE,"CTX","TP7_vs_TP1"
"Q5SQI0","ATAT1",-0.0358,0.946913175969028,1,FALSE,"CTX","TP7_vs_TP1"
"Q86WG3","ATCAY",-0.389,0.380349356195378,1,FALSE,"CTX","TP7_vs_TP1"
"Q96BY7","ATG2B",-0.657,0.255999734516594,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NT62","ATG3",-0.361,0.149031746917888,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y4P1","ATG4B",-0.976,0.0728334192735166,1,FALSE,"CTX","TP7_vs_TP1"
"Q9H1Y0","ATG5",0.232,0.28385189382189,1,FALSE,"CTX","TP7_vs_TP1"
"P31939","ATIC",-0.757,0.102994034375999,1,FALSE,"CTX","TP7_vs_TP1"
"Q8WXF7","ATL1",-0.49,0.0261071639792672,1,FALSE,"CTX","TP7_vs_TP1"
"Q6DD88","ATL3",0.237,0.579232745926996,1,FALSE,"CTX","TP7_vs_TP1"
"P05023","ATP1A1",0.461,0.289388711948464,1,FALSE,"CTX","TP7_vs_TP1"
"P50993;P54707;P20648","ATP1A2",0.553,0.208005236142033,1,FALSE,"CTX","TP7_vs_TP1"
"P13637","ATP1A3",0.504,0.266423135231413,1,FALSE,"CTX","TP7_vs_TP1"
"P05026","ATP1B1",0.635,0.17716672236566,1,FALSE,"CTX","TP7_vs_TP1"
"P14415","ATP1B2",0.16,0.832768504414124,1,FALSE,"CTX","TP7_vs_TP1"
"P16615;Q93084;O14983","ATP2A2",-0.0226,0.93308375161358,1,FALSE,"CTX","TP7_vs_TP1"
"P20020","ATP2B1",0.105,0.666287524823916,1,FALSE,"CTX","TP7_vs_TP1"
"Q01814","ATP2B2",0.576,0.277477633581797,1,FALSE,"CTX","TP7_vs_TP1"
"Q16720","ATP2B3",0.334,0.498312415544569,1,FALSE,"CTX","TP7_vs_TP1"
"P23634","ATP2B4",0.873,0.112680854704088,1,FALSE,"CTX","TP7_vs_TP1"
"P98194","ATP2C1",-1.66,0.00603385919096059,1,FALSE,"CTX","TP7_vs_TP1"
"P25705","ATP5A1",0.235,0.323285498504187,1,FALSE,"CTX","TP7_vs_TP1"
"P06576","ATP5B",0.455,0.232050979749234,1,FALSE,"CTX","TP7_vs_TP1"
"P36542","ATP5C1",0.0123,0.959943302761791,1,FALSE,"CTX","TP7_vs_TP1"
"P24539","ATP5F1",0.632,0.167809520780287,1,FALSE,"CTX","TP7_vs_TP1"
"O75947","ATP5H",0.695,0.247299571008642,1,FALSE,"CTX","TP7_vs_TP1"
"P56385","ATP5I",0.355,0.620615740920224,1,FALSE,"CTX","TP7_vs_TP1"
"P56134","ATP5J2",0.859,0.194063974918087,1,FALSE,"CTX","TP7_vs_TP1"
"O75964","ATP5L",1.06,0.146566730676217,1,FALSE,"CTX","TP7_vs_TP1"
"P48047","ATP5O",0.42,0.219525536954007,1,FALSE,"CTX","TP7_vs_TP1"
"Q93050","ATP6V0A1",-0.237,0.273830756665581,1,FALSE,"CTX","TP7_vs_TP1"
"P27449","ATP6V0C",-1.03,0.1500849238687,1,FALSE,"CTX","TP7_vs_TP1"
"P61421","ATP6V0D1",0.0486,0.858475449894217,1,FALSE,"CTX","TP7_vs_TP1"
"Q8N8Y2","ATP6V0D2",-0.721,0.107687275479556,1,FALSE,"CTX","TP7_vs_TP1"
"P38606","ATP6V1A",-0.158,0.407357209708951,1,FALSE,"CTX","TP7_vs_TP1"
"P21281;P15313","ATP6V1B2",-0.351,0.109243727725119,1,FALSE,"CTX","TP7_vs_TP1"
"P21283","ATP6V1C1",-0.35,0.309702897518215,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y5K8","ATP6V1D",-0.48,0.0856776956182406,1,FALSE,"CTX","TP7_vs_TP1"
"P36543;Q96A05","ATP6V1E1",-0.071,0.819070374019271,1,FALSE,"CTX","TP7_vs_TP1"
"Q16864","ATP6V1F",0.507,0.160267060253932,1,FALSE,"CTX","TP7_vs_TP1"
"O75348","ATP6V1G1",-0.26,0.661591484919956,1,FALSE,"CTX","TP7_vs_TP1"
"O95670","ATP6V1G2",-0.479,0.281383679995819,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UI12","ATP6V1H",-0.18,0.395836823605686,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y2Q0","ATP8A1",-0.143,0.769628302312233,1,FALSE,"CTX","TP7_vs_TP1"
"Q5TC12","ATPAF1",0.0856,0.820950210483881,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UBB4","ATXN10",0.286,0.670129175694504,1,FALSE,"CTX","TP7_vs_TP1"
"Q8NBF6","AVL9",-0.393,0.426667001044136,1,FALSE,"CTX","TP7_vs_TP1"
"Q9NWV8","BABAM1",0.33,0.526098865250857,1,FALSE,"CTX","TP7_vs_TP1"
"O95816","BAG2",-0.367,0.415676602401443,1,FALSE,"CTX","TP7_vs_TP1"
"P46379","BAG6",0.498,0.121402677061265,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UQB8","BAIAP2",0.114,0.705440670797193,1,FALSE,"CTX","TP7_vs_TP1"
"O94812","BAIAP3",0.171,0.809934183480596,1,FALSE,"CTX","TP7_vs_TP1"
"P80723","BASP1",0.939,0.0817469712666103,1,FALSE,"CTX","TP7_vs_TP1"
"Q96GW7","BCAN",0.423,0.303494033784589,1,FALSE,"CTX","TP7_vs_TP1"
"P56945","BCAR1",-0.367,0.367305848305229,1,FALSE,"CTX","TP7_vs_TP1"
"Q9H6U6","BCAS3",0.198,0.530663155422891,1,FALSE,"CTX","TP7_vs_TP1"
"P21953","BCKDHB",-0.147,0.794757375433714,1,FALSE,"CTX","TP7_vs_TP1"
"O14874","BCKDK",-0.435,0.368053122789947,1,FALSE,"CTX","TP7_vs_TP1"
"P11274","BCR",0.752,0.198557354325399,1,FALSE,"CTX","TP7_vs_TP1"
"Q9BUH8","BEGAIN",-0.195,0.713323745265488,1,FALSE,"CTX","TP7_vs_TP1"
"P21810","BGN",-0.819,0.232997318295234,1,FALSE,"CTX","TP7_vs_TP1"
"O00499","BIN1",0.127,0.740455408176733,1,FALSE,"CTX","TP7_vs_TP1"
"P53004","BLVRA",0.0755,0.865669410226893,1,FALSE,"CTX","TP7_vs_TP1"
"P30043","BLVRB",-0.85,0.0428332411194726,1,FALSE,"CTX","TP7_vs_TP1"
"P15056","BRAF",-0.83,0.108279069697748,1,FALSE,"CTX","TP7_vs_TP1"
"Q8TDC3","BRSK1",-0.218,0.480033309783719,1,FALSE,"CTX","TP7_vs_TP1"
"Q8IWQ3","BRSK2",-0.385,0.36173909925459,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UPA5","BSN",0.347,0.573002093479796,1,FALSE,"CTX","TP7_vs_TP1"
"O00478;P78410;O00481","BTN3A3",-0.893,0.0184901523538464,1,FALSE,"CTX","TP7_vs_TP1"
"Q99622","C12orf57",-1.22,0.0340157809531788,1,FALSE,"CTX","TP7_vs_TP1"
"Q7Z3D6","C14orf159",0.75,0.27791416085269,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y224","C14orf166",-0.726,0.0532272755727202,1,FALSE,"CTX","TP7_vs_TP1"
"Q96MC5","C16orf45",0.0693,0.873573167799622,1,FALSE,"CTX","TP7_vs_TP1"
"Q7Z3J2","C16orf62",0.243,0.639407446046679,1,FALSE,"CTX","TP7_vs_TP1"
"Q9HAS0","C17orf75",0.118,0.812836598178224,1,FALSE,"CTX","TP7_vs_TP1"
"Q9Y426","C2CD2",-0.347,0.374659944551491,1,FALSE,"CTX","TP7_vs_TP1"
"O14523","C2CD2L",0.0785,0.900632882127157,1,FALSE,"CTX","TP7_vs_TP1"
"Q8TF44","C2CD4C",-0.244,0.716620115439567,1,FALSE,"CTX","TP7_vs_TP1"
"P0C0L4;P0C0L5;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350","C4A",0.889,0.124602067568088,1,FALSE,"CTX","TP7_vs_TP1"
"C9J069","C9orf172",0.392,0.533127340361159,1,FALSE,"CTX","TP7_vs_TP1"
"P00915","CA1",0.239,0.739675587966402,1,FALSE,"CTX","TP7_vs_TP1"
"P00918","CA2",1.23,0.0817589350949186,1,FALSE,"CTX","TP7_vs_TP1"
"P54289","CACNA2D1",-0.869,0.238412261201773,1,FALSE,"CTX","TP7_vs_TP1"
"O60359","CACNG3",0.000467,0.999121862789651,1,FALSE,"CTX","TP7_vs_TP1"
"Q9HB71","CACYBP",-0.235,0.343176733740371,1,FALSE,"CTX","TP7_vs_TP1"
"P27708","CAD",0.498,0.281504183150518,1,FALSE,"CTX","TP7_vs_TP1"
"Q8N126","CADM3",1.27,0.0871381355107721,1,FALSE,"CTX","TP7_vs_TP1"
"Q9ULU8","CADPS",-0.424,0.0450026770015061,1,FALSE,"CTX","TP7_vs_TP1"
"Q86UW7","CADPS2",-0.568,0.154640629489186,1,FALSE,"CTX","TP7_vs_TP1"
"P27797","CALR",-1.21,0.0831412602104912,1,FALSE,"CTX","TP7_vs_TP1"
"O43852","CALU",0.157,0.659904869202717,1,FALSE,"CTX","TP7_vs_TP1"
"Q14012","CAMK1",-0.0793,0.806292224644012,1,FALSE,"CTX","TP7_vs_TP1"
"Q8IU85","CAMK1D",-0.0351,0.895174653020113,1,FALSE,"CTX","TP7_vs_TP1"
"Q9UQM7","CAMK2A",0.443,0.344951120492317,1,FALSE,"CTX","TP7_vs_TP1"
"Q13554","CAMK2B",0.78,0.125119881937487,1,FALSE,"CTX","TP7_vs_TP1"
"Q13557","CAMK2D",0.184,0.665282970551642,1,FALSE,"CTX","TP7_vs_TP1"
"Q13555","CAMK2G",0.497,0.214089236401575,1,FALSE,"CTX","TP7_vs_TP1"
"Q16566","CAMK4",0.234,0.492232672807943,1,FALSE,"CTX","TP7_vs_TP1"
"Q8N5S9","CAMKK1",0.0771,0.777319502208346,1,FALSE,"CTX","TP7_vs_TP1"
"Q96RR4","CAMKK2",-0.17,0.627103129304275,1,FALSE,"CTX","TP7_vs_TP1"
"Q8NCB2","CAMKV",0.397,0.272422681217963,1,FALSE,"CTX","TP7_vs_TP1"
"Q5T5Y3","CAMSAP1",-0.0919,0.882090558370233,1,FALSE,"CTX","TP7_vs_TP1"
"Q08AD1","CAMSAP2",0.31,0.188734246450105,1,FALSE,"CTX","TP7_vs_TP1"
"Q9P1Y5","CAMSAP3",0.251,0.571183088486236,1,FALSE,"CTX","TP7_vs_TP1"
"Q86VP6","CAND1",0.491,0.224233286613449,1,FALSE,"CTX","TP7_vs_TP1"
