Gene_Symbol,protein_logFC,protein_adjPval,protein_significant
FBXO44,-0.523127744035602,0.00755481266230676,False
EMILIN2,2.03109006454559,0.00755481266230676,True
F10,1.28245517580098,0.00755481266230676,True
CZIB,0.797173093080612,0.00755481266230676,True
C4A,1.51893488491105,0.00755481266230676,True
SKAP2,0.717437405411568,0.00783673574215131,True
TAMM41,-0.52411307613089,0.00812414541775243,False
HSD17B8,-0.517597755035188,0.00813851328479577,False
NDUFB11,-0.769244633782082,0.00819720049077726,True
UQCC2,-0.542820326405465,0.00820385826706452,False
JAM2,-0.602265164314623,0.00831327529685504,True
PLPP3,-0.820837913849168,0.00831327529685504,True
TOMM40,-0.397945199863722,0.0083180779039146,False
NIT1,-1.12955668013264,0.0083180779039146,True
NRIP2,1.81479732749012,0.0083180779039146,True
C4BPB,1.23368680459927,0.00855257214212321,True
ANP32A,0.409679423099478,0.00866605531117457,False
LDHD,-0.595093757847532,0.00883213000585108,True
MT-ND1,-0.53313054925338,0.00883213000585108,False
HSPD1,-0.475777304084964,0.0089008126661504,False
ZC3H15,0.421088221108148,0.0089008126661504,False
HSD17B10,-0.45781346900492,0.00904296411753123,False
TMEM11,-0.506462186390504,0.00904296411753123,False
CTSG,3.74961318122089,0.00904296411753123,True
CAST,0.717702718262878,0.00908440194853303,True
C15orf40,0.602782999143039,0.00935961224365289,True
PTGR1,-0.936245297147979,0.00940370962955163,True
OPA1,-0.652055031726556,0.00979463681300052,True
VTN,3.0675129831501,0.00993218507544738,True
C5,2.34951109916056,0.0101083015053869,True
BLVRA,0.343987591973143,0.0101083015053869,False
MRPL23,-0.541290937621713,0.0102146955987488,False
TMEM63A,0.803790969480443,0.0104554836469725,True
MYORG,-0.847676476506781,0.0105367425376439,True
AHCY,0.407147625316146,0.0105422675057697,False
TMX2,-0.462895939674944,0.0106189633018731,False
GC,2.43419266917421,0.010727473345292,True
IGF1R,-0.6169486880604,0.0108332852220145,True
PRTN3,2.93088702771158,0.0110285908193328,True
ELANE,3.86917905429459,0.0110317475327086,True
NDRG2,-0.685360930510091,0.0110984955627586,True
PDCD5,0.598027860388678,0.0110984955627586,True
TMEM160,-0.727264539469848,0.0110984955627586,True
MRPL37,-0.548460610511809,0.0110984955627586,False
APRT,0.712110957925161,0.011380975401271,True
PCCA,-0.508400307451467,0.0118446647236853,False
GATD3B,-0.62674776990823,0.0118874438120487,True
NADK2,-0.577643723862543,0.0123657050807313,False
TARS2,-0.40080854892171,0.0125631783253941,False
NDUFAF7,-0.575941823938759,0.0129638017243348,False
MRPL21,-0.550819718353478,0.0130289922765213,False
GCLM,0.491466444943462,0.0130289922765213,False
CD2AP,0.47760943103534,0.0130289922765213,False
IGHA1,3.71000311671032,0.0132476031614901,True
EXOG,-0.736824085637053,0.0134580296422429,True
NDUFB6,-0.634805375220248,0.0134580296422429,True
RAB32,0.622451139466869,0.0134580296422429,True
