"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","tissue","comparison"
"Q52LJ0","FAM98B",-1.02,0.0707805884811925,0.906,FALSE,"SPC","TP7_vs_TP1"
"Q14CZ8","HEPACAM",0.675,0.0710771031930742,0.906,FALSE,"SPC","TP7_vs_TP1"
"Q92696","RABGGTA",-0.581,0.0709509152491656,0.906,FALSE,"SPC","TP7_vs_TP1"
"P63173","RPL38",1,0.0709528237209052,0.906,FALSE,"SPC","TP7_vs_TP1"
"Q9NSD9","FARSB",-0.427,0.0723644610262916,0.907,FALSE,"SPC","TP7_vs_TP1"
"P19105;O14950","MYL12A",0.619,0.0716428020338884,0.907,FALSE,"SPC","TP7_vs_TP1"
"Q8NBX0","SCCPDH",0.995,0.0720252721252054,0.907,FALSE,"SPC","TP7_vs_TP1"
"P39060","COL18A1",1.26,0.0725614375828175,0.908,FALSE,"SPC","TP7_vs_TP1"
"Q8NDH6","ICA1L",-0.615,0.0729535180843687,0.908,FALSE,"SPC","TP7_vs_TP1"
"Q9UIW2;P51805","PLXNA1",-0.78,0.0729952659017171,0.908,FALSE,"SPC","TP7_vs_TP1"
"Q8NF91","SYNE1",-0.5,0.0728710530933046,0.908,FALSE,"SPC","TP7_vs_TP1"
"O75382","TRIM3",-0.818,0.0731885451429098,0.908,FALSE,"SPC","TP7_vs_TP1"
"O43707","ACTN4",0.594,0.074627975761844,0.909,FALSE,"SPC","TP7_vs_TP1"
"P78318","IGBP1",-0.609,0.0746140545218629,0.909,FALSE,"SPC","TP7_vs_TP1"
"Q16352","INA",-0.441,0.073946956426753,0.909,FALSE,"SPC","TP7_vs_TP1"
"P30153;P30154","PPP2R1A",-0.356,0.0746930717975121,0.909,FALSE,"SPC","TP7_vs_TP1"
"P49754","VPS41",-0.802,0.0738340566332145,0.909,FALSE,"SPC","TP7_vs_TP1"
"Q9HB71","CACYBP",-0.412,0.0767325378501542,0.911,FALSE,"SPC","TP7_vs_TP1"
"P78352","DLG4",-0.874,0.0768548816843051,0.911,FALSE,"SPC","TP7_vs_TP1"
"P05198","EIF2S1",-1.35,0.0764066077803763,0.911,FALSE,"SPC","TP7_vs_TP1"
"P98160","HSPG2",2.1,0.0763969280712662,0.911,FALSE,"SPC","TP7_vs_TP1"
"P50213","IDH3A",-0.401,0.076626323585,0.911,FALSE,"SPC","TP7_vs_TP1"
"O14910","LIN7A",0.689,0.0769769232032382,0.911,FALSE,"SPC","TP7_vs_TP1"
"P62910","RPL32",1.07,0.0759364649304922,0.911,FALSE,"SPC","TP7_vs_TP1"
"Q86TC9;Q8WX93","MYPN",-3.12,0.0778404162836868,0.912,FALSE,"SPC","TP7_vs_TP1"
"Q96I99","SUCLG2",0.483,0.0777003075609719,0.912,FALSE,"SPC","TP7_vs_TP1"
"Q8TDC3","BRSK1",-1.13,0.0787003679510672,0.913,FALSE,"SPC","TP7_vs_TP1"
"Q96MZ0","GDAP1L1",-0.532,0.0792433087272785,0.913,FALSE,"SPC","TP7_vs_TP1"
"P36542","ATP5C1",-0.267,0.0809197860504183,0.914,FALSE,"SPC","TP7_vs_TP1"
"P49418;Q9UBW5","AMPH",-0.835,0.082258914689643,0.915,FALSE,"SPC","TP7_vs_TP1"
"Q9NSY0","NRBP2",0.459,0.0813663388904368,0.915,FALSE,"SPC","TP7_vs_TP1"
"Q00577","PURA",-0.522,0.0813299538407975,0.915,FALSE,"SPC","TP7_vs_TP1"
"O43295","SRGAP3",-0.827,0.0819945801691139,0.915,FALSE,"SPC","TP7_vs_TP1"
"Q00610","CLTC",-0.408,0.0834328469864175,0.916,FALSE,"SPC","TP7_vs_TP1"
"A3KMH1","VWA8",0.614,0.0831970755858904,0.916,FALSE,"SPC","TP7_vs_TP1"
"Q9BXS5;Q9Y6Q5","AP1M1",-1.22,0.0841019983242865,0.917,FALSE,"SPC","TP7_vs_TP1"
"Q15052","ARHGEF6",0.544,0.0850740167570846,0.917,FALSE,"SPC","TP7_vs_TP1"
"Q9UBB4","ATXN10",-0.579,0.0840188165631544,0.917,FALSE,"SPC","TP7_vs_TP1"
"P02511","CRYAB",0.349,0.0849790625413977,0.917,FALSE,"SPC","TP7_vs_TP1"
"O14576","DYNC1I1",-0.495,0.0849040502499151,0.917,FALSE,"SPC","TP7_vs_TP1"
"Q8N336","ELMOD1",-0.665,0.0840905296401019,0.917,FALSE,"SPC","TP7_vs_TP1"
"Q9HAV0","GNB4",0.961,0.0844342369360464,0.917,FALSE,"SPC","TP7_vs_TP1"
"Q16777;Q6FI13","HIST2H2AC",0.746,0.0846883534654438,0.917,FALSE,"SPC","TP7_vs_TP1"
"P22570","FDXR",-0.863,0.0859428061483924,0.918,FALSE,"SPC","TP7_vs_TP1"
"Q9UPY8","MAPRE3",-0.472,0.0856913081859434,0.918,FALSE,"SPC","TP7_vs_TP1"
"P08237","PFKM",-0.522,0.0858157377681831,0.918,FALSE,"SPC","TP7_vs_TP1"
"O75145","PPFIA3",-0.274,0.0863863022696116,0.918,FALSE,"SPC","TP7_vs_TP1"
"Q6NZI2","PTRF",0.658,0.0865742684814563,0.918,FALSE,"SPC","TP7_vs_TP1"
"P29466","CASP1",0.953,0.0868574433596418,0.919,FALSE,"SPC","TP7_vs_TP1"
"Q86SX6","GLRX5",-1.01,0.0878780945320007,0.919,FALSE,"SPC","TP7_vs_TP1"
"Q96AQ6","PBXIP1",0.535,0.0882360171647706,0.919,FALSE,"SPC","TP7_vs_TP1"
"Q9UGM6","WARS2",0.997,0.0869276837660018,0.919,FALSE,"SPC","TP7_vs_TP1"
"P30520;Q8N142","ADSS",-1.26,0.0899350636859408,0.92,FALSE,"SPC","TP7_vs_TP1"
"P16152","CBR1",-0.536,0.0894015106185985,0.92,FALSE,"SPC","TP7_vs_TP1"
"Q8N163","CCAR2",1.05,0.0884298152200884,0.92,FALSE,"SPC","TP7_vs_TP1"
"P10301","RRAS",1.13,0.0886216955806844,0.92,FALSE,"SPC","TP7_vs_TP1"
"P35612","ADD2",-0.552,0.0907983662886645,0.921,FALSE,"SPC","TP7_vs_TP1"
"Q96PE3","INPP4A",-0.843,0.0908463531698475,0.921,FALSE,"SPC","TP7_vs_TP1"
"P11047","LAMC1",0.842,0.0911031144542618,0.921,FALSE,"SPC","TP7_vs_TP1"
"Q00013","MPP1",-0.363,0.091021949490383,0.921,FALSE,"SPC","TP7_vs_TP1"
"P42356;A4QPH2;Q8N8J0","PI4KA",-0.694,0.0908594979368358,0.921,FALSE,"SPC","TP7_vs_TP1"
"O60641","SNAP91",-0.99,0.0908600197383809,0.921,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2Z0","SUGT1",-0.677,0.0904070066387019,0.921,FALSE,"SPC","TP7_vs_TP1"
"Q13085","ACACA",-0.347,0.0925824095301846,0.922,FALSE,"SPC","TP7_vs_TP1"
"Q9BWD1","ACAT2",-0.484,0.0932418824741381,0.922,FALSE,"SPC","TP7_vs_TP1"
"P62277","RPS13",0.35,0.0930797291100424,0.922,FALSE,"SPC","TP7_vs_TP1"
"Q07960","ARHGAP1",0.45,0.0947896639282154,0.923,FALSE,"SPC","TP7_vs_TP1"
"P41252","IARS",-0.778,0.0934310286805193,0.923,FALSE,"SPC","TP7_vs_TP1"
"Q9Y6R1","SLC4A4",0.619,0.0938127552499354,0.923,FALSE,"SPC","TP7_vs_TP1"
"Q8NBS9","TXNDC5",-0.695,0.0936724032519228,0.923,FALSE,"SPC","TP7_vs_TP1"
"P07741","APRT",-1.03,0.096428111924079,0.924,FALSE,"SPC","TP7_vs_TP1"
"P02679","FGG",1,0.0960008818003391,0.924,FALSE,"SPC","TP7_vs_TP1"
"Q99714","HSD17B10",-0.66,0.0962442670443871,0.924,FALSE,"SPC","TP7_vs_TP1"
"O60825;Q16875;Q16877;P16118","PFKFB2",-0.566,0.0967840779939579,0.924,FALSE,"SPC","TP7_vs_TP1"
"P62070","RRAS2",0.905,0.0955503312246892,0.924,FALSE,"SPC","TP7_vs_TP1"
"Q5T4S7","UBR4",-0.372,0.0966049546984288,0.924,FALSE,"SPC","TP7_vs_TP1"
"Q9UQB3","CTNND2",0.493,0.0969041831037598,0.925,FALSE,"SPC","TP7_vs_TP1"
"Q15173","PPP2R5B",-0.849,0.0973376583593183,0.925,FALSE,"SPC","TP7_vs_TP1"
"P49327","FASN",-0.358,0.0999978841983677,0.926,FALSE,"SPC","TP7_vs_TP1"
"P0DOX5;P01857","IGHG1",1.28,0.100301697990304,0.926,FALSE,"SPC","TP7_vs_TP1"
"P51665","PSMD7",-0.325,0.100386318887188,0.926,FALSE,"SPC","TP7_vs_TP1"
"P09417","QDPR",0.896,0.0995892324702414,0.926,FALSE,"SPC","TP7_vs_TP1"
"O43747","AP1G1",-0.628,0.101739336408789,0.927,FALSE,"SPC","TP7_vs_TP1"
"Q9NT62","ATG3",0.505,0.102235987253358,0.927,FALSE,"SPC","TP7_vs_TP1"
"Q9Y262","EIF3L",0.923,0.101087644401792,0.927,FALSE,"SPC","TP7_vs_TP1"
"Q96TA1","FAM129B",0.905,0.102056793886191,0.927,FALSE,"SPC","TP7_vs_TP1"
"Q7Z4S6","KIF21A",-0.28,0.102665496284059,0.927,FALSE,"SPC","TP7_vs_TP1"
"P02686","MBP",0.545,0.101550836452941,0.927,FALSE,"SPC","TP7_vs_TP1"
"Q96PV0","SYNGAP1",1.09,0.102681594260763,0.927,FALSE,"SPC","TP7_vs_TP1"
"P35222","CTNNB1",0.424,0.103340156965281,0.928,FALSE,"SPC","TP7_vs_TP1"
"Q8WW22","DNAJA4",-0.73,0.103044089454038,0.928,FALSE,"SPC","TP7_vs_TP1"
"O60486","PLXNC1",0.755,0.103040865110611,0.928,FALSE,"SPC","TP7_vs_TP1"
"P51888","PRELP",0.979,0.104204288160383,0.928,FALSE,"SPC","TP7_vs_TP1"
"Q9H2X9;Q9Y666","SLC12A5",-0.592,0.104474317656832,0.928,FALSE,"SPC","TP7_vs_TP1"
"Q9Y6E0;O00506;Q9P289","STK24",-0.757,0.103106652965784,0.928,FALSE,"SPC","TP7_vs_TP1"
"O00429","DNM1L",-0.33,0.105902517919395,0.929,FALSE,"SPC","TP7_vs_TP1"
"P55795","HNRNPH2",0.368,0.106014056905555,0.929,FALSE,"SPC","TP7_vs_TP1"
"P09382","LGALS1",0.653,0.104893186431083,0.929,FALSE,"SPC","TP7_vs_TP1"
"P07196","NEFL",-0.391,0.105799790409923,0.929,FALSE,"SPC","TP7_vs_TP1"
"Q9UQ16","DNM3",-0.302,0.107457805375038,0.93,FALSE,"SPC","TP7_vs_TP1"
"Q9Y241","HIGD1A",0.698,0.108085281680682,0.93,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2H9","MAST1",-0.647,0.10819044822238,0.93,FALSE,"SPC","TP7_vs_TP1"
"Q9NZN4","EHD2",0.377,0.109995920654135,0.931,FALSE,"SPC","TP7_vs_TP1"
"O94925","GLS",-0.3,0.111238728968966,0.931,FALSE,"SPC","TP7_vs_TP1"
"Q16774","GUK1",-0.314,0.110945714635833,0.931,FALSE,"SPC","TP7_vs_TP1"
"Q5SSJ5","HP1BP3",0.95,0.109426579938836,0.931,FALSE,"SPC","TP7_vs_TP1"
"O14880","MGST3",-0.41,0.109619920631024,0.931,FALSE,"SPC","TP7_vs_TP1"
"Q15257","PPP2R4",-2.28,0.109503807057256,0.931,FALSE,"SPC","TP7_vs_TP1"
"Q6NXE6","ARMC6",-0.99,0.112967355486854,0.932,FALSE,"SPC","TP7_vs_TP1"
"P12111","COL6A3",0.604,0.11145741432933,0.932,FALSE,"SPC","TP7_vs_TP1"
"P07954","FH",-0.703,0.111831871440852,0.932,FALSE,"SPC","TP7_vs_TP1"
"P14625;Q58FF3","HSP90B1",-0.72,0.113085448391368,0.932,FALSE,"SPC","TP7_vs_TP1"
"Q16363","LAMA4",1.27,0.112615466120882,0.932,FALSE,"SPC","TP7_vs_TP1"
"Q9H0U4;Q92928","RAB1B",-0.539,0.112847969095468,0.932,FALSE,"SPC","TP7_vs_TP1"
"P01834","IGKC",1.39,0.113941214050016,0.933,FALSE,"SPC","TP7_vs_TP1"
"Q8TAT6","NPLOC4",-0.624,0.115264095481222,0.933,FALSE,"SPC","TP7_vs_TP1"
"P62906","RPL10A",0.424,0.115956310366628,0.933,FALSE,"SPC","TP7_vs_TP1"
"Q9P2R7","SUCLA2",-0.392,0.116144200817263,0.933,FALSE,"SPC","TP7_vs_TP1"
"Q9NRH3;P23258","TUBG2",-0.435,0.114384180965144,0.933,FALSE,"SPC","TP7_vs_TP1"
"P61160","ACTR2",0.248,0.116663301517484,0.934,FALSE,"SPC","TP7_vs_TP1"
"Q9BXW7","CECR5",1.08,0.11623499787882,0.934,FALSE,"SPC","TP7_vs_TP1"
"O76003","GLRX3",-0.526,0.118485856736498,0.934,FALSE,"SPC","TP7_vs_TP1"
"Q9P0J0","NDUFA13",0.537,0.116212485102391,0.934,FALSE,"SPC","TP7_vs_TP1"
"Q15126","PMVK",0.296,0.117786026808966,0.934,FALSE,"SPC","TP7_vs_TP1"
"Q8WY54","PPM1E",-0.948,0.117177613321328,0.934,FALSE,"SPC","TP7_vs_TP1"
"Q9UEY8","ADD3",0.484,0.119835940579474,0.935,FALSE,"SPC","TP7_vs_TP1"
"Q9UI47","CTNNA3",0.385,0.12032082938124,0.935,FALSE,"SPC","TP7_vs_TP1"
"P07900;Q14568;Q58FF6;Q58FG0;Q58FG1","HSP90AA1",-0.353,0.120652666629299,0.935,FALSE,"SPC","TP7_vs_TP1"
"Q9NZQ3","NCKIPSD",-0.262,0.119750962092253,0.935,FALSE,"SPC","TP7_vs_TP1"
"Q96GD0","PDXP",-0.761,0.120152163688001,0.935,FALSE,"SPC","TP7_vs_TP1"
"P14618;P30613","PKM",0.356,0.119958161628842,0.935,FALSE,"SPC","TP7_vs_TP1"
"O75368","SH3BGRL",0.762,0.1205128010973,0.935,FALSE,"SPC","TP7_vs_TP1"
"O95573","ACSL3",-0.356,0.123336820685337,0.936,FALSE,"SPC","TP7_vs_TP1"
"P50993;P54707;P20648","ATP1A2",0.439,0.123115437149874,0.936,FALSE,"SPC","TP7_vs_TP1"
"O00299","CLIC1",0.702,0.121782851719707,0.936,FALSE,"SPC","TP7_vs_TP1"
"P00367;P49448","GLUD1",0.395,0.122670450906224,0.936,FALSE,"SPC","TP7_vs_TP1"
"Q9Y450","HBS1L",-0.457,0.12230886507981,0.936,FALSE,"SPC","TP7_vs_TP1"
"O60518","RANBP6",-0.48,0.121633521058833,0.936,FALSE,"SPC","TP7_vs_TP1"
"O43765","SGTA",0.573,0.122939414571593,0.936,FALSE,"SPC","TP7_vs_TP1"
"P55072","VCP",0.406,0.123658729867486,0.936,FALSE,"SPC","TP7_vs_TP1"
"Q96GW7","BCAN",0.856,0.12426374718986,0.937,FALSE,"SPC","TP7_vs_TP1"
"Q8N1I0","DOCK4",0.453,0.124469337450541,0.937,FALSE,"SPC","TP7_vs_TP1"
"Q9Y4I1;Q9NQX4;Q9ULV0","MYO5A",-0.223,0.126618605698319,0.937,FALSE,"SPC","TP7_vs_TP1"
"P13591","NCAM1",0.513,0.124322299666574,0.937,FALSE,"SPC","TP7_vs_TP1"
"P23297","S100A1",1.23,0.126675393827811,0.937,FALSE,"SPC","TP7_vs_TP1"
"P02730","SLC4A1",1.07,0.126965635953657,0.937,FALSE,"SPC","TP7_vs_TP1"
"Q9UBW8","COPS7A",-0.633,0.128840660853451,0.938,FALSE,"SPC","TP7_vs_TP1"
"Q9H4G0","EPB41L1",-0.23,0.128030345695702,0.938,FALSE,"SPC","TP7_vs_TP1"
"P07099","EPHX1",1.09,0.128779830437873,0.938,FALSE,"SPC","TP7_vs_TP1"
"P50395","GDI2",0.457,0.129829925809283,0.938,FALSE,"SPC","TP7_vs_TP1"
"O14964","HGS",-0.543,0.129003044394061,0.938,FALSE,"SPC","TP7_vs_TP1"
"Q92747","ARPC1A",-0.242,0.130164221382494,0.939,FALSE,"SPC","TP7_vs_TP1"
"P22392;O60361","NME2",0.313,0.132364856664106,0.939,FALSE,"SPC","TP7_vs_TP1"
"P06748","NPM1",0.398,0.130519033915154,0.939,FALSE,"SPC","TP7_vs_TP1"
"P43034","PAFAH1B1",-0.275,0.130918314851545,0.939,FALSE,"SPC","TP7_vs_TP1"
"P62979;P62987;P0CG47;P0CG48","RPS27A",0.387,0.130098082727449,0.939,FALSE,"SPC","TP7_vs_TP1"
"O00186","STXBP3",-0.346,0.131998785481849,0.939,FALSE,"SPC","TP7_vs_TP1"
"Q9UHD9","UBQLN2",-0.884,0.130326966247438,0.939,FALSE,"SPC","TP7_vs_TP1"
"Q9Y5K5","UCHL5",-0.82,0.130215983338068,0.939,FALSE,"SPC","TP7_vs_TP1"
"P49588","AARS",-0.298,0.134759384259651,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2J2","EPB41L3",-0.217,0.136039502686767,0.94,FALSE,"SPC","TP7_vs_TP1"
"P12081","HARS",-0.757,0.135223870391447,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q9H8H3","METTL7A",0.665,0.13373670485024,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q6P2Q9","PRPF8",1.21,0.133884501318325,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q8WUY3","PRUNE2",-0.723,0.136098543442539,0.94,FALSE,"SPC","TP7_vs_TP1"
"O94826","TOMM70A",-0.796,0.1333786853941,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q14258","TRIM25",0.474,0.135635698939669,0.94,FALSE,"SPC","TP7_vs_TP1"
"Q8WXD9;Q8WXE0","CASKIN1",-0.687,0.13677983128249,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q9UDY4","DNAJB4",-0.51,0.137356745916702,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q9Y3D6","FIS1",0.782,0.136723486668407,0.941,FALSE,"SPC","TP7_vs_TP1"
"O75367","H2AFY",0.529,0.137991737323303,0.941,FALSE,"SPC","TP7_vs_TP1"
"P29218","IMPA1",0.983,0.136982973598193,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q02750","MAP2K1",-0.322,0.139231164339198,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q96PE5","OPALIN",-0.994,0.136640609602063,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q01813","PFKP",-0.286,0.137031464987339,0.941,FALSE,"SPC","TP7_vs_TP1"
"P35998","PSMC2",0.349,0.139435981486982,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2J0","RPH3A",-0.527,0.139314556952571,0.941,FALSE,"SPC","TP7_vs_TP1"
"Q9NZJ4","SACS",-0.529,0.138910158264,0.941,FALSE,"SPC","TP7_vs_TP1"
"P49815","TSC2",0.787,0.138886846759516,0.941,FALSE,"SPC","TP7_vs_TP1"
"O94874","UFL1",0.263,0.136922606912682,0.941,FALSE,"SPC","TP7_vs_TP1"
"O00468","AGRN",0.855,0.142585354418755,0.942,FALSE,"SPC","TP7_vs_TP1"
"Q8NE62","CHDH",0.462,0.141596058029887,0.942,FALSE,"SPC","TP7_vs_TP1"
"P50148","GNAQ",-0.313,0.140877688999338,0.942,FALSE,"SPC","TP7_vs_TP1"
"P11586","MTHFD1",-0.373,0.142440597500808,0.942,FALSE,"SPC","TP7_vs_TP1"
"Q9NXD2","MTMR10",-0.562,0.139950838700944,0.942,FALSE,"SPC","TP7_vs_TP1"
"P14543","NID1",0.725,0.142116444184498,0.942,FALSE,"SPC","TP7_vs_TP1"
"P18621","RPL17",0.262,0.14080712437779,0.942,FALSE,"SPC","TP7_vs_TP1"
"Q96LD8","SENP8",-0.653,0.142616701611832,0.942,FALSE,"SPC","TP7_vs_TP1"
"P23246","SFPQ",1.01,0.140535162959174,0.942,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2K2","SIK3",-0.518,0.142743333708844,0.942,FALSE,"SPC","TP7_vs_TP1"
"Q14012","CAMK1",0.944,0.145564478231534,0.943,FALSE,"SPC","TP7_vs_TP1"
"P78559","MAP1A",-0.241,0.145767981494765,0.943,FALSE,"SPC","TP7_vs_TP1"
"Q15773","MLF2",0.409,0.145115509068001,0.943,FALSE,"SPC","TP7_vs_TP1"
"Q8TDX7;Q9HC98","NEK7",0.366,0.14620759670931,0.943,FALSE,"SPC","TP7_vs_TP1"
"Q14738","PPP2R5D",-0.217,0.143345170593962,0.943,FALSE,"SPC","TP7_vs_TP1"
"Q96RL7","VPS13A",-1.41,0.145447586852972,0.943,FALSE,"SPC","TP7_vs_TP1"
"P84077","ARF1",-0.392,0.149574769561063,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q9NVI7;Q5T2N8","ATAD3A",0.396,0.149091240264845,0.944,FALSE,"SPC","TP7_vs_TP1"
"P60953","CDC42",0.451,0.148348099483062,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q7L5N1","COPS6",-0.397,0.149743466085726,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q9BR76","CORO1B",0.744,0.148434096320836,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q9NWU2","GID8",-0.584,0.14812497100279,0.944,FALSE,"SPC","TP7_vs_TP1"
"O95168","NDUFB4",1,0.147598749708269,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q9UNW9","NOVA2",-0.584,0.14834822073317,0.944,FALSE,"SPC","TP7_vs_TP1"
"P23515","OMG",0.461,0.147458832783036,0.944,FALSE,"SPC","TP7_vs_TP1"
"P62841","RPS15",0.454,0.150251700790611,0.944,FALSE,"SPC","TP7_vs_TP1"
"O14787","TNPO2",-0.699,0.147656319837528,0.944,FALSE,"SPC","TP7_vs_TP1"
"Q92752","TNR",0.536,0.148562173530497,0.944,FALSE,"SPC","TP7_vs_TP1"
"O60282","KIF5C",-0.286,0.150759521562911,0.945,FALSE,"SPC","TP7_vs_TP1"
"P50583","NUDT2",0.977,0.154006626155374,0.945,FALSE,"SPC","TP7_vs_TP1"
"Q9UGJ0","PRKAG2",-0.885,0.152416404628983,0.945,FALSE,"SPC","TP7_vs_TP1"
"Q9BX66","SORBS1",1.08,0.153778086877407,0.945,FALSE,"SPC","TP7_vs_TP1"
"Q9BUF5","TUBB6",0.701,0.15103025884034,0.945,FALSE,"SPC","TP7_vs_TP1"
"P05091","ALDH2",0.524,0.15597490365832,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q99832","CCT7",-0.26,0.15719465040934,0.946,FALSE,"SPC","TP7_vs_TP1"
"P69905;CON__P01966","HBA1",0.568,0.155792748143423,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q9BV86","NTMT1",-0.874,0.154592045213655,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q99497","PARK7",0.491,0.157739866036188,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q15121","PEA15",0.7,0.156331450209166,0.946,FALSE,"SPC","TP7_vs_TP1"
"O95336","PGLS",-0.652,0.157808626004134,0.946,FALSE,"SPC","TP7_vs_TP1"
"P32119","PRDX2",0.474,0.157956800863616,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q9NQ88","TIGAR",-0.768,0.155352100322715,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q71U36","TUBA1A",-0.264,0.155468196705581,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q9Y2I8","WDR37",-0.689,0.155206808036389,0.946,FALSE,"SPC","TP7_vs_TP1"
"Q14155","ARHGEF7",-0.723,0.159537524430529,0.947,FALSE,"SPC","TP7_vs_TP1"
"P49368","CCT3",-0.225,0.160973333000515,0.947,FALSE,"SPC","TP7_vs_TP1"
"P23786","CPT2",-0.652,0.15967778565164,0.947,FALSE,"SPC","TP7_vs_TP1"
"Q14204","DYNC1H1",-0.218,0.158856864801263,0.947,FALSE,"SPC","TP7_vs_TP1"
"Q9Y285","FARSA",-0.322,0.162880577480555,0.947,FALSE,"SPC","TP7_vs_TP1"
"O60307","MAST3",0.708,0.161350599439413,0.947,FALSE,"SPC","TP7_vs_TP1"
"Q16798","ME3",-0.72,0.162236120076072,0.947,FALSE,"SPC","TP7_vs_TP1"
"Q9NRG7","SDR39U1",-0.494,0.159935113528469,0.947,FALSE,"SPC","TP7_vs_TP1"
"P43003","SLC1A3",0.453,0.162191813493942,0.947,FALSE,"SPC","TP7_vs_TP1"
"O43426","SYNJ1",-0.765,0.160974589810234,0.947,FALSE,"SPC","TP7_vs_TP1"
"Q9H0F7","ARL6",0.5,0.164666237447592,0.948,FALSE,"SPC","TP7_vs_TP1"
"O43681","ASNA1",-0.261,0.164346982999633,0.948,FALSE,"SPC","TP7_vs_TP1"
"P22676;P05937","CALB2",-0.701,0.16460379357682,0.948,FALSE,"SPC","TP7_vs_TP1"
"O75165","DNAJC13",0.342,0.166348710029261,0.948,FALSE,"SPC","TP7_vs_TP1"
"Q96MM6","HSPA12B",-0.803,0.165654198779741,0.948,FALSE,"SPC","TP7_vs_TP1"
"Q5T5P2","KIAA1217",1.03,0.167281841920434,0.948,FALSE,"SPC","TP7_vs_TP1"
"Q6PKG0;Q659C4","LARP1",-0.407,0.166978259979896,0.948,FALSE,"SPC","TP7_vs_TP1"
"P22033","MUT",0.419,0.165510966515497,0.948,FALSE,"SPC","TP7_vs_TP1"
"Q9BY11","PACSIN1",-0.806,0.164517344237997,0.948,FALSE,"SPC","TP7_vs_TP1"
"Q9Y265","RUVBL1",0.384,0.163433465366957,0.948,FALSE,"SPC","TP7_vs_TP1"
"P11310","ACADM",-0.606,0.169002123216024,0.949,FALSE,"SPC","TP7_vs_TP1"
"P27449","ATP6V0C",0.62,0.169525728071896,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q13617","CUL2",-0.668,0.171217638532744,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q16531","DDB1",0.481,0.167591088321248,0.949,FALSE,"SPC","TP7_vs_TP1"
"P51808","DYNLT3",-0.477,0.171175703556054,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q13045","FLII",-0.666,0.168462030716653,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q02153","GUCY1B3",-0.651,0.169246527513748,0.949,FALSE,"SPC","TP7_vs_TP1"
"P07910;O60812;B2RXH8;P0DMR1;B7ZW38","HNRNPC",0.316,0.171317546962069,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q14103","HNRNPD",0.53,0.172129984969956,0.949,FALSE,"SPC","TP7_vs_TP1"
"P08238;Q58FF7","HSP90AB1",-0.32,0.169898996470114,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q9UPT6","MAPK8IP3",-0.269,0.167638744144757,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q9NZW5","MPP6",0.597,0.170472604745089,0.949,FALSE,"SPC","TP7_vs_TP1"
"O75251","NDUFS7",-0.677,0.172039712015049,0.949,FALSE,"SPC","TP7_vs_TP1"
"P00558;P07205","PGK1",0.363,0.171948130552597,0.949,FALSE,"SPC","TP7_vs_TP1"
"O75746","SLC25A12",-0.303,0.171089178065852,0.949,FALSE,"SPC","TP7_vs_TP1"
"Q5VT25","CDC42BPA",-0.898,0.173126496756284,0.95,FALSE,"SPC","TP7_vs_TP1"
"Q9UI26","IPO11",-0.379,0.176656971331742,0.95,FALSE,"SPC","TP7_vs_TP1"
"Q9Y6C9","MTCH2",0.524,0.172382023225852,0.95,FALSE,"SPC","TP7_vs_TP1"
"Q9NTK5","OLA1",-0.615,0.175052968187441,0.95,FALSE,"SPC","TP7_vs_TP1"
"P62424","RPL7A",0.412,0.174074218317146,0.95,FALSE,"SPC","TP7_vs_TP1"
"O43236","SEPT4",-0.325,0.172772074086817,0.95,FALSE,"SPC","TP7_vs_TP1"
"O43852","CALU",0.241,0.180672329035407,0.951,FALSE,"SPC","TP7_vs_TP1"
