"Protein_ID","Gene_Symbol","logFC","P.Value","adj.P.Val","significant","condition","comparison"
"Q8N556;Q8TED9","AFAP1",4.06,1.7585127380959e-09,1.68e-08,TRUE,"ARS","C9ALS_vs_Control"
"Q13045","FLII",3.43,4.10339618217374e-09,2.76e-07,TRUE,"ARS","C9ALS_vs_Control"
"Q13885;A6NNZ2","TUBB2A",4.24,4.36088829451565e-09,3e-07,TRUE,"ARS","C9ALS_vs_Control"
"Q9BX66","SORBS1",3.66,1.78031120299739e-08,3.05e-05,TRUE,"ARS","C9ALS_vs_Control"
"O94875","SORBS2",2.55,2.23489479325786e-08,4.81e-05,TRUE,"ARS","C9ALS_vs_Control"
"Q9HCB6","SPON1",5.81,2.76235491021569e-08,7.32e-05,TRUE,"ARS","C9ALS_vs_Control"
"Q14624","ITIH4",-3.96,4.67841141822343e-08,0.000235,TRUE,"ARS","C9ALS_vs_Control"
"P30153","PPP2R1A",2.95,5.07955687448232e-08,0.000271,TRUE,"ARS","C9ALS_vs_Control"
"P39687;O95626;O43423","ANP32A",-2.87,6.39907815674878e-08,0.000421,TRUE,"ARS","C9ALS_vs_Control"
"P08237","PFKM",2.87,8.53871056615015e-08,0.000694,TRUE,"ARS","C9ALS_vs_Control"
"Q8N7H5","PAF1",-2.73,1.01960667044429e-07,0.000892,TRUE,"ARS","C9ALS_vs_Control"
"Q5U5Q3","MEX3C",2.8,1.03757712504753e-07,0.000912,TRUE,"ARS","C9ALS_vs_Control"
"Q9Y281","CFL2",3.19,1.11346542650038e-07,0.000994,TRUE,"ARS","C9ALS_vs_Control"
"Q16643","DBN1",2.86,1.18595222879229e-07,0.00107,TRUE,"ARS","C9ALS_vs_Control"
"O75175","CNOT3",2.13,1.43976344511283e-07,0.00149,TRUE,"ARS","C9ALS_vs_Control"
"O15240","VGF",-4.31,1.78534084818877e-07,0.00213,TRUE,"ARS","C9ALS_vs_Control"
"Q14008","CKAP5",2.11,2.69583486734842e-07,0.00389,TRUE,"ARS","C9ALS_vs_Control"
"O95631","NTN1",2.46,2.88114257968302e-07,0.00423,TRUE,"ARS","C9ALS_vs_Control"
"P26196","DDX6",1.99,2.98320887915696e-07,0.00441,TRUE,"ARS","C9ALS_vs_Control"
"O75083","WDR1",2.27,3.13990551538711e-07,0.00468,TRUE,"ARS","C9ALS_vs_Control"
"P10645","CHGA",-2.93,3.27108182826071e-07,0.00491,TRUE,"ARS","C9ALS_vs_Control"
"P47756","CAPZB",4.7,3.79062491564568e-07,0.00595,TRUE,"ARS","C9ALS_vs_Control"
"O94832","MYO1D",1.73,4.67421416834963e-07,0.0076,TRUE,"ARS","C9ALS_vs_Control"
"P60660","MYL6",3.04,5.0085887209679e-07,0.00818,TRUE,"ARS","C9ALS_vs_Control"
"P39060","COL18A1",-2.31,5.10264146894681e-07,0.00834,TRUE,"ARS","C9ALS_vs_Control"
"P31948","STIP1",2.34,5.1894861659189e-07,0.00848,TRUE,"ARS","C9ALS_vs_Control"
"P52907","CAPZA1",2.44,5.61122048324424e-07,0.00923,TRUE,"ARS","C9ALS_vs_Control"
"P17858","PFKL",2.08,6.74541544904885e-07,0.0114,TRUE,"ARS","C9ALS_vs_Control"
"Q9Y608","LRRFIP2",4.23,7.93957305914759e-07,0.0134,TRUE,"ARS","C9ALS_vs_Control"
"Q9BY12","SCAPER",2.77,8.53798205168852e-07,0.0143,TRUE,"ARS","C9ALS_vs_Control"
"Q92598","HSPH1",1.52,8.5986528694118e-07,0.0144,TRUE,"ARS","C9ALS_vs_Control"
"P61163","ACTR1A",2.4,9.45211687685404e-07,0.0157,TRUE,"ARS","C9ALS_vs_Control"
"Q92614","MYO18A",2.67,9.60313838555449e-07,0.0159,TRUE,"ARS","C9ALS_vs_Control"
"P20290","BTF3",-2.93,9.72377444858945e-07,0.016,TRUE,"ARS","C9ALS_vs_Control"
"P63092;Q5JWF2;P38405","GNAS",2.72,9.72654759892507e-07,0.016,TRUE,"ARS","C9ALS_vs_Control"
"P12814","ACTN1",2.97,1.14036100584491e-06,0.0186,TRUE,"ARS","C9ALS_vs_Control"
"Q5VUJ6","LRCH2",2.4,1.15755908919759e-06,0.0189,TRUE,"ARS","C9ALS_vs_Control"
"Q8WVS4","WDR60",-2.1,1.17307751490935e-06,0.0191,TRUE,"ARS","C9ALS_vs_Control"
"O14579","COPE",1.78,1.55131129506423e-06,0.0254,TRUE,"ARS","C9ALS_vs_Control"
"O00159","MYO1C",3.5,1.73087987671364e-06,0.028,TRUE,"ARS","C9ALS_vs_Control"
"P01857","IGHG1",-2.64,1.74885755742095e-06,0.0283,TRUE,"ARS","C9ALS_vs_Control"
"P61278","SST",-2.22,1.7871724466226e-06,0.0288,TRUE,"ARS","C9ALS_vs_Control"
"P05976;P08590","MYL1",3.58,1.80045423376464e-06,0.029,TRUE,"ARS","C9ALS_vs_Control"
"O60282;Q86Y91","KIF5C",1.78,1.84471934858316e-06,0.0296,TRUE,"ARS","C9ALS_vs_Control"
"Q9C0C2","TNKS1BP1",2.93,1.96058783542838e-06,0.0313,TRUE,"ARS","C9ALS_vs_Control"
"P47755","CAPZA2",1.76,2.24424444440116e-06,0.0351,TRUE,"ARS","C9ALS_vs_Control"
"Q9H2P0","ADNP",-1.58,2.60759578769934e-06,0.0396,TRUE,"ARS","C9ALS_vs_Control"
"P78332","RBM6",-2.4,2.67778481520694e-06,0.0404,TRUE,"ARS","C9ALS_vs_Control"
"P14649","MYL6B",2.87,2.68866881202316e-06,0.0405,TRUE,"ARS","C9ALS_vs_Control"
"P0DOY3;P0DOY2;P0CG04;P0CF74;B9A064","IGLC1",-2.93,2.91611230185775e-06,0.043,TRUE,"ARS","C9ALS_vs_Control"
"Q01484","ANK2",1.9,2.98767410611372e-06,0.0438,TRUE,"ARS","C9ALS_vs_Control"
"Q13547;O15379","HDAC1",-2.65,3.08816711287563e-06,0.0448,TRUE,"ARS","C9ALS_vs_Control"
"P60709","ACTB",2.05,3.32134419975938e-06,0.0471,TRUE,"ARS","C9ALS_vs_Control"
"P17480","UBTF",2.09,3.32617451083597e-06,0.0471,TRUE,"ARS","C9ALS_vs_Control"
"Q6ZU35","KIAA1211",1.64,3.84143234577041e-06,0.0516,FALSE,"ARS","C9ALS_vs_Control"
"P98175","RBM10",-4.28,3.87142270992425e-06,0.0518,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y4I1","MYO5A",2.23,3.9241968956392e-06,0.0523,FALSE,"ARS","C9ALS_vs_Control"
"P04350","TUBB4A",1.47,3.94479179965403e-06,0.0524,FALSE,"ARS","C9ALS_vs_Control"
"Q5SNT2","TMEM201",-1.32,4.09396884008405e-06,0.0536,FALSE,"ARS","C9ALS_vs_Control"
"Q06830","PRDX1",1.84,4.2443088807988e-06,0.0547,FALSE,"ARS","C9ALS_vs_Control"
"Q9UHD8","SEPT9",1.76,4.44551305509107e-06,0.0561,FALSE,"ARS","C9ALS_vs_Control"
"Q86VP6;O75155","CAND1",2.46,4.45508080582613e-06,0.0562,FALSE,"ARS","C9ALS_vs_Control"
"P46100","ATRX",-2.07,4.49504908211173e-06,0.0564,FALSE,"ARS","C9ALS_vs_Control"
"Q13509","TUBB3",1.38,4.49909756122299e-06,0.0565,FALSE,"ARS","C9ALS_vs_Control"
"Q7L099;Q96T51","RUFY3",2.92,4.9828405897079e-06,0.0608,FALSE,"ARS","C9ALS_vs_Control"
"Q9H6F5","CCDC86",-2.22,5.14613197747848e-06,0.0622,FALSE,"ARS","C9ALS_vs_Control"
"P0DP25;P0DP24;P0DP23;P27482;P02585","P0DP25",2.91,5.26046139267525e-06,0.0632,FALSE,"ARS","C9ALS_vs_Control"
"P01834","IGKC",-2.48,5.73271312142827e-06,0.067,FALSE,"ARS","C9ALS_vs_Control"
"Q7RTV0","PHF5A",-1.24,5.83917527281133e-06,0.0678,FALSE,"ARS","C9ALS_vs_Control"
"P49916","LIG3",-1.92,6.12175485139812e-06,0.0699,FALSE,"ARS","C9ALS_vs_Control"
"O75376","NCOR1",-1.54,6.39286489488339e-06,0.0719,FALSE,"ARS","C9ALS_vs_Control"
"Q96SB3","PPP1R9B",2.15,6.42569825994147e-06,0.0721,FALSE,"ARS","C9ALS_vs_Control"
"O95400","CD2BP2",-1.29,7.02898137337942e-06,0.0767,FALSE,"ARS","C9ALS_vs_Control"
"P08670;P17661","VIM",2.01,7.47842783782006e-06,0.0799,FALSE,"ARS","C9ALS_vs_Control"
"P61956;Q6EEV6;P55854","SUMO2",-2.58,7.91392523907903e-06,0.0828,FALSE,"ARS","C9ALS_vs_Control"
"O43707;Q08043;P35609","ACTN4",2.88,7.98833972820918e-06,0.0833,FALSE,"ARS","C9ALS_vs_Control"
"Q9P2B4","CTTNBP2NL",2.1,8.89691931568572e-06,0.0889,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZR1","TMOD2",2.57,8.97917750681489e-06,0.0894,FALSE,"ARS","C9ALS_vs_Control"
"Q14203","DCTN1",1.82,9.64842937288705e-06,0.0932,FALSE,"ARS","C9ALS_vs_Control"
"Q8WYP5","AHCTF1",-2.41,1.015183445971e-05,0.0959,FALSE,"ARS","C9ALS_vs_Control"
"Q9UM54","MYO6",2.07,1.0481000829594e-05,0.0976,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZM5","GLTSCR2",1.36,1.04963562821254e-05,0.0977,FALSE,"ARS","C9ALS_vs_Control"
"Q13561","DCTN2",1.81,1.06728986827106e-05,0.0986,FALSE,"ARS","C9ALS_vs_Control"
"Q9BR76;A9Z1Z3","CORO1B",1.56,1.07794727085743e-05,0.0991,FALSE,"ARS","C9ALS_vs_Control"
"Q92572","AP3S1",1.07,1.09565255885965e-05,0.1,FALSE,"ARS","C9ALS_vs_Control"
"Q9ULV4;Q6QEF8","CORO1C",2.07,1.10929926415388e-05,0.101,FALSE,"ARS","C9ALS_vs_Control"
"Q01082","SPTBN1",2.4,1.20061360778701e-05,0.106,FALSE,"ARS","C9ALS_vs_Control"
"P07437","TUBB",1.37,1.31291318666315e-05,0.112,FALSE,"ARS","C9ALS_vs_Control"
"P41250","GARS",1.57,1.38736525793763e-05,0.115,FALSE,"ARS","C9ALS_vs_Control"
"Q14974","KPNB1",2.27,1.46296104185224e-05,0.119,FALSE,"ARS","C9ALS_vs_Control"
"Q8WW12","PCNP",-2.71,1.53332527711756e-05,0.122,FALSE,"ARS","C9ALS_vs_Control"
"Q9BVA1","TUBB2B",1.29,1.53803101879571e-05,0.122,FALSE,"ARS","C9ALS_vs_Control"
"Q8TDD1","DDX54",-1.55,1.60643953122856e-05,0.125,FALSE,"ARS","C9ALS_vs_Control"
"P68371","TUBB4B",1.26,1.60519550903588e-05,0.125,FALSE,"ARS","C9ALS_vs_Control"
"Q86X95","CIR1",2.42,1.68481047014433e-05,0.128,FALSE,"ARS","C9ALS_vs_Control"
"P12277;P06732","CKB",1.18,1.75547770708974e-05,0.131,FALSE,"ARS","C9ALS_vs_Control"
"Q92747","ARPC1A",2.85,1.86555298517619e-05,0.135,FALSE,"ARS","C9ALS_vs_Control"
"Q71U36;P0DPH8;P0DPH7;Q6PEY2","TUBA1A",1.19,1.90532013590524e-05,0.137,FALSE,"ARS","C9ALS_vs_Control"
"Q8IWU6","SULF1",2.89,1.93568600639993e-05,0.138,FALSE,"ARS","C9ALS_vs_Control"
"Q92804","TAF15",-2.7,1.97198754629632e-05,0.139,FALSE,"ARS","C9ALS_vs_Control"
"Q9NPA8","ENY2",1.24,2.0257145590338e-05,0.141,FALSE,"ARS","C9ALS_vs_Control"
"Q9NYL9","TMOD3",3.36,2.02888518364626e-05,0.141,FALSE,"ARS","C9ALS_vs_Control"
"Q5T5U3","ARHGAP21",1.24,2.17671509756887e-05,0.146,FALSE,"ARS","C9ALS_vs_Control"
"Q8WWY3","PRPF31",1.35,2.17688145897777e-05,0.146,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZ01","TECR",2.64,2.23317242922273e-05,0.148,FALSE,"ARS","C9ALS_vs_Control"
"P61158;Q9P1U1;Q9C0K3","ACTR3",2.22,2.4126218533894e-05,0.155,FALSE,"ARS","C9ALS_vs_Control"
"P57740","NUP107",1.4,2.51568749562468e-05,0.159,FALSE,"ARS","C9ALS_vs_Control"
"Q12792","TWF1",1.97,2.53281340891879e-05,0.159,FALSE,"ARS","C9ALS_vs_Control"
"P62273","RPS29",-1.84,2.59206150296224e-05,0.162,FALSE,"ARS","C9ALS_vs_Control"
"Q13409","DYNC1I2",1.86,2.99135889519408e-05,0.177,FALSE,"ARS","C9ALS_vs_Control"
"Q53EP0","FNDC3B",2.43,3.0507147476678e-05,0.179,FALSE,"ARS","C9ALS_vs_Control"
"Q13347","EIF3I",1.7,3.70826988899708e-05,0.201,FALSE,"ARS","C9ALS_vs_Control"
"P68032;P63267;P62736;P68133","ACTC1",2.9,4.20074876535157e-05,0.215,FALSE,"ARS","C9ALS_vs_Control"
"P43243","MATR3",-0.889,4.36798485695983e-05,0.22,FALSE,"ARS","C9ALS_vs_Control"
"Q9UPN3","MACF1",2.16,4.69211281620825e-05,0.229,FALSE,"ARS","C9ALS_vs_Control"
"Q15424","SAFB",-1.39,5.47889559861895e-05,0.248,FALSE,"ARS","C9ALS_vs_Control"
"Q14562","DHX8",-0.934,5.77460571796124e-05,0.254,FALSE,"ARS","C9ALS_vs_Control"
"Q14204","DYNC1H1",1.11,6.25305772889601e-05,0.264,FALSE,"ARS","C9ALS_vs_Control"
"P48681","NES",0.987,6.29463828836451e-05,0.265,FALSE,"ARS","C9ALS_vs_Control"
"P11047","LAMC1",-1.64,6.77486625915257e-05,0.274,FALSE,"ARS","C9ALS_vs_Control"
"Q14839","CHD4",-1.34,6.93343384398733e-05,0.277,FALSE,"ARS","C9ALS_vs_Control"
"O43684","BUB3",2.1,6.96351127912491e-05,0.278,FALSE,"ARS","C9ALS_vs_Control"
"P68363","TUBA1B",1.53,7.25588774923661e-05,0.283,FALSE,"ARS","C9ALS_vs_Control"
"O43795","MYO1B",2.43,7.27364870924924e-05,0.284,FALSE,"ARS","C9ALS_vs_Control"
"Q00839","HNRNPU",-0.879,7.49048411004516e-05,0.287,FALSE,"ARS","C9ALS_vs_Control"
"P78559","MAP1A",-1.73,7.68703981333656e-05,0.291,FALSE,"ARS","C9ALS_vs_Control"
"P29373","CRABP2",1.38,7.79653460338285e-05,0.293,FALSE,"ARS","C9ALS_vs_Control"
"Q15154","PCM1",1.53,7.95812862073573e-05,0.295,FALSE,"ARS","C9ALS_vs_Control"
"O76094","SRP72",-2.49,7.93215148097177e-05,0.295,FALSE,"ARS","C9ALS_vs_Control"
"P19105;O14950","MYL12A",1.95,8.362526810059e-05,0.302,FALSE,"ARS","C9ALS_vs_Control"
"P63151;Q00005;Q9Y2T4","PPP2R2A",1.16,8.41081191717504e-05,0.303,FALSE,"ARS","C9ALS_vs_Control"
"P13489","RNH1",0.831,8.47385952320883e-05,0.304,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y6Q3;Q9BS34;P17030;Q7L945;P13682;P17024;Q86T29;P17021","ZFP37",-1.23,8.48741973786261e-05,0.304,FALSE,"ARS","C9ALS_vs_Control"
"Q8WUQ7","CACTIN",1.29,8.92543559162371e-05,0.31,FALSE,"ARS","C9ALS_vs_Control"
"Q96G25","MED8",-1.52,8.9441987484274e-05,0.311,FALSE,"ARS","C9ALS_vs_Control"
"P62333","PSMC6",2.1,9.13471876749403e-05,0.313,FALSE,"ARS","C9ALS_vs_Control"
"P13861","PRKAR2A",0.926,0.000106969722151073,0.334,FALSE,"ARS","C9ALS_vs_Control"
"Q9NVP1","DDX18",-2.2,0.000107975041136117,0.335,FALSE,"ARS","C9ALS_vs_Control"
"Q9P0K7;O15034","RAI14",3.09,0.000107482972242798,0.335,FALSE,"ARS","C9ALS_vs_Control"
"Q5T5P2","KIAA1217",-3.76,0.000111448806887561,0.34,FALSE,"ARS","C9ALS_vs_Control"
"Q8WXI9","GATAD2B",-1.22,0.000112538316254858,0.341,FALSE,"ARS","C9ALS_vs_Control"
"P22314","UBA1",1.61,0.00011499843908789,0.344,FALSE,"ARS","C9ALS_vs_Control"
"O75533","SF3B1",-0.833,0.000117671998111474,0.347,FALSE,"ARS","C9ALS_vs_Control"
"Q07866","KLC1",3.72,0.00012417820274076,0.354,FALSE,"ARS","C9ALS_vs_Control"
"Q8WUA2","PPIL4",-1.45,0.000124430845296146,0.354,FALSE,"ARS","C9ALS_vs_Control"
"P38159;O75526;Q8N7X1","RBMX",-0.975,0.000125524863449475,0.355,FALSE,"ARS","C9ALS_vs_Control"
"A5YKK6","CNOT1",2.09,0.000130537102546806,0.361,FALSE,"ARS","C9ALS_vs_Control"
"Q9H0B6","KLC2",1.48,0.000137384688766409,0.367,FALSE,"ARS","C9ALS_vs_Control"
"P18669;P15259;Q8N0Y7","PGAM1",1.26,0.000138103156200499,0.368,FALSE,"ARS","C9ALS_vs_Control"
"P49711","CTCF",-1.21,0.00013884925867847,0.369,FALSE,"ARS","C9ALS_vs_Control"
"Q16658","FSCN1",1.1,0.000140128309772646,0.37,FALSE,"ARS","C9ALS_vs_Control"
"O95996","APC2",-1.05,0.000155040177671089,0.383,FALSE,"ARS","C9ALS_vs_Control"
"P46776","RPL27A",1.32,0.000165125034104046,0.392,FALSE,"ARS","C9ALS_vs_Control"
"Q9NWB6","ARGLU1",1.87,0.000170484460888553,0.396,FALSE,"ARS","C9ALS_vs_Control"
"Q12962","TAF10",-0.976,0.00017740475344543,0.401,FALSE,"ARS","C9ALS_vs_Control"
"P37268","FDFT1",1.27,0.000183204179071024,0.405,FALSE,"ARS","C9ALS_vs_Control"
"Q96RF0","SNX18",1.44,0.000185812738881344,0.407,FALSE,"ARS","C9ALS_vs_Control"
"P33176","KIF5B",1.61,0.000192742072533095,0.412,FALSE,"ARS","C9ALS_vs_Control"
"P23528","CFL1",0.782,0.000199569526801918,0.417,FALSE,"ARS","C9ALS_vs_Control"
"Q15459","SF3A1",-0.786,0.000207293479312225,0.422,FALSE,"ARS","C9ALS_vs_Control"
"O43818","RRP9",-0.884,0.000210798647620843,0.424,FALSE,"ARS","C9ALS_vs_Control"
"Q09028","RBBP4",-1.18,0.000212811031507488,0.425,FALSE,"ARS","C9ALS_vs_Control"
"Q5TF21","SOGA3",1.74,0.000229027559638514,0.434,FALSE,"ARS","C9ALS_vs_Control"
"Q86YP4","GATAD2A",-1.09,0.000233642195532119,0.437,FALSE,"ARS","C9ALS_vs_Control"
"P07197","NEFM",0.756,0.000235450682460069,0.438,FALSE,"ARS","C9ALS_vs_Control"
"P49458","SRP9",1.03,0.000235274628614243,0.438,FALSE,"ARS","C9ALS_vs_Control"
"Q9NZN8","CNOT2",2.78,0.000237556292480424,0.439,FALSE,"ARS","C9ALS_vs_Control"
"P34932","HSPA4",1.8,0.000240934207776049,0.441,FALSE,"ARS","C9ALS_vs_Control"
"O96019","ACTL6A",-0.942,0.000244894131682242,0.443,FALSE,"ARS","C9ALS_vs_Control"
"P08238;Q58FF7;Q58FF6","HSP90AB1",0.795,0.000249731686618549,0.445,FALSE,"ARS","C9ALS_vs_Control"
"Q9NP64","ZCCHC17",1.22,0.00026826662865682,0.455,FALSE,"ARS","C9ALS_vs_Control"
"P35580","MYH10",2.27,0.000276161430563407,0.458,FALSE,"ARS","C9ALS_vs_Control"
"P11216;P11217;P06737","PYGB",2.68,0.000318237983947722,0.476,FALSE,"ARS","C9ALS_vs_Control"
"O43347","MSI1",1.19,0.000321894330635243,0.477,FALSE,"ARS","C9ALS_vs_Control"
"Q76I76","SSH2",1.25,0.000327972917071474,0.48,FALSE,"ARS","C9ALS_vs_Control"
"P84098","RPL19",1.05,0.000378492697465743,0.497,FALSE,"ARS","C9ALS_vs_Control"
"Q96J01","THOC3",-1.18,0.000379231191630837,0.497,FALSE,"ARS","C9ALS_vs_Control"
"Q8IVW6","ARID3B",-1.84,0.000382187003869386,0.498,FALSE,"ARS","C9ALS_vs_Control"
"P55010","EIF5",-1.33,0.000387349152388058,0.5,FALSE,"ARS","C9ALS_vs_Control"
"P07196","NEFL",1.07,0.000390895833065439,0.501,FALSE,"ARS","C9ALS_vs_Control"
"P24928","POLR2A",-0.977,0.000406604411862855,0.506,FALSE,"ARS","C9ALS_vs_Control"
"Q15427","SF3B4",-1.05,0.000424198122430343,0.511,FALSE,"ARS","C9ALS_vs_Control"
"P07951","TPM2",1.67,0.000444146884160094,0.516,FALSE,"ARS","C9ALS_vs_Control"
"Q9UIV1","CNOT7",2.13,0.000458402399376077,0.52,FALSE,"ARS","C9ALS_vs_Control"
"Q13769","THOC5",-1.05,0.000485854588290952,0.526,FALSE,"ARS","C9ALS_vs_Control"
"Q13813","SPTAN1",3.31,0.00049213117768614,0.528,FALSE,"ARS","C9ALS_vs_Control"
"Q15417;P51911","CNN3",1.59,0.0005010432600338,0.53,FALSE,"ARS","C9ALS_vs_Control"
"Q13503","MED21",0.712,0.000511778783805317,0.532,FALSE,"ARS","C9ALS_vs_Control"
"Q9BTT0","ANP32E",-1.29,0.000513719591322074,0.533,FALSE,"ARS","C9ALS_vs_Control"
"P04792","HSPB1",-2.57,0.000514612454385077,0.533,FALSE,"ARS","C9ALS_vs_Control"
"O00425","IGF2BP3",0.971,0.000528769183056963,0.536,FALSE,"ARS","C9ALS_vs_Control"
"Q9UK58","CCNL1",0.815,0.000545341214176305,0.54,FALSE,"ARS","C9ALS_vs_Control"
"Q69YN4","KIAA1429",1.89,0.000562137108725174,0.543,FALSE,"ARS","C9ALS_vs_Control"
"Q6I9Y2","THOC7",-1.25,0.000576475116956479,0.546,FALSE,"ARS","C9ALS_vs_Control"
"O00151","PDLIM1",0.831,0.000619604223272284,0.554,FALSE,"ARS","C9ALS_vs_Control"
"O75369","FLNB",1.49,0.000627035578229614,0.555,FALSE,"ARS","C9ALS_vs_Control"
"Q9Y6M1","IGF2BP2",1.55,0.000670322947984597,0.562,FALSE,"ARS","C9ALS_vs_Control"
"Q96E39","RBMXL1",-0.888,0.000667773231236783,0.562,FALSE,"ARS","C9ALS_vs_Control"
"Q14126","DSG2",-1.18,0.000672174447519926,0.563,FALSE,"ARS","C9ALS_vs_Control"
"Q15050","RRS1",-1.53,0.000674841981907648,0.563,FALSE,"ARS","C9ALS_vs_Control"
"O95926","SYF2",1.15,0.000684504308125486,0.565,FALSE,"ARS","C9ALS_vs_Control"
"Q14694","USP10",0.85,0.000695344601552774,0.566,FALSE,"ARS","C9ALS_vs_Control"
"Q13263","TRIM28",-0.906,0.0007097030914121,0.569,FALSE,"ARS","C9ALS_vs_Control"
"Q12873","CHD3",-1.06,0.00071773430113648,0.57,FALSE,"ARS","C9ALS_vs_Control"
"Q9ULU4","ZMYND8",-0.885,0.000721879413262088,0.57,FALSE,"ARS","C9ALS_vs_Control"
"P21333","FLNA",1.18,0.000730157710642534,0.572,FALSE,"ARS","C9ALS_vs_Control"
"P04406","GAPDH",0.817,0.000745453152245537,0.574,FALSE,"ARS","C9ALS_vs_Control"
"P09455","RBP1",1.1,0.000747070856152479,0.574,FALSE,"ARS","C9ALS_vs_Control"
"Q92797","SYMPK",-0.866,0.000746747187740479,0.574,FALSE,"ARS","C9ALS_vs_Control"
"P09012","SNRPA",-0.789,0.00077071801929652,0.577,FALSE,"ARS","C9ALS_vs_Control"
"P51116","FXR2",0.76,0.000787556465266356,0.58,FALSE,"ARS","C9ALS_vs_Control"
"Q8NEY8","PPHLN1",-1.25,0.000823771164405837,0.584,FALSE,"ARS","C9ALS_vs_Control"
"P51531","SMARCA2",-1.67,0.000820144047463714,0.584,FALSE,"ARS","C9ALS_vs_Control"
"Q14157","UBAP2L",1.07,0.00081813282578997,0.584,FALSE,"ARS","C9ALS_vs_Control"
"Q8WVV9","HNRNPLL",-0.925,0.000829639804856875,0.585,FALSE,"ARS","C9ALS_vs_Control"
"Q9HCD5","NCOA5",-2.74,0.000835957202875367,0.586,FALSE,"ARS","C9ALS_vs_Control"
"P57723","PCBP4",1.59,0.00091696081156469,0.595,FALSE,"ARS","C9ALS_vs_Control"
"Q06787","FMR1",1.09,0.000965508700702978,0.6,FALSE,"ARS","C9ALS_vs_Control"
"P02787;CON__Q2HJF0","TF",-3.13,0.000958370371952628,0.6,FALSE,"ARS","C9ALS_vs_Control"
"Q14697","GANAB",-1.15,0.000982099511104525,0.602,FALSE,"ARS","C9ALS_vs_Control"
"P35579;REV__Q9UKV3;Q8N1T3;Q9Y2K3;Q6PIF6;Q13402","MYH9",1.69,0.00100259077843818,0.604,FALSE,"ARS","C9ALS_vs_Control"
"P61160","ACTR2",2.65,0.00102385735825166,0.606,FALSE,"ARS","C9ALS_vs_Control"
"Q9NRL3","STRN4",0.927,0.00101992401758575,0.606,FALSE,"ARS","C9ALS_vs_Control"
"Q8IUX4;Q9NRW3;Q96AK3","APOBEC3F",1.17,0.00102993959329028,0.607,FALSE,"ARS","C9ALS_vs_Control"
"Q8IXT5","RBM12B",-1.13,0.00103607733285413,0.607,FALSE,"ARS","C9ALS_vs_Control"
"Q9NWH9","SLTM",-0.882,0.0010433483856778,0.608,FALSE,"ARS","C9ALS_vs_Control"
"Q14315","FLNC",2.65,0.0010708487709713,0.61,FALSE,"ARS","C9ALS_vs_Control"
"Q7L2J0","MEPCE",-1.19,0.00106586654432337,0.61,FALSE,"ARS","C9ALS_vs_Control"
"Q07666;Q9H6N6","KHDRBS1",-0.721,0.00108261522360576,0.612,FALSE,"ARS","C9ALS_vs_Control"
"P50148;Q14344;Q03113","GNAQ",1.02,0.00110774067947696,0.614,FALSE,"ARS","C9ALS_vs_Control"
"P23396","RPS3",0.64,0.00111624575166623,0.614,FALSE,"ARS","C9ALS_vs_Control"
"Q6PKG0","LARP1",1.18,0.00115464657932982,0.618,FALSE,"ARS","C9ALS_vs_Control"
"P83731","RPL24",0.802,0.00118302318223678,0.62,FALSE,"ARS","C9ALS_vs_Control"
"Q9UJS0","SLC25A13",1.03,0.00121431976856932,0.622,FALSE,"ARS","C9ALS_vs_Control"
"P68104;Q5VTE0;Q05639","EEF1A1",0.806,0.0012261417033758,0.623,FALSE,"ARS","C9ALS_vs_Control"
"Q02413;P32926;Q86SJ6","DSG1",-2.64,0.0012399280198656,0.624,FALSE,"ARS","C9ALS_vs_Control"
"Q9UKA9","PTBP2",0.886,0.00128219315664283,0.628,FALSE,"ARS","C9ALS_vs_Control"
"Q99439","CNN2",1.15,0.00131727009490378,0.63,FALSE,"ARS","C9ALS_vs_Control"
"Q6WCQ1","MPRIP",0.846,0.00133833591507051,0.631,FALSE,"ARS","C9ALS_vs_Control"
"P35998","PSMC2",0.782,0.00144542836705698,0.638,FALSE,"ARS","C9ALS_vs_Control"
"P49207","RPL34",0.734,0.00144651026340473,0.639,FALSE,"ARS","C9ALS_vs_Control"
"Q9H2H8","PPIL3",-1.21,0.001513908689836,0.643,FALSE,"ARS","C9ALS_vs_Control"
"P08754;P11488;P19087;A8MTJ3","GNAI3",1.22,0.0015392741908473,0.644,FALSE,"ARS","C9ALS_vs_Control"
"P46459","NSF",0.81,0.00154311355538383,0.644,FALSE,"ARS","C9ALS_vs_Control"
"Q8TBB5","KLHDC4",1.77,0.00157189772507487,0.646,FALSE,"ARS","C9ALS_vs_Control"
"P26373","RPL13",0.942,0.00156894715421576,0.646,FALSE,"ARS","C9ALS_vs_Control"
"Q14444","CAPRIN1",1.23,0.00159215112843343,0.647,FALSE,"ARS","C9ALS_vs_Control"
"P82979","SARNP",0.74,0.00164153434079558,0.65,FALSE,"ARS","C9ALS_vs_Control"
"Q9HCJ0","TNRC6C",-0.83,0.00163934634798583,0.65,FALSE,"ARS","C9ALS_vs_Control"
"Q9H0G5","NSRP1",-1.66,0.00168620898693535,0.652,FALSE,"ARS","C9ALS_vs_Control"
