SYMBOL	ORIGINAL_ID
PSMD14	PSMD14
FAM72A;FAM72B;FAM72C;LOC101060656	FAM72A;FAM72B;FAM72C;LOC101060656
PIGZ	PIGZ
TMEM38A	TMEM38A
DBI	DBI
AC006028.10;AMZ1;OTTHUMG00000152110	AC006028.10;AMZ1;OTTHUMG00000152110
PRPF40A	PRPF40A
MIR4712	MIR4712
SNORA71B	SNORA71B
IL6	IL6
ECHDC2	ECHDC2
SLC25A12	SLC25A12
CCDC173	CCDC173
ERP44	ERP44
FAM21A;FAM21C	FAM21A;FAM21C
SBDS	SBDS
TCOF1	TCOF1
KIAA0196-AS1	KIAA0196-AS1
OTTHUMG00000018301;RP11-120C12.3	OTTHUMG00000018301;RP11-120C12.3
PDE1A	PDE1A
SLC15A2	SLC15A2
KMT2D	KMT2D
NUP54	NUP54
SOX4	SOX4
SNORD121B;UBAP2	SNORD121B;UBAP2
RPL7L1	RPL7L1
OTTHUMG00000035719;RP11-469A15.2	OTTHUMG00000035719;RP11-469A15.2
SFRP4	SFRP4
TSR2	TSR2
ERP29	ERP29
TMEM245	TMEM245
SMPD1	SMPD1
NRCAM	NRCAM
MRPS15	MRPS15
SNRPEP2;SNRPEP3	SNRPEP2;SNRPEP3
AHCY;OTTHUMG00000032294;RP4-785G19.5	AHCY;OTTHUMG00000032294;RP4-785G19.5
EXOSC8	EXOSC8
WDR12	WDR12
WDR52	WDR52
WBP5	WBP5
CDH10	CDH10
RNU6-7	RNU6-7
ARNT	ARNT
KCNE1L	KCNE1L
MSI1	MSI1
KDM5A	KDM5A
AC069277.2;OTTHUMG00000154923	AC069277.2;OTTHUMG00000154923
COPS6	COPS6
COPZ1	COPZ1
ZNF782	ZNF782
XK	XK
GLTSCR1	GLTSCR1
ANKRD24	ANKRD24
RGS14	RGS14
TSPEAR-AS1	TSPEAR-AS1
PUS7L	PUS7L
PCCA	PCCA
AC104650.2;OTTHUMG00000090503;SH3TC1	AC104650.2;OTTHUMG00000090503;SH3TC1
FAM114A1	FAM114A1
TGOLN2	TGOLN2
LOC100506029;LOC100506051;OTTHUMG00000010831;RP11-421L21.3	LOC100506029;LOC100506051;OTTHUMG00000010831;RP11-421L21.3
CDADC1	CDADC1
FAM72C	FAM72C
RAPGEF4	RAPGEF4
KCNK15	KCNK15
PPAP2A	PPAP2A
TMEM63B	TMEM63B
NOSIP	NOSIP
SRRT	SRRT
GPR139	GPR139
RPL36A;RPL36A-HNRNPH2	RPL36A;RPL36A-HNRNPH2
LCMT2	LCMT2
POMT2	POMT2
SPEN	SPEN
LST1	LST1
FAM86B1;FAM86B2	FAM86B1;FAM86B2
TIPIN	TIPIN
C11orf87	C11orf87
F3	F3
PICK1	PICK1
FOXC1	FOXC1
SHPK	SHPK
TAGLN3	TAGLN3
OVGP1	OVGP1
NUDT12	NUDT12
FAM46A	FAM46A
TPBGL	TPBGL
FAM21B;FAM21C	FAM21B;FAM21C
PPFIBP2	PPFIBP2
CHML	CHML
WDR47	WDR47
RASA4;RASA4B	RASA4;RASA4B
CITED1	CITED1
RNF138P1	RNF138P1
RPL22	RPL22
SULF1	SULF1
COX10	COX10
NKD1	NKD1
SLC7A8	SLC7A8
OTTHUMG00000017701;PRPF18;RP11-295P9.3	OTTHUMG00000017701;PRPF18;RP11-295P9.3
PDAP1	PDAP1
NCOA6	NCOA6
STRN4	STRN4
HIGD1C	HIGD1C
ATP7A	ATP7A
OTTHUMG00000157538;RP5-894A10.5;WEE2-AS1	OTTHUMG00000157538;RP5-894A10.5;WEE2-AS1
ENOPH1	ENOPH1
CD99P1	CD99P1
FAM27E3	FAM27E3
CBWD3;CBWD5;CBWD7;LOC100653334;LOC101060578	CBWD3;CBWD5;CBWD7;LOC100653334;LOC101060578
SPOP	SPOP
PCGF6	PCGF6
TAS2R14	TAS2R14
KCND2	KCND2
ATP5A1	ATP5A1
LOC146880	LOC146880
FGD6	FGD6
EHD2	EHD2
AC011306.2;OTTHUMG00000152029	AC011306.2;OTTHUMG00000152029
HAP1	HAP1
LRWD1;MIR4467	LRWD1;MIR4467
IPO8	IPO8
AC112229.7;LOC151009;OTTHUMG00000155034	AC112229.7;LOC151009;OTTHUMG00000155034
LOC100506801;OTTHUMG00000002777;RP5-1071N3.1	LOC100506801;OTTHUMG00000002777;RP5-1071N3.1
RNU7-57P	RNU7-57P
HNRNPF	HNRNPF
CAAP1	CAAP1
IBSP	IBSP
OTTHUMG00000000769;RP1-202O8.2	OTTHUMG00000000769;RP1-202O8.2
RNU6-37	RNU6-37
RNU6-1;RNU6-2	RNU6-1;RNU6-2
RNU6-1;RNU6-2	RNU6-1;RNU6-2
RNU6-11	RNU6-11
RNU6-1;RNU6-2	RNU6-1;RNU6-2
RNU6-1	RNU6-1
RNU6-1	RNU6-1
RNU6-1;RNU6-2	RNU6-1;RNU6-2
RNU6-1;RNU6-2	RNU6-1;RNU6-2
RNU6-1;RNU6-2	RNU6-1;RNU6-2
OTTHUMG00000003552;RP3-476K8.3	OTTHUMG00000003552;RP3-476K8.3
RANP1	RANP1
STMND1	STMND1
SLC12A6	SLC12A6
IQCJ;IQCJ-SCHIP1;SCHIP1	IQCJ;IQCJ-SCHIP1;SCHIP1
ITGB6	ITGB6
LINC00598;OTTHUMG00000016771;RP11-172E9.2	LINC00598;OTTHUMG00000016771;RP11-172E9.2
AC023115.1;OTTHUMG00000152863	AC023115.1;OTTHUMG00000152863
TAP1	TAP1
CHMP1A	CHMP1A
LST1	LST1
FAM92A1	FAM92A1
LINC00889	LINC00889
ZNF33B	ZNF33B
LOC100653018;LOC100653255;NELL2	LOC100653018;LOC100653255;NELL2
LOC100133957	LOC100133957
MAMLD1	MAMLD1
CCNF	CCNF
RPS5	RPS5
ESF1	ESF1
LINC00271	LINC00271
LOC554206	LOC554206
FAM96A	FAM96A
CTNNBIP1	CTNNBIP1
LOC100506885;OTTHUMG00000014330;RP4-625H18.2	LOC100506885;OTTHUMG00000014330;RP4-625H18.2
RNU5E-8P	RNU5E-8P
MIR1236;NELFE;RDBP	MIR1236;NELFE;RDBP
HNRNPA1P33	HNRNPA1P33
BANF1	BANF1
MIR19B2	MIR19B2
DIS3L2	DIS3L2
HIF1A-AS2	HIF1A-AS2
RAB6A	RAB6A
OTTHUMG00000161492;RP11-1079K10.4	OTTHUMG00000161492;RP11-1079K10.4
COA4	COA4
TNFRSF10D	TNFRSF10D
ZFHX4	ZFHX4
LINC00599;MIR124-1	LINC00599;MIR124-1
LINC00284	LINC00284
CCDC77	CCDC77
NHLH1	NHLH1
C3orf80;OTTHUMG00000158950;RP11-431I8.1	C3orf80;OTTHUMG00000158950;RP11-431I8.1
RNU6ATAC3P	RNU6ATAC3P
CCDC171	CCDC171
LAMB3;MIR4260	LAMB3;MIR4260
OTTHUMG00000159640;RP11-88I21.2	OTTHUMG00000159640;RP11-88I21.2
KGFLP1	KGFLP1
RNA5SP155	RNA5SP155
ZNF653	ZNF653
GDF11	GDF11
PAFAH2	PAFAH2
TTC4	TTC4
OTTHUMG00000162289;RP11-158J3.2	OTTHUMG00000162289;RP11-158J3.2
RNU6-30P	RNU6-30P
SPTBN2	SPTBN2
ARFIP2	ARFIP2
NANOS3	NANOS3
LST1	LST1
TAP1	TAP1
TAP1	TAP1
HLA-B	HLA-B
RNA5SP81	RNA5SP81
ITCH	ITCH
SNORD114-5	SNORD114-5
UPRT	UPRT
LOC100506394	LOC100506394
SYT4	SYT4
CSRP2BP;PET117	CSRP2BP;PET117
FLT1	FLT1
NDUFA4L2	NDUFA4L2
ALDOC	ALDOC
SNORD113-8	SNORD113-8
POLD2	POLD2
RAD51D	RAD51D
OTTHUMG00000159957;RP11-319G6.3	OTTHUMG00000159957;RP11-319G6.3
UTS2	UTS2
FAM72B;FAM72C	FAM72B;FAM72C
HLA-DPB2	HLA-DPB2
APOD	APOD
MAST4	MAST4
CBWD6	CBWD6
SNAR-A3;SNAR-A4	SNAR-A3;SNAR-A4
HEATR1	HEATR1
SNAR-A1;SNAR-A2	SNAR-A1;SNAR-A2
SNORD116-2	SNORD116-2
JARID2	JARID2
PPP1R12B	PPP1R12B
ALDH7A1	ALDH7A1
NPRL3	NPRL3
FZD3	FZD3
TAP1	TAP1
TAP1	TAP1
TAP1	TAP1
EMB	EMB
CEP41	CEP41
ACBD6	ACBD6
HNRNPR	HNRNPR
ZNF407	ZNF407
ASRGL1	ASRGL1
TAP1	TAP1
TAP1	TAP1
CTD-2231H16.1;OTTHUMG00000161574	CTD-2231H16.1;OTTHUMG00000161574
NME1-NME2;NME2	NME1-NME2;NME2
CTC-463A16.1;OTTHUMG00000162829	CTC-463A16.1;OTTHUMG00000162829
USP36	USP36
AC004540.4;OTTHUMG00000152805	AC004540.4;OTTHUMG00000152805
TMA7	TMA7
GAK	GAK
KRT8P11	KRT8P11
OTTHUMG00000162058;RP11-893F2.9	OTTHUMG00000162058;RP11-893F2.9
RNU6-29	RNU6-29
SLC35E3	SLC35E3
PPP1R14BP3	PPP1R14BP3
GNPAT	GNPAT
BEND3	BEND3
CSNK2A1;CSNK2A1P	CSNK2A1;CSNK2A1P
TIPRL	TIPRL
KCTD7;RABGEF1	KCTD7;RABGEF1
ZFYVE28	ZFYVE28
HIBCH	HIBCH
AC092594.1;OTTHUMG00000151766	AC092594.1;OTTHUMG00000151766
SPINT2	SPINT2
PTPN2	PTPN2
NPDC1	NPDC1
DDX19B	DDX19B
CHRM3	CHRM3
DST;LOC100652766	DST;LOC100652766
MSANTD4	MSANTD4
ZFYVE27	ZFYVE27
FAM72D;LOC101060656	FAM72D;LOC101060656
MIR153-2	MIR153-2
MGP	MGP
YARS2	YARS2
FAM160B2	FAM160B2
CSRP2	CSRP2
ZNF480	ZNF480
C22orf39;HIRA	C22orf39;HIRA
RPS15A	RPS15A
CDKN1B	CDKN1B
TRGV3	TRGV3
RGAG4	RGAG4
EIF2S2	EIF2S2
ITGB3BP	ITGB3BP
RASSF5	RASSF5
GLTP	GLTP
BZW2	BZW2
BAG5	BAG5
PROC	PROC
PCDHB14	PCDHB14
CYP1A1	CYP1A1
ZNF423	ZNF423
MIR4792	MIR4792
CCDC71	CCDC71
MIR4780	MIR4780
AURKA	AURKA
C5orf38	C5orf38
OTTHUMG00000165016;RP11-909N17.2	OTTHUMG00000165016;RP11-909N17.2
NYNRIN	NYNRIN
IFNGR1	IFNGR1
OTTHUMG00000013230;RP11-475I24.3	OTTHUMG00000013230;RP11-475I24.3
RPL22L1	RPL22L1
MARCKSL1	MARCKSL1
OTTHUMG00000161132;RP11-402J6.1	OTTHUMG00000161132;RP11-402J6.1
LINC00240	LINC00240
RNU6-33P	RNU6-33P
LOC100129973	LOC100129973
RNU6-18	RNU6-18
RNU6-17	RNU6-17
SEPT7	SEPT7
SNORD113-9	SNORD113-9
MYADM	MYADM
PRPF38A	PRPF38A
FLJ37453;OTTHUMG00000009375;RP11-169K16.9	FLJ37453;OTTHUMG00000009375;RP11-169K16.9
LGALS3BP	LGALS3BP
YY1AP1	YY1AP1
POLB	POLB
ANXA8;ANXA8L1;LINC00842	ANXA8;ANXA8L1;LINC00842
PLD3	PLD3
CERKL	CERKL
EXPH5	EXPH5
SERF1A;SERF1B	SERF1A;SERF1B
RAB11FIP5	RAB11FIP5
NREP-AS1	NREP-AS1
SLC25A20	SLC25A20
UPF3AP1	UPF3AP1
MIR218-2	MIR218-2
SHISA6	SHISA6
C6orf118	C6orf118
RRN3P1	RRN3P1
HLA-DPB2	HLA-DPB2
HSD17B7	HSD17B7
GSTT2;GSTT2B	GSTT2;GSTT2B
RNF213	RNF213
AC023481.1;OTTHUMG00000154972	AC023481.1;OTTHUMG00000154972
ENPEP	ENPEP
ELOVL7	ELOVL7
AP000473.5;OTTHUMG00000074396	AP000473.5;OTTHUMG00000074396
CENPK	CENPK
IL11RA	IL11RA
ALOX12B	ALOX12B
CCDC47	CCDC47
CRLS1	CRLS1
BRPF1	BRPF1
LOC100505815	LOC100505815
PTH2R	PTH2R
PPP1R10	PPP1R10
GBX2	GBX2
MSH5;MSH5-SAPCD1;SAPCD1	MSH5;MSH5-SAPCD1;SAPCD1
AC017006.3;OTTHUMG00000151721	AC017006.3;OTTHUMG00000151721
GNA13	GNA13
SH3GL3	SH3GL3
R3HDM4	R3HDM4
RNA5SP86	RNA5SP86
TMUB1	TMUB1
LINC00693	LINC00693
OTTHUMG00000133715;XXbac-BPG299F13.14	OTTHUMG00000133715;XXbac-BPG299F13.14
OTTHUMG00000148962;XXbac-BPG299F13.14	OTTHUMG00000148962;XXbac-BPG299F13.14
AC090044.1;OTTHUMG00000154876	AC090044.1;OTTHUMG00000154876
B4GALT2	B4GALT2
LMTK3	LMTK3
CNTN2	CNTN2
PHPT1	PHPT1
TM6SF2	TM6SF2
STH	STH
TMEM37	TMEM37
NOP2	NOP2
MIR7-3	MIR7-3
TFPT	TFPT
BGLAP;PMF1;PMF1-BGLAP	BGLAP;PMF1;PMF1-BGLAP
LOC100133050	LOC100133050
ITGB1	ITGB1
GTF3C5	GTF3C5
NCKAP5-IT1	NCKAP5-IT1
NFE2L1	NFE2L1
PPP4R2	PPP4R2
EPB41	EPB41
LINC00674	LINC00674
BTLA	BTLA
SH3RF2	SH3RF2
CAPN2	CAPN2
GALNT15;GALNTL2	GALNT15;GALNTL2
SLC38A5	SLC38A5
ARID1B	ARID1B
VPS52	VPS52
HDAC2	HDAC2
MIR4749;PTOV1	MIR4749;PTOV1
NRIP3	NRIP3
PRPF8	PRPF8
EPHA7	EPHA7
NTM	NTM
MARCKS	MARCKS
TBC1D3P1-DHX40P1	TBC1D3P1-DHX40P1
LOC100505519;TIAM2	LOC100505519;TIAM2
SYMPK	SYMPK
SOX13	SOX13
NDST1	NDST1
LRRC16A	LRRC16A
RMST	RMST
SPON1	SPON1
OTTHUMG00000017023;RP11-473M10.3	OTTHUMG00000017023;RP11-473M10.3
MRPL43	MRPL43
STK35	STK35
AKT3-IT1	AKT3-IT1
LST1	LST1
CRB1	CRB1
LINC00938	LINC00938
UTP23	UTP23
THAP9	THAP9
OTTHUMG00000021202;RP1-60N8.1	OTTHUMG00000021202;RP1-60N8.1
KAZALD1	KAZALD1
OTTHUMG00000015493;RP11-160A10.2	OTTHUMG00000015493;RP11-160A10.2
LINC00901;LSAMP-AS4	LINC00901;LSAMP-AS4
NHLH2	NHLH2
GAS7	GAS7
PPP1R10	PPP1R10
PPP1R10	PPP1R10
PPP1R10	PPP1R10
RGS7BP	RGS7BP
STOX2	STOX2
AC108938.4;LIMS1;LIMS3;LIMS3L;LOC100288570;OTTHUMG00000167880;OTTHUMG00000169984;RP13-1039J1.2	AC108938.4;LIMS1;LIMS3;LIMS3L;LOC100288570;OTTHUMG00000167880;OTTHUMG00000169984;RP13-1039J1.2
MCF2L	MCF2L
P2RY4	P2RY4
RPL39P5	RPL39P5
AKAP11-IT1	AKAP11-IT1
AC098820.3;AC098820.4;LOC100507554;OTTHUMG00000154849;OTTHUMG00000154850	AC098820.3;AC098820.4;LOC100507554;OTTHUMG00000154849;OTTHUMG00000154850
MED16	MED16
NUDT6	NUDT6
SEMA3A	SEMA3A
SLC25A25	SLC25A25
PCBP3	PCBP3
CHRNE	CHRNE
GNB5	GNB5
SLC44A2	SLC44A2
CRB2	CRB2
CIZ1	CIZ1
SCN7A	SCN7A
MATN1-AS1	MATN1-AS1
GSTT2;GSTT2B	GSTT2;GSTT2B
CHRND	CHRND
HLA-L	HLA-L
KDELC1	KDELC1
MRAS	MRAS
CFC1;CFC1B	CFC1;CFC1B
EEF2	EEF2
SLC38A6	SLC38A6
ACTC1	ACTC1
AGGF1	AGGF1
SIPA1	SIPA1
NCAPD3	NCAPD3
NUP37	NUP37
OR5P2	OR5P2
CKAP2	CKAP2
RDH10	RDH10
SREK1IP1	SREK1IP1
ARL4D	ARL4D
LOC100507205	LOC100507205
C7orf60	C7orf60
DDX49	DDX49
DENND2A	DENND2A
ARHGEF25	ARHGEF25
TNFSF15	TNFSF15
WASF1	WASF1
FBXO43	FBXO43
ZNF284	ZNF284
INHBA	INHBA
RNA5SP303	RNA5SP303
DNAL4	DNAL4
MTX1	MTX1
NETO2	NETO2
FAM204A;OTTHUMG00000019133;RP11-319I23.3	FAM204A;OTTHUMG00000019133;RP11-319I23.3
OTTHUMG00000017940;RP13-259N13.2	OTTHUMG00000017940;RP13-259N13.2
ZBTB41	ZBTB41
GIPC1	GIPC1
GPR3	GPR3
LPPR4;OTTHUMG00000010763;RP4-788L13.1	LPPR4;OTTHUMG00000010763;RP4-788L13.1
FKBP14	FKBP14
PPP1R1A	PPP1R1A
PPP1R10	PPP1R10
PPP1R10	PPP1R10
TTLL11-IT1	TTLL11-IT1
OTTHUMG00000018559;RP11-202P11.1;ZMIZ1-AS1	OTTHUMG00000018559;RP11-202P11.1;ZMIZ1-AS1
MRPL13	MRPL13
MC4R	MC4R
KCNQ1OT1	KCNQ1OT1
PLK5	PLK5
SMYD3-IT1	SMYD3-IT1
FAM21A;FAM21B;FAM21C	FAM21A;FAM21B;FAM21C
RNA5SP434	RNA5SP434
SLC6A15	SLC6A15
TADA3	TADA3
BCL2L1	BCL2L1
FASTKD1	FASTKD1
FDPS	FDPS
AUH	AUH
CTA-217C2.1;LOC100506714;OTTHUMG00000151264	CTA-217C2.1;LOC100506714;OTTHUMG00000151264
IL6R	IL6R
AC004160.4;OTTHUMG00000152344	AC004160.4;OTTHUMG00000152344
GK	GK
SHMT1	SHMT1
LENG8-AS1	LENG8-AS1
ANKRD10	ANKRD10
UBXN4	UBXN4
ACTR8	ACTR8
RTBDN	RTBDN
AC013271.3;LOC440895;OTTHUMG00000153222	AC013271.3;LOC440895;OTTHUMG00000153222
ABCE1	ABCE1
RHOJ	RHOJ
KPNA2	KPNA2
ATL3	ATL3
KCTD20	KCTD20
SFXN2	SFXN2
POLD3	POLD3
GNAL	GNAL
KLHL3	KLHL3
XKR7	XKR7
SLC39A3	SLC39A3
OTTHUMG00000159106;RP11-400L8.2	OTTHUMG00000159106;RP11-400L8.2
OTTHUMG00000020972;RP11-229P13.20	OTTHUMG00000020972;RP11-229P13.20
UNC50	UNC50
MUC15	MUC15
LOC644669	LOC644669
HLTF	HLTF
CKLF	CKLF
RHBDD2	RHBDD2
FTSJ1	FTSJ1
A1BG	A1BG
CCDC167	CCDC167
AC092295.7;OTTHUMG00000048152	AC092295.7;OTTHUMG00000048152
COX6B1	COX6B1
DAAM1	DAAM1
FHL2	FHL2
HIGD2A	HIGD2A
AC078842.3;OTTHUMG00000155708	AC078842.3;OTTHUMG00000155708
LSAMP-AS1	LSAMP-AS1
GTF2F2	GTF2F2
TTC23L	TTC23L
PRPSAP2	PRPSAP2
AC004967.5;OCM2;OTTHUMG00000154162	AC004967.5;OCM2;OTTHUMG00000154162
RAPGEF6	RAPGEF6
A1BG-AS1	A1BG-AS1
RPS3	RPS3
VBP1	VBP1
CERS6	CERS6
EGFL8;OTTHUMG00000171245;PPT2;PPT2-EGFL8;XXbac-BPG300A18.12	EGFL8;OTTHUMG00000171245;PPT2;PPT2-EGFL8;XXbac-BPG300A18.12
RIN2	RIN2
EGFL8;PPT2;PPT2-EGFL8	EGFL8;PPT2;PPT2-EGFL8
EGFL8;PPT2;PPT2-EGFL8	EGFL8;PPT2;PPT2-EGFL8
DES	DES
VPS52	VPS52
VPS52	VPS52
TCTN3	TCTN3
RFXAP	RFXAP
SMARCA2	SMARCA2
KLHDC3	KLHDC3
MRPL9;OTTHUMG00000045374;RP11-98D18.3	MRPL9;OTTHUMG00000045374;RP11-98D18.3
SNAR-C3	SNAR-C3
ELF3;OTTHUMG00000040657;RP11-510N19.5	ELF3;OTTHUMG00000040657;RP11-510N19.5
CDNF	CDNF
ZNF271	ZNF271
APCDD1	APCDD1
DLG2	DLG2
POF1B	POF1B
POLR2L	POLR2L
MCU	MCU
DNAJB4	DNAJB4
FAM133A	FAM133A
ATF6	ATF6
OTTHUMG00000017664;RP11-397O4.1	OTTHUMG00000017664;RP11-397O4.1
NRG1-IT1	NRG1-IT1
RPRD1B	RPRD1B
EAF1	EAF1
CTD-2306M5.1;OTTHUMG00000161959	CTD-2306M5.1;OTTHUMG00000161959
C15orf59	C15orf59
APP	APP
GATAD2A	GATAD2A
ZNF726	ZNF726
PHF15	PHF15
PRKD1	PRKD1
PPP4C	PPP4C
MDGA1	MDGA1
GRWD1	GRWD1
OTTHUMG00000040559;RP11-666A1.5	OTTHUMG00000040559;RP11-666A1.5
MIR4735	MIR4735
STT3A	STT3A
COL15A1	COL15A1
NAA35	NAA35
PRH1;PRH2	PRH1;PRH2
CTD-2196P11.2;OTTHUMG00000162106	CTD-2196P11.2;OTTHUMG00000162106
CATSPERG	CATSPERG
TCTEX1D2	TCTEX1D2
EPPK1	EPPK1
CENPA	CENPA
C12orf75	C12orf75
LOC100507316;OTTHUMG00000164976;RP13-582O9.5	LOC100507316;OTTHUMG00000164976;RP13-582O9.5
GPR108	GPR108
CTD-2330K9.2;OTTHUMG00000156715	CTD-2330K9.2;OTTHUMG00000156715
OTTHUMG00000031774;RP11-352D3.2	OTTHUMG00000031774;RP11-352D3.2
SPRYD7	SPRYD7
UBL5	UBL5
CYP4X1	CYP4X1
CACNA1I	CACNA1I
DENR	DENR
CTU2	CTU2
SCN2B	SCN2B
PHKB	PHKB
NAA60	NAA60
SPRY1	SPRY1
MAD2L1	MAD2L1
LINC00950	LINC00950
TBC1D19	TBC1D19
ACN9	ACN9
OTTHUMG00000015729;RP1-20N2.6	OTTHUMG00000015729;RP1-20N2.6
MTMR10	MTMR10
MRPL45P2	MRPL45P2
AC008269.2;OTTHUMG00000154733	AC008269.2;OTTHUMG00000154733
MTG1	MTG1
LOC728175;OTTHUMG00000160616;RP11-290F5.2	LOC728175;OTTHUMG00000160616;RP11-290F5.2
BBS9	BBS9
MIR4770	MIR4770
OTTHUMG00000015096;RP1-300G12.2	OTTHUMG00000015096;RP1-300G12.2
LOC100132077;OTTHUMG00000020262;RP11-307E17.8	LOC100132077;OTTHUMG00000020262;RP11-307E17.8
OTX2	OTX2
NCBP2	NCBP2
RNU6-42P	RNU6-42P
ZNF365	ZNF365
R3HCC1	R3HCC1
RNF138	RNF138
TRAF7	TRAF7
AC009262.2;OTTHUMG00000153006	AC009262.2;OTTHUMG00000153006
SRM	SRM
RHOU	RHOU
TPT1-AS1	TPT1-AS1
CAT	CAT
VSIG10L	VSIG10L
OTTHUMG00000017742;RP11-124N14.3	OTTHUMG00000017742;RP11-124N14.3
RPS18	RPS18
DHRS7	DHRS7
HLF	HLF
INF2	INF2
LDHB	LDHB
AC012065.7;OTTHUMG00000151782	AC012065.7;OTTHUMG00000151782
ZNF548	ZNF548
THNSL1	THNSL1
SMEK1	SMEK1
VPS52	VPS52
KB-1047C11.2;LOC100616530;OTTHUMG00000164661	KB-1047C11.2;LOC100616530;OTTHUMG00000164661
PIK3C2G	PIK3C2G
CNOT6L	CNOT6L
SCARNA17	SCARNA17
LST1	LST1
TET3	TET3
ZNF836	ZNF836
NHSL2	NHSL2
ZNF738	ZNF738
DSEL	DSEL
PKDCC	PKDCC
LST1	LST1
EVC	EVC
TRPV4	TRPV4
ZMYND11	ZMYND11
PRDM16	PRDM16
COL24A1	COL24A1
WDR55	WDR55
INPPL1	INPPL1
TUBA4A	TUBA4A
PRR16	PRR16
TCEAL3	TCEAL3
IGF1	IGF1
YIPF6	YIPF6
MARVELD3	MARVELD3
SELENBP1	SELENBP1
MTHFSD	MTHFSD
CCDC43	CCDC43
GDF7	GDF7
CDC25A	CDC25A
RNU6-15P	RNU6-15P
RPAP3	RPAP3
GAS6	GAS6
CCNH	CCNH
ST5	ST5
FLJ44635	FLJ44635
OTTHUMG00000035180;RP11-540K16.1	OTTHUMG00000035180;RP11-540K16.1
TMEM100	TMEM100
EGFL8;PPT2;PPT2-EGFL8	EGFL8;PPT2;PPT2-EGFL8
LRCH2	LRCH2
EDNRA	EDNRA
DNM3-IT1	DNM3-IT1
HSPA5	HSPA5
FAM104A	FAM104A
IFT140	IFT140
SUV39H1	SUV39H1
YBX1	YBX1
ATP5F1	ATP5F1
STH	STH
TRIM5	TRIM5
CHD5	CHD5
RNU6-1;RNU6-2	RNU6-1;RNU6-2
PCDHB15	PCDHB15
PGM2	PGM2
ATG2A	ATG2A
RNA5SP74	RNA5SP74
HEXB	HEXB
RPL21P44	RPL21P44
CNEP1R1	CNEP1R1
SVEP1	SVEP1
KRAS	KRAS
TMED10	TMED10
SPACA3	SPACA3
BMI1;COMMD3-BMI1	BMI1;COMMD3-BMI1
HNRNPH2;RPL36A-HNRNPH2	HNRNPH2;RPL36A-HNRNPH2
MTFR1	MTFR1
MSH2	MSH2
OVCH2	OVCH2
OTTHUMG00000046130;RP11-247A12.2	OTTHUMG00000046130;RP11-247A12.2
SLC22A17	SLC22A17
METTL24	METTL24
CNNM1	CNNM1
CSNK1G1	CSNK1G1
CYSLTR1	CYSLTR1
GLB1L3	GLB1L3
PER1	PER1
IRS4	IRS4
HDAC1	HDAC1
OTTHUMG00000041299;RP11-66D17.5	OTTHUMG00000041299;RP11-66D17.5
CNTNAP4	CNTNAP4
DENND4A	DENND4A
CLSPN	CLSPN
SDHB	SDHB
IFT172	IFT172
OR8D2	OR8D2
LIMD1	LIMD1
HTRA3	HTRA3
ALMS1	ALMS1
SNORD116-1	SNORD116-1
GABARAPL1	GABARAPL1
C8orf40;SMIM19	C8orf40;SMIM19
PML	PML
WBP11	WBP11
TSPAN11	TSPAN11
MED13L	MED13L
TEX264	TEX264
RPL35	RPL35
PPP1R10	PPP1R10
CLDND1	CLDND1
PUM1	PUM1
ARMCX3	ARMCX3
CPVL	CPVL
TREML4	TREML4
RNF128	RNF128
LINC00461;MIR9-2	LINC00461;MIR9-2
SPC24	SPC24
SNAPC1	SNAPC1
FAM214B	FAM214B
LEF1	LEF1
AP2S1	AP2S1
TM4SF1	TM4SF1
PTCHD2	PTCHD2
NPFFR2	NPFFR2
PHACTR4	PHACTR4
CRYZL1	CRYZL1
PTGDS	PTGDS
AGBL2	AGBL2
AQP7P1	AQP7P1
MORF4L2	MORF4L2
C17orf103	C17orf103
ACAP2-IT1	ACAP2-IT1
PYGO2	PYGO2
STK24	STK24
RNA5SP221	RNA5SP221
MIR181A2	MIR181A2
SLC4A1AP	SLC4A1AP
TMEM104	TMEM104
ANKH	ANKH
PLGLB1;PLGLB2	PLGLB1;PLGLB2
ZNF598	ZNF598
ITPRIPL2	ITPRIPL2
GPD2	GPD2
SYCP2L	SYCP2L
TYK2	TYK2
TRPC5	TRPC5
MIR548A2	MIR548A2
SENP2	SENP2
OGDH	OGDH
ZC3H12B	ZC3H12B
AMMECR1	AMMECR1
RTL1	RTL1
AL591893.1;OTTHUMG00000013054	AL591893.1;OTTHUMG00000013054
MYCBP2	MYCBP2
SDE2	SDE2
VSNL1	VSNL1
DHRS1	DHRS1
SEH1L	SEH1L
GRHPR;OTTHUMG00000019917;RP11-397D12.6	GRHPR;OTTHUMG00000019917;RP11-397D12.6
C5	C5
DHX30	DHX30
ARL6IP1	ARL6IP1
SRA1	SRA1
PLA2G12A	PLA2G12A
ATP6V0E2-AS1	ATP6V0E2-AS1
TMEM25	TMEM25
FOXK2	FOXK2
GIGYF2	GIGYF2
DENND1B	DENND1B
GXYLT2	GXYLT2
EGFL8;OTTHUMG00000031555;PPT2;PPT2-EGFL8;XXbac-BCX105D18.9	EGFL8;OTTHUMG00000031555;PPT2;PPT2-EGFL8;XXbac-BCX105D18.9
AC105760.3;LOC93463;OTTHUMG00000153026	AC105760.3;LOC93463;OTTHUMG00000153026
RNA5SP481	RNA5SP481
ACAD10	ACAD10
RARRES1	RARRES1
CACYBP	CACYBP
AGTPBP1	AGTPBP1
MICU1	MICU1
