PROBEID	SYMBOL	ORIGINAL_ID
ILMN_1692332	ALOX12B	ILMN_1692332
ILMN_1807067	TLDC2	ILMN_1807067
ILMN_1756211	MOV10L1	ILMN_1756211
ILMN_1667737	DNAH17	ILMN_1667737
ILMN_1660379	CDPF1	ILMN_1660379
ILMN_2207190	IL5	ILMN_2207190
ILMN_1660031	P2RY6	ILMN_1660031
ILMN_1664330	CEACAM1	ILMN_1664330
ILMN_1678965	FABP1	ILMN_1678965
ILMN_1758129	OR6F1	ILMN_1758129
ILMN_2079004	MDH2	ILMN_2079004
ILMN_1761511	APOH	ILMN_1761511
ILMN_1757958	SLC26A5	ILMN_1757958
ILMN_1754555	SVOPL	ILMN_1754555
ILMN_1692281	DNAH10	ILMN_1692281
ILMN_1712040	FARP1	ILMN_1712040
ILMN_1686043	ZC2HC1C	ILMN_1686043
ILMN_1759585	CHEK2	ILMN_1759585
ILMN_2120555	ADCY1	ILMN_2120555
ILMN_1700705	SOST	ILMN_1700705
ILMN_1663497	MXI1	ILMN_1663497
ILMN_1695003	PCSK2	ILMN_1695003
ILMN_2411139	FIBP	ILMN_2411139
ILMN_1704045	DEAF1	ILMN_1704045
ILMN_1790988	OR5K1	ILMN_1790988
ILMN_2390017	SLC22A6	ILMN_2390017
ILMN_1707370	SLC2A7	ILMN_1707370
ILMN_1751630	TDRD10	ILMN_1751630
ILMN_1754929	OR6N1	ILMN_1754929
ILMN_2386355	CSNK2A1	ILMN_2386355
ILMN_1718420	LCE1D	ILMN_1718420
ILMN_1806510	VPS53	ILMN_1806510
ILMN_2364384	PPARG	ILMN_2364384
ILMN_2089097	OR9G1	ILMN_2089097
ILMN_1706455	TTC5	ILMN_1706455
ILMN_1732049	DPM2	ILMN_1732049
ILMN_2265783	FHL2	ILMN_2265783
ILMN_1685616	EFNA5	ILMN_1685616
ILMN_1757183	ZFHX4-AS1	ILMN_1757183
ILMN_1799708	GYPA	ILMN_1799708
ILMN_1671058	CDX2	ILMN_1671058
ILMN_2339234	TRIM16	ILMN_2339234
ILMN_1738793	ZNF71	ILMN_1738793
ILMN_1663118	RASGEF1C	ILMN_1663118
ILMN_1677590	RAP2B	ILMN_1677590
ILMN_1755704	PRB4	ILMN_1755704
ILMN_1760727	ANG	ILMN_1760727
ILMN_1811014	PGR	ILMN_1811014
ILMN_2357086	NETO1	ILMN_2357086
ILMN_1708402	NAT1	ILMN_1708402
ILMN_2259223	TMTC4	ILMN_2259223
ILMN_1769361	SOX11	ILMN_1769361
ILMN_1706186	PIANP	ILMN_1706186
ILMN_1689710	LRRC19	ILMN_1689710
ILMN_1689710	LOC730668	ILMN_1689710
ILMN_2124236	LINC00852	ILMN_2124236
ILMN_1737599	TRIM5	ILMN_1737599
ILMN_2259467	N4BP2L1	ILMN_2259467
ILMN_2085659	OTOGL	ILMN_2085659
ILMN_2410145	NR4A1	ILMN_2410145
ILMN_1672545	GIPC2	ILMN_1672545
ILMN_2415467	SYNRG	ILMN_2415467
ILMN_1794949	RCAN2	ILMN_1794949
ILMN_1796471	GDF5	ILMN_1796471
ILMN_1673872	TRMT5	ILMN_1673872
ILMN_1713274	OTOS	ILMN_1713274
ILMN_1810051	EPB41L4B	ILMN_1810051
ILMN_1772286	OCIAD2	ILMN_1772286
ILMN_1661839	OR52A5	ILMN_1661839
ILMN_1693655	TMEM30CP	ILMN_1693655
ILMN_1690695	PEX11A	ILMN_1690695
ILMN_1806725	PDCD1	ILMN_1806725
ILMN_1690192	CER1	ILMN_1690192
ILMN_1669239	P2RX2	ILMN_1669239
ILMN_1778897	TBC1D21	ILMN_1778897
ILMN_2236714	CSTF1	ILMN_2236714
ILMN_1802093	ZNF677	ILMN_1802093
ILMN_2354953	NQO1	ILMN_2354953
ILMN_1717327	KCNJ14	ILMN_1717327
ILMN_1808249	MS4A8	ILMN_1808249
ILMN_2144088	FDFT1	ILMN_2144088
ILMN_1726366	SNX9	ILMN_1726366
ILMN_1676311	COX18	ILMN_1676311
ILMN_2184869	ZMYM6	ILMN_2184869
ILMN_2281167	WDR7	ILMN_2281167
ILMN_1696434	LAMA1	ILMN_1696434
ILMN_1725496	KCNAB2	ILMN_1725496
ILMN_1742330	PLXNB1	ILMN_1742330
ILMN_1674308	EP400P1	ILMN_1674308
ILMN_2229019	SEBOX	ILMN_2229019
ILMN_1656409	STON1	ILMN_1656409
ILMN_1656409	STON1-GTF2A1L	ILMN_1656409
ILMN_1678643	FHL2	ILMN_1678643
ILMN_1773696	RGMB	ILMN_1773696
ILMN_1752476	ATAT1	ILMN_1752476
ILMN_1675992	DST	ILMN_1675992
ILMN_1668863	LYPD1	ILMN_1668863
ILMN_1740112	ARHGAP27P1	ILMN_1740112
ILMN_1706406	ATP9A	ILMN_1706406
ILMN_1653461	CCSER1	ILMN_1653461
ILMN_1652369	ERCC1	ILMN_1652369
ILMN_1695792	CUL4A	ILMN_1695792
ILMN_1691499	TJP1	ILMN_1691499
ILMN_2146614	RALGAPA2	ILMN_2146614
ILMN_2222651	NAA35	ILMN_2222651
ILMN_1652946	VSTM5	ILMN_1652946
ILMN_1705685	MEIS1	ILMN_1705685
ILMN_1774005	ZIC1	ILMN_1774005
ILMN_1777792	BACH2	ILMN_1777792
ILMN_1694535	PDZK1	ILMN_1694535
ILMN_1800332	NGB	ILMN_1800332
ILMN_1811313	SLIT3	ILMN_1811313
ILMN_1740233	UGT1A10	ILMN_1740233
ILMN_2278550	MBOAT1	ILMN_2278550
ILMN_1790070	STPG4	ILMN_1790070
ILMN_1769752	FER1L5	ILMN_1769752
ILMN_1678655	PNLIPRP3	ILMN_1678655
ILMN_1679401	TRPM4	ILMN_1679401
ILMN_2358801	PLEKHG5	ILMN_2358801
ILMN_1782116	LOC442132	ILMN_1782116
ILMN_1695968	ABCG1	ILMN_1695968
ILMN_1661004	LINC00905	ILMN_1661004
ILMN_1721994	HPS4	ILMN_1721994
ILMN_1754752	CNNM2	ILMN_1754752
ILMN_1824136	SAMD12	ILMN_1824136
ILMN_1730355	FGFR4	ILMN_1730355
ILMN_2067052	KRTAP27-1	ILMN_2067052
ILMN_1749575	CYP7A1	ILMN_1749575
ILMN_2175894	HNRNPR	ILMN_2175894
ILMN_1788291	LHFPL5	ILMN_1788291
ILMN_1781841	LRRN2	ILMN_1781841
ILMN_1663577	S100PBP	ILMN_1663577
ILMN_2386040	MYO19	ILMN_2386040
ILMN_1805385	IL22RA2	ILMN_1805385
ILMN_1691668	LRRC73	ILMN_1691668
ILMN_1737943	THPO	ILMN_1737943
ILMN_1689831	EPB41L4A-DT	ILMN_1689831
ILMN_1766668	PCDH7	ILMN_1766668
ILMN_1686416	GRIP2	ILMN_1686416
ILMN_2131828	KIR3DL1	ILMN_2131828
ILMN_1656434	IP6K1	ILMN_1656434
ILMN_1684553	RHOH	ILMN_1684553
ILMN_1681553	SUPT20H	ILMN_1681553
ILMN_1680828	KRT27	ILMN_1680828
ILMN_2196609	OR5K3	ILMN_2196609
ILMN_1734021	CLSTN3	ILMN_1734021
ILMN_1703572	PCDH20	ILMN_1703572
ILMN_2243308	ACVR1B	ILMN_2243308
ILMN_1790556	IL1F10	ILMN_1790556
ILMN_1757440	DIPK1B	ILMN_1757440
ILMN_1674163	DDX42	ILMN_1674163
ILMN_1710354	KIFC3	ILMN_1710354
ILMN_1713174	TCP11L1	ILMN_1713174
ILMN_1768662	UCK2	ILMN_1768662
ILMN_1720916	SETD7	ILMN_1720916
ILMN_1812877	ZNF688	ILMN_1812877
ILMN_1694839	DSPP	ILMN_1694839
ILMN_1810120	SYT7	ILMN_1810120
ILMN_2225511	BRMS1L	ILMN_2225511
ILMN_2347249	RSPO4	ILMN_2347249
ILMN_1678007	CCDC196	ILMN_1678007
ILMN_1656546	ARHGEF11	ILMN_1656546
ILMN_1714170	SPSB1	ILMN_1714170
ILMN_2110338	NKPD1	ILMN_2110338
ILMN_2372403	ALDH5A1	ILMN_2372403
ILMN_2230592	MRPL3	ILMN_2230592
ILMN_1806607	SFN	ILMN_1806607
ILMN_1679290	LTK	ILMN_1679290
ILMN_1792057	LRP2BP	ILMN_1792057
ILMN_2102580	UTP20	ILMN_2102580
ILMN_1713088	MSI2	ILMN_1713088
ILMN_1750800	ACO1	ILMN_1750800
ILMN_1720027	ZNF23	ILMN_1720027
ILMN_1809437	RHBDD2	ILMN_1809437
ILMN_1748241	CENPP	ILMN_1748241
ILMN_2102670	GATA2	ILMN_2102670
ILMN_1668465	MEAK7	ILMN_1668465
ILMN_1693119	LYPD6B	ILMN_1693119
ILMN_1704353	IGSF3	ILMN_1704353
ILMN_1777168	KAT14	ILMN_1777168
ILMN_1768951	CEP126	ILMN_1768951
ILMN_1678191	GDF10	ILMN_1678191
ILMN_1656194	TSPAN10	ILMN_1656194
ILMN_1763359	PEG10	ILMN_1763359
ILMN_1714757	TNFRSF19	ILMN_1714757
ILMN_1674376	ANGPTL4	ILMN_1674376
ILMN_1794662	DSG1	ILMN_1794662
ILMN_1728698	GDE1	ILMN_1728698
ILMN_1762932	CHMP2A	ILMN_1762932
ILMN_1807728	LINC01551	ILMN_1807728
ILMN_1730616	MARCHF11	ILMN_1730616
ILMN_1673673	PBK	ILMN_1673673
ILMN_1698846	SLC8A2	ILMN_1698846
ILMN_2330307	SLC43A3	ILMN_2330307
ILMN_1686096	SPATA17	ILMN_1686096
ILMN_1731596	AP3S2	ILMN_1731596
ILMN_1731596	ARPIN-AP3S2	ILMN_1731596
ILMN_1740671	ATOH1	ILMN_1740671
ILMN_1735004	TMA16	ILMN_1735004
ILMN_1797816	RPTOR	ILMN_1797816
ILMN_1757294	PRSS42P	ILMN_1757294
ILMN_1708588	ADCY5	ILMN_1708588
ILMN_2366041	ITM2C	ILMN_2366041
ILMN_1765851	TRADD	ILMN_1765851
ILMN_1803300	SLC25A47	ILMN_1803300
ILMN_2353161	MSLN	ILMN_2353161
ILMN_1778253	SRC	ILMN_1778253
ILMN_2203768	PRR15	ILMN_2203768
ILMN_1669876	CUX2	ILMN_1669876
ILMN_1726783	RNASEH1	ILMN_1726783
ILMN_1778595	SLN	ILMN_1778595
ILMN_1681154	ZBTB39	ILMN_1681154
ILMN_2238389	LDB3	ILMN_2238389
ILMN_1794374	PER2	ILMN_1794374
ILMN_1739559	FAM187B	ILMN_1739559
ILMN_1659792	HOXD9	ILMN_1659792
ILMN_1764489	TBL2	ILMN_1764489
ILMN_1782810	ACTRT3	ILMN_1782810
ILMN_1715096	FAXC	ILMN_1715096
ILMN_2400322	DYRK3	ILMN_2400322
ILMN_1771174	KRTAP10-1	ILMN_1771174
ILMN_1792383	PFN4	ILMN_1792383
ILMN_1765274	CAPN11	ILMN_1765274
ILMN_1810857	S100A5	ILMN_1810857
ILMN_2184640	NOLC1	ILMN_2184640
ILMN_1681882	CETP	ILMN_1681882
ILMN_1701244	ITFG2	ILMN_1701244
ILMN_1785902	C1QC	ILMN_1785902
ILMN_1702310	LGR5	ILMN_1702310
ILMN_2358626	ADK	ILMN_2358626
ILMN_1814296	TRPM6	ILMN_1814296
ILMN_1708056	ANKRD31	ILMN_1708056
ILMN_2084059	SLC12A4	ILMN_2084059
ILMN_1722364	DNPH1	ILMN_1722364
ILMN_1707273	KRTAP10-2	ILMN_1707273
ILMN_1676670	TMED8	ILMN_1676670
ILMN_1777725	LSM14B	ILMN_1777725
ILMN_1785010	TPTE2	ILMN_1785010
ILMN_2410826	OAS1	ILMN_2410826
ILMN_2340202	CASZ1	ILMN_2340202
ILMN_1756445	PMF1	ILMN_1756445
ILMN_1807556	VWA3A	ILMN_1807556
ILMN_1717334	VAV1	ILMN_1717334
ILMN_1659103	PSMA8	ILMN_1659103
ILMN_1721325	CERK	ILMN_1721325
ILMN_1760049	SERGEF	ILMN_1760049
ILMN_1754102	TGIF1	ILMN_1754102
ILMN_1741168	SPRY4	ILMN_1741168
ILMN_1737860	ZNF70	ILMN_1737860
ILMN_1705250	ADAMTSL1	ILMN_1705250
ILMN_1804361	SUFU	ILMN_1804361
ILMN_1750641	SRCAP	ILMN_1750641
ILMN_1740407	CHSY3	ILMN_1740407
ILMN_1707945	HELB	ILMN_1707945
ILMN_1760374	CD8A	ILMN_1760374
ILMN_1780172	FNDC11	ILMN_1780172
ILMN_1688103	CTNNBIP1	ILMN_1688103
ILMN_1689306	TMC7	ILMN_1689306
ILMN_1673969	TPTE2P6	ILMN_1673969
ILMN_1758266	PRLH	ILMN_1758266
ILMN_1683607	CYP1A2	ILMN_1683607
ILMN_1788783	TRAM2	ILMN_1788783
ILMN_1667016	FAF1	ILMN_1667016
ILMN_1722034	KIAA1586	ILMN_1722034
ILMN_1811234	ROS1	ILMN_1811234
ILMN_1709590	PGM5	ILMN_1709590
ILMN_1752899	BCL11A	ILMN_1752899
ILMN_1707314	PAX3	ILMN_1707314
ILMN_1757521	CKM	ILMN_1757521
ILMN_1660864	RHBDL1	ILMN_1660864
ILMN_1660547	ERC1	ILMN_1660547
ILMN_1731958	SYT10	ILMN_1731958
ILMN_1670149	OR4S1	ILMN_1670149
ILMN_1667641	ACACA	ILMN_1667641
ILMN_1705629	STEAP1	ILMN_1705629
ILMN_1754592	EDARADD	ILMN_1754592
ILMN_2218024	HBS1L	ILMN_2218024
ILMN_1749907	CCT6P3	ILMN_1749907
ILMN_1783656	ODF4	ILMN_1783656
ILMN_1671171	CECR2	ILMN_1671171
ILMN_1698756	B3GALT5	ILMN_1698756
ILMN_2399300	NAV2	ILMN_2399300
ILMN_1813341	PTGFR	ILMN_1813341
ILMN_2038778	GAPDH	ILMN_2038778
ILMN_2348367	FGFRL1	ILMN_2348367
ILMN_1804661	KALRN	ILMN_1804661
ILMN_1685796	CSDE1	ILMN_1685796
ILMN_1685805	MARK2P21	ILMN_1685805
ILMN_2342559	SPOCK3	ILMN_2342559
ILMN_1742775	ZNRF1	ILMN_1742775
ILMN_1654118	BCL2L1	ILMN_1654118
ILMN_1713523	KBTBD12	ILMN_1713523
ILMN_1805725	B4GALNT1	ILMN_1805725
ILMN_1773278	OR8D4	ILMN_1773278
ILMN_1710495	PAPLN	ILMN_1710495
ILMN_2278539	CFAP52	ILMN_2278539
ILMN_1799734	FOXB1	ILMN_1799734
ILMN_1772876	ZNF395	ILMN_1772876
ILMN_1720181	CLSTN1	ILMN_1720181
ILMN_1762207	SGSM1	ILMN_1762207
ILMN_1696845	ARHGAP35	ILMN_1696845
ILMN_1697998	MTFR2	ILMN_1697998
ILMN_2130721	NXNL2	ILMN_2130721
ILMN_1779778	PRR19	ILMN_1779778
ILMN_2179029	LRRTM1	ILMN_2179029
ILMN_1776516	ITPKA	ILMN_1776516
ILMN_1757546	OR1D2	ILMN_1757546
ILMN_1753275	DENND1A	ILMN_1753275
ILMN_1699711	DEDD	ILMN_1699711
ILMN_1661589	CD151	ILMN_1661589
ILMN_1699843	CRTC1	ILMN_1699843
ILMN_2129734	SEPTIN7P11	ILMN_2129734
ILMN_1747854	GOLGA8EP	ILMN_1747854
ILMN_1711283	PCDHGA9	ILMN_1711283
ILMN_1674827	FAM124A	ILMN_1674827
ILMN_2317543	ITGB4	ILMN_2317543
ILMN_1686987	ORC5	ILMN_1686987
ILMN_2332990	DIABLO	ILMN_2332990
ILMN_1708107	DPT	ILMN_1708107
ILMN_1712419	DCDC2	ILMN_1712419
ILMN_1651872	UBIAD1	ILMN_1651872
ILMN_1662070	HTR3A	ILMN_1662070
ILMN_1781454	RAE1	ILMN_1781454
ILMN_1807712	STAG3L5P-PVRIG2P-PILRB	ILMN_1807712
ILMN_1801762	PFDN4	ILMN_1801762
ILMN_1705049	TMEM67	ILMN_1705049
ILMN_1672661	SP110	ILMN_1672661
ILMN_2320277	ACRV1	ILMN_2320277
ILMN_1657349	EPHA6	ILMN_1657349
ILMN_1676613	AKAIN1	ILMN_1676613
ILMN_1734496	ARID1A	ILMN_1734496
ILMN_1688723	MSX2P1	ILMN_1688723
ILMN_1745713	STKLD1	ILMN_1745713
ILMN_2413527	VCL	ILMN_2413527
ILMN_1663578	KRT40	ILMN_1663578
ILMN_1672908	TWIST1	ILMN_1672908
ILMN_1748607	NOBOX	ILMN_1748607
ILMN_2129202	IFNA10	ILMN_2129202
ILMN_1659937	ZBTB24	ILMN_1659937
ILMN_1791447	CXCL12	ILMN_1791447
ILMN_2368188	TRPV6	ILMN_2368188
ILMN_1759250	TAP2	ILMN_1759250
ILMN_1745976	TRAF4	ILMN_1745976
ILMN_1653788	RNF208	ILMN_1653788
ILMN_1766986	DIRC1	ILMN_1766986
ILMN_1682988	RNF34	ILMN_1682988
ILMN_1685678	EEF1B2	ILMN_1685678
ILMN_1768449	PRPSAP1	ILMN_1768449
ILMN_1786377	NIPBL	ILMN_1786377
ILMN_2059549	SYK	ILMN_2059549
ILMN_1801262	RAD51B	ILMN_1801262
ILMN_2275396	ADORA1	ILMN_2275396
ILMN_2219466	APOBEC3B	ILMN_2219466
ILMN_1712430	ATP5MC1	ILMN_1712430
ILMN_1674756	FBXW12	ILMN_1674756
ILMN_1738759	PIGT	ILMN_1738759
ILMN_1739256	BAHD1	ILMN_1739256
ILMN_1722829	HLF	ILMN_1722829
ILMN_2271149	PGM5	ILMN_2271149
ILMN_1676361	ARHGAP22	ILMN_1676361
ILMN_1787539	ZNF177	ILMN_1787539
ILMN_1787539	ZNF559-ZNF177	ILMN_1787539
ILMN_1744432	COX8C	ILMN_1744432
ILMN_2165354	DCLK1	ILMN_2165354
ILMN_1799243	ANXA13	ILMN_1799243
ILMN_1676222	C16orf89	ILMN_1676222
ILMN_1792317	SLCO1C1	ILMN_1792317
ILMN_2240457	HPCAL1	ILMN_2240457
ILMN_1678478	CHST5	ILMN_1678478
ILMN_2054145	PAK1IP1	ILMN_2054145
ILMN_2408400	NSUN5	ILMN_2408400
ILMN_2316740	FOXP4	ILMN_2316740
ILMN_1653591	TRIM40	ILMN_1653591
ILMN_1711929	OR5AN1	ILMN_1711929
ILMN_1783676	CCDC15	ILMN_1783676
ILMN_2181064	GBA3	ILMN_2181064
ILMN_1794959	SLC35F3	ILMN_1794959
ILMN_1751975	ALOX15B	ILMN_1751975
ILMN_1805561	SLC14A1	ILMN_1805561
ILMN_1675721	UBE2R2	ILMN_1675721
ILMN_1669833	SH2B2	ILMN_1669833
ILMN_1808873	FAM225B	ILMN_1808873
ILMN_1684653	ADGRF4	ILMN_1684653
ILMN_1679973	OR1J2	ILMN_1679973
ILMN_1684538	IFNA6	ILMN_1684538
ILMN_1762021	TRIM48	ILMN_1762021
ILMN_1682778	MXRA8	ILMN_1682778
ILMN_1810687	FCGR2B	ILMN_1810687
ILMN_1723268	FAIM	ILMN_1723268
ILMN_2092589	BRINP3	ILMN_2092589
ILMN_1653001	CABLES1	ILMN_1653001
ILMN_2048957	ASZ1	ILMN_2048957
ILMN_1789136	SERF2	ILMN_1789136
ILMN_1789136	SERF2-C15ORF63	ILMN_1789136
ILMN_1761175	RPS6KB2	ILMN_1761175
ILMN_1714955	AIDA	ILMN_1714955
ILMN_1717887	GOLGA7B	ILMN_1717887
ILMN_1672538	NBR1	ILMN_1672538
ILMN_2357471	KNL1	ILMN_2357471
ILMN_1654697	ZNF280B	ILMN_1654697
ILMN_1747627	ABCA2	ILMN_1747627
ILMN_1815849	OR8B2	ILMN_1815849
ILMN_1800530	AGAP1	ILMN_1800530
ILMN_1730260	EEF1AKMT1	ILMN_1730260
ILMN_1749583	ZNF777	ILMN_1749583
ILMN_1658628	LINC00239	ILMN_1658628
ILMN_1726913	RBPJ	ILMN_1726913
ILMN_1785646	PMP22	ILMN_1785646
ILMN_2251452	RPS6KA1	ILMN_2251452
ILMN_1698117	DSCR8	ILMN_1698117
ILMN_1682085	NONO	ILMN_1682085
ILMN_2120624	ZIC4	ILMN_2120624
ILMN_1742824	SPATA13	ILMN_1742824
ILMN_1781656	SCGB1D1	ILMN_1781656
ILMN_1751637	TAS2R38	ILMN_1751637
ILMN_1660007	KASH5	ILMN_1660007
ILMN_1672178	RNF8	ILMN_1672178
ILMN_1653395	CCR5	ILMN_1653395
ILMN_1653771	DNAI3	ILMN_1653771
ILMN_1683120	UNG	ILMN_1683120
ILMN_1804339	CAMK1G	ILMN_1804339
ILMN_1656576	ATCAY	ILMN_1656576
ILMN_2290893	PCDHA9	ILMN_2290893
ILMN_2290893	PCDHAC2	ILMN_2290893
ILMN_2290893	PCDHAC1	ILMN_2290893
ILMN_2290893	PCDHA13	ILMN_2290893
ILMN_2290893	PCDHA12	ILMN_2290893
ILMN_2290893	PCDHA11	ILMN_2290893
ILMN_2290893	PCDHA10	ILMN_2290893
ILMN_2290893	PCDHA8	ILMN_2290893
ILMN_2290893	PCDHA7	ILMN_2290893
ILMN_2290893	PCDHA6	ILMN_2290893
ILMN_2290893	PCDHA5	ILMN_2290893
ILMN_2290893	PCDHA4	ILMN_2290893
ILMN_2290893	PCDHA3	ILMN_2290893
ILMN_2290893	PCDHA2	ILMN_2290893
ILMN_2290893	PCDHA1	ILMN_2290893
ILMN_1690276	ZNF354C	ILMN_1690276
ILMN_1703913	DST	ILMN_1703913
ILMN_1690252	ALKBH2	ILMN_1690252
ILMN_1719641	SMOC2	ILMN_1719641
ILMN_2220735	CLEC3A	ILMN_2220735
ILMN_2368597	SMG7	ILMN_2368597
ILMN_1805158	TAF1A	ILMN_1805158
ILMN_1654246	SIRT6	ILMN_1654246
ILMN_2416019	ENTPD8	ILMN_2416019
ILMN_1706818	THADA	ILMN_1706818
ILMN_1694061	TRAF3IP2	ILMN_1694061
ILMN_1687046	OR10A2	ILMN_1687046
ILMN_1724009	SETD6	ILMN_1724009
ILMN_1696657	LRRN2	ILMN_1696657
ILMN_2227495	ZNF549	ILMN_2227495
ILMN_2223772	GP6	ILMN_2223772
ILMN_1876629	LINC01960	ILMN_1876629
ILMN_1726879	PRR15	ILMN_1726879
ILMN_1652412	PHKB	ILMN_1652412
ILMN_1786966	ATRNL1	ILMN_1786966
ILMN_1686370	PHYKPL	ILMN_1686370
ILMN_2383874	PRELID2	ILMN_2383874
ILMN_1781027	TSNARE1	ILMN_1781027
ILMN_1798931	MUC7	ILMN_1798931
ILMN_2254562	FRS2	ILMN_2254562
ILMN_1687315	RXRA	ILMN_1687315
ILMN_1779984	ACE	ILMN_1779984
ILMN_1732584	SHISA6	ILMN_1732584
ILMN_1681721	OASL	ILMN_1681721
ILMN_1658965	GABBR1	ILMN_1658965
ILMN_1800837	CFDP1	ILMN_1800837
ILMN_1768248	FOXP1	ILMN_1768248
ILMN_2388397	LYPD1	ILMN_2388397
ILMN_1787509	HELZ2	ILMN_1787509
ILMN_1693702	MRFAP1L1	ILMN_1693702
ILMN_1721888	ITGA2B	ILMN_1721888
ILMN_1809601	WFIKKN1	ILMN_1809601
ILMN_1692394	MINAR1	ILMN_1692394
ILMN_1815086	NINJ1	ILMN_1815086
ILMN_1708098	LIX1L	ILMN_1708098
ILMN_1756408	PARVA	ILMN_1756408
ILMN_1691376	JAG1	ILMN_1691376
ILMN_1702636	TUBB6	ILMN_1702636
ILMN_1732187	TMEM143	ILMN_1732187
ILMN_1680614	HERC2P9	ILMN_1680614
ILMN_1774945	NRG3	ILMN_1774945
ILMN_1683990	CPLANE2	ILMN_1683990
ILMN_2094630	TRIM60	ILMN_2094630
ILMN_1695711	OTULINL	ILMN_1695711
ILMN_1688452	LCMT1	ILMN_1688452
ILMN_1691848	LIX1	ILMN_1691848
ILMN_1668969	MIXL1	ILMN_1668969
ILMN_2122926	VN1R2	ILMN_2122926
ILMN_1664236	ADAM28	ILMN_1664236
ILMN_1767649	PCDHGC5	ILMN_1767649
ILMN_1805062	OR51V1	ILMN_1805062
ILMN_1765701	TUBA1B	ILMN_1765701
ILMN_2258689	SORBS1	ILMN_2258689
ILMN_1719232	ESS2	ILMN_1719232
ILMN_1692156	KCNC2	ILMN_1692156
ILMN_1658206	OSCP1	ILMN_1658206
ILMN_1772957	FOXRED2	ILMN_1772957
ILMN_2268241	ABL1	ILMN_2268241
ILMN_1743296	LCE5A	ILMN_1743296
ILMN_2223313	CYS1	ILMN_2223313
ILMN_1681643	PCP4L1	ILMN_1681643
ILMN_2358760	HPN	ILMN_2358760
ILMN_1774844	MAPKAPK2	ILMN_1774844
ILMN_2326075	NTRK1	ILMN_2326075
ILMN_1685810	NFATC3	ILMN_1685810
ILMN_1718900	KCTD2	ILMN_1718900
ILMN_1744200	SRMS	ILMN_1744200
ILMN_1709322	RPL34	ILMN_1709322
ILMN_1722831	KCNH2	ILMN_1722831
ILMN_1765500	NDUFV3	ILMN_1765500
ILMN_1911042	PIP4K2A	ILMN_1911042
ILMN_1722959	OTX2	ILMN_1722959
ILMN_2406313	RBCK1	ILMN_2406313
ILMN_1720088	SREK1	ILMN_1720088
ILMN_1728747	STXBP1	ILMN_1728747
ILMN_1709056	FBXW8	ILMN_1709056
ILMN_1784477	PLEKHG5	ILMN_1784477
ILMN_1752746	LINC00607	ILMN_1752746
ILMN_2387865	KCNIP4	ILMN_2387865
ILMN_1813270	ELF5	ILMN_1813270
ILMN_1755535	EGFR	ILMN_1755535
ILMN_1707310	MGLL	ILMN_1707310
ILMN_2177575	ZFAT-AS1	ILMN_2177575
ILMN_1714622	TNRC6A	ILMN_1714622
ILMN_1742827	EXOC4	ILMN_1742827
ILMN_2089073	ATP9A	ILMN_2089073
ILMN_1662166	PTK7	ILMN_1662166
ILMN_1791095	SERPINA11	ILMN_1791095
ILMN_1796572	HFM1	ILMN_1796572
ILMN_1733407	QTRT2	ILMN_1733407
ILMN_2064090	OR4M1	ILMN_2064090
ILMN_1767362	ADAMTS6	ILMN_1767362
ILMN_2089656	UTP25	ILMN_2089656
ILMN_1723230	PDE5A	ILMN_1723230
ILMN_1750376	PCDHB17P	ILMN_1750376
ILMN_1789645	IL12RB1	ILMN_1789645
ILMN_1764175	GPD1	ILMN_1764175
ILMN_1668814	CENPM	ILMN_1668814
ILMN_2211085	EML5	ILMN_2211085
ILMN_1780047	PLEKHG5	ILMN_1780047
ILMN_2410523	DDR2	ILMN_2410523
ILMN_1688864	CABP4	ILMN_1688864
ILMN_1682015	GAL	ILMN_1682015
ILMN_1793367	CIST1	ILMN_1793367
ILMN_1805665	FLRT3	ILMN_1805665
ILMN_2121389	ACOT1	ILMN_2121389
ILMN_1665903	KIF25	ILMN_1665903
ILMN_1767658	RRS1	ILMN_1767658
ILMN_1706699	C22orf46P	ILMN_1706699
ILMN_1748697	LIN28B	ILMN_1748697
ILMN_1761083	HNRNPA3	ILMN_1761083
ILMN_1764231	LMO3	ILMN_1764231
ILMN_1713638	NIPAL4	ILMN_1713638
ILMN_1666502	SOBP	ILMN_1666502
ILMN_1811195	ZNF211	ILMN_1811195
ILMN_2359456	ERGIC3	ILMN_2359456
ILMN_1696556	URB2	ILMN_1696556
ILMN_1742798	TRA2B	ILMN_1742798
ILMN_1739374	NKAIN1	ILMN_1739374
ILMN_1702221	MCM8	ILMN_1702221
ILMN_1794921	MS4A10	ILMN_1794921
ILMN_1668546	STK31	ILMN_1668546
ILMN_1722227	MRGPRX4	ILMN_1722227
ILMN_1812678	AGMO	ILMN_1812678
ILMN_1691578	GTF3C6	ILMN_1691578
ILMN_2225974	GCLM	ILMN_2225974
ILMN_1692602	ZAN	ILMN_1692602
ILMN_1659823	PCDH1	ILMN_1659823
ILMN_1714384	PCCA	ILMN_1714384
ILMN_1786989	NKX6-2	ILMN_1786989
ILMN_1728445	IGFBP1	ILMN_1728445
ILMN_1720849	PYGM	ILMN_1720849
ILMN_1670158	FAM83A	ILMN_1670158
ILMN_1722070	APOC3	ILMN_1722070
ILMN_1800721	VPS13A	ILMN_1800721
ILMN_2253759	IL18BP	ILMN_2253759
ILMN_2306692	MINK1	ILMN_2306692
ILMN_1726597	RIPOR2	ILMN_1726597
