PROBEID	SYMBOL	ORIGINAL_ID
ILMN_2053103	SLC40A1	ILMN_2053103
ILMN_1819608	ARRB1	ILMN_1819608
ILMN_1766054	ABCA1	ILMN_1766054
ILMN_1743032	CTSS	ILMN_1743032
ILMN_1798804	SRPK1	ILMN_1798804
ILMN_1741727	QPCT	ILMN_1741727
ILMN_1770803	BNIP2	ILMN_1770803
ILMN_1729318	TOR1AIP1	ILMN_1729318
ILMN_2307740	CD46	ILMN_2307740
ILMN_1752117	PIP4P2	ILMN_1752117
ILMN_1738632	PRKAR1A	ILMN_1738632
ILMN_1803279	TMED5	ILMN_1803279
ILMN_2101278	RGS18	ILMN_2101278
ILMN_1674402	TMEM71	ILMN_1674402
ILMN_1717337	MARCHF7	ILMN_1717337
ILMN_1768870	CAPZA2	ILMN_1768870
ILMN_1903159	PPM1A	ILMN_1903159
ILMN_1727361	LEMD3	ILMN_1727361
ILMN_1711069	YPEL5	ILMN_1711069
ILMN_1715068	AQP9	ILMN_1715068
ILMN_1737462	OXR1	ILMN_1737462
ILMN_1696494	CMTM6	ILMN_1696494
ILMN_1756937	ST8SIA4	ILMN_1756937
ILMN_1807994	PCNP	ILMN_1807994
ILMN_1738784	PPP2R5A	ILMN_1738784
ILMN_1657515	RPS6KA5	ILMN_1657515
ILMN_1682180	VCPIP1	ILMN_1682180
ILMN_2405018	PPP1CB	ILMN_2405018
ILMN_1744534	ETFRF1	ILMN_1744534
ILMN_1742230	BAZ1A	ILMN_1742230
ILMN_1720850	BAZ2B	ILMN_1720850
ILMN_1665557	USP15	ILMN_1665557
ILMN_1792587	VPS4B	ILMN_1792587
ILMN_1813491	SPTLC1	ILMN_1813491
ILMN_1651628	EXOC6	ILMN_1651628
ILMN_1750693	SSR1	ILMN_1750693
ILMN_2307598	SLC37A3	ILMN_2307598
ILMN_1703074	CPD	ILMN_1703074
ILMN_1810729	UBL3	ILMN_1810729
ILMN_1794190	CCPG1	ILMN_1794190
ILMN_1794190	DNAAF4-CCPG1	ILMN_1794190
ILMN_2214678	MXD1	ILMN_2214678
ILMN_1783120	SLMAP	ILMN_1783120
ILMN_1679195	RAB5IF	ILMN_1679195
ILMN_1679195	TGIF2-RAB5IF	ILMN_1679195
ILMN_1725862	USP3	ILMN_1725862
ILMN_1726245	TGFBR2	ILMN_1726245
ILMN_1814247	TCFL5	ILMN_1814247
ILMN_1691559	ELF2	ILMN_1691559
ILMN_1730611	RTN4	ILMN_1730611
ILMN_1795893	TMEM167B	ILMN_1795893
ILMN_1736796	RB1CC1	ILMN_1736796
ILMN_2155322	ZNF652	ILMN_2155322
ILMN_1781580	BRI3	ILMN_1781580
ILMN_1766408	CBFB	ILMN_1766408
ILMN_2358202	SRRT	ILMN_2358202
ILMN_1667430	DEGS1	ILMN_1667430
ILMN_1688702	PJA2	ILMN_1688702
ILMN_1784753	PAIP2	ILMN_1784753
ILMN_1669905	DCP2	ILMN_1669905
ILMN_2087692	CYBRD1	ILMN_2087692
ILMN_1789510	STIP1	ILMN_1789510
ILMN_1697024	STYX	ILMN_1697024
ILMN_1780132	PELI2	ILMN_1780132
ILMN_2076463	SLC15A4	ILMN_2076463
ILMN_1713978	SDF2	ILMN_1713978
ILMN_1769566	ATG3	ILMN_1769566
ILMN_1703330	FEM1C	ILMN_1703330
ILMN_1716797	CD302	ILMN_1716797
ILMN_1716797	LY75-CD302	ILMN_1716797
ILMN_1682316	TRIM33	ILMN_1682316
ILMN_1715991	CAVIN2	ILMN_1715991
ILMN_1797813	SUZ12	ILMN_1797813
ILMN_2316974	LILRB1	ILMN_2316974
ILMN_1661554	DIAPH1	ILMN_1661554
ILMN_1808148	SMCHD1	ILMN_1808148
ILMN_1732985	PHF20L1	ILMN_1732985
ILMN_1719518	ARF4	ILMN_1719518
ILMN_2413259	SOCS4	ILMN_2413259
ILMN_1744963	ERO1A	ILMN_1744963
ILMN_1697153	ZDHHC17	ILMN_1697153
ILMN_1712748	GSKIP	ILMN_1712748
ILMN_1724544	PPP4R1	ILMN_1724544
ILMN_1724139	TMEM123	ILMN_1724139
ILMN_1766798	ACAP2	ILMN_1766798
ILMN_1795089	RASAL3	ILMN_1795089
ILMN_1664776	EFR3A	ILMN_1664776
ILMN_1752927	FHIP2A	ILMN_1752927
ILMN_1768197	PTBP3	ILMN_1768197
ILMN_1688346	ZNF800	ILMN_1688346
ILMN_1788468	ARGLU1	ILMN_1788468
ILMN_1682095	RCOR3	ILMN_1682095
ILMN_1784766	MCM3AP	ILMN_1784766
ILMN_1679268	PELI1	ILMN_1679268
ILMN_1733579	EVI2A	ILMN_1733579
ILMN_1681008	CGRRF1	ILMN_1681008
ILMN_1792508	TMEM59	ILMN_1792508
ILMN_1739586	FEZ2	ILMN_1739586
ILMN_1724533	LY96	ILMN_1724533
ILMN_2155228	CRLF3	ILMN_2155228
ILMN_1770085	BTG2	ILMN_1770085
ILMN_1707286	PLBD1	ILMN_1707286
ILMN_2206272	D2HGDH	ILMN_2206272
ILMN_1760360	LTN1	ILMN_1760360
ILMN_1724753	NIN	ILMN_1724753
ILMN_1656413	ZMPSTE24	ILMN_1656413
ILMN_1700733	ATOSA	ILMN_1700733
ILMN_1666727	ZNF586	ILMN_1666727
ILMN_1691181	TMX1	ILMN_1691181
ILMN_2378100	FBXL5	ILMN_2378100
ILMN_2054297	PTGS2	ILMN_2054297
ILMN_2389376	DCAF11	ILMN_2389376
ILMN_1736510	FOXN2	ILMN_1736510
ILMN_1737426	PCMTD1	ILMN_1737426
ILMN_1737146	TRAM1	ILMN_1737146
ILMN_1750079	PURB	ILMN_1750079
ILMN_1721669	IDH3B	ILMN_1721669
ILMN_1720303	OSTM1	ILMN_1720303
ILMN_2381753	G3BP2	ILMN_2381753
ILMN_1666208	MIS18BP1	ILMN_1666208
ILMN_1775257	PROK2	ILMN_1775257
ILMN_1798543	STK17B	ILMN_1798543
ILMN_1801822	ARK2N	ILMN_1801822
ILMN_2147517	CD58	ILMN_2147517
ILMN_1657129	SKAP2	ILMN_1657129
ILMN_1757272	THAP1	ILMN_1757272
ILMN_1681845	TENT2	ILMN_1681845
ILMN_1777061	ZSWIM6	ILMN_1777061
ILMN_1675939	IFNGR1	ILMN_1675939
ILMN_1792389	ARK2C	ILMN_1792389
ILMN_1728907	SCAMP1	ILMN_1728907
ILMN_1662364	AARS1	ILMN_1662364
ILMN_1725312	RASA1	ILMN_1725312
ILMN_1785356	DENND5A	ILMN_1785356
ILMN_1666902	ADGRG5	ILMN_1666902
ILMN_1751143	TMEM243	ILMN_1751143
ILMN_1763875	ABCF1	ILMN_1763875
ILMN_2151056	BORCS7	ILMN_2151056
ILMN_1774617	NAB1	ILMN_1774617
ILMN_1733356	MOB4	ILMN_1733356
ILMN_1733356	HSPE1-MOB4	ILMN_1733356
ILMN_2340259	PDE4B	ILMN_2340259
ILMN_1794399	SNRK	ILMN_1794399
ILMN_1722811	CDKN1B	ILMN_1722811
ILMN_2103761	TLE4	ILMN_2103761
ILMN_2195821	CREBRF	ILMN_2195821
ILMN_1724376	ERLEC1	ILMN_1724376
ILMN_2332558	ARL5A	ILMN_2332558
ILMN_1742541	ZNF518A	ILMN_1742541
ILMN_1779404	PUF60	ILMN_1779404
ILMN_2379469	EIF3B	ILMN_2379469
ILMN_1764970	JMJD1C	ILMN_1764970
ILMN_1710326	CLDND1	ILMN_1710326
ILMN_1776788	CREBRF	ILMN_1776788
ILMN_1751708	ITM2B	ILMN_1751708
ILMN_1678504	RHOT1	ILMN_1678504
ILMN_1781097	UBXN4	ILMN_1781097
ILMN_1734895	SFT2D1	ILMN_1734895
ILMN_1738239	RBM6	ILMN_1738239
ILMN_1743299	PEX2	ILMN_1743299
ILMN_1880406	PTEN	ILMN_1880406
ILMN_1806312	TMEM230	ILMN_1806312
ILMN_1716862	PPM1B	ILMN_1716862
ILMN_2183938	LEMD3	ILMN_2183938
ILMN_1664826	FBXO33	ILMN_1664826
ILMN_1706498	DSE	ILMN_1706498
ILMN_1756942	SP3	ILMN_1756942
ILMN_1720771	STX11	ILMN_1720771
ILMN_1793743	SLC49A4	ILMN_1793743
ILMN_2307032	OSBPL5	ILMN_2307032
ILMN_1693338	CYP1B1	ILMN_1693338
ILMN_1778457	IL18	ILMN_1778457
ILMN_1712305	CYBRD1	ILMN_1712305
ILMN_1715661	TFAM	ILMN_1715661
ILMN_1679727	CLK1	ILMN_1679727
ILMN_1723158	NOP2	ILMN_1723158
ILMN_2387599	RAB5IF	ILMN_2387599
ILMN_2387599	TGIF2-RAB5IF	ILMN_2387599
ILMN_2051408	PNPT1	ILMN_2051408
ILMN_1656682	AZIN1	ILMN_1656682
ILMN_1668369	CDC37	ILMN_1668369
ILMN_1688526	ARL5A	ILMN_1688526
ILMN_1687768	NCOA7	ILMN_1687768
ILMN_1701111	GPCPD1	ILMN_1701111
ILMN_1665877	RNF149	ILMN_1665877
ILMN_2253732	ST8SIA4	ILMN_2253732
ILMN_1718961	BNIP3L	ILMN_1718961
ILMN_1673543	PGM2	ILMN_1673543
ILMN_1702759	TMX4	ILMN_1702759
ILMN_2331266	NUMB	ILMN_2331266
ILMN_1812640	AHR	ILMN_1812640
ILMN_1765644	COMMD8	ILMN_1765644
ILMN_1654268	HMGB2	ILMN_1654268
ILMN_1660691	RAB31	ILMN_1660691
ILMN_1737988	PRNP	ILMN_1737988
ILMN_1741392	SLC25A20	ILMN_1741392
ILMN_1676448	WDFY1	ILMN_1676448
ILMN_1692754	VMP1	ILMN_1692754
ILMN_1769720	STAU2	ILMN_1769720
ILMN_2369018	EVI2A	ILMN_2369018
ILMN_2097546	NUDC	ILMN_2097546
ILMN_1688622	UBQLN1	ILMN_1688622
ILMN_2141941	TOR1AIP1	ILMN_2141941
ILMN_2403946	FEZ2	ILMN_2403946
ILMN_1679428	CHIC2	ILMN_1679428
ILMN_1837428	RAB27B	ILMN_1837428
ILMN_1713682	FBXO11	ILMN_1713682
ILMN_1661002	COP1	ILMN_1661002
ILMN_1771333	CD47	ILMN_1771333
ILMN_1803941	TBC1D15	ILMN_1803941
ILMN_1700695	SLC44A1	ILMN_1700695
ILMN_1678939	VNN2	ILMN_1678939
ILMN_1799128	SLC30A9	ILMN_1799128
ILMN_2088825	ACAP2	ILMN_2088825
ILMN_1721978	CARD11	ILMN_1721978
ILMN_1761981	CIAO2A	ILMN_1761981
ILMN_1706075	SF3B1	ILMN_1706075
ILMN_1661833	ANKRD12	ILMN_1661833
ILMN_2275098	DTX2	ILMN_2275098
ILMN_1729430	FBH1	ILMN_1729430
ILMN_1802151	OSBPL5	ILMN_1802151
ILMN_1749244	LYRM1	ILMN_1749244
ILMN_1684982	PDK4	ILMN_1684982
ILMN_2321416	DIAPH1	ILMN_2321416
ILMN_1859946	UHMK1	ILMN_1859946
ILMN_1704557	RPS6KB1	ILMN_1704557
ILMN_1813489	RAF1	ILMN_1813489
ILMN_1673305	RHOC	ILMN_1673305
ILMN_2215382	DDX51	ILMN_2215382
ILMN_1653134	CNEP1R1	ILMN_1653134
ILMN_1677484	SNAPC4	ILMN_1677484
ILMN_2241775	RO60	ILMN_2241775
ILMN_1758941	REEP5	ILMN_1758941
ILMN_2388466	TIA1	ILMN_2388466
ILMN_1807304	MBNL1	ILMN_1807304
ILMN_1704730	CD93	ILMN_1704730
ILMN_1681837	POLR3A	ILMN_1681837
ILMN_1814173	SMARCA4	ILMN_1814173
ILMN_1659786	TRMT13	ILMN_1659786
ILMN_1665357	EPS15	ILMN_1665357
ILMN_2220518	LAMTOR5	ILMN_2220518
ILMN_1790650	CEP20	ILMN_1790650
ILMN_1796423	CLIC3	ILMN_1796423
ILMN_2197519	ZNF627	ILMN_2197519
ILMN_1699112	COPB1	ILMN_1699112
ILMN_1838313	LRRC8B	ILMN_1838313
ILMN_1781752	CLEC16A	ILMN_1781752
ILMN_1752631	CGGBP1	ILMN_1752631
ILMN_1693220	AKAP11	ILMN_1693220
ILMN_1810176	MAP3K7	ILMN_1810176
ILMN_1726288	TMEM106B	ILMN_1726288
ILMN_1748926	TMEM209	ILMN_1748926
ILMN_1763265	CHMP1B	ILMN_1763265
ILMN_1769433	IQGAP2	ILMN_1769433
ILMN_1745076	CLINT1	ILMN_1745076
ILMN_1681628	ZNF277	ILMN_1681628
ILMN_1814573	CMTR2	ILMN_1814573
ILMN_1721138	GRPEL2	ILMN_1721138
ILMN_1708906	CNOT11	ILMN_1708906
ILMN_1787843	HSDL2	ILMN_1787843
ILMN_1783149	CDH23	ILMN_1783149
ILMN_1784238	SEC22B	ILMN_1784238
ILMN_1764964	IFNGR2	ILMN_1764964
ILMN_1671603	MED30	ILMN_1671603
ILMN_2371825	AGL	ILMN_2371825
ILMN_1799106	MTARC1	ILMN_1799106
ILMN_1812776	FBXO28	ILMN_1812776
ILMN_1658464	GTF3A	ILMN_1658464
ILMN_1737084	TXLNA	ILMN_1737084
ILMN_1701134	PTEN	ILMN_1701134
ILMN_1779486	HYCC2	ILMN_1779486
ILMN_2209180	RPRD1A	ILMN_2209180
ILMN_1807031	C14orf28	ILMN_1807031
ILMN_1796240	TRAPPC8	ILMN_1796240
ILMN_1677200	CYFIP2	ILMN_1677200
ILMN_1778673	GOLGA7	ILMN_1778673
ILMN_1733311	PIGB	ILMN_1733311
ILMN_1700232	FBXO30	ILMN_1700232
ILMN_2334296	IL18BP	ILMN_2334296
ILMN_1665212	EDC4	ILMN_1665212
ILMN_1791097	RSBN1	ILMN_1791097
ILMN_1711156	GRK3	ILMN_1711156
ILMN_1711156	GUCA1B	ILMN_1711156
ILMN_1711156	IL10	ILMN_1711156
ILMN_1711156	SCAMP1	ILMN_1711156
ILMN_1711156	SEMA3E	ILMN_1711156
ILMN_1711156	SCN11A	ILMN_1711156
ILMN_1711156	ARHGAP26	ILMN_1711156
ILMN_1711156	L1TD1	ILMN_1711156
ILMN_1711156	CABP4	ILMN_1711156
ILMN_1711156	NYAP2	ILMN_1711156
ILMN_1711156	C17orf75	ILMN_1711156
ILMN_1711156	TBC1D15	ILMN_1711156
ILMN_1711156	PPP1R3B	ILMN_1711156
ILMN_1711156	ORAI2	ILMN_1711156
ILMN_1711156	FAHD1	ILMN_1711156
ILMN_1711156	TSHZ2	ILMN_1711156
ILMN_1711156	DNAJC21	ILMN_1711156
ILMN_1711156	BCDIN3D	ILMN_1711156
ILMN_1711156	FRMD6-AS1	ILMN_1711156
ILMN_1711156	APOBEC3A	ILMN_1711156
ILMN_1711156	RIMKLA	ILMN_1711156
ILMN_1737964	MFSD14B	ILMN_1737964
ILMN_1664641	MED4	ILMN_1664641
ILMN_1680673	NT5DC1	ILMN_1680673
ILMN_1663195	MCM7	ILMN_1663195
ILMN_1758543	CNIH1	ILMN_1758543
ILMN_1707199	WDR20	ILMN_1707199
ILMN_1741613	SERINC1	ILMN_1741613
ILMN_1726359	NECAP1	ILMN_1726359
ILMN_2173004	RAB8B	ILMN_2173004
ILMN_1728180	LUC7L3	ILMN_1728180
ILMN_1797372	DIPK2A	ILMN_1797372
ILMN_2352563	CLDND1	ILMN_2352563
ILMN_1733690	AKAP7	ILMN_1733690
ILMN_1772261	GLG1	ILMN_1772261
ILMN_1687971	CAPN3	ILMN_1687971
ILMN_1766024	PDCD10	ILMN_1766024
ILMN_1765858	CAB39	ILMN_1765858
ILMN_1715968	KMT2B	ILMN_1715968
ILMN_1788462	AMD1	ILMN_1788462
ILMN_2398865	VPS13C	ILMN_2398865
ILMN_2345512	PPP4R1	ILMN_2345512
ILMN_2403906	ARFIP1	ILMN_2403906
ILMN_1849013	IL6ST	ILMN_1849013
ILMN_1726516	SCRIB	ILMN_1726516
ILMN_2072541	RAB11FIP2	ILMN_2072541
ILMN_1773742	DNAJB9	ILMN_1773742
ILMN_1813400	CBR4	ILMN_1813400
ILMN_1677041	CHUK	ILMN_1677041
ILMN_1733680	AZI2	ILMN_1733680
ILMN_1778523	KLF9	ILMN_1778523
ILMN_2186482	TMED7	ILMN_2186482
ILMN_1705953	LONRF1	ILMN_1705953
ILMN_2338480	RHOT1	ILMN_2338480
ILMN_1677487	ANKZF1	ILMN_1677487
ILMN_1691276	CXXC1	ILMN_1691276
ILMN_1741477	SMAD4	ILMN_1741477
ILMN_1669259	ANKRD49	ILMN_1669259
ILMN_1787415	SNX16	ILMN_1787415
ILMN_1772644	EML3	ILMN_1772644
ILMN_1771411	ALG6	ILMN_1771411
ILMN_1677404	RAP2A	ILMN_1677404
ILMN_2336982	NPTN	ILMN_2336982
ILMN_2118472	PRXL2A	ILMN_2118472
ILMN_1807455	DHRS7	ILMN_1807455
ILMN_2383611	PTPRE	ILMN_2383611
ILMN_1763452	EVI2B	ILMN_1763452
ILMN_1738346	MICU2	ILMN_1738346
ILMN_2173919	MYO9A	ILMN_2173919
ILMN_1652128	LMBRD1	ILMN_1652128
ILMN_2377240	AKTIP	ILMN_2377240
ILMN_1719695	NFKBIZ	ILMN_1719695
ILMN_2375484	CPEB2	ILMN_2375484
ILMN_1757287	MAPK6	ILMN_1757287
ILMN_1734543	PTPRE	ILMN_1734543
ILMN_1739942	FAM117B	ILMN_1739942
ILMN_2404112	TRDMT1	ILMN_2404112
ILMN_1665823	TPT1	ILMN_1665823
ILMN_1786976	RAB22A	ILMN_1786976
ILMN_2401906	CDAN1	ILMN_2401906
ILMN_1727184	WDR36	ILMN_1727184
ILMN_1898682	PHIP	ILMN_1898682
ILMN_1666004	WASL	ILMN_1666004
ILMN_1792689	H2AC6	ILMN_1792689
ILMN_2372200	ZNF586	ILMN_2372200
ILMN_1804419	IRAG2	ILMN_1804419
ILMN_1673069	DPP9	ILMN_1673069
ILMN_2130514	FAM76B	ILMN_2130514
ILMN_2049536	TRPV2	ILMN_2049536
ILMN_1691760	DENND10	ILMN_1691760
ILMN_1748077	DDX59	ILMN_1748077
ILMN_1690237	PCDHB19P	ILMN_1690237
ILMN_1687430	EIF2B4	ILMN_1687430
ILMN_1723212	SRSF3	ILMN_1723212
ILMN_1684040	THEMIS	ILMN_1684040
ILMN_1706817	SERP1	ILMN_1706817
ILMN_1797964	ARL6IP6	ILMN_1797964
ILMN_1662198	RANGAP1	ILMN_1662198
ILMN_1672405	TMED7	ILMN_1672405
ILMN_2286014	CATSPER2	ILMN_2286014
ILMN_1862909	RORA	ILMN_1862909
ILMN_2148847	AKIRIN2	ILMN_2148847
ILMN_1658884	ATP11B	ILMN_1658884
ILMN_1759983	DR1	ILMN_1759983
ILMN_1693789	ALPP	ILMN_1693789
ILMN_1728298	SBK1	ILMN_1728298
ILMN_1712027	RSBN1L	ILMN_1712027
ILMN_1797893	N4BP2L2	ILMN_1797893
ILMN_1676759	DDX27	ILMN_1676759
ILMN_1807106	LDHA	ILMN_1807106
ILMN_1741175	RAB11FIP2	ILMN_1741175
ILMN_1781285	DUSP1	ILMN_1781285
ILMN_2175465	RSL24D1	ILMN_2175465
ILMN_1778203	CLN5	ILMN_1778203
ILMN_1706873	RPL34	ILMN_1706873
ILMN_1658885	DAGLB	ILMN_1658885
ILMN_1700276	JKAMP	ILMN_1700276
ILMN_1766010	YARS1	ILMN_1766010
ILMN_1655961	SND1-IT1	ILMN_1655961
ILMN_2107184	SNRK	ILMN_2107184
ILMN_1688158	CYB5R4	ILMN_1688158
ILMN_2131381	PDE3B	ILMN_2131381
ILMN_1667561	IFRD1	ILMN_1667561
ILMN_2044471	NCR3	ILMN_2044471
ILMN_1803811	TRIB1	ILMN_1803811
ILMN_1792671	RLIG1	ILMN_1792671
ILMN_1797698	RBM12	ILMN_1797698
ILMN_1778078	VPS16	ILMN_1778078
ILMN_2394193	VCPKMT	ILMN_2394193
ILMN_2093674	GMFB	ILMN_2093674
ILMN_1740171	DUSP11	ILMN_1740171
ILMN_1789196	TPM2	ILMN_1789196
ILMN_2384241	TGFBR2	ILMN_2384241
ILMN_1759008	ZNF689	ILMN_1759008
ILMN_1801767	ABHD3	ILMN_1801767
ILMN_1662747	EVI2A	ILMN_1662747
ILMN_1799104	SPAG9	ILMN_1799104
ILMN_1739967	TBK1	ILMN_1739967
ILMN_1773906	NCOA4	ILMN_1773906
ILMN_2059886	TTC38	ILMN_2059886
ILMN_1757732	OSGIN2	ILMN_1757732
ILMN_2072091	HNRNPUL2	ILMN_2072091
ILMN_1769277	RPL9	ILMN_1769277
ILMN_1741440	SLC35A1	ILMN_1741440
ILMN_1891857	RAB2A	ILMN_1891857
ILMN_1755114	EIF2AK4	ILMN_1755114
ILMN_1684114	TPI1P2	ILMN_1684114
ILMN_1703244	MAP1LC3B	ILMN_1703244
ILMN_2330112	CNIH1	ILMN_2330112
ILMN_1677511	PTGS2	ILMN_1677511
ILMN_1672287	MYNN	ILMN_1672287
ILMN_2121207	MVB12A	ILMN_2121207
ILMN_1655921	GTF2E1	ILMN_1655921
ILMN_2184373	CXCL8	ILMN_2184373
ILMN_2200917	SLC4A7	ILMN_2200917
ILMN_2115696	USP42	ILMN_2115696
ILMN_1766851	TMEM126B	ILMN_1766851
ILMN_2362581	FNDC3A	ILMN_2362581
ILMN_1712298	ANKRD46	ILMN_1712298
ILMN_1758906	GNA13	ILMN_1758906
ILMN_1765578	TIPARP	ILMN_1765578
ILMN_1795026	ENTREP3	ILMN_1795026
ILMN_1742611	C1orf52	ILMN_1742611
ILMN_1724863	TICAM1	ILMN_1724863
ILMN_1715809	OGFRL1	ILMN_1715809
ILMN_1746053	BCL6	ILMN_1746053
ILMN_1659544	STX3	ILMN_1659544
ILMN_1786532	CNIH1	ILMN_1786532
ILMN_1762003	SEC62	ILMN_1762003
ILMN_1794187	FBXL3	ILMN_1794187
ILMN_2330861	SMC4	ILMN_2330861
ILMN_1726603	ATP5ME	ILMN_1726603
ILMN_1698940	RPL15	ILMN_1698940
ILMN_1678904	ENO3	ILMN_1678904
ILMN_1795228	ZFAND5	ILMN_1795228
ILMN_2344850	VPS26A	ILMN_2344850
ILMN_1798659	CCDC28A	ILMN_1798659
ILMN_1803317	SPOUT1	ILMN_1803317
ILMN_1652521	MTMR9	ILMN_1652521
ILMN_1782247	KAT2A	ILMN_1782247
ILMN_1778240	GFOD1	ILMN_1778240
ILMN_1798346	RELCH	ILMN_1798346
ILMN_1751264	CCDC126	ILMN_1751264
ILMN_2312340	LILRB2	ILMN_2312340
ILMN_2168866	C6orf62	ILMN_2168866
ILMN_2079098	INIP	ILMN_2079098
ILMN_1763228	MEF2D	ILMN_1763228
ILMN_1794875	GPAT3	ILMN_1794875
ILMN_1746856	RAB21	ILMN_1746856
ILMN_1785852	NABP1	ILMN_1785852
ILMN_2380566	SIAH1	ILMN_2380566
ILMN_2351930	TRIM33	ILMN_2351930
ILMN_1665945	ACBD3	ILMN_1665945
ILMN_1651769	ZFYVE16	ILMN_1651769
ILMN_1786429	LPAR6	ILMN_1786429
ILMN_1783852	CD164	ILMN_1783852
ILMN_1702247	CCNDBP1	ILMN_1702247
ILMN_1776094	PPCS	ILMN_1776094
ILMN_1775743	BTG1	ILMN_1775743
ILMN_1778836	SRSF7	ILMN_1778836
ILMN_1692464	TTC38	ILMN_1692464
ILMN_1779171	SGSM2	ILMN_1779171
ILMN_1737314	BCL6	ILMN_1737314
ILMN_1662129	RCN2	ILMN_1662129
ILMN_1756920	ADAM15	ILMN_1756920
ILMN_1800540	CD55	ILMN_1800540
ILMN_2313158	MBNL1	ILMN_2313158
ILMN_1815500	ITPR3	ILMN_1815500
ILMN_2213297	C11orf54	ILMN_2213297
ILMN_1767848	PCMTD2	ILMN_1767848
ILMN_1723141	OTUD1	ILMN_1723141
ILMN_2353033	FUBP3	ILMN_2353033
ILMN_1653618	ZZZ3	ILMN_1653618
ILMN_1754279	FBXW7	ILMN_1754279
ILMN_1703697	LANCL1	ILMN_1703697
ILMN_1722423	SHPRH	ILMN_1722423
ILMN_1814305	SAMD9	ILMN_1814305
ILMN_1736888	SAR1B	ILMN_1736888
ILMN_1869897	NEK7	ILMN_1869897
ILMN_1786789	EEIG2	ILMN_1786789
ILMN_2270845	WDR74	ILMN_2270845
ILMN_1706217	TLR4	ILMN_1706217
ILMN_2120022	ARL5B	ILMN_2120022
ILMN_1780058	DEGS1	ILMN_1780058
ILMN_2100689	MAP2K4	ILMN_2100689
ILMN_2196097	PPP2CA	ILMN_2196097
ILMN_1762747	RPL15	ILMN_1762747
ILMN_1801124	MSANTD4	ILMN_1801124
ILMN_1832208	TMEM33	ILMN_1832208
ILMN_1804150	HIBADH	ILMN_1804150
ILMN_2145280	DEF6	ILMN_2145280
ILMN_2225735	CRBN	ILMN_2225735
ILMN_2045911	FBXO28	ILMN_2045911
ILMN_2395375	GABBR1	ILMN_2395375
ILMN_1772492	SSTR2	ILMN_1772492
ILMN_1675131	PIH1D1	ILMN_1675131
ILMN_1812281	ARG1	ILMN_1812281
ILMN_1694731	CLCN7	ILMN_1694731
ILMN_1700518	HMGN4	ILMN_1700518
ILMN_1813775	GAK	ILMN_1813775
ILMN_2377174	SYPL1	ILMN_2377174
ILMN_1758806	CFAP410	ILMN_1758806
ILMN_1740633	PRF1	ILMN_1740633
ILMN_1685415	HBP1	ILMN_1685415
ILMN_2405305	BMAL1	ILMN_2405305
ILMN_2313851	OSBPL9	ILMN_2313851
ILMN_1764500	BRK1	ILMN_1764500
ILMN_1716596	NSMAF	ILMN_1716596
ILMN_1794364	CTSW	ILMN_1794364
ILMN_1796458	GABARAPL2	ILMN_1796458
ILMN_2050911	SLC22A4	ILMN_2050911
ILMN_1796210	PPRC1	ILMN_1796210
ILMN_1708041	PLEKHF1	ILMN_1708041
ILMN_1694240	MAP2K1	ILMN_1694240
ILMN_2357386	FKTN	ILMN_2357386
ILMN_1679640	FXR1	ILMN_1679640
ILMN_1762972	CHD9	ILMN_1762972
ILMN_1685722	EIF4A2	ILMN_1685722
ILMN_1739558	CRELD1	ILMN_1739558
ILMN_2352303	RASSF2	ILMN_2352303
ILMN_1800602	GCA	ILMN_1800602
ILMN_2180352	DIP2B	ILMN_2180352
ILMN_1712312	RAB11A	ILMN_1712312
ILMN_1788538	NCALD	ILMN_1788538
ILMN_1651950	TPST1	ILMN_1651950
ILMN_1722858	PPP2CA	ILMN_1722858
ILMN_2293758	AKAP11	ILMN_2293758
ILMN_1784709	GNPDA1	ILMN_1784709
ILMN_1679232	KIDINS220	ILMN_1679232
ILMN_1738642	CMPK1	ILMN_1738642
ILMN_2117809	TUBGCP4	ILMN_2117809
ILMN_2117809	GNPNAT1	ILMN_2117809
ILMN_2117809	CXorf38	ILMN_2117809
ILMN_1862521	DENND1B	ILMN_1862521
ILMN_1701837	KLHL2	ILMN_1701837
ILMN_2056760	MKRN2	ILMN_2056760
ILMN_2369580	NPRL3	ILMN_2369580
ILMN_1779530	COG6	ILMN_1779530
ILMN_1673370	FBXL5	ILMN_1673370
ILMN_1760347	SRGN	ILMN_1760347
ILMN_2127328	PURA	ILMN_2127328
ILMN_2221673	ASNSD1	ILMN_2221673
ILMN_1739210	NSL1	ILMN_1739210
ILMN_1787808	CEP63	ILMN_1787808
ILMN_1727738	RAB33B	ILMN_1727738
ILMN_2170949	SNX10	ILMN_2170949
ILMN_2213199	CEP44	ILMN_2213199
ILMN_1689119	UNK	ILMN_1689119
ILMN_1814113	ZFR	ILMN_1814113
ILMN_1700834	SLK	ILMN_1700834
ILMN_2382354	SENP7	ILMN_2382354
ILMN_1740180	SNX3	ILMN_1740180
ILMN_1806122	CHD8	ILMN_1806122
ILMN_1694888	TAF2	ILMN_1694888
ILMN_1724293	KDELR2	ILMN_1724293
ILMN_1707506	YTHDC1	ILMN_1707506
ILMN_1789436	DENND1B	ILMN_1789436
ILMN_2261519	AIRE	ILMN_2261519
ILMN_1686116	THBS1	ILMN_1686116
ILMN_1791296	DPY19L1	ILMN_1791296
ILMN_1725594	MINDY3	ILMN_1725594
