SYMBOL	ORIGINAL_ID
ELK4	ELK4
CHRNB1	CHRNB1
BMPR2	BMPR2
ZFP28	ZFP28
PGM3	PGM3
DKFZp779M0652	DKFZp779M0652
TAF9B	TAF9B
ACAA2	ACAA2
SLC25A20	SLC25A20
CEP192	CEP192
Ricksha_b:MuDR:DNA	Ricksha_b:MuDR:DNA
NPM2	NPM2
TAF12	TAF12
ZNF622	ZNF622
IFRD2	IFRD2
TEN1-CDK3	TEN1-CDK3
LPCAT2	LPCAT2
POU2F1	POU2F1
PHC1	PHC1
SLC12A5-AS1	SLC12A5-AS1
GSPT1	GSPT1
SNHG5	SNHG5
ANKRD34B	ANKRD34B
HTD2	HTD2
TLE1	TLE1
PIN1	PIN1
TTC33	TTC33
TNXB	TNXB
KIAA1522	KIAA1522
FGFR1OP	FGFR1OP
PRELID1	PRELID1
SERTAD4-AS1	SERTAD4-AS1
KCNA4	KCNA4
LRP1	LRP1
LTR86C:ERVL:LTR	LTR86C:ERVL:LTR
LINC01637	LINC01637
TOMM70	TOMM70
MATN3	MATN3
ST13	ST13
C17orf49	C17orf49
NSUN5P2	NSUN5P2
MER85:PiggyBac:DNA	MER85:PiggyBac:DNA
AMPD2	AMPD2
RMST	RMST
LINCR-0003	LINCR-0003
CCDC142	CCDC142
SLC25A48	SLC25A48
IFT140	IFT140
MAPK8	MAPK8
FSIP2	FSIP2
RPS21	RPS21
PSMA2	PSMA2
CTIF	CTIF
CINP	CINP
ZBTB24	ZBTB24
EXOC3-AS1	EXOC3-AS1
LINC01521	LINC01521
PRPS2	PRPS2
SIKE1	SIKE1
DNAH14	DNAH14
QRSL1	QRSL1
TRAP1	TRAP1
TAF7L	TAF7L
SLC27A4	SLC27A4
DVL2	DVL2
MER126:DNA:DNA	MER126:DNA:DNA
EPHX1	EPHX1
POLE4	POLE4
RAB7A	RAB7A
CD36	CD36
NAP1L5	NAP1L5
ASAH1	ASAH1
LINC00634	LINC00634
PRDM10	PRDM10
CTXN3	CTXN3
ABRAXAS2	ABRAXAS2
WASF1	WASF1
PPP1R3C	PPP1R3C
HCG26	HCG26
SNF8	SNF8
LRFN1	LRFN1
TUG1	TUG1
E2F3	E2F3
MRPL42	MRPL42
ZNF780B	ZNF780B
MRPL13	MRPL13
PDK3	PDK3
RPRD1A	RPRD1A
NPB	NPB
CEP89	CEP89
MER106A:hAT-Charlie:DNA	MER106A:hAT-Charlie:DNA
MAPK8IP3	MAPK8IP3
TCFL5	TCFL5
ACTR1B	ACTR1B
FLVCR1	FLVCR1
NUPR2	NUPR2
UBA6	UBA6
GUSBP2	GUSBP2
MIR4469	MIR4469
FSHR	FSHR
NLK	NLK
TEX30	TEX30
HIGD1A	HIGD1A
CDKN2AIP	CDKN2AIP
CHD3	CHD3
FLJ16779	FLJ16779
GALE	GALE
UCKL1	UCKL1
PODNL1	PODNL1
GPRIN3	GPRIN3
FAM171A2	FAM171A2
GJB5	GJB5
ATP5MD	ATP5MD
POLR3E	POLR3E
ZSCAN16-AS1	ZSCAN16-AS1
DRAXIN	DRAXIN
SMAP1	SMAP1
MLXIPL	MLXIPL
FXR1	FXR1
MBD1	MBD1
CNR1	CNR1
MPDZ	MPDZ
GRIK2	GRIK2
FAM185A	FAM185A
RNVU1-19	RNVU1-19
KLF13	KLF13
KIAA2026	KIAA2026
Tigger16b:TcMar-Tigger:DNA	Tigger16b:TcMar-Tigger:DNA
RMND5A	RMND5A
LHCGR	LHCGR
UGCG	UGCG
RBSN	RBSN
PALD1	PALD1
SLC27A3	SLC27A3
BRE-AS1	BRE-AS1
LINC01266	LINC01266
SLC39A8	SLC39A8
Eulor6B:DNA:DNA?	Eulor6B:DNA:DNA?
LOC100996842	LOC100996842
STX2	STX2
TRAPPC9	TRAPPC9
PLA2G4B	PLA2G4B
SDCBP2	SDCBP2
STOX1	STOX1
VIPR2	VIPR2
NUP210	NUP210
PRKAB2	PRKAB2
MIR370	MIR370
SHE	SHE
RELN	RELN
KLHL7	KLHL7
MER51B:ERV1:LTR	MER51B:ERV1:LTR
MED13	MED13
MIR770	MIR770
PIK3C2G	PIK3C2G
ZC3H18-AS1	ZC3H18-AS1
LOC101926908	LOC101926908
SPOCK3	SPOCK3
ADAMTS3	ADAMTS3
X6B_LINE:CR1:LINE	X6B_LINE:CR1:LINE
DMRT3	DMRT3
TWNK	TWNK
LOC100506990	LOC100506990
ZNF566	ZNF566
PAPPA	PAPPA
TRIM13	TRIM13
ELK3	ELK3
FBN3	FBN3
KIF5B	KIF5B
CBR3	CBR3
SPECC1L-ADORA2A	SPECC1L-ADORA2A
ZCCHC3	ZCCHC3
LARP4B	LARP4B
ZNF641	ZNF641
ZPR1	ZPR1
MER44B:TcMar-Tigger:DNA	MER44B:TcMar-Tigger:DNA
UCON27:UCON27:Unknown	UCON27:UCON27:Unknown
ST6GALNAC5	ST6GALNAC5
LHX2	LHX2
HERV4_I-int:ERV1:LTR	HERV4_I-int:ERV1:LTR
SNORD114-19	SNORD114-19
RNF207	RNF207
ZDHHC7	ZDHHC7
FOSB	FOSB
EXOSC2	EXOSC2
SYNPO	SYNPO
FANCL	FANCL
RAP1GAP2	RAP1GAP2
POLI	POLI
ZNF233	ZNF233
PAIP2	PAIP2
PAIP1	PAIP1
TWISTNB	TWISTNB
DPY19L1	DPY19L1
APH1B	APH1B
P2RX4	P2RX4
SNORD80	SNORD80
C8orf58	C8orf58
STMN3	STMN3
LTR84a:ERVL:LTR	LTR84a:ERVL:LTR
TSEN15	TSEN15
NDUFB5	NDUFB5
HPS4	HPS4
CCR10	CCR10
HPRT1	HPRT1
CNOT2	CNOT2
ZNF395	ZNF395
TGFB3	TGFB3
ARMCX1	ARMCX1
PACRG	PACRG
FIG4	FIG4
TP73-AS1	TP73-AS1
C5orf22	C5orf22
LOC105378828	LOC105378828
PAFAH1B1	PAFAH1B1
FAM96A	FAM96A
MIR548G	MIR548G
MIR4742	MIR4742
PLPPR4	PLPPR4
KPNA6	KPNA6
CD82	CD82
LOC729732	LOC729732
HELLS	HELLS
KCNK2	KCNK2
ZNF551	ZNF551
APBA2	APBA2
L1ME3:L1:LINE	L1ME3:L1:LINE
LGALSL	LGALSL
CNGA4	CNGA4
KIF21B	KIF21B
DHRS11	DHRS11
ANKRD23	ANKRD23
DSTNP2	DSTNP2
ZFR2	ZFR2
ASB3	ASB3
NPTN	NPTN
CCDC146	CCDC146
BAG2	BAG2
SLC35A2	SLC35A2
DDX12P	DDX12P
ALKBH1	ALKBH1
CFD	CFD
ADGRG5	ADGRG5
SPAG7	SPAG7
CLASP1	CLASP1
NIPAL1	NIPAL1
CLEC2D	CLEC2D
SSB	SSB
NAT6	NAT6
OAT	OAT
SS18	SS18
ZNF681	ZNF681
LAS1L	LAS1L
PGM2L1	PGM2L1
CCDC71L	CCDC71L
TMEM110-MUSTN1	TMEM110-MUSTN1
CCNI	CCNI
MRPS26	MRPS26
SLC24A1	SLC24A1
CASTOR2	CASTOR2
GLRX2	GLRX2
BCRP3	BCRP3
TUBA1B	TUBA1B
OTOGL	OTOGL
LOC145783	LOC145783
PRR36	PRR36
CLDN34	CLDN34
YWHAEP1	YWHAEP1
FBLN2	FBLN2
AAMP	AAMP
BRICD5	BRICD5
NUTM2B-AS1	NUTM2B-AS1
CCDC137	CCDC137
DHH	DHH
OPN4	OPN4
ATXN7L2	ATXN7L2
Helitron1Nb_Mam:Helitron:RC	Helitron1Nb_Mam:Helitron:RC
E2F7	E2F7
APPL1	APPL1
MEGF8	MEGF8
HCG11	HCG11
SLC4A3	SLC4A3
CENPQ	CENPQ
PNKD	PNKD
GPAT2	GPAT2
ZNF18	ZNF18
SIGIRR	SIGIRR
SNORD64	SNORD64
CEND1	CEND1
SESN1	SESN1
Eulor11:DNA:DNA	Eulor11:DNA:DNA
MER119:hAT-Charlie:DNA	MER119:hAT-Charlie:DNA
SEMA6D	SEMA6D
PPP4R1	PPP4R1
FBXL8	FBXL8
CCM2L	CCM2L
SLC6A12	SLC6A12
COL16A1	COL16A1
CAMSAP2	CAMSAP2
SMARCD2	SMARCD2
ISOC2	ISOC2
KNOP1	KNOP1
VPS37B	VPS37B
PANK3	PANK3
C15orf40	C15orf40
CHCHD3	CHCHD3
LZTFL1	LZTFL1
CEP104	CEP104
RPP30	RPP30
NNMT	NNMT
CHD4	CHD4
ZBTB46	ZBTB46
MRVI1	MRVI1
NFATC3	NFATC3
C6orf141	C6orf141
PACSIN1	PACSIN1
C4orf3	C4orf3
SETDB1	SETDB1
MIR4666A	MIR4666A
CYS1	CYS1
SCAF8	SCAF8
CANX	CANX
EMC7	EMC7
FAM20C	FAM20C
LOC374443	LOC374443
NOP14-AS1	NOP14-AS1
MID1IP1-AS1	MID1IP1-AS1
BRPF1	BRPF1
FIGN	FIGN
ZNF785	ZNF785
TRAM2-AS1	TRAM2-AS1
PDSS2	PDSS2
KITLG	KITLG
RPLP0	RPLP0
PLOD2	PLOD2
IRAK1BP1	IRAK1BP1
NAA10	NAA10
DDB2	DDB2
C1R	C1R
MINPP1	MINPP1
MAD2L2	MAD2L2
MER75B:PiggyBac:DNA	MER75B:PiggyBac:DNA
UPK3BL1	UPK3BL1
HUWE1	HUWE1
MMAB	MMAB
ITPRIPL1	ITPRIPL1
SYT10	SYT10
DNAAF2	DNAAF2
PNLDC1	PNLDC1
REEP2	REEP2
SFSWAP	SFSWAP
TEAD3	TEAD3
ZCCHC18	ZCCHC18
JRK	JRK
LOC283045	LOC283045
ELL	ELL
RFK	RFK
STXBP5-AS1	STXBP5-AS1
CHRNE	CHRNE
GALNTL6	GALNTL6
CETN3	CETN3
FFAR4	FFAR4
MIR1306	MIR1306
C17orf53	C17orf53
SNORD45A	SNORD45A
DVL3	DVL3
SNORA3B	SNORA3B
MTMR3	MTMR3
STRAP	STRAP
TMEM159	TMEM159
APOL1	APOL1
SEMA3D	SEMA3D
TPCN2	TPCN2
PSMD4	PSMD4
RAB17	RAB17
VSTM2B	VSTM2B
PLCH1	PLCH1
IQUB	IQUB
BCAT2	BCAT2
ANKRD11	ANKRD11
C1orf50	C1orf50
PARD6G-AS1	PARD6G-AS1
LSM8	LSM8
POGLUT1	POGLUT1
DHX32	DHX32
HIPK2	HIPK2
LINGO3	LINGO3
ELOC	ELOC
SDSL	SDSL
SLC25A41	SLC25A41
ATXN1	ATXN1
UNK	UNK
L1ME2:L1:LINE	L1ME2:L1:LINE
SLC25A14	SLC25A14
CYB5R4	CYB5R4
SNN	SNN
MER51E:ERV1:LTR	MER51E:ERV1:LTR
FAM237A	FAM237A
ACSS1	ACSS1
COX7B	COX7B
GORASP1	GORASP1
PRPSAP1	PRPSAP1
LOC105377146	LOC105377146
LTR19-int:ERV1:LTR	LTR19-int:ERV1:LTR
CCDC180	CCDC180
SQOR	SQOR
ACPP	ACPP
AGAP7P	AGAP7P
SKP1	SKP1
HNRNPH3	HNRNPH3
MIR423	MIR423
LOC100499489	LOC100499489
C1orf174	C1orf174
LILRA2	LILRA2
MIR1250	MIR1250
TTLL3	TTLL3
LOC101929243	LOC101929243
UST	UST
PACSIN2	PACSIN2
TKFC	TKFC
ITM2C	ITM2C
HERV1_LTRb:ERV1:LTR	HERV1_LTRb:ERV1:LTR
FKBP15	FKBP15
BBS10	BBS10
C8orf44	C8orf44
TRIM33	TRIM33
AHSA1	AHSA1
LINC01359	LINC01359
PROX1-AS1	PROX1-AS1
TDRKH-AS1	TDRKH-AS1
MRTO4	MRTO4
SYT11	SYT11
SNORD143	SNORD143
PAPLN	PAPLN
RUSC1-AS1	RUSC1-AS1
HSD17B4	HSD17B4
PSMG3	PSMG3
DDN	DDN
SAMD8	SAMD8
DDX20	DDX20
ARHGAP15	ARHGAP15
SRPK1	SRPK1
MIR939	MIR939
C12orf10	C12orf10
PIGF	PIGF
ACTRT3	ACTRT3
TSPYL4	TSPYL4
LBR	LBR
RNF214	RNF214
ASXL2	ASXL2
WASIR2	WASIR2
LATS1	LATS1
LINC01232	LINC01232
MGARP	MGARP
MED27	MED27
PRKCA	PRKCA
L1ME5:L1:LINE	L1ME5:L1:LINE
RAB3GAP2	RAB3GAP2
WDR60	WDR60
SPATS1	SPATS1
ANKMY2	ANKMY2
PHB	PHB
PARP11	PARP11
RPS27L	RPS27L
ABCC11	ABCC11
LINC01546	LINC01546
NUTM2E	NUTM2E
FLJ37453	FLJ37453
PCDHGC4	PCDHGC4
NOP56	NOP56
MIR5687	MIR5687
LOC101928075	LOC101928075
C1orf162	C1orf162
CENPBD1	CENPBD1
ILVBL	ILVBL
TRIM61	TRIM61
SH3BP5	SH3BP5
SBNO2	SBNO2
GATS	GATS
MARCH11	MARCH11
GFM1	GFM1
ZNF564	ZNF564
SUPT6H	SUPT6H
SNAPC3	SNAPC3
TMPO-AS1	TMPO-AS1
HAS1	HAS1
DYRK2	DYRK2
HIST1H2AI	HIST1H2AI
MIR3117	MIR3117
PLA2G12A	PLA2G12A
ELMO3	ELMO3
COL6A1	COL6A1
FAM49B	FAM49B
MTX3	MTX3
SMYD5	SMYD5
LIF	LIF
GBA2	GBA2
SNORD13E	SNORD13E
RORB-AS1	RORB-AS1
Charlie13b:hAT-Charlie:DNA	Charlie13b:hAT-Charlie:DNA
EXD2	EXD2
MIR4731	MIR4731
DCHS1	DCHS1
SLC7A6OS	SLC7A6OS
WWC3	WWC3
FAM177B	FAM177B
NT5C1B-RDH14	NT5C1B-RDH14
C4orf19	C4orf19
MER58D:hAT-Charlie:DNA	MER58D:hAT-Charlie:DNA
YJEFN3	YJEFN3
C4orf48	C4orf48
Kanga1:TcMar-Tc2:DNA	Kanga1:TcMar-Tc2:DNA
CR1_Mam:CR1:LINE	CR1_Mam:CR1:LINE
MIR3614	MIR3614
ECM2	ECM2
TRPM3	TRPM3
KLHL17	KLHL17
ZKSCAN4	ZKSCAN4
ZSCAN21	ZSCAN21
PCDH18	PCDH18
Charlie16a:hAT-Charlie:DNA	Charlie16a:hAT-Charlie:DNA
GPER1	GPER1
RICTOR	RICTOR
ACAT1	ACAT1
TMEM81	TMEM81
SYNPR	SYNPR
FAF2	FAF2
SLC38A10	SLC38A10
APP	APP
MER34C:ERV1:LTR	MER34C:ERV1:LTR
ZDHHC13	ZDHHC13
ZNF880	ZNF880
SUGT1P3	SUGT1P3
LOC440300	LOC440300
NRAP	NRAP
KLHL13	KLHL13
PIGH	PIGH
MIR661	MIR661
TMEM67	TMEM67
NOS2P3	NOS2P3
SNORD167	SNORD167
CCAR2	CCAR2
HGC6.3	HGC6.3
FGF11	FGF11
KANSL3	KANSL3
RNU4ATAC	RNU4ATAC
CCNH	CCNH
NFE2L1	NFE2L1
LOC100506639	LOC100506639
C3orf52	C3orf52
ATRAID	ATRAID
LRRC41	LRRC41
HABP4	HABP4
TAS2R50	TAS2R50
FAM133DP	FAM133DP
Tigger6b:TcMar-Tigger:DNA	Tigger6b:TcMar-Tigger:DNA
ATG7	ATG7
XK	XK
BHMT	BHMT
TPRA1	TPRA1
PLEKHG5	PLEKHG5
SCG5	SCG5
MRPL39	MRPL39
SFMBT1	SFMBT1
PIGZ	PIGZ
SPATA3-AS1	SPATA3-AS1
ANGPT1	ANGPT1
HTR4	HTR4
CYP4X1	CYP4X1
PIGN	PIGN
ARPIN	ARPIN
LRSAM1	LRSAM1
LINC01549	LINC01549
FAM85A	FAM85A
HAGH	HAGH
NUSAP1	NUSAP1
COQ4	COQ4
AZIN2	AZIN2
HNRNPH2	HNRNPH2
LINC01090	LINC01090
SNORD100	SNORD100
STIP1	STIP1
KCNAB2	KCNAB2
LCN15	LCN15
MCUB	MCUB
VPS13D	VPS13D
NOTCH3	NOTCH3
MRPS16	MRPS16
LOC105375556	LOC105375556
ASB7	ASB7
RAD9A	RAD9A
DUSP19	DUSP19
LINC02328	LINC02328
CNN2	CNN2
SCAMP4	SCAMP4
RALYL	RALYL
MARK1	MARK1
OTUD3	OTUD3
ZNF14	ZNF14
LOC101928438	LOC101928438
L1MB8:L1:LINE	L1MB8:L1:LINE
TMEM256	TMEM256
GNAL	GNAL
DACT1	DACT1
RAD51D	RAD51D
CNNM3-DT	CNNM3-DT
MER99:hAT:DNA	MER99:hAT:DNA
RNF103	RNF103
HECTD2	HECTD2
ITGB5	ITGB5
MIRLET7C	MIRLET7C
HSPB2	HSPB2
RGL2	RGL2
GLRX	GLRX
ZNF319	ZNF319
RPL6	RPL6
MOCS2	MOCS2
MEMO1	MEMO1
PFDN6	PFDN6
TRMT44	TRMT44
C15orf39	C15orf39
EVA1C	EVA1C
SNORD89	SNORD89
Tigger12c:TcMar-Tigger:DNA	Tigger12c:TcMar-Tigger:DNA
Arthur1B:hAT-Tip100:DNA	Arthur1B:hAT-Tip100:DNA
THOC6	THOC6
MAGEH1	MAGEH1
LOC101928429	LOC101928429
C3orf14	C3orf14
SNHG4	SNHG4
FKBP7	FKBP7
NDUFA5	NDUFA5
DGCR8	DGCR8
MER63B:hAT-Blackjack:DNA	MER63B:hAT-Blackjack:DNA
PPP2R2C	PPP2R2C
FAM169A	FAM169A
FAM19A1	FAM19A1
MEAT6	MEAT6
HAR1B	HAR1B
TRIM23	TRIM23
SNORD114-26	SNORD114-26
DAZAP2	DAZAP2
TDP1	TDP1
Zaphod2:hAT-Tip100:DNA	Zaphod2:hAT-Tip100:DNA
C20orf204	C20orf204
GLUL	GLUL
SLC26A7	SLC26A7
SLC2A13	SLC2A13
WNT7A	WNT7A
DZIP1	DZIP1
DAB2	DAB2
NKRF	NKRF
SHISA2	SHISA2
TINF2	TINF2
SNORD102	SNORD102
REPS2	REPS2
CAMLG	CAMLG
SH3BGR	SH3BGR
MER51-int:ERV1:LTR	MER51-int:ERV1:LTR
CEBPB-AS1	CEBPB-AS1
ATP13A3	ATP13A3
RABAC1	RABAC1
CLCC1	CLCC1
HOMER3	HOMER3
LINC01605	LINC01605
KLHL22	KLHL22
TEKT3	TEKT3
CSAD	CSAD
ATOH7	ATOH7
FAM120B	FAM120B
ACOX1	ACOX1
UBL7	UBL7
PLXDC2	PLXDC2
BLVRB	BLVRB
COTL1	COTL1
CYC1	CYC1
PGBD3	PGBD3
RELT	RELT
LINC01023	LINC01023
HIST1H1A	HIST1H1A
CD81-AS1	CD81-AS1
CTH	CTH
MIR137HG	MIR137HG
GPALPP1	GPALPP1
NOP2	NOP2
LTR65:ERV1:LTR	LTR65:ERV1:LTR
SEH1L	SEH1L
ZNF692	ZNF692
LRRN2	LRRN2
CHST8	CHST8
PIGA	PIGA
SNRPB2	SNRPB2
LOC158435	LOC158435
FIBP	FIBP
ONECUT2	ONECUT2
EDIL3	EDIL3
ARHGAP35	ARHGAP35
TAF3	TAF3
FRAT1	FRAT1
MAPKAPK2	MAPKAPK2
HMG20B	HMG20B
RHCE	RHCE
SNX3	SNX3
MTURN	MTURN
LINC02268	LINC02268
TRAPPC2L	TRAPPC2L
RHOT1	RHOT1
CELF2	CELF2
IER3-AS1	IER3-AS1
CDC7	CDC7
LTR82A:ERVL:LTR	LTR82A:ERVL:LTR
TBRG4	TBRG4
AHCY	AHCY
TMEM208	TMEM208
HERVK22-int:ERVK:LTR	HERVK22-int:ERVK:LTR
FAM57A	FAM57A
OSTF1	OSTF1
TTK	TTK
PARN	PARN
FTO	FTO
ARHGEF25	ARHGEF25
BHLHA9	BHLHA9
NCEH1	NCEH1
GPD1L	GPD1L
ITGA11	ITGA11
SFN	SFN
HIKESHI	HIKESHI
KSR1	KSR1
SRP14-AS1	SRP14-AS1
CELSR3	CELSR3
Mam_R4:Dong-R4:LINE	Mam_R4:Dong-R4:LINE
CBL	CBL
CDS2	CDS2
POLDIP3	POLDIP3
GTF3C4	GTF3C4
MARC1	MARC1
TRIM74	TRIM74
SF1	SF1
PNISR	PNISR
C2orf49	C2orf49
FAM104B	FAM104B
ROPN1B	ROPN1B
PDE3A	PDE3A
EFCAB10	EFCAB10
ZBED8	ZBED8
IRF4	IRF4
LYPD1	LYPD1
ALDH8A1	ALDH8A1
UBE2V1	UBE2V1
NAGS	NAGS
MTRF1L	MTRF1L
SLC38A4	SLC38A4
POMT1	POMT1
RSF1	RSF1
ATP2A3	ATP2A3
DPM2	DPM2
MBP	MBP
PSMG4	PSMG4
TMOD1	TMOD1
LOC101928335	LOC101928335
CACNG4	CACNG4
RNASE2	RNASE2
NBPF3	NBPF3
CTNND1	CTNND1
SFRP4	SFRP4
CLPTM1	CLPTM1
NHLH1	NHLH1
LAT	LAT
TSNAX	TSNAX
COX6A1	COX6A1
DHX30	DHX30
DCAF12L2	DCAF12L2
UGGT1	UGGT1
TMEM254	TMEM254
LOC101929633	LOC101929633
POLR1E	POLR1E
PBXIP1	PBXIP1
LTR90B:LTR:LTR	LTR90B:LTR:LTR
WDR25	WDR25
KCNT1	KCNT1
SNORD47	SNORD47
DDX3X	DDX3X
OSCAR	OSCAR
NOP9	NOP9
SNTG1	SNTG1
LINGO1	LINGO1
APOBEC3D	APOBEC3D
RNH1	RNH1
LOC100132215	LOC100132215
NIFK-AS1	NIFK-AS1
BTN2A2	BTN2A2
MED21	MED21
MAML1	MAML1
ANGEL1	ANGEL1
VPS36	VPS36
SERTM1	SERTM1
AP1S2	AP1S2
CARS2	CARS2
HSPA13	HSPA13
RAPH1	RAPH1
HIF1A-AS1	HIF1A-AS1
ILF3	ILF3
ACOT2	ACOT2
MSRB2	MSRB2
TRAM1L1	TRAM1L1
EGFL7	EGFL7
TWIST1	TWIST1
MIR29C	MIR29C
MEG8	MEG8
RAD18	RAD18
GDA	GDA
PTAR1	PTAR1
CDC16	CDC16
TFAP4	TFAP4
WSCD1	WSCD1
TMEM179	TMEM179
RNF167	RNF167
TAS2R10	TAS2R10
LRRK2	LRRK2
YWHAG	YWHAG
CENPX	CENPX
MER57-int:ERV1:LTR	MER57-int:ERV1:LTR
Tigger12A:TcMar-Tigger:DNA	Tigger12A:TcMar-Tigger:DNA
EML1	EML1
USP5	USP5
NMUR2	NMUR2
ZNF12	ZNF12
KLHL2	KLHL2
RRM2B	RRM2B
WDR31	WDR31
MIR6845	MIR6845
MER101-int:ERV1:LTR	MER101-int:ERV1:LTR
HOMER3-AS1	HOMER3-AS1
MTMR4	MTMR4
VWC2L	VWC2L
COL9A1	COL9A1
ZNF284	ZNF284
PPP1CC	PPP1CC
THBS1	THBS1
CCDC169	CCDC169
PKIA	PKIA
MIR6891	MIR6891
CCDC136	CCDC136
SCLT1	SCLT1
FAM173B	FAM173B
OTUB1	OTUB1
CXCL12	CXCL12
ULBP2	ULBP2
FAM181A-AS1	FAM181A-AS1
UQCRHL	UQCRHL
RCHY1	RCHY1
MIR4787	MIR4787
LINC00326	LINC00326
GPATCH2L	GPATCH2L
NKD2	NKD2
Eulor7:DNA:DNA?	Eulor7:DNA:DNA?
RAB3C	RAB3C
LINC01770	LINC01770
SOCS2	SOCS2
DRAP1	DRAP1
SSH2	SSH2
RAC3	RAC3
PDIA3P1	PDIA3P1
HECW2	HECW2
H6PD	H6PD
FLRT2	FLRT2
PCLAF	PCLAF
UBE2M	UBE2M
ARL16	ARL16
NRBF2	NRBF2
PHKG2	PHKG2
DOCK6	DOCK6
FGD2	FGD2
MIR2277	MIR2277
IQCF3	IQCF3
NAIP	NAIP
CABP4	CABP4
ERI1	ERI1
RIT2	RIT2
VTN	VTN
PTMS	PTMS
YWHAZ	YWHAZ
GPR63	GPR63
ATP10D	ATP10D
TNFSF10	TNFSF10
TSC22D1	TSC22D1
FPR2	FPR2
KCND1	KCND1
SPSB2	SPSB2
NTHL1	NTHL1
FSBP	FSBP
EIF3D	EIF3D
LOC728673	LOC728673
YBX2	YBX2
SLC25A38	SLC25A38
P4HTM	P4HTM
MRPL20	MRPL20
FHAD1	FHAD1
LAG3	LAG3
TANC2	TANC2
NOL6	NOL6
BICDL2	BICDL2
ODF2	ODF2
MIR6864	MIR6864
DHRS7	DHRS7
VAT1L	VAT1L
COPS2	COPS2
PI4KAP2	PI4KAP2
LOC100507516	LOC100507516
SMU1	SMU1
UBA6-AS1	UBA6-AS1
RFX2	RFX2
ERBB4	ERBB4
KCNQ2	KCNQ2
NOS2	NOS2
DDX11	DDX11
ANKRD35	ANKRD35
TTC17	TTC17
KLF2	KLF2
LINC02359	LINC02359
GRIN2B	GRIN2B
EPOP	EPOP
ALS2	ALS2
L1P5:L1:LINE	L1P5:L1:LINE
COA3	COA3
LAMTOR5	LAMTOR5
ERGIC2	ERGIC2
LOC202181	LOC202181
MEGF6	MEGF6
ZNF473	ZNF473
RNF216	RNF216
RAB42	RAB42
LINC00664	LINC00664
UFL1	UFL1
NXPH4	NXPH4
CCDC127	CCDC127
NUDCD1	NUDCD1
SCYL2	SCYL2
SCML2	SCML2
CNTNAP2	CNTNAP2
RNPEP	RNPEP
ANKS6	ANKS6
PTPRS	PTPRS
LOC101927759	LOC101927759
LINC02035	LINC02035
PSMG1	PSMG1
THBS3	THBS3
Charlie22a:hAT-Charlie:DNA	Charlie22a:hAT-Charlie:DNA
MIR618	MIR618
RAD51AP2	RAD51AP2
TMPRSS5	TMPRSS5
KCNJ9	KCNJ9
C16orf87	C16orf87
EFCAB7	EFCAB7
LOXL1	LOXL1
LINC01219	LINC01219
ZNF137P	ZNF137P
HTR5A	HTR5A
BHLHB9	BHLHB9
SPOCD1	SPOCD1
UNC119	UNC119
CLINT1	CLINT1
NDST4	NDST4
LTR33B:ERVL:LTR	LTR33B:ERVL:LTR
VIPAS39	VIPAS39
INO80C	INO80C
ODF2L	ODF2L
FECH	FECH
NKX3-1	NKX3-1
COL5A3	COL5A3
RIMS1	RIMS1
ARMC12	ARMC12
CISD2	CISD2
U2AF1	U2AF1
UTP15	UTP15
NAXD	NAXD
FAM133A	FAM133A
SLC1A1	SLC1A1
LRP11	LRP11
UCHL1-AS1	UCHL1-AS1
NCAPG2	NCAPG2
EVI2B	EVI2B
C3orf58	C3orf58
PDE4D	PDE4D
MIR1234	MIR1234
SRP14	SRP14
MCOLN1	MCOLN1
ZC3H4	ZC3H4
EPN2-IT1	EPN2-IT1
EPS15L1	EPS15L1
MIR3940	MIR3940
RNASE4	RNASE4
ZNF562	ZNF562
CROT	CROT
GPN1	GPN1
ACYP1	ACYP1
Ricksha_c:MuDR:DNA	Ricksha_c:MuDR:DNA
STXBP5	STXBP5
WDR97	WDR97
LOC100499484-C9ORF174	LOC100499484-C9ORF174
FAM217B	FAM217B
GLRB	GLRB
OLFM5P	OLFM5P
CASD1	CASD1
ADGRA1-AS1	ADGRA1-AS1
MIR3652	MIR3652
RPL23A	RPL23A
ZC3H12B	ZC3H12B
L1MEg2:L1:LINE	L1MEg2:L1:LINE
LOC101929497	LOC101929497
CORO1C	CORO1C
LINC00304	LINC00304
ZDHHC2	ZDHHC2
MIR4705	MIR4705
Ricksha_0:MuDR:DNA	Ricksha_0:MuDR:DNA
TRIM38	TRIM38
LOC105375429	LOC105375429
U2AF1L5	U2AF1L5
MON2	MON2
SLC38A3	SLC38A3
SEC14L4	SEC14L4
PFN1P2	PFN1P2
MER101:ERV1:LTR	MER101:ERV1:LTR
STAT1	STAT1
MIR2467	MIR2467
SP9	SP9
TMEM132E	TMEM132E
WRAP73	WRAP73
MUC19	MUC19
NKPD1	NKPD1
GTSE1	GTSE1
XPR1	XPR1
ZYG11B	ZYG11B
SNORA74B	SNORA74B
TROVE2	TROVE2
CRADD	CRADD
TGM1	TGM1
RRAGD	RRAGD
CCDC120	CCDC120
MIR630	MIR630
FAM78A	FAM78A
PROM1	PROM1
LOC283335	LOC283335
LINC01763	LINC01763
ZNF862	ZNF862
DLGAP1-AS3	DLGAP1-AS3
C9orf50	C9orf50
CSRP1	CSRP1
RNF111	RNF111
MYO10	MYO10
TMX2-CTNND1	TMX2-CTNND1
ARFGAP3	ARFGAP3
ZNF526	ZNF526
