drug_name,repurposing_score,avg_degree,avg_betweenness,hub_target_ratio,num_targets,is_approved,is_anti_neoplastic,rank,confidence
"FACTOR XIII, HUMAN",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FENCAMFAMIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FENTANYL HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FIDAXOMICIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FINERENONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLORBETAPIR F-18,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUDROCORTISONE ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUORESCEIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUOROMETHOLONE ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUPHENAZINE DECANOATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUPHENAZINE ENANTHATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUTICASONE FUROATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FLUVOXAMINE MALEATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOMIVIRSEN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSCARNET,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSFOMYCIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSFOMYCIN TROMETHAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSINOPRIL SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSNETUPITANT CHLORIDE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSPROPOFOL DISODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSTAMATINIB DISODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FOSTEMSAVIR TROMETHAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FUMARIC ACID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FUSIDATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
FUSIDATE SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GADOBENATE DIMEGLUMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GADOFOSVESET TRISODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GAMMA-AMINOBUTYRIC ACID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GANIRELIX ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GEMIFLOXACIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GEPIRONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GERANIOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GLASDEGIB MALEATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GLUCAGON HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GLUCOSAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GLUCOSE-6-PHOSPHATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GLUTATHIONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GOLIMUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GOLODIRSEN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GONADORELIN HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GRANISETRON HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GRAPEFRUIT JUICE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
GUANETHIDINE MONOSULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HEAVY MINERAL OIL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HEPTANE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HETACILLIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HETACILLIN POTASSIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HEXAFLUORENIUM BROMIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HOMATROPINE HYDROBROMIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HYDROCORTAMATE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HYDROCORTISONE CYPIONATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
HYOSCYAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IBANDRONATE SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IBREXAFUNGERP CITRATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IBUTAMOREN MESYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ICATIBANT ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IDECABTAGENE VICLEUCEL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IGOVOMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IMDEVIMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INDACATEROL MALEATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INDALPINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INDECAINIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INOTERSEN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INOTUZUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ASPART PROTAMINE RECOMBINANT,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN ASPART PROTAMINE, HUMAN",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN DETEMIR,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN GLARGINE-YFGN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN GLULISINE, HUMAN",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN LISPRO PROTAMINE RECOMBINANT,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN LISPRO-AABC,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN PURIFIED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN PURIFIED PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP ISOPHANE BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP ISOPHANE BEEF/PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP ISOPHANE PURIFIED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP ISOPHANE PURIFIED PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP PROTAMINE ZINC PURIFIED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN SUSP PROTAMINE ZINC PURIFIED PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP EXTENDED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP EXTENDED PURIFIED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP PROMPT BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP PROMPT PURIFIED PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP PURIFIED BEEF,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP PURIFIED BEEF/PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP PURIFIED PORK,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN ZINC, EXTENDED",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN ZINC, PROMPT",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN [INJECTION], BIPHASIC",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN, ISOPHANE",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN, PROTAMINE ZINC",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"INSULIN, REGULAR, PORK",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
INULIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IOBENGUANE I-123,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IOBENGUANE I-131,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IODINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IODINE-131-TOSITUMOMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IOFLUPANE I-123,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IOPAMIDOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IRON-DEXTRAN COMPLEX,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ISOETHARINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ISOPROPYL PALMITATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IVABRADINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
IXEKIZUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
KANAMYCIN A,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
KINETIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LACTOFERRIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LANTHANUM CARBONATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LASMIDITAN SUCCINATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LAUROCAPRAM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEFAMULIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LENACAPAVIR,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEUPROLIDE MESYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVALBUTEROL TARTRATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVAMLODIPINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVOBETAXOLOL HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVOBUPIVACAINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVOCABASTINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVOMETHADYL ACETATE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LEVORPHANOL TARTRATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LH (MENOTROPINS),0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LINDANE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LINZAGOLIX,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LIPEGFILGRASTIM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LISOCABTAGENE MARALEUCEL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LODOXAMIDE TROMETHAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LOMEFLOXACIN HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LONAPEGSOMATROPIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LORCASERIN HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LUMACAFTOR,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LUMASIRAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LURBINECTEDIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LUTEINIZING HORMONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LUTETIUM LU 177 VIPIVOTIDE TETRAXETAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
LUTROPIN ALFA,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MACIMORELIN ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MAFTIVIMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MAGNESIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MAGNESIUM CHLORIDE ANHYDROUS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MALIC ACID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MARALIXIBAT CHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MARIBAVIR,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MEBUTAMATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MECASERMIN RINFABATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MECLIZINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MELPHALAN FLUFENAMIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MENATETRENONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MENINGOCOCCAL GROUP B VACCINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MEQUINOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MEQUITAZINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METACRESOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METAPROTERENOL SULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHANDROSTENOLONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHANTHELINE BROMIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHAPYRILENE FUMARATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHDILAZINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHDILAZINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHICILLIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHOHEXITAL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHOTREXATE SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHYL AMINOLEVULINATE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHYL ANTHRANILATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHYL ISOBUTYL KETONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHYLEUGENOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METHYLPARABEN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METOCURINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
METOPROLOL FUMARATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MEZLOCILLIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MICAFUNGIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MIFAMURTIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MILRINONE LACTATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MITAPIVAT SULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MITOBRONITOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MOBOCERTINIB SUCCINATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MOEXIPRIL HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MORPHINE SULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MUPIROCIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
MUPIROCIN CALCIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NAFARELIN ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NATAMYCIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NEDOSIRAN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NIRSEVIMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NITISINONE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NOMEGESTROL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NONOXYNOL-9,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
NOVOBIOCIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OCTOCRYLENE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ODESIVIMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OLODATEROL HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OLOPATADINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OMADACYCLINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OMEGA-3 FATTY ACIDS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OMIDENEPAG ISOPROPYL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ORITAVANCIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
"ORNITHINE, (L)-ISOMER",0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OSILODROSTAT PHOSPHATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OSIMERTINIB MESYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OTESECONAZOLE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXAMNIQUINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXIBENDAZOLE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXOLINIC ACID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXYCODONE TEREPHTHALATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXYPHENISATIN ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OXYPURINOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
OZANIMOD HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
P-AMINOHIPPURATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PADIMATE-O,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PALIVIZUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PARECOXIB SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PATIROMER CALCIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PEGINESATIDE ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PEGVALIASE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PEMIROLAST,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENAMECILLIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENICILLIN G BENZATHINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENICILLIN G PROCAINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENICILLIN G SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENICILLIN V POTASSIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENTAGASTRIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENTAZOCINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PENTAZOCINE LACTATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PERFLUNAFENE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PERINDOPRIL ARGININE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PERINDOPRILAT,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENACETIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENAZOPYRIDINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENETHICILLIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENINDAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENIRAMINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENIRAMINE MALEATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENOXYETHANOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENYL AMINOSALICYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENYL SALICYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHENYLETHYL ALCOHOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHYSOSTIGMINE SALICYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PHYTOSTEROLS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIBRENTASVIR,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIPECURONIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIPERACILLIN ANHYDROUS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIPERACILLIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIPERAZINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIRBUTEROL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PIRBUTEROL ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PITAVASTATIN MAGNESIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PITAVASTATIN SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PITOLISANT HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
POLYTHIAZIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PORFIMER SODIUM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
POTASSIUM CITRATE ANHYDROUS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
POZELIMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PRABOTULINUMTOXIN A,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PRALIDOXIME CHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PRASUGREL HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PREDNISOLONE SODIUM PHOSPHATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PREDNISOLONE TEBUTATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PRETOMANID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROCYCLIDINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROGESTOGEN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROPIOMAZINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROPOXYPHENE NAPSYLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROPYL GALLATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROPYLENE GLYCOL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PROPYLHEXEDRINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PRUCALOPRIDE SUCCINATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PSEUDOEPHEDRINE POLISTIREX,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PSEUDOEPHEDRINE SULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PYRUVIC ACID,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
PYRVINIUM PAMOATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
QUINAPRILAT,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RAMIPRILAT,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RANITIDINE BISMUTH CITRATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RECOMBINANT FACTOR VIIA,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RECOMBINANT HUMAN CHORIONIC GONADOTROPIN,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RELEBACTAM,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
REMOXIPRIDE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
REPROTEROL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RESLIZUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RIMANTADINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RIMANTADINE HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RIMEGEPANT SULFATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
RISEDRONATE SODIUM ANHYDROUS,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ROLAPITANT HYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
ROMOSOZUMAB,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
S-ADENOSYLMETHIONINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SACROSIDASE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SACUBITRIL,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SALICYLAMIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SAPROPTERIN DIHYDROCHLORIDE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SARALASIN ACETATE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
SARECYCLINE,0.020766368232737593,0,0,0,1,TRUE,FALSE,3202,low
