drug_name,is_approved,is_anti_neoplastic,is_immunotherapy,avg_degree,max_degree,avg_betweenness,max_betweenness,avg_closeness,avg_eigenvector,avg_page_rank,avg_clustering_coef,num_communities,avg_edge_score,avg_neighbor_connectivity,num_targets,hub_target_ratio,bottleneck_target_ratio,avg_interaction_score,avg_interaction_type,drug_id
QUINUPRISTIN,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.36806847974040746,-0.75,14900
QUINUPRISTIN/DALFOPRISTIN,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.36806847974040746,-1,14901
QUIPAZINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.09025446959310243,0.75,14902
QUISINOSTAT,FALSE,FALSE,FALSE,28,28,0.002174102026034872,0.002174102026034872,0.4844961240310077,0.19955637931842393,0.0072831446195079684,0.6813186813186813,2,0.5387857142857143,56,22,0,0,0.11380615193627015,-0.875,14903
QUISOVALIMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,-1,14904
QUISQUALIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,3.304355803480905,-0.25,14905
QUIZARTINIB,TRUE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,20,0,0,0.2637505826216807,-0.5454545454545454,14906
QWF,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.375639269641208,-1,14907
"R,R-THC",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.5540582192078153,0,14908
R-(+)-METHANANDAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.9181828116544962,-0.2,14909
R-112,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.500219178,-1,14910
R-138727,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2638576444004749,-1,14911
R-1487,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,9,0,0,0.1468873552571656,-0.1111111111111111,14912
R-333,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6604225729548614,-1,14913
R-343,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.500219178,-1,14914
R-348,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6604225729548614,-1,14915
R-486,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.093909817410302,-1,14916
R-715,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.381780822,-1,14917
R-954,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.381780822,-1,14918
R-L3,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.375639269641208,1,14919
R-PSOP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.917092846427472,-1,14920
R-RUGULACTONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,5.000730593875666,0,14921
R-SPONDIN-1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.296814272449462,1,14922
R-SPONDIN-2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.296814272449462,1,14923
R-SPONDIN-3,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.296814272449462,1,14924
R-SPONDIN-4,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.296814272449462,1,14925
R-VK4-40,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.2045242622856483,-1,14926
R116010,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,-1,14927
R116031,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.093909817410302,-1,14928
R121919,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.019525817,-1,14929
R1295,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.1067892779753965,0,14930
R3 B1-22R,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.875273972703375,-1,14931
R3(B&DELTA;23-27)R/I5 CHIMERIC PEPTIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7709459665558319,-0.3333333333333333,14932
R3/I5,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6876004566579041,1,14933
R3/I5- SMBIT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.875273972703375,1,14934
R396,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.381780822,-1,14935
R411,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14936
R5-HIV-1 GP120,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.458546423213736,1,14937
R547,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,7,0.14285714285714285,0.14285714285714285,0.19200063038592444,-0.7142857142857143,14938
RA-2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,-1,14939
RA839,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,0,14940
RABACFOSADINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14941
RABEPRAZOLE,TRUE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,26,0,0,0.06082166735207211,-0.23529411764705882,14942
RABUSERTIB,FALSE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.8965619125460242,-0.6666666666666666,14943
RACECADOTRIL,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,4.773424657790408,-0.5,14944
RACEMENTHOL,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,4.6156563929417596,0.2857142857142857,14945
RACEMETYROSINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14946
RACEPINEPHRINE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.11078108560185214,0.5714285714285714,14947
RACEPINEPHRINE HYDROCHLORIDE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.14718091378235365,0,14948
RACLOPRIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.05871128532570372,-0.6,14949
RACOTUMOMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14950
RACTOPAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.009762908,1,14951
RAD-140,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058471794,0,14952
RADALBUVIR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,-1,14953
RADANAMYCIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7517964922052208,0,14954
RADEZOLID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.36806847974040746,-1,14955
RADICICOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.7476327257426979,0,14956
RADIOPROTECTIN-1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.039051633514961,1,14957
RADIOSENSITIZING AGENT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.544343271638073,0,14958
RADIOSUMIN B,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,0,14959
RADIPRODIL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.5151851573360919,-0.5,14960
RADIX POLYGALAE EXTRACT PDC-1421,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4907258993990139,0,14961
RADOTERMIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14962
RADOTINIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6685629031380534,-0.6666666666666666,14963
RADRETUMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.039051633514961,0,14964
RAF INHIBITOR BDTX-4933,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2749092734853114,0,14965
RAF-265,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.1611704015327618,-1,14966
RAFABEGRON,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.500219178,1,14967
RAFIVIRUMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,-1,14968
RAFOXANIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.08975435512768896,0,14969
RAFUTROMBOPAG,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,1,14970
RAG8,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,5.250767123569449,-1,14971
RAGAGLITAZAR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.3346448503477403,0.5,14972
RAGIFILIMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,1,14973
RALFINAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,20,0,0,0.06359860691538527,-0.38095238095238093,14974
RALIMETINIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.41498775314913117,-1,14975
RALIMETINIB MESYLATE,FALSE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.3305035240480345,-0.5,14976
RALINEPAG,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,0.5,14977
RALMITARONT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,1,14978
RALOXIFEN,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.21761356848349125,0,14979
RALOXIFENE HYDROCHLORIDE,TRUE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,50,0.02,0.02,0.09083077884720124,-0.018867924528301886,14980
RALPANCIZUMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.039051633514961,-1,14981
RALTEGRAVIR POTASSIUM,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.7592512408586918,-0.25,14982
RALTITREXED,TRUE,TRUE,FALSE,68,68,0.057872007813804076,0.057872007813804076,0.5605381165919282,0.4101622652100837,0.017127617625598543,0.34224598930481287,2,0.7228235294117648,36.64705882352941,9,0.1111111111111111,0.1111111111111111,0.8395602317246131,-0.18181818181818182,14983
RALURIDINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,14984
RAMATERCEPT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,9.845188356692717,-0.3333333333333333,14985
RAMATROBAN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.5765990351165472,-0.4444444444444444,14986
RAMELTEON,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,6.108625187220645,0.6666666666666666,14987
RAMIPRIL,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.4206318826751789,-0.2857142857142857,14988
RAMIPRILAT,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.221108633388244,-1,14989
RAMOSETRON,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.166837138570988,0,14990
RAMOSETRON HYDROCHLORIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.6102852395349442,-1,14991
RAMUCIRUMAB,TRUE,TRUE,TRUE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.19919317145100982,-0.2,14992
RANATENSIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.9897279302344579,1,14993
RANIBIZUMAB,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,5.156855017687311,-0.25,14994
RANIRESTAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,8.078103267029922,0,14995
RANITIDINE BISMUTH CITRATE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.281729452230906,-1,14996
RANITIDINE HYDROCHLORIDE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,16,0,0,0.254699066250764,-0.11764705882352941,14997
RANK LIGAND,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,52.50767123569449,0,14998
RANOLAZINE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.09773630508071837,0,14999
RANPIRNASE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,15000
RAPACURONIUM BROMIDE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.6156162557407993,-1,15001
RAPALINK-1,FALSE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.397720241508495,-0.5,15002
RAPASTINEL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.2969392623611853,0.7777777777777778,15003
RAS INHIBITOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.38178545871430075,0,15004
RAS PEPTIDE CANCER VACCINE,FALSE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.546954909,0,15005
RASAGILINE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.472579481263489,-0.2222222222222222,15006
RASBURICASE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,1.9882904838682969,0,15007
RASDEGAFUSP ALFA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,9.845188356692717,0,15008
RASEGLURANT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.917092846427472,0,15009
RASGRP ACTIVATOR 1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,3.3085641807965263,1,15010
RATANIAPHENOL II,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1190650141398968,0,15011
RAUWOLFIA SERPENTINA (USP),TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.20932526772003657,-0.75,15012
RAUWOLSCINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.10514986613423538,-0.875,15013
RAVAGALIMAB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.999214493887793,-0.5,15014
RAVIDASVIR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,-1,15015
RAVIDASVIR HYDROCHLORIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,15016
RAVOXERTINIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.46042344600516855,-0.42857142857142855,15017
RAVUCONAZOLE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,-1,15018
RAVULIZUMAB,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,0.4042243970095927,-0.1,15019
RAXIBACUMAB,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,8.751278539282415,0,15020
RAXOFELAST,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,10.50153424713889,0,15021
RAZOXANE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.640408614734458,0,15022
RAZUPENEM,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,-1,15023
RAZUPROTAFIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,13.67387271762877,-0.3333333333333333,15024
RBM2-1B,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,26.25383561784724,-1,15025
RCI-0879,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.810609352954982,-1,15026
REACTIVE BLUE-2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.5958006144558249,-1,15027
REBAMIPIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.7709835095783081,0,15028
REBASTINIB,FALSE,TRUE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.3254460956605649,-0.2857142857142857,15029
REBEMADLIN,FALSE,TRUE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,3,0.3333333333333333,0.3333333333333333,0.9429535378698772,0,15030
REBIMASTAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,0.8183201039126483,-0.8571428571428571,15031
REBOXETINE,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.286730271600785,-0.5,15032
REC 15/2615,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.280674908,-1,15033
REC 15/3079,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4526523382387456,-1,15034
RECILISIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.1185987238799164,-1,15035
RECILISIB SODIUM,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0,0,15036
RECOMBINANT 70-KD HEAT-SHOCK PROTEIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,3.881188165631765,0,15037
RECOMBINANT ADENOVIRUS 5 ENCODING TUMOR NECROSIS FACTOR-RELATED APOPTOSIS-INDUCING LIGAND,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,15038
RECOMBINANT ALPHA CHEMOKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,15039
RECOMBINANT BETA CHEMOKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,8.126187215141208,0,15040
RECOMBINANT C5A,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.917092846427472,0,15041
RECOMBINANT CD40-LIGAND,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,1.5332509851949276,0,15042
RECOMBINANT CHEMOKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,12,0,0,1.978209230729956,0,15043
RECOMBINANT COLONY STIMULATING FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.584837097306682,0,15044
RECOMBINANT CYTOKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,26,0,0,0.6255001852677218,0,15045
RECOMBINANT EOTAXIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,1.1732774147565426,0,15046
RECOMBINANT FACTOR VIIA,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,0,15047
RECOMBINANT FAS LIGAND,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,7.05571832244387,0,15048
RECOMBINANT FIBROBLAST GROWTH FACTOR 2,FALSE,FALSE,FALSE,8,8,0.0019778177044806637,0.0019778177044806637,0.35014005602240894,0.02077013890140916,0.00353393768663776,0.5,2,0.7115,24.5,11,0,0,0.5718183864311115,0,15049
RECOMBINANT FIBROBLAST GROWTH FACTOR 3,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,15050
RECOMBINANT FIBROBLAST GROWTH FACTOR 4,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,105.0153424713889,0,15051
RECOMBINANT FLT3 LIGAND,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.9591548051020643,0,15052
RECOMBINANT FRACTALKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,15053
RECOMBINANT GRANULOCYTE-MACROPHAGE COLONY-STIMULATING FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,15054
RECOMBINANT GROWTH FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,8.078103267029922,0,15055
RECOMBINANT HEPATOCYTE GROWTH FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,1.7170771098862678,0,15056
RECOMBINANT HEREGULIN,FALSE,FALSE,FALSE,8,8,0.0013149380011080757,0.0013149380011080757,0.31565656565656564,0.005561881652080117,0.0046300877292256475,0.5,2,0.7285,13,7,0,0,0.877913906994415,0,15057
RECOMBINANT HUMAN 6CKINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,15058
RECOMBINANT HUMAN ALBUMIN-HUMAN GRANULOCYTE COLONY-STIMULATING FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,15059
RECOMBINANT HUMAN CHORIONIC GONADOTROPIN,TRUE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.281729452230906,0,15060
RECOMBINANT HUMAN ENDOSTATIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.7955707762984014,0,15061
RECOMBINANT HUMAN INTERLEUKIN-15,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.490748507334226,1,15062
RECOMBINANT HUMAN KALLIKREIN-1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.750109589,0,15063
RECOMBINANT HUMAN MACROPHAGE INFLAMMATORY PROTEIN-1 BETA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,15064
RECOMBINANT HUMAN MONOCYTE CHEMOATTRACTANT PROTEIN-2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,15065
RECOMBINANT HUMAN STEM CELL FACTOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,1.3713397595429704,0,15066
RECOMBINANT HUMAN THROMBOPOIETIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.187819634820604,0,15067
RECOMBINANT INHIBIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.10030684942778,0,15068
RECOMBINANT INTERFERON,FALSE,FALSE,FALSE,68,68,0.057872007813804076,0.057872007813804076,0.5605381165919282,0.4101622652100837,0.017127617625598543,0.34224598930481287,2,0.7228235294117648,36.64705882352941,39,0.02564102564102564,0.02564102564102564,0.7401715467067538,0,15069
RECOMBINANT INTERFERON ALFA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,6,0,0,1.1288300426221651,0,15070
RECOMBINANT INTERFERON BETA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,2.059916333,0,15071
RECOMBINANT INTERFERON GAMMA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,15072
RECOMBINANT INTERLEUKIN,FALSE,FALSE,FALSE,68,68,0.057872007813804076,0.057872007813804076,0.5605381165919282,0.4101622652100837,0.017127617625598543,0.34224598930481287,2,0.7228235294117648,36.64705882352941,7,0.14285714285714285,0.14285714285714285,0.5679451148886097,0,15073
