drug_name,is_approved,is_anti_neoplastic,is_immunotherapy,avg_degree,max_degree,avg_betweenness,max_betweenness,avg_closeness,avg_eigenvector,avg_page_rank,avg_clustering_coef,num_communities,avg_edge_score,avg_neighbor_connectivity,num_targets,hub_target_ratio,bottleneck_target_ratio,avg_interaction_score,avg_interaction_type,drug_id
&ALPHA;&BETA;-MEATP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.545746488624972,0.75,1
&ALPHA;&BETA;-METHYLENEADP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.633836582904151,-0.3333333333333333,2
&ALPHA;-BUNGAROTOXIN,FALSE,FALSE,FALSE,24,24,3.9293135835516126e-4,3.9293135835516126e-4,0.4562043795620438,0.1760610876182333,0.006301392646076899,0.8787878787878788,2,0.7231666666666666,53.5,4,0,0,1.037777335038964,-1,3
&ALPHA;-CGRP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.7721716358190367,1,4
&ALPHA;-CONOTOXIN ARIB,FALSE,FALSE,FALSE,24,24,3.9293135835516126e-4,3.9293135835516126e-4,0.4562043795620438,0.1760610876182333,0.006301392646076899,0.8787878787878788,1,0.7231666666666666,53.5,1,0,0,1.810609352954982,-1,5
&ALPHA;-CONOTOXIN AUIB,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.591141552596803,-1,6
&ALPHA;-CONOTOXIN GI,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.458546423213736,-1,7
&ALPHA;-CONOTOXIN IMI,FALSE,FALSE,FALSE,24,24,3.9293135835516126e-4,3.9293135835516126e-4,0.4562043795620438,0.1760610876182333,0.006301392646076899,0.8787878787878788,1,0.7231666666666666,53.5,1,0,0,1.810609352954982,-1,8
&ALPHA;-CONOTOXIN MI,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.458546423213736,-1,9
&ALPHA;-CONOTOXIN MII,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.4687950280371025,-1,10
"&ALPHA;-CONOTOXIN MII [H9A, L15A]",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,-1,11
&ALPHA;-CONOTOXIN PIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,7.501095891,-1,12
&ALPHA;-CONOTOXIN PNIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,3.6795148403801066,-1,13
&ALPHA;-CONOTOXIN RGIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,3.333820395713736,-1,14
&ALPHA;-CONOTOXIN TXIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,3.6795148403801066,-1,15
&ALPHA;-CONOTOXIN-GIC,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,3.6795148403801066,-1,16
&ALPHA;-DENDROTOXIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,0,17
&ALPHA;-ERGOCRYPTINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,10,0,0,0.04239241476115453,0,18
&ALPHA;-FLUOROMETHYLENEPHOSPHONATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.088686543276147,1,19
&ALPHA;-HELICAL CRF,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.019525817,-1,20
&ALPHA;-METHYL-5-HT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.12046323437939213,1,21
"&ALPHA;-METHYL-D,L-TRYPTOPHAN",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,19.69037671338543,-1,22
&ALPHA;-METHYLSERINE-O-PHOSPHATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,-1,23
&ALPHA;-MSH,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.8204323630577265,1,24
&ALPHA;-NEOENDORPHIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6908904109959803,1,25
&ALPHA;-NETA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,5.834185692854944,-1,26
&ALPHA;-PROPYLDOPACETAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,2.309365170088415,-1,27
&ALPHA;.&BETA;-METHYLENE-2-THIO-UDP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,1,28
&ALPHA;3IA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.2664280066097905,0,29
&ALPHA;5IA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.2664280066097905,0,30
&BETA;-CGRP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.7721716358190367,1,31
&BETA;-CYANO-L-ALANINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,13.12691780892362,-1,32
&BETA;-D-HYDROXYBUTYRIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.282942227638891,1,33
&BETA;-ENDORPHIN,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,2,0,0,0.28889001698725725,1,34
&BETA;-FNA,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,3,0,0,0.1925074937721143,-1,35
&BETA;-NEOENDORPHIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6908904109959803,1,36
&BETA;-PHENYLETHYLAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,1,37
&BETA;-SCORPION TOXIN CN2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.750547945,1,38
&BETA;-SECRETASE INHIBITOR IV,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.667752071795908,-1,39
&BETA;3-TETRAPEPTIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.381780822,1,40
&DELTA;12-PGJ2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7775174395946851,1,41
&DELTA;R3/I5,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,1,42
&GAMMA;-KTX1.7,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,4.785855451170071,-0.5,43
&GAMMA;-MSH,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.625383561784724,1,44
&KAPPA;M-CONOTOXIN RIIIK,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,17.50255707856483,0,45
&MU;-CONOTOXIN GIIIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.7001022831425933,0,46
&RHO;-DA1A,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.9907107780319716,-1,47
(&PLUSMN;)-CIS-2-CAMP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.015105569269633,1,48
(&PLUSMN;)-CIS-H2-PAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,-1,49
(&PLUSMN;)-EQUOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.9330407266146693,1,50
(&PLUSMN;)-TRANS-H2-PAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,-1,51
(&PLUSMN;)YM796,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5048814541893701,1,52
"(+)-5-(5-BROMOTHIOPHEN-3-YL)-5-METHYL-4-OXO-4,5-DIHYDRO-FURAN-2-CARBOXYLIC ACID",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.282942227638891,1,53
(+)-ADRENALINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.38497131674080487,1,54
(+)-ADTN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7116424306262468,1,55
(+)-AJ76,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1179947668217853,-1,56
(+)-ALPHA-TOCOPHERYL SUCCINATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.2548916079402645,0,57
(+)-BUTACLAMOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,0.11582689332907628,-1,58
(+)-CIS-H2-PAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,-1,59
(+)-CYCLAZOSIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.38497131674080487,-1,60
(+)-DOI,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.15061396624399342,1,61
(+)-EPITAXIFOLIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.06535283525,0,62
(+)-HA966,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.5239872741144107,1,63
(+)-JQ1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.6810014792517551,-0.4,64
(+)-LSD,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.14229455675943412,1,65
(+)-MCPG,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.6706776196378655,-1,66
(+)-NORFENFLURAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.1534953725,0.5,67
(+)-S-14297,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.2045242622856483,-1,68
(+)-S20,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.917092846427472,1,69
(+)-SCH-23390,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.7001022831425933,-1,70
(+)-SKF 10.047,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,71
(+)-TAXIFOLIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.04872307025,0,72
(+)-UH232,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.2045242622856483,-1,73
(+)-WAY 100135,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.3144284673107064,-1,74
(+/-)-ERIODICTYOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,12,0,0,0.059073314701846194,0.08333333333333333,75
(+/-)-PENTAACETYLCATECHIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058733413,0,76
(+/-)-WIEDENDIOL B,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,15.00219178,0,77
(-)-&ALPHA;-THUJONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.187819634820604,1,78
(-)-(S)-BAYK8644,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,1.1754382012789222,1,79
(-)-BREMAZOCINE,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,3,0,0,0.1925074937721143,0.3333333333333333,80
(-)-CAMPHOR,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.141471113819445,0,81
(-)-CYCLAZOCINE,FALSE,FALSE,FALSE,24,24,0.007394711223603362,0.007394711223603362,0.48828125,0.19481680063517912,0.0064622843373507155,0.6060606060606061,2,0.6674166666666667,52.166666666666664,3,0,0,0.1925074937721143,1,82
(-)-ENGLERIN A,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.504125998939165,1,83
(-)-N-PORPHYNORAPOMORPHINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.029301058124999998,0.25,84
(-)-NORFENFLURAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5527123287967841,1,85
(-)-RO 363,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.9376369863516875,1,86
(-)-ROLIPRAM,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.2815546177661338,0,87
(-)-STEPHOLIDINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.18468195524087175,-0.3333333333333333,88
(-)-TERTATOLOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4526523382387456,-1,89
(-)-TRANS-H2-PAT,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.6035364509849942,-1,90
(-)-U-50488,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.035025102687529563,0,91
(-)-U-50488 METHANE SULFONATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1495945049449985,0,92
(-)-USNIC ACID,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.1215455352678113,0,93
(-)-YM796,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5048814541893701,1,94
"(1-HYDROXY-1-PHOSPHONO-2-[1,1';4',1'']TERPHENYL-3-YL-ETHYL)-PHOSPHONIC ACID",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.500365296937833,-1,95
"(10R)-10-METHYL-3-(6-METHYLPYRIDIN-3-YL)-9,10,11,12-TETRAHYDRO-8H-[1,4]DIAZEPINO[5',6':4,5]THIENO[3,2-F]QUINOLIN-8-ONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.3433295634776758,-0.3333333333333333,96
"(12E,20Z,18S)-8-HYDROXYVARIABILIN",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.8053336847984014,-0.5,97
(1R)-TRANS-TETRAMETHRIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.062958838,0,98
"(1S,3R)-ACPD",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.521484856326669,1,99
(2-NITROVINYL)BENZENE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.058471794,0,100
"(20S,21R)-FLUOROCAMPTOTHECIN",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,0,101
"(20S,21S)-7-CYCLOHEXYLFLUOROCAMPTOTHECIN",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,0,102
"(20S,21S)-FLUOROCAMPTOTHECIN",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8751278539282416,0,103
(2R)-2-({9-(1-METHYLETHYL)-6-[(4-PYRIDIN-2-YLBENZYL)AMINO]-9H-PURIN-2-YL}AMINO)BUTAN-1-OL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.7443616228814929,-1,104
"(2R,3R)-APDC",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.8839333199547592,1,105
(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,13,0,0,0.3050914364225043,-0.38461538461538464,106
"(2S,4S)-KETOCONAZOLE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,2.75963613028508,-1,107
"(3,5)-[19F]2-PHE-&PSI;-ALA",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,1.7819345443190364,0,108
"(3R,4S)-293B",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.375639269641208,0,109
"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,24,0,0,0.0991911000980026,-0.2916666666666667,110
(4-CHLOROPHENYL)(MORPHOLINO)METHANETHIONE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.043240009,0,111
"(4Z)-1-(3-FLUOROPHENYL)-4-(2-OXO-1H-INDOL-3-YLIDENE)PYRAZOLIDINE-3,5-DIONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,-1,112
"(5E)-1-(4-FLUOROPHENYL)-5-[(5-METHYLTHIOPHEN-2-YL)METHYLIDENE]-2-SULFANYLIDENE-1,3-DIAZINANE-4,6-DIONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,-1,113
"(5Z)-1-(2-FLUOROPHENYL)-2-SULFANYLIDENE-5-(THIOPHEN-2-YLMETHYLIDENE)-1,3-DIAZINANE-4,6-DIONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,-1,114
"(5Z)-5-[(5-BROMOTHIOPHEN-2-YL)METHYLIDENE]-1-METHYL-2-SULFANYLIDENE-1,3-DIAZINANE-4,6-DIONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.773424657790408,-1,115
"(7S)-2-(2-AMINOPYRIMIDIN-4-YL)-7-(2-FLUOROETHYL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,7,0,0,1.5045012470410528,-1,116
(B7-33)H2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.8078103267029922,1,117
(D-ALA11]BOMBESIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.458546423213736,1,118
(DES 1-8) A-CHAIN INSL3 ANALOGUE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.282942227638891,-1,119
(HYDROXYMETHYLPHENYL)AGOMELATINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,-1,120
(N)METHANOCARBA-UTP,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,3.281729452230906,1,121
(R)-&ALPHA;-METHYLHISTAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.24777815936933595,0.6666666666666666,122
(R)-16 [PMID: 32267688],FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.6950316122606913,1,123
(R)-2H [PMID:19625189],FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.019525817,0,124
(R)-5-DIPHOSPHOMEVALONATE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.5097832158805291,-1,125
(R)-ARN2508,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.5901331052491381,-1,126
(R)-AS-1,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,5.834185692854944,0,127
(R)-BICALUTAMIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.116943588,0,128
(R)-DOI,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.15061396624399342,1,129
(R)-EDELFOSINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.4507967070781814,0,130
(R)-EF-1520,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,5.5689954340888095,-1,131
(R)-FELODIPINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.03208509666666667,0,132
(R)-FLECAINIDE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.05482315794926495,0,133
(R)-FLUROCARAZOLOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.27131872081177827,-1,134
(R)-IBUPROPHEN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.9546849315580818,0,135
(R)-INDOPROFEN,FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,1,0.634891304347826,35.17391304347826,1,1,1,0.1159109740302306,0,136
(R)-MELPHALAN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.10521382114774909,0,137
(R)-N-OLEOYLTYROSINOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.166837138570988,1,138
(R)-ND-336,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,1.8094430990946517,-1,139
(R)-NFPS,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.5841217253178657,-0.25,140
(R)-NITRENDIPINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.052592387500000004,0,141
(R)-PFI-2,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,52.50767123569449,-1,142
(R)-PIA,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,8,0,0,0.18470858218388253,0.5,143
(R)-PINOCEMBRIN,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.02358198075,0,144
(R)-PROCYCLIDINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.08854582,0,145
(R)-RO65-6570,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.280674908,1,146
(R)-SARGACHROMENOL,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,1.521961485092594,0,147
(R)-STU104,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.3454452054979901,0,148
(R)-UH 301,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,0.4526523382387456,1,149
(R)-YNT-3708,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.6371544901407373,1,150
(R)-ZINC-3573,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,4.375639269641208,1,151
"(R,S)-4-PPG",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,4,0,0,0.7032277397637655,1,152
"(R,S)-IFENPRODIL",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.04427291,0,153
"(R,S)-INDATRALINE",FALSE,FALSE,FALSE,92,92,0.10150708577025484,0.10150708577025484,0.589622641509434,0.44949666261067367,0.022796106189732285,0.2618357487922705,2,0.634891304347826,35.17391304347826,11,0.09090909090909091,0.09090909090909091,0.022551046727272726,0,154
"(R,S)-PHPNECA",FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,3,0,0,0.18330378927727764,1,155
(R/S) EF-1500,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,5.5689954340888095,-1,156
(RS)-(TETRAZOL-5-YL)GLYCINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,5,0,0,0.29026316945995145,1,157
(RS)-PPCC,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,1,0,0,2.100306849,1,158
(RS)-ROSCOVITINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,13,0,0,0.18852169669026125,0,159
(S)-&ALPHA;-METHYLHISTAMINE,FALSE,FALSE,FALSE,0,-Inf,0,-Inf,0,0,0,0,1,0,0,2,0,0,0.5296305450810059,1,160
