Gene_Symbol,direction,mRNA_source,mRNA_logFC_mean,LCM_SMD
MNT,DOWN,GEO_merged,-1.056879251391514,
FLOT2,DOWN,GEO_merged,-0.2607897820500484,
PSEN2,UP,GEO_merged,1.098011062626313,
CSTB,UP,GEO_merged,0.373718521861534,
TK2,UP,GEO_merged,0.9295204781416698,
GPM6A,UP,GEO_merged,0.41220078880096,
SQLE,DOWN,GEO_merged,-0.9655669689736416,
RNF113A,DOWN,GEO_merged,-0.8683292815331329,
SERTAD2,DOWN,GEO_merged,-1.1038977682566444,
RB1CC1,DOWN,GEO_merged,-0.2780441376782454,
EEF1A1,UP,GEO_merged,0.4487590151806395,
TTF1,UP,GEO_merged,1.1287738091101556,
DNM1L,DOWN,GEO_merged,-1.316542370394137,
TFDP2,UP,GEO_merged,0.8279302377088475,
GRSF1,DOWN,GEO_merged,-0.7438642233168963,
ATIC,UP,GEO_merged,0.4021895710300114,
MOBP,DOWN,GEO_merged,-0.088469790335933,
SKIV2L2,UP,GEO_merged,1.2596530286729344,
ATF2,DOWN,GEO_merged,-0.8504979121843765,
BBS9,DOWN,GEO_merged,-0.1311075884454225,
MRPL3,UP,GEO_merged,0.8786108247277975,
CNR1,DOWN,GEO_merged,-0.1123446990956499,
RPS6KA3,DOWN,GEO_merged,-0.9783862317289534,
HNRNPF,UP,GEO_merged,0.621887591912693,
HK1,DOWN,GEO_merged,-0.329524389718548,
SUPT5H,UP,GEO_merged,0.3317369413685603,
NCOA4,UP,GEO_merged,0.8549946463174346,
CPOX,DOWN,GEO_merged,-0.9821537398349012,
AFF2,UP,GEO_merged,1.0132445359999356,
ATN1,DOWN,GEO_merged,-0.2104212909195045,
STRN3,DOWN,GEO_merged,-0.629888047406833,
PIAS1,UP,GEO_merged,1.0113596716245443,
NCAM1,DOWN,GEO_merged,-0.6435494967024082,
CPNE1,UP,GEO_merged,0.3435724243552248,
RARS,UP,GEO_merged,1.1446725878211337,
UBE2G1,DOWN,GEO_merged,-1.0574494070503773,
ITGB8,DOWN,GEO_merged,-0.638117786424841,
CALR,UP,GEO_merged,1.2562639458756075,
COX8A,UP,GEO_merged,0.2692253896353417,
RPLP1,UP,GEO_merged,0.5153626655241295,
CHRNA5,DOWN,GEO_merged,-1.093347179310973,
PRKCA,DOWN,GEO_merged,-0.6865397968882401,
SEL1L,UP,GEO_merged,1.104162917174001,
SNW1,DOWN,GEO_merged,-0.9354936370090784,
FUBP1,DOWN,GEO_merged,-0.7371402283468276,
ISL1,DOWN,GEO_merged,-0.7979818548198154,
TRAC,DOWN,GEO_merged,-0.8721124876567086,
PNRC1,DOWN,GEO_merged,-0.208113574793599,
CNTNAP1,UP,GEO_merged,0.608555504977895,
NPTX1,DOWN,GEO_merged,-1.23797650417904,
IFIT5,DOWN,GEO_merged,-0.815595745274344,
MGAT2,UP,GEO_merged,0.8524800169248755,
EPCAM,DOWN,GEO_merged,-0.608168604833869,
TGFBR2,UP,GEO_merged,1.64355708773505,
RAPGEF5,DOWN,GEO_merged,-0.3452403818298608,
NEU1,UP,GEO_merged,1.0165492843802364,
DUT,DOWN,GEO_merged,-0.1400049701276005,
DPF2,DOWN,GEO_merged,-0.237866600001972,
TGFB3,UP,GEO_merged,0.2395048722282799,
SLC39A14,UP,GEO_merged,1.9817898759192247,
GARS,DOWN,GEO_merged,-0.4144177681403669,
COL6A1,DOWN,GEO_merged,-0.319337399802281,
HLA-DMB,UP,GEO_merged,1.004997885634564,
MOK,DOWN,GEO_merged,-0.4939520720199989,
USF2,UP,GEO_merged,0.93950614503869,
RET,DOWN,GEO_merged,-0.9247654908465724,
RANBP2,DOWN,GEO_merged,-1.2447194858921296,
SF1,UP,GEO_merged,1.3790598980690687,
FGFR2,DOWN,GEO_merged,-0.1125491476044899,
IQGAP1,UP,GEO_merged,0.3956679360223155,
BTN2A2,DOWN,GEO_merged,-0.125554848723984,
TCF12,UP,GEO_merged,1.327229491420351,
CCNG2,DOWN,GEO_merged,-0.44044969258478,
AEBP1,UP,GEO_merged,0.7019080297919971,
NTRK2,UP,GEO_merged,0.66180288033127,
TMF1,DOWN,GEO_merged,-0.757871574180413,
NONO,UP,GEO_merged,0.332641998230873,
EIF3B,UP,GEO_merged,0.884512507354264,
SLC12A5,DOWN,GEO_merged,-1.431682217850437,
SMARCA4,DOWN,GEO_merged,-0.3239439205404339,
IFNGR2,DOWN,GEO_merged,-0.1724892006938065,
PIGB,UP,GEO_merged,0.9536003980125296,
PLA2G16,DOWN,GEO_merged,-0.1518096378266969,
PPP2R2B,UP,GEO_merged,0.973557473968936,
SLC7A6,UP,GEO_merged,1.035254088661517,
ARSB,UP,GEO_merged,1.018554665523817,
FMR1,DOWN,GEO_merged,-0.2020198339787537,
PDK3,UP,GEO_merged,0.599425545472768,
MAF,DOWN,GEO_merged,-0.5626150896133171,
PSEN1,UP,GEO_merged,1.1690661897151324,
GALNS,DOWN,GEO_merged,-1.172382570190569,
BCAT1,DOWN,GEO_merged,-0.8986981193312855,
SLC3A2,UP,GEO_merged,1.8206846303940185,
ABCD3,UP,GEO_merged,1.039658724750814,
CYB5A,DOWN,GEO_merged,-0.2219658700212995,
MYH10,UP,GEO_merged,0.9298211786958624,
ZNF45,UP,GEO_merged,1.3720686520354974,
OXA1L,UP,GEO_merged,1.3375880357264742,
GLA,DOWN,GEO_merged,-0.2744081218986235,
SERPINB1,UP,GEO_merged,1.4678653852262649,
LTBR,UP,GEO_merged,1.5770312777210784,
ID4,UP,GEO_merged,0.972245813212153,
CKB,UP,GEO_merged,0.797892527454467,
HSF2,DOWN,GEO_merged,-0.8614941962688619,
STXBP3,UP,GEO_merged,0.3824124925107781,
LRRC23,DOWN,GEO_merged,-0.4467410869584106,
CACNB1,DOWN,GEO_merged,-0.3280356581741375,
RPS18,UP,GEO_merged,1.075797129442378,
SRPR,UP,GEO_merged,0.800245553562101,
CTAGE5,UP,GEO_merged,0.9844164055394864,
TRIM38,DOWN,GEO_merged,-0.2392832190985905,
NOVA1,DOWN,GEO_merged,-0.5062219641390732,
NEFH,DOWN,GEO_merged,-1.39745335755798,
IFRD1,DOWN,GEO_merged,-0.1301295973724545,
NR6A1,UP,GEO_merged,1.0545936522335364,
MAP2K5,DOWN,GEO_merged,-0.8035766508151002,
TM9SF2,DOWN,GEO_merged,-0.6816418787299248,
TPBG,UP,GEO_merged,0.6069560526168545,
TROVE2,UP,GEO_merged,1.2618013984735934,
DAP3,UP,GEO_merged,0.8112045959828215,
MCC,DOWN,GEO_merged,-1.017942290580578,
PRPH,DOWN,GEO_merged,-1.607186878198301,
ALAD,UP,GEO_merged,0.8924348878368266,
EYA2,UP,GEO_merged,0.85181949041687,
DNM2,UP,GEO_merged,1.846787349014268,
JUN,UP,GEO_merged,0.6170900040777505,
SLC7A1,DOWN,GEO_merged,-1.0951487822409336,
LIMK2,DOWN,GEO_merged,-1.165988509727224,
ARNT,DOWN,GEO_merged,-1.0663435762886355,
H2AFZ,UP,GEO_merged,1.0135388685368645,
PKP4,DOWN,GEO_merged,-0.4581821475770185,
RPL37A,DOWN,GEO_merged,-0.0606571610462925,
ERBB4,DOWN,GEO_merged,-0.1318522668934699,
RPGR,DOWN,GEO_merged,-0.7378997353075911,
ST5,UP,GEO_merged,0.8710755606128351,
ILK,DOWN,GEO_merged,-0.9864346912134614,
PTPRF,UP,GEO_merged,1.4214096055835246,
MNX1,UP,GEO_merged,0.967643226455858,
CDH6,DOWN,GEO_merged,-0.5031359860871375,
RAB5B,UP,GEO_merged,1.0311934109241945,
RPS29,UP,GEO_merged,0.149534395167991,
HELZ,UP,GEO_merged,1.3472063667050074,
TRIM14,UP,GEO_merged,0.7704556852198704,
JOSD1,UP,GEO_merged,0.3366823392687504,
CBX1,DOWN,GEO_merged,-0.2191409320787588,
IFI44,DOWN,GEO_merged,-0.272525437166232,
UBE2L3,UP,GEO_merged,0.8884966272725873,
RPS15,UP,GEO_merged,0.628482451998915,
FERMT2,UP,GEO_merged,0.2559832540699535,
EPHA4,UP,GEO_merged,0.7584588664339915,
KIF1A,DOWN,GEO_merged,-1.4331081716806766,
SPTBN1,DOWN,GEO_merged,-0.304270628284836,
TRIM22,UP,GEO_merged,0.4405523496230978,
CLEC2B,UP,GEO_merged,1.77778607542477,
GLRB,DOWN,GEO_merged,-0.946092352520553,
ARCN1,DOWN,GEO_merged,-0.2071118574500847,
PIM1,DOWN,GEO_merged,-1.091970151982539,
UGT8,DOWN,GEO_merged,-0.3696796654656905,
RPS25,UP,GEO_merged,0.4728897810236775,
CALD1,UP,GEO_merged,0.9921604225988372,
LIMK1,DOWN,GEO_merged,-1.2089057897415765,
PTPN2,DOWN,GEO_merged,-0.7049525487188861,
HPRT1,DOWN,GEO_merged,-0.5616857543294919,
NFX1,UP,GEO_merged,0.862551169759979,
UBE2D2,UP,GEO_merged,0.8952139020074226,
SUOX,UP,GEO_merged,1.0032953028604,
MYO5A,DOWN,GEO_merged,-0.8616554093455431,
TAF4B,UP,GEO_merged,0.5367133489317926,
LBR,UP,GEO_merged,0.7690823970205565,
MRPL19,DOWN,GEO_merged,-0.7248025744260834,
KAT5,UP,GEO_merged,1.5310552723389317,
GNA13,UP,GEO_merged,0.8999906180741635,
NDUFA9,UP,GEO_merged,1.353354300170107,
CALCA,DOWN,GEO_merged,-0.7724412181378525,
ITGB1,UP,GEO_merged,0.5939855881730305,
P2RX5,DOWN,GEO_merged,-0.6900652113019096,
C7,UP,GEO_merged,1.34730407456402,
EPHA5,DOWN,GEO_merged,-0.7266859312153024,
RBP1,UP,GEO_merged,0.4206610576019934,
MFAP3,DOWN,GEO_merged,-0.9874870297766254,
FHL1,DOWN,GEO_merged,-0.111601501860948,
ARF6,UP,GEO_merged,0.948306921108021,
SAFB,DOWN,GEO_merged,-0.2478664994010102,
CREB1,UP,GEO_merged,0.9114239496128476,
ZNHIT3,DOWN,GEO_merged,-0.20399395230697,
FUS,DOWN,GEO_merged,-0.2180780367374329,
ANXA2,UP,GEO_merged,0.3872898775488159,
CCT2,UP,GEO_merged,0.7903884228237109,
DLGAP1,DOWN,GEO_merged,-1.2252633629859628,
HEXB,UP,GEO_merged,1.0126655035529146,
DNAJB4,DOWN,GEO_merged,-0.975048527875107,
BLVRB,UP,GEO_merged,0.2509170472996329,
PURA,DOWN,GEO_merged,-0.3597616442105732,
PPP2CA,DOWN,GEO_merged,-0.2104554912453256,
ADRA1A,DOWN,GEO_merged,-0.7388294989417215,
TP53BP2,DOWN,GEO_merged,-0.179150685699175,
ERBB3,DOWN,GEO_merged,-0.9929772860690308,
XPO1,DOWN,GEO_merged,-0.1969392849728913,
SEPW1,DOWN,GEO_merged,-0.172604341626146,
CCT8,UP,GEO_merged,0.8365557666179974,
MTMR1,UP,GEO_merged,0.9634608955733798,
ITSN2,UP,GEO_merged,0.3738247656838631,
ATP5A1,UP,GEO_merged,1.205172882496229,
PPAP2B,UP,GEO_merged,0.4201591064365244,
LPL,UP,GEO_merged,1.373170884809314,
C1S,UP,GEO_merged,0.5060405009085415,
GNAO1,DOWN,GEO_merged,-0.4096593250087905,
TPM2,UP,GEO_merged,0.2326938528569051,
HINT1,UP,GEO_merged,0.834871771761869,
RGN,UP,GEO_merged,0.842344661193176,
USP5,DOWN,GEO_merged,-0.3688418199926475,
NF1,UP,GEO_merged,1.0780041195412964,
NCOR2,DOWN,GEO_merged,-0.2733455164714438,
MCFD2,UP,GEO_merged,0.8132995763275654,
MPHOSPH9,UP,GEO_merged,0.5555471951326095,
TEAD1,UP,GEO_merged,1.339991185435112,
TAF7,DOWN,GEO_merged,-0.2053468866478831,
RAB2A,UP,GEO_merged,1.119171320683444,
RTF1,UP,GEO_merged,1.0240559171123012,
TMEM151B,UP,GEO_merged,1.2948934528622864,
SNCA,DOWN,GEO_merged,-0.2561993439840408,
ITGA2,UP,GEO_merged,1.57230382910647,
COPS6,DOWN,GEO_merged,-0.1809887584306503,
TIAM1,DOWN,GEO_merged,-0.5536460375371691,
FKBP3,DOWN,GEO_merged,-0.8388498169911339,
SNCB,DOWN,GEO_merged,-0.8427250896948504,
STK4,DOWN,GEO_merged,-0.4294967417255979,
HCP5,DOWN,GEO_merged,-1.0019914607589195,
GPR183,UP,GEO_merged,1.329979073517125,
RAE1,DOWN,GEO_merged,-0.476725730749905,
SRC,UP,GEO_merged,0.20135942780725,
KIAA0247,UP,GEO_merged,0.4975745668002945,
HMOX2,DOWN,GEO_merged,-0.941114200295144,
PHB,DOWN,GEO_merged,-1.1149524100775785,
NFIX,UP,GEO_merged,1.573933073065982,
CDKN1A,UP,GEO_merged,1.687429647987718,
GTF2E1,DOWN,GEO_merged,-0.2980470009379253,
STAR,DOWN,GEO_merged,-0.4441185751722281,
UFM1,DOWN,GEO_merged,-0.4537617303647268,
PTGER3,DOWN,GEO_merged,-0.432912129360883,
CYB5R3,DOWN,GEO_merged,-0.5440701922713843,
TANK,DOWN,GEO_merged,-0.418706261030576,
CAT,DOWN,GEO_merged,-0.0772887791640819,
HIST1H4H,UP,GEO_merged,0.7274653628074162,
HNRNPK,DOWN,GEO_merged,-0.4755012289271212,
DCUN1D4,DOWN,GEO_merged,-0.6432853927441589,
POLR2E,DOWN,GEO_merged,-0.5555511282168223,
RND2,DOWN,GEO_merged,-1.2619988035593397,
PIP5K1A,DOWN,GEO_merged,-0.2043129936964315,
GNG4,DOWN,GEO_merged,-0.3981517392166938,
RABIF,DOWN,GEO_merged,-0.8896633200521595,
RPS5,UP,GEO_merged,0.6793604587057465,
MEF2A,DOWN,GEO_merged,-0.7070217861833721,
PTPRN,DOWN,GEO_merged,-0.3313930865457642,
P4HB,UP,GEO_merged,1.499764246060706,
ATP6V0A1,DOWN,GEO_merged,-0.2444783112656458,
GLRX,UP,GEO_merged,0.4520056640088922,
STXBP1,DOWN,GEO_merged,-0.2473942386936727,
MARCKS,UP,GEO_merged,0.634162521858098,
HOXC6,DOWN,GEO_merged,-0.132491671311818,
CSRP2,UP,GEO_merged,1.855834959723065,
PON2,UP,GEO_merged,0.4166709747582025,
SH3BP2,DOWN,GEO_merged,-0.5596549213689095,
BLMH,DOWN,GEO_merged,-0.8683820730524762,
HNRNPC,UP,GEO_merged,0.2154210997109685,
NEDD8,UP,GEO_merged,0.2001501729349526,
GCH1,UP,GEO_merged,1.18146432626765,
CACNA1D,UP,GEO_merged,0.8976817521630495,
FKBP2,DOWN,GEO_merged,-0.1790392023986211,
GART,DOWN,GEO_merged,-0.3708955196212495,
UBTF,DOWN,GEO_merged,-0.3854594425954777,
ARL6IP1,UP,GEO_merged,0.2595390300584309,
SYT11,DOWN,GEO_merged,-0.2496132550668303,
PBXIP1,UP,GEO_merged,0.7051834266794286,
HSD17B1,DOWN,GEO_merged,-0.4990623511905725,
POLR2B,UP,GEO_merged,0.6803201311333509,
SSR2,DOWN,GEO_merged,-0.1214274897426325,
POLR3D,DOWN,GEO_merged,-0.2949718496049565,
FGF1,DOWN,GEO_merged,-0.2715230658549718,
SLC25A5,UP,GEO_merged,0.434584564823682,
PSMD5,DOWN,GEO_merged,-0.9191413064245664,
PCBP2,UP,GEO_merged,0.3850680624343582,
EFNB2,UP,GEO_merged,0.7724172138162304,
SPP1,DOWN,GEO_merged,-0.3133037371029917,
TRIB2,DOWN,GEO_merged,-0.9988075328136552,
DHCR24,DOWN,GEO_merged,-1.182068699720562,
ATP1B1,DOWN,GEO_merged,-0.3644389915571378,
PTPRA,UP,GEO_merged,0.6408776809107685,
SCARB2,DOWN,GEO_merged,-0.8803390764436995,
LRRC6,DOWN,GEO_merged,-0.6056424629048145,
HAX1,DOWN,GEO_merged,-0.2290754468680976,
SF3A1,DOWN,GEO_merged,-0.1628387034253264,
TYRO3,DOWN,GEO_merged,-0.9761863983493024,
PPP1CC,DOWN,GEO_merged,-0.2369085779417306,
EXT1,DOWN,GEO_merged,-0.1195912411926585,
CGRRF1,DOWN,GEO_merged,-0.5100715254688706,
SNRPD3,UP,GEO_merged,0.6693987171294148,
DPF1,DOWN,GEO_merged,-0.6070587462795356,
KLK6,UP,GEO_merged,0.070338757972253,
NFIC,DOWN,GEO_merged,-0.260807095431174,
ADH5,UP,GEO_merged,0.4499591462806572,
BZW1,UP,GEO_merged,0.4352571351587715,
ATM,DOWN,GEO_merged,-0.8053362832602871,
ITGA6,UP,GEO_merged,1.302153516968486,
VAMP2,UP,GEO_merged,0.390213761009218,
HDLBP,DOWN,GEO_merged,-0.157839055106907,
NFYB,DOWN,GEO_merged,-0.7253937474654779,
COX10,DOWN,GEO_merged,-0.445821998540814,
RAB13,UP,GEO_merged,0.153984521930123,
ILF2,UP,GEO_merged,0.2903327777556894,
PCCB,UP,GEO_merged,0.858377940927924,
TLE4,UP,GEO_merged,0.449582839434612,
SMARCD3,UP,GEO_merged,1.2052100060424784,
MAPRE1,DOWN,GEO_merged,-0.315105173839418,
GRIN2A,DOWN,GEO_merged,-0.8708188580832285,
SALL2,DOWN,GEO_merged,-0.2319466424948202,
CENPE,DOWN,GEO_merged,-0.607893368479717,
PTAFR,UP,GEO_merged,0.8096312934223,
KIAA0368,DOWN,GEO_merged,-0.8693392449743137,
PMS1,DOWN,GEO_merged,-0.695768090706761,
LCP1,UP,GEO_merged,0.9695700147257492,
ATP5G1,DOWN,GEO_merged,-0.159818710239934,
RALBP1,DOWN,GEO_merged,-0.1386226191912469,
PDIA3,UP,GEO_merged,0.8902213226608995,
RCN1,UP,GEO_merged,1.4730941579587251,
GATAD1,UP,GEO_merged,0.4357282284003235,
DCK,DOWN,GEO_merged,-0.7001731603600004,
AP3B1,UP,GEO_merged,0.8782815603471986,
UBE2V2,DOWN,GEO_merged,-0.5466321189092566,
FKBP1B,UP,GEO_merged,1.234402767665768,
NPAT,DOWN,GEO_merged,-0.152545775467772,
NR2F6,UP,GEO_merged,1.041005745688834,
MAP1B,DOWN,GEO_merged,-0.2162587498650264,
ZBTB16,UP,GEO_merged,0.721002186970478,
BCL6,UP,GEO_merged,0.5341444395109125,
CHN1,DOWN,GEO_merged,-0.267858814778041,
SRRM2,UP,GEO_merged,0.288700529112439,
PTPN11,UP,GEO_merged,0.8983817600592265,
DLG3,DOWN,GEO_merged,-0.8639355175195715,
FOXN3,UP,GEO_merged,0.982566071512059,
ELF2,DOWN,GEO_merged,-0.3570157265254534,
AZIN1,DOWN,GEO_merged,-0.2770110158346307,
ZNF516,DOWN,GEO_merged,-0.655810622313414,
MGAT5,DOWN,GEO_merged,-0.9660718549364612,
CRK,UP,GEO_merged,1.0343587159136791,
KCNN3,UP,GEO_merged,1.1152921829196885,
CYTH1,DOWN,GEO_merged,-0.7541300555636319,
AK1,UP,GEO_merged,0.6357523446619735,
ARHGEF7,DOWN,GEO_merged,-0.2466741224574521,
ATP1A1,DOWN,GEO_merged,-0.6082793359660602,
SPARC,UP,GEO_merged,0.492231870225452,
ENPP2,UP,GEO_merged,0.060689045569218,
KCNB1,DOWN,GEO_merged,-0.4095368199212021,
ELAVL2,DOWN,GEO_merged,-0.667004414415383,
TGM2,UP,GEO_merged,0.0361370683390599,
UNG,UP,GEO_merged,0.6251567909980372,
ZNF43,DOWN,GEO_merged,-0.567210104087724,
PPP2R5E,DOWN,GEO_merged,-0.2845394145622292,
RELA,UP,GEO_merged,1.170645679438175,
IFT88,UP,GEO_merged,0.5513891007539015,
PRKD1,DOWN,GEO_merged,-0.3254168306304774,
RNASEL,UP,GEO_merged,0.2990004538273735,
HMGN3,UP,GEO_merged,0.9129618816548364,
PFKM,UP,GEO_merged,0.8148290168651723,
CTGF,UP,GEO_merged,1.235586730680643,
LDHB,DOWN,GEO_merged,-0.2028723840281959,
PEX5,DOWN,GEO_merged,-0.327072931289712,
RBPMS,UP,GEO_merged,1.507761113053403,
PSMA5,DOWN,GEO_merged,-0.2259569443698235,
TRIP12,DOWN,GEO_merged,-0.1727985144570503,
LTBP1,UP,GEO_merged,1.20813451296243,
ARHGEF2,UP,GEO_merged,0.51926821705102,
PSMB4,UP,GEO_merged,0.2682662169791917,
PDK4,DOWN,GEO_merged,-0.873109219415213,
ATP5C1,UP,GEO_merged,0.2716201116601209,
NDUFV2,UP,GEO_merged,1.017978423028846,
CDH13,DOWN,GEO_merged,-0.3715367958037829,
CDC27,DOWN,GEO_merged,-0.8546940545892319,
DCLRE1A,UP,GEO_merged,0.2268661996364235,
MAL,UP,GEO_merged,0.538230957547695,
ETF1,DOWN,GEO_merged,-0.2839224976593445,
SYT1,DOWN,GEO_merged,-0.355482303735676,
JUND,DOWN,GEO_merged,-0.2084537569328761,
VASP,UP,GEO_merged,0.27538914477233,
CLOCK,DOWN,GEO_merged,-0.5597912789668005,
WRN,UP,GEO_merged,0.8092920867563285,
SPCS2,UP,GEO_merged,0.2786932342736075,
CYB561,DOWN,GEO_merged,-0.175808609612584,
F8,UP,GEO_merged,0.7042875330363785,
FSTL1,UP,GEO_merged,0.06960028998431,
DECR1,DOWN,GEO_merged,-0.6813175815599639,
NEFL,DOWN,GEO_merged,-0.5381220662579779,
TM9SF4,UP,GEO_merged,1.0963449048141254,
ALDH1A3,DOWN,GEO_merged,-0.726176698872961,
ABCD2,DOWN,GEO_merged,-0.7051193808648756,
NAP1L1,DOWN,GEO_merged,-0.1640978508581096,
HLA-DOB,DOWN,GEO_merged,-0.0259737170264535,
MSH6,DOWN,GEO_merged,-0.6429893808034478,
PDE3B,UP,GEO_merged,0.556531399459302,
CAPRIN1,UP,GEO_merged,0.4929611042333576,
NUP153,UP,GEO_merged,1.0044945464379036,
SGCD,DOWN,GEO_merged,-0.574971687176531,
HOXD10,UP,GEO_merged,0.8524465660085875,
CKS2,DOWN,GEO_merged,-0.5321628260175567,
PREP,DOWN,GEO_merged,-0.883264447403477,
LMO2,UP,GEO_merged,0.8402361772831181,
BCL9,UP,GEO_merged,1.3383675099173955,
CSNK2A2,DOWN,GEO_merged,-0.30568927255724,
SNRPA1,DOWN,GEO_merged,-0.690152610377963,
IRF2,DOWN,GEO_merged,-0.6505339561212204,
SHC3,DOWN,GEO_merged,-1.331157730489984,
PROCR,UP,GEO_merged,0.7472224620318855,
AQP3,DOWN,GEO_merged,-0.0274910441797114,
PUM1,DOWN,GEO_merged,-0.112481396862613,
TRAPPC10,DOWN,GEO_merged,-0.460330994319036,
ESD,UP,GEO_merged,0.2903826228137415,
NRG1,UP,GEO_merged,0.9006599768925215,
RPL6,DOWN,GEO_merged,-0.015798147469019,
S1PR1,UP,GEO_merged,0.6164176027539,
ADD2,UP,GEO_merged,0.2755572009384837,
SEMA3C,DOWN,GEO_merged,-0.283568049491821,
ATP1A2,DOWN,GEO_merged,-0.713439991485213,
NKRF,DOWN,GEO_merged,-0.6928398527418228,
TCEB1,UP,GEO_merged,0.5409701591550884,
HLA-DRB5,UP,GEO_merged,1.55205392671626,
PI4KA,DOWN,GEO_merged,-0.1527565847043606,
GLIPR1,UP,GEO_merged,0.8713359998060265,
ADAR,UP,GEO_merged,0.8646263740999628,
SIK1,UP,GEO_merged,0.7595779404171555,
MPZ,DOWN,GEO_merged,-0.6008132125544459,
ST13,DOWN,GEO_merged,-0.4670349989708865,
TSN,UP,GEO_merged,0.725481168991304,
ZFHX3,DOWN,GEO_merged,-0.772542603296238,
MAP4K5,DOWN,GEO_merged,-0.5060478677903473,
TMEM41B,UP,GEO_merged,0.6657475177618137,
DYNLT3,DOWN,GEO_merged,-0.5132048847444326,
CUL4B,DOWN,GEO_merged,-0.6817726207149675,
ID3,UP,GEO_merged,1.233039079124283,
TOB1,UP,GEO_merged,1.407833789365888,
SLC12A2,DOWN,GEO_merged,-0.691965254138033,
IFI44L,UP,GEO_merged,0.219638324521772,
ABCA3,DOWN,GEO_merged,-0.2922736025320235,
PRPS1,UP,GEO_merged,0.5893564904183318,
CUL4A,UP,GEO_merged,0.634041715248367,
RFC4,DOWN,GEO_merged,-0.5472138233495865,
CRYAB,UP,GEO_merged,0.035684728140312,
HYOU1,DOWN,GEO_merged,-0.1903734382050372,
ALAS1,DOWN,GEO_merged,-0.62582414946689,
LDHA,UP,GEO_merged,0.3656244164562174,
TSNAX,UP,GEO_merged,0.739782619189421,
PTPRJ,UP,GEO_merged,0.5833936009484572,
MAST1,DOWN,GEO_merged,-1.054404874392672,
RNF4,UP,GEO_merged,0.5493543328763755,
C20orf24,DOWN,GEO_merged,-0.5485355214622943,
CBLB,DOWN,GEO_merged,-0.3582116295454449,
CEBPZ,DOWN,GEO_merged,-0.518153000761989,
PIP4K2A,DOWN,GEO_merged,-0.6508362812626025,
LRPPRC,DOWN,GEO_merged,-0.6409283691184134,
MESDC2,DOWN,GEO_merged,-0.837166487606368,
ANKS1A,DOWN,GEO_merged,-0.3033089095389565,
GTF2H1,UP,GEO_merged,0.5721466196790883,
FABP3,DOWN,GEO_merged,-0.2989578713099854,
EIF4G3,DOWN,GEO_merged,-0.3126514778698096,
DAXX,DOWN,GEO_merged,-0.2884391091089661,
MRPS12,UP,GEO_merged,0.1956014343714314,
AMPD3,DOWN,GEO_merged,-0.0747486149871869,
AGA,DOWN,GEO_merged,-0.5065397439671581,
AARS,UP,GEO_merged,0.1197925341233022,
B4GALNT1,UP,GEO_merged,0.888613795146291,
KDSR,UP,GEO_merged,0.23312556896704,
MAP2K1,DOWN,GEO_merged,-0.1766776744869755,
STK3,UP,GEO_merged,0.7059722298209575,
ZNF266,DOWN,GEO_merged,-1.1607580305172485,
DRP2,UP,GEO_merged,0.9731646640475354,
COPS8,DOWN,GEO_merged,-0.7286796673893015,
AGT,UP,GEO_merged,0.360206604624408,
CSRP1,UP,GEO_merged,0.277361585915725,
RYR2,DOWN,GEO_merged,-0.671769897534956,
SLC20A2,UP,GEO_merged,0.7853412907544846,
TKT,DOWN,GEO_merged,-0.308186785259753,
SEC13,UP,GEO_merged,0.283261660146202,
HSP90AB1,DOWN,GEO_merged,-0.1521147596831728,
KARS,UP,GEO_merged,0.1821115962727925,
KCNA5,DOWN,GEO_merged,-0.6765304791493166,
UGT2B15,DOWN,GEO_merged,-0.2875674380309176,
FAM13C,DOWN,GEO_merged,-0.3388293263738608,
G3BP1,DOWN,GEO_merged,-0.275559795293094,
CHM,UP,GEO_merged,0.5001955110838485,
P4HA1,UP,GEO_merged,1.19552690357553,
CUL1,DOWN,GEO_merged,-0.8417625409234053,
FXR1,DOWN,GEO_merged,-0.150281153895058,
RPL24,DOWN,GEO_merged,-0.0016228920799515,
RXRB,UP,GEO_merged,1.74740460418362,
RPL19,UP,GEO_merged,0.311866965732522,
CCT4,UP,GEO_merged,0.2456908403861772,
KCNA6,DOWN,GEO_merged,-0.5540519858326264,
GABPB1,DOWN,GEO_merged,-0.6854875732950635,
RBM25,DOWN,GEO_merged,-0.6339168393108283,
ITPR1,UP,GEO_merged,0.5148002592337554,
EPB41,DOWN,GEO_merged,-0.832769582654404,
MAGI1,UP,GEO_merged,0.7394344746387252,
RPL7L1,UP,GEO_merged,0.5026826748207255,
EPHA7,UP,GEO_merged,0.368920281393049,
AP3D1,DOWN,GEO_merged,-0.7641158285843717,
COX7A2,DOWN,GEO_merged,-0.15780260210053,
RPA2,UP,GEO_merged,0.1858474565934432,
ABR,UP,GEO_merged,0.606418131969256,
OXCT1,DOWN,GEO_merged,-0.6644609780720796,
UBL4A,UP,GEO_merged,1.012704945548234,
SCAMP1,DOWN,GEO_merged,-0.7078866534747503,
MAPK3,DOWN,GEO_merged,-0.4143482109755996,
ARG2,DOWN,GEO_merged,-0.1996987687086285,
RFC1,DOWN,GEO_merged,-0.1579790849346175,
PTEN,DOWN,GEO_merged,-0.3874992152993308,
RHOA,UP,GEO_merged,0.1983035423744349,
NAP1L3,DOWN,GEO_merged,-0.2920830596584995,
MLLT3,DOWN,GEO_merged,-0.6120587414961622,
