Gene_Symbol,direction,mRNA_source,mRNA_logFC_mean,LCM_SMD
EXTL2,DOWN,GEO_merged,-0.282145813598105,
H1F0,DOWN,GEO_merged,-0.092260549289916,
ZCCHC11,DOWN,GEO_merged,-0.165042179345386,
ERG,UP,GEO_merged,0.1117561562643925,
DLG2,DOWN,GEO_merged,-0.1708633181426315,
KIAA0100,UP,GEO_merged,0.3204558811856285,
ZNF24,DOWN,GEO_merged,-0.320578284883945,
CAPN2,DOWN,GEO_merged,-0.1225495284267543,
HOXB5,UP,GEO_merged,0.594812841678831,
YAP1,UP,GEO_merged,0.755843216209727,
OLFM1,DOWN,GEO_merged,-0.5572995942182737,
ACVR2A,UP,GEO_merged,0.4690639031724593,
RPS4Y1,UP,GEO_merged,0.6020966152795105,
SMAD2,UP,GEO_merged,0.1849220216972195,
ADORA3,UP,GEO_merged,0.4724856644571684,
PARG,UP,GEO_merged,0.3134896757688379,
TPM1,UP,GEO_merged,0.3530445459157223,
SLC8A3,DOWN,GEO_merged,-0.478958133332604,
SDHB,UP,GEO_merged,0.1423977241153707,
NDST1,DOWN,GEO_merged,-0.3771053482721372,
SUZ12,UP,GEO_merged,0.2388416701743319,
UTP14C,DOWN,GEO_merged,-0.0385816888783265,
USP10,DOWN,GEO_merged,-0.0747334683484525,
TOP2B,UP,GEO_merged,0.026507682493582,
CEBPG,UP,GEO_merged,0.3350142678560958,
PI4KB,UP,GEO_merged,0.1815729214056251,
MX1,DOWN,GEO_merged,-0.5185801058281277,
CD47,UP,GEO_merged,0.4101484838139382,
PTDSS1,DOWN,GEO_merged,-0.1196014605446194,
RUNX1T1,DOWN,GEO_merged,-0.5318480764839693,
BMPR1B,UP,GEO_merged,0.4059839965795995,
SNRPD1,UP,GEO_merged,0.3903837970434291,
MYBPC1,UP,GEO_merged,0.16257170018928,
CHRNB2,UP,GEO_merged,0.0437604394250815,
IFNGR1,DOWN,GEO_merged,-0.2289387662529891,
PRKAR1B,UP,GEO_merged,0.383354559749397,
ATOX1,UP,GEO_merged,0.1644797471387905,
MTAP,DOWN,GEO_merged,-0.3851514047841996,
PFN2,UP,GEO_merged,0.131397410706643,
PRMT1,UP,GEO_merged,0.231113539562341,
BET1,DOWN,GEO_merged,-0.3366162982691631,
NAP1L4,UP,GEO_merged,0.400684629839003,
ATP2A2,DOWN,GEO_merged,-0.0872894078445163,
HMGCR,DOWN,GEO_merged,-0.2928701815223655,
EED,DOWN,GEO_merged,-0.1445878872587599,
INPP5A,UP,GEO_merged,0.5110943513902565,
RIT1,UP,GEO_merged,0.4727614161595475,
SNX1,UP,GEO_merged,0.550041595773559,
NDUFV3,UP,GEO_merged,0.0519690813122155,
TRAM1,DOWN,GEO_merged,-0.2069976695858235,
TCEA1,UP,GEO_merged,0.5114124494956825,
STAT3,UP,GEO_merged,0.1230058781431329,
ARHGAP11A,UP,GEO_merged,0.4239684122824744,
RTN1,DOWN,GEO_merged,-0.1550278509422621,
ATP2B4,UP,GEO_merged,0.5620148041395235,
TMSB10,DOWN,GEO_merged,-0.1405797844154248,
GPX3,UP,GEO_merged,0.2464234477287162,
KPNA2,UP,GEO_merged,0.1850357985222877,
CDKL5,UP,GEO_merged,0.339583284078517,
VCL,DOWN,GEO_merged,-0.3320272224184274,
BRD8,UP,GEO_merged,0.3685430896342269,
CTTN,UP,GEO_merged,0.6422462116152274,
DDX10,UP,GEO_merged,0.411634578361896,
GMPR,DOWN,GEO_merged,-0.1055512686866844,
NBR1,UP,GEO_merged,0.1838072897295035,
RAC1,UP,GEO_merged,0.1913990660671692,
UQCRC2,DOWN,GEO_merged,-0.4892471151018057,
LIPA,DOWN,GEO_merged,-0.1550151035930931,
SMG7,UP,GEO_merged,0.1085454196061607,
VPS45,UP,GEO_merged,0.3659991335107651,
PRCP,DOWN,GEO_merged,-0.4261487628396533,
CRYZ,UP,GEO_merged,0.3899882551507311,
CDC5L,UP,GEO_merged,0.2521775496331936,
SNRPE,UP,GEO_merged,0.3331392357718685,
CFLAR,UP,GEO_merged,0.320646516974567,
ATP2B3,DOWN,GEO_merged,-0.3292528590217794,
TMOD1,UP,GEO_merged,0.18628707805734,
TPM3,DOWN,GEO_merged,-0.1322109902409055,
MDC1,DOWN,GEO_merged,-0.0952327858845658,
MARK3,DOWN,GEO_merged,-0.4523556079777015,
PPIF,DOWN,GEO_merged,-0.4287101541256623,
GCLC,UP,GEO_merged,0.4337984411994042,
LPAR1,UP,GEO_merged,0.6551029262969426,
MLF2,UP,GEO_merged,0.1370864968552403,
SSR1,UP,GEO_merged,0.4211244708881805,
NEK3,UP,GEO_merged,1.1443316479161223,
SCARB1,UP,GEO_merged,1.283046208478419,
TIMP2,UP,GEO_merged,0.148177479597203,
PTTG1IP,DOWN,GEO_merged,-0.1294897099759215,
GNB1,DOWN,GEO_merged,-0.0808636276117927,
PRKCI,DOWN,GEO_merged,-0.3226700851236534,
ALDH18A1,UP,GEO_merged,0.400995052655902,
TTC1,DOWN,GEO_merged,-0.1134761172784513,
CUL5,DOWN,GEO_merged,-0.3824705502380184,
SOX5,UP,GEO_merged,0.587385837700572,
TRAF6,UP,GEO_merged,0.2596904722111455,
UBA1,DOWN,GEO_merged,-0.0555434072208363,
CDK6,UP,GEO_merged,0.4862820758929638,
TNFSF9,DOWN,GEO_merged,-0.4427728242510019,
S100B,UP,GEO_merged,0.173780373471238,
BSG,UP,GEO_merged,0.2260824348678864,
UBE2K,DOWN,GEO_merged,-0.2169732611572953,
MPHOSPH6,DOWN,GEO_merged,-0.151339162315907,
BCLAF1,DOWN,GEO_merged,-0.1190308870867574,
KCNA4,UP,GEO_merged,0.8079728840892655,
MAT2A,DOWN,GEO_merged,-0.3169466593404605,
SKP1,DOWN,GEO_merged,-0.0905398856010881,
SART3,UP,GEO_merged,0.3344388351698424,
MDH1,DOWN,GEO_merged,-0.130221014509393,
RBBP7,DOWN,GEO_merged,-0.2527320535305987,
ADSS,DOWN,GEO_merged,-0.353194007791034,
TXN2,DOWN,GEO_merged,-0.176094268347034,
INPP4A,UP,GEO_merged,0.3653746037094166,
TNFAIP1,UP,GEO_merged,0.89578540188197,
PLCL1,DOWN,GEO_merged,-0.2541104012662981,
UCK2,DOWN,GEO_merged,-0.54588643192798,
HLTF,DOWN,GEO_merged,-0.3897314490692768,
DUSP1,UP,GEO_merged,0.3466878625398945,
ATXN1,DOWN,GEO_merged,-0.2635882426028715,
MED1,UP,GEO_merged,0.0244395646212806,
SEC23A,DOWN,GEO_merged,-0.1666388927286327,
ABCG1,DOWN,GEO_merged,-0.2461496472891577,
FGF12,UP,GEO_merged,0.2853521047484381,
KPNA4,UP,GEO_merged,0.3122770744928288,
RBBP4,UP,GEO_merged,0.481151224589989,
CES2,UP,GEO_merged,0.0495222238651129,
MUM1,UP,GEO_merged,0.1086478573100625,
ZNF135,DOWN,GEO_merged,-0.0933325183580239,
DCTD,UP,GEO_merged,4.643291572449526e-05,
IFNAR2,UP,GEO_merged,0.7475204829054235,
MDM4,UP,GEO_merged,0.5203020979397538,
NRCAM,UP,GEO_merged,0.3560514247800154,
BNIP2,UP,GEO_merged,0.408345553218643,
SMARCC2,DOWN,GEO_merged,-0.0710450844840489,
NDN,UP,GEO_merged,0.4000306303714901,
PDGFRA,DOWN,GEO_merged,-0.0620176058339681,
YY1,DOWN,GEO_merged,-0.262191332768018,
DUSP6,UP,GEO_merged,0.8381718295016405,
AKAP10,UP,GEO_merged,0.0508567223892728,
QPCT,DOWN,GEO_merged,-0.180945423921052,
UGCG,DOWN,GEO_merged,-0.172475058076411,
MRPS21,DOWN,GEO_merged,-0.2219068237308453,
FDPS,UP,GEO_merged,0.194110435902423,
GPR125,UP,GEO_merged,0.197863898310036,
UPP1,DOWN,GEO_merged,-0.055057844554486,
GNAI1,DOWN,GEO_merged,-0.1259633869030936,
CELSR2,DOWN,GEO_merged,-0.10229826215449,
SLC6A1,UP,GEO_merged,0.5971482930425736,
HPCAL1,UP,GEO_merged,0.3094025026644236,
RAD21,UP,GEO_merged,0.1522177819048791,
ADCYAP1R1,UP,GEO_merged,0.4569723513951885,
ADAM9,UP,GEO_merged,0.3904137715136591,
PSMB7,DOWN,GEO_merged,-0.0395494660208474,
RPS21,UP,GEO_merged,0.2736331395470575,
ARPC2,DOWN,GEO_merged,-0.0222801870447345,
GALC,UP,GEO_merged,0.2114939001995505,
MGST2,DOWN,GEO_merged,-0.0727912366536284,
PHLDA2,DOWN,GEO_merged,-0.3187447103976072,
TOMM20,UP,GEO_merged,0.0507906853719275,
ZBTB6,UP,GEO_merged,0.3987086677571825,
PARK7,UP,GEO_merged,0.1031929334921324,
AKAP12,UP,GEO_merged,0.3072640554561557,
RAB3GAP1,UP,GEO_merged,0.1922154129552771,
RLF,UP,GEO_merged,0.3332999243473645,
ZNF3,UP,GEO_merged,0.8281330182160465,
SNRPF,DOWN,GEO_merged,-0.3756517556788892,
ALDH9A1,UP,GEO_merged,0.1664307211374764,
CD81,UP,GEO_merged,0.262641938522849,
XPC,UP,GEO_merged,0.3428086063503715,
ITGAE,DOWN,GEO_merged,-0.3902578710899085,
CSNK2B,UP,GEO_merged,0.1610204729995435,
IPO5,DOWN,GEO_merged,-0.1508536252766738,
TJP1,UP,GEO_merged,0.0157851209213215,
CLINT1,DOWN,GEO_merged,-0.2783505173781215,
HAGH,UP,GEO_merged,0.2721152668781296,
ARHGEF6,UP,GEO_merged,0.440632669068302,
WASF3,DOWN,GEO_merged,-0.2725190126713598,
SPOCK2,UP,GEO_merged,0.0890086349874647,
ERCC3,UP,GEO_merged,0.3889812175906825,
LTBP2,UP,GEO_merged,0.346068676874007,
IDH3A,DOWN,GEO_merged,-0.0713619357366939,
HDAC2,DOWN,GEO_merged,-0.2411475723644209,
PTPN1,DOWN,GEO_merged,-0.1493342350983555,
ANXA5,UP,GEO_merged,0.1778111640098835,
GJA1,UP,GEO_merged,0.357332013912727,
RASGRF1,UP,GEO_merged,0.2688675094967139,
TFRC,UP,GEO_merged,0.2804492734453574,
MAOA,UP,GEO_merged,0.253182689565621,
NDUFS1,UP,GEO_merged,0.2631861696552887,
TATDN2,UP,GEO_merged,0.5408996199447635,
SLK,DOWN,GEO_merged,-0.17412360184068,
KRR1,UP,GEO_merged,0.4801845890091675,
PPAT,DOWN,GEO_merged,-0.3534116310332945,
PIP4K2B,UP,GEO_merged,0.3690377676622133,
MTIF2,DOWN,GEO_merged,-0.2642445698971215,
GTF2F2,UP,GEO_merged,0.357927949408973,
TTLL4,UP,GEO_merged,1.3185671195012,
TPD52L1,UP,GEO_merged,0.1573547305503845,
STC1,UP,GEO_merged,1.6155669856531252,
CD59,DOWN,GEO_merged,-0.0956987586750456,
PTGDS,UP,GEO_merged,0.8117042089461945,
HNMT,UP,GEO_merged,1.0559017682316925,
PGAM1,DOWN,GEO_merged,-0.115134779008447,
TRIM9,UP,GEO_merged,0.3746346674641824,
KPNA3,DOWN,GEO_merged,-0.1778506834721179,
LPIN2,UP,GEO_merged,0.1970875241129321,
ADCY7,DOWN,GEO_merged,-0.1834073799573224,
PIGC,DOWN,GEO_merged,-0.3395920162089671,
SMAD5,UP,GEO_merged,0.290362936105654,
GCA,UP,GEO_merged,0.332370028657234,
SLC8A1,UP,GEO_merged,0.0622680663533105,
PSMD9,UP,GEO_merged,0.0711138201752536,
BPGM,UP,GEO_merged,0.239541035430174,
CTSO,UP,GEO_merged,1.6179389466334966,
VRK1,DOWN,GEO_merged,-0.5168039474114116,
PSPH,DOWN,GEO_merged,-0.2439790532264091,
GSK3B,UP,GEO_merged,0.1267836778534811,
SETMAR,UP,GEO_merged,0.4325097648542975,
ELAVL4,DOWN,GEO_merged,-0.3211287144977161,
MAP3K4,DOWN,GEO_merged,-0.2710197784680952,
SRPK2,DOWN,GEO_merged,-0.0853507549896435,
XIST,UP,GEO_merged,0.580887296080915,
YWHAZ,UP,GEO_merged,0.0844237713464915,
YAF2,DOWN,GEO_merged,-0.1064015360532903,
NPM1,DOWN,GEO_merged,-0.0309656044699645,
NPC1,UP,GEO_merged,0.0933098674369424,
POLR2K,DOWN,GEO_merged,-0.063244350035765,
ARF5,UP,GEO_merged,0.4078314081498402,
AP3M2,UP,GEO_merged,0.3303726057546001,
POLA1,DOWN,GEO_merged,-0.1552575905251755,
FGF2,UP,GEO_merged,0.3191950625792494,
REST,UP,GEO_merged,1.029051926534255,
ARF3,UP,GEO_merged,0.0486863933651693,
IK,DOWN,GEO_merged,-0.0438089189269477,
ELL,UP,GEO_merged,0.138776553955192,
SLC1A5,UP,GEO_merged,0.832973946028752,
TPMT,DOWN,GEO_merged,-0.1777487817721273,
PDE4B,UP,GEO_merged,0.0528219774633364,
WAPAL,DOWN,GEO_merged,-0.1862931065476509,
UBA52,DOWN,GEO_merged,-0.0288139927725148,
COL1A2,UP,GEO_merged,1.4789305113027549,
PGRMC1,DOWN,GEO_merged,-0.1691646817481355,
SYN2,DOWN,GEO_merged,-0.3032642873089361,
ANK2,DOWN,GEO_merged,-0.3185932867142202,
CNN3,UP,GEO_merged,0.499092653235651,
TTC9,UP,GEO_merged,0.340304153561606,
PPM1A,DOWN,GEO_merged,-0.1002013996126807,
RPS9,UP,GEO_merged,0.3812659571650605,
FKBP5,UP,GEO_merged,0.3245333564739195,
YIPF6,UP,GEO_merged,0.292740773481169,
ANP32A,UP,GEO_merged,0.2883022402750653,
SLC23A2,UP,GEO_merged,0.1082411166055345,
PPP1R11,UP,GEO_merged,0.1239045147881214,
SNRPD2,UP,GEO_merged,0.1462694977196469,
CKAP4,DOWN,GEO_merged,-0.0931728205326924,
GLUD1,DOWN,GEO_merged,-0.0372032420177941,
HMGB1,DOWN,GEO_merged,-0.025850322784166,
HIBCH,DOWN,GEO_merged,-0.1265991635259575,
NR2C2,DOWN,GEO_merged,-0.2697074920511786,
LITAF,UP,GEO_merged,0.3832957791105919,
COMMD1,UP,GEO_merged,0.3272249426770111,
MAPK8,DOWN,GEO_merged,-0.1855894893995345,
RAB40B,DOWN,GEO_merged,-0.1455593634094665,
ZNF33A,DOWN,GEO_merged,-0.2146807479586153,
GALNT1,DOWN,GEO_merged,-0.2413447942523522,
ITPKB,UP,GEO_merged,0.9132635946368124,
DLAT,DOWN,GEO_merged,-0.2105505019258987,
MAP2K3,UP,GEO_merged,0.4440041980114519,
PCP4,DOWN,GEO_merged,-0.0513705513598989,
TCF20,DOWN,GEO_merged,-0.1347446108096534,
TYRP1,DOWN,GEO_merged,-0.424746360113223,
UBE3C,UP,GEO_merged,0.1276870230863024,
IL11RA,UP,GEO_merged,0.5189446939548334,
MAPK10,UP,GEO_merged,0.2844237979604055,
MAN2A2,DOWN,GEO_merged,-0.0483717351289615,
FIG4,DOWN,GEO_merged,-0.1143450175197084,
IGFBP4,UP,GEO_merged,0.8308169583887866,
ARF4,DOWN,GEO_merged,-0.0400106289865665,
MFAP1,UP,GEO_merged,0.1525618092969814,
ATXN2L,DOWN,GEO_merged,-0.1267700856058164,
AFF1,DOWN,GEO_merged,-0.1549896957257767,
KPNA5,DOWN,GEO_merged,-0.4165583658790885,
POU3F2,UP,GEO_merged,0.2881872772617899,
GOT2,DOWN,GEO_merged,-0.1170484563028356,
PMVK,UP,GEO_merged,0.5047170846450505,
HSD17B4,DOWN,GEO_merged,-0.182924002231638,
ZNF7,UP,GEO_merged,0.3214830643512295,
SQSTM1,UP,GEO_merged,0.1713655574633538,
ETFDH,UP,GEO_merged,0.0528489621321762,
SARS,DOWN,GEO_merged,-0.1007190830506484,
CAPZA2,DOWN,GEO_merged,-0.1193662990554341,
COX6A1,DOWN,GEO_merged,-0.0200260743170155,
SCN9A,DOWN,GEO_merged,-0.3099383594438495,
LARS2,UP,GEO_merged,0.080193929092672,
ADCY8,UP,GEO_merged,0.5838804363571051,
ARAF,UP,GEO_merged,0.3551252946757545,
PCCA,DOWN,GEO_merged,-0.1212358770201228,
MGP,UP,GEO_merged,0.8782888018965265,
HNRNPU,DOWN,GEO_merged,-0.160472561403989,
CST3,UP,GEO_merged,0.8326698350459135,
AP1B1,DOWN,GEO_merged,-0.0777768508758487,
NAMPT,UP,GEO_merged,0.3158235487902104,
KIFAP3,UP,GEO_merged,0.1303813896250281,
MMD,UP,GEO_merged,0.3478195079244515,
RCN2,UP,GEO_merged,0.1535856107988041,
MCM7,DOWN,GEO_merged,-0.0866169183812051,
SCG2,DOWN,GEO_merged,-0.2350106570308227,
OTUD4,UP,GEO_merged,0.322953107850174,
CAPZA1,UP,GEO_merged,0.120670317894607,
LAMC1,UP,GEO_merged,0.5400878328774175,
VRK2,UP,GEO_merged,0.4341787744378035,
PPP2R5B,DOWN,GEO_merged,-0.180454373290392,
ZMAT2,UP,GEO_merged,0.2627492918046244,
AMPH,DOWN,GEO_merged,-0.2865077032676075,
PPP1R2,UP,GEO_merged,0.2717722819975375,
HNRNPA0,DOWN,GEO_merged,-0.3248958293659267,
SST,UP,GEO_merged,0.0932017664960511,
SEC62,DOWN,GEO_merged,-0.202207719926329,
PRDX2,UP,GEO_merged,0.1373665730627587,
FGF9,DOWN,GEO_merged,-0.3409568089088812,
MEIS1,UP,GEO_merged,0.5463835562101169,
PPP4R1,UP,GEO_merged,0.315563473097566,
CARS,UP,GEO_merged,0.3837339795981725,
MKNK1,UP,GEO_merged,0.3288952213127309,
NDUFA5,UP,GEO_merged,0.2620635155929728,
PEG3,UP,GEO_merged,0.3052748037941066,
PRPSAP1,DOWN,GEO_merged,-0.0867936398160775,
SRRD,DOWN,GEO_merged,-0.0826273829446357,
HIST2H2BE,DOWN,GEO_merged,-0.233463151472471,
SPR,DOWN,GEO_merged,-0.21877113115676,
TPP2,UP,GEO_merged,0.3228710832118464,
TLK1,DOWN,GEO_merged,-0.2023056315245037,
PIN1,DOWN,GEO_merged,-0.0867549754910719,
SMOX,UP,GEO_merged,0.266932965292835,
SSBP1,DOWN,GEO_merged,-0.0944966003125907,
EFTUD2,UP,GEO_merged,0.2454283495592527,
ARHGAP5,UP,GEO_merged,0.3089955205762495,
REL,UP,GEO_merged,0.185551295979205,
CCND3,UP,GEO_merged,0.2660410568443945,
AHNAK,UP,GEO_merged,0.2192813339644655,
CNTN2,DOWN,GEO_merged,-0.1934523032764019,
METAP1,DOWN,GEO_merged,-0.0786398534711504,
HSPA9,DOWN,GEO_merged,-0.1208551773046056,
PDIA6,UP,GEO_merged,0.2023984183899614,
TAF1B,UP,GEO_merged,0.2288617730310245,
MYBL1,UP,GEO_merged,0.165078606983386,
VLDLR,UP,GEO_merged,0.219083547064921,
PHKB,DOWN,GEO_merged,-0.1468566353870395,
SEPHS1,UP,GEO_merged,0.4234173187896005,
SP2,DOWN,GEO_merged,-0.0580377267419452,
PARP1,UP,GEO_merged,0.0523583000909624,
CPE,DOWN,GEO_merged,-0.0309928473021786,
KPNA1,UP,GEO_merged,0.0638962027900438,
ALKBH1,UP,GEO_merged,0.6420493465261885,
ALDOA,DOWN,GEO_merged,-0.0635821764176686,
INA,DOWN,GEO_merged,-0.017747893993305,
PPP1R10,DOWN,GEO_merged,-0.0197985428334249,
SLC7A2,UP,GEO_merged,0.143454859626902,
AP2B1,DOWN,GEO_merged,-0.0624221919609492,
SAFB2,UP,GEO_merged,0.214558469138878,
SDF2,UP,GEO_merged,0.3241218207370935,
KIF5A,UP,GEO_merged,0.1553026005451268,
RNF144A,UP,GEO_merged,0.3934932486509053,
DDX17,DOWN,GEO_merged,-0.103341374078603,
PLD1,UP,GEO_merged,0.318656525640826,
SRP14,DOWN,GEO_merged,-0.0335131457288509,
NUCB1,UP,GEO_merged,0.054315613694847,
HOXC4,UP,GEO_merged,0.1014854296762679,
UBAP2L,UP,GEO_merged,0.0533130411709567,
CHN2,UP,GEO_merged,0.7217284421446535,
RANBP1,DOWN,GEO_merged,-0.3334264094228775,
PSME4,UP,GEO_merged,0.050667255589901,
CKAP5,UP,GEO_merged,0.0257801798145302,
ATP1B3,DOWN,GEO_merged,-0.0131679534609617,
CUL3,DOWN,GEO_merged,-0.0440295231789302,
COX7B,UP,GEO_merged,0.1235061243661328,
PPP3CC,DOWN,GEO_merged,-0.2126284130003919,
ADARB1,UP,GEO_merged,0.10407264565104,
RAB9A,UP,GEO_merged,0.149084946926108,
SDCBP,UP,GEO_merged,0.0289717260726439,
ARL1,UP,GEO_merged,0.1205739454046036,
GSTO1,DOWN,GEO_merged,-0.022503785904972,
HNRNPM,UP,GEO_merged,0.0895225038481676,
U2AF1,DOWN,GEO_merged,-0.112746930421502,
HSPA13,DOWN,GEO_merged,-0.2107758905562652,
ADM,UP,GEO_merged,0.4202592077379959,
RXRA,DOWN,GEO_merged,-0.1945247690316156,
EIF2S3,UP,GEO_merged,0.2081380777731894,
SF3A3,DOWN,GEO_merged,-0.1838032616756812,
KCNJ2,UP,GEO_merged,0.3528375134196445,
MCF2,DOWN,GEO_merged,-0.359691085017376,
RPN1,UP,GEO_merged,0.1004765578851174,
POLR2G,DOWN,GEO_merged,-0.010079732819389,
PSMD1,DOWN,GEO_merged,-0.08639331175219,
CAST,DOWN,GEO_merged,-0.0679593166038938,
SNAP25,DOWN,GEO_merged,-0.1685855538100568,
CPSF6,DOWN,GEO_merged,-0.102617120521943,
PSIP1,DOWN,GEO_merged,-0.1305331876819367,
PITPNA,DOWN,GEO_merged,-0.1391692247695421,
NPEPPS,DOWN,GEO_merged,-0.0662249158472255,
GABRG2,UP,GEO_merged,0.085989947266459,
NR2F2,UP,GEO_merged,0.1739204794067659,
GADD45A,UP,GEO_merged,0.2051098515250805,
VPS41,UP,GEO_merged,0.1639770397893306,
PPP3R1,UP,GEO_merged,0.1007914789941342,
RAB1A,DOWN,GEO_merged,-0.0688937514893358,
PTS,DOWN,GEO_merged,-0.1529889225142525,
CD46,UP,GEO_merged,0.1418733209755005,
TSC22D1,DOWN,GEO_merged,-0.0512465164497848,
TERF2,UP,GEO_merged,0.2219420839109555,
GOT1,UP,GEO_merged,0.1854863362341953,
ABAT,DOWN,GEO_merged,-0.030004218110633,
EIF4H,UP,GEO_merged,0.0276669244148381,
PSMD8,UP,GEO_merged,0.0933622786805333,
OS9,DOWN,GEO_merged,-0.0306756294517026,
VBP1,DOWN,GEO_merged,-0.1525010327625116,
SLC20A1,UP,GEO_merged,0.14406657686861,
SEC14L1,UP,GEO_merged,0.1675176605390325,
ZNF184,UP,GEO_merged,0.3001615578378034,
TOB2,UP,GEO_merged,0.2515501192880465,
PRCC,UP,GEO_merged,0.2396082750228987,
GAB1,UP,GEO_merged,0.304403048949063,
NSDHL,DOWN,GEO_merged,-0.126500548116252,
HIPK3,UP,GEO_merged,0.220899173337273,
DNAJA1,UP,GEO_merged,0.1812427459061876,
CTSA,UP,GEO_merged,0.4039367931963969,
PDAP1,UP,GEO_merged,0.2428247043113608,
PVALB,DOWN,GEO_merged,-0.2231008729866239,
EXOSC10,DOWN,GEO_merged,-0.2288970408546004,
RASA1,UP,GEO_merged,0.135036247988258,
SLC39A7,UP,GEO_merged,0.1391869782797031,
WTAP,UP,GEO_merged,0.0844205705020749,
UBE2I,DOWN,GEO_merged,-0.0410755086460109,
FMO2,UP,GEO_merged,1.7868610485450336,
PTPN12,UP,GEO_merged,0.1993529818286434,
AKR1B1,UP,GEO_merged,0.0883895921549865,
ATF4,UP,GEO_merged,0.0935331334600572,
MORF4L2,DOWN,GEO_merged,-0.0336850742903021,
FAM50A,UP,GEO_merged,0.0937797888179041,
CLCN6,DOWN,GEO_merged,-0.0576213617525212,
PTN,UP,GEO_merged,0.3705505573270725,
EMD,UP,GEO_merged,0.21954744713995,
SF3B2,DOWN,GEO_merged,-0.0185693857182254,
FMO5,DOWN,GEO_merged,-0.0492016254274535,
PTPN18,UP,GEO_merged,0.1641918805658215,
TCTA,UP,GEO_merged,0.1660730208349875,
STIP1,DOWN,GEO_merged,-0.2219201735680344,
LIG1,UP,GEO_merged,0.4985798936930365,
CHGB,UP,GEO_merged,0.1395318862594739,
CNBP,DOWN,GEO_merged,-0.0906379158047004,
PSMD7,DOWN,GEO_merged,-0.0387236609869593,
ACVR1,UP,GEO_merged,0.034975981357791,
APOD,UP,GEO_merged,0.3573981224442781,
RPS17,UP,GEO_merged,0.0732368807069539,
FXN,DOWN,GEO_merged,-0.1980093180892812,
PSMD14,DOWN,GEO_merged,-0.1632508615972703,
NASP,UP,GEO_merged,0.0305949451135369,
ICA1,DOWN,GEO_merged,-0.1805170465477275,
USP9Y,UP,GEO_merged,0.1423617281931202,
PTGES3,UP,GEO_merged,0.1061092024309558,
MYH9,UP,GEO_merged,0.279555398859298,
HMGCS1,DOWN,GEO_merged,-0.1641301464762231,
EIF2B1,DOWN,GEO_merged,-0.0872603271737945,
ARL3,UP,GEO_merged,0.1453684839631523,
ADAM10,UP,GEO_merged,0.218350900449484,
CANX,DOWN,GEO_merged,-0.0175244117735582,
GABRB3,DOWN,GEO_merged,-0.1622577487155962,
TAF12,DOWN,GEO_merged,-0.0114046910968555,
FARSA,DOWN,GEO_merged,-0.1545797131688486,
RPIA,DOWN,GEO_merged,-0.0355238193577535,
PKNOX1,DOWN,GEO_merged,-0.0457144910985554,
XRCC5,UP,GEO_merged,0.1136786851906899,
COPS2,DOWN,GEO_merged,-0.1297762129058951,
ELL2,DOWN,GEO_merged,-0.0454964171658492,
CLK2,UP,GEO_merged,0.5357222456241555,
IFI6,UP,GEO_merged,0.2356268275731071,
CDK5R1,UP,GEO_merged,6.56795603503e-05,
CDK8,UP,GEO_merged,0.0310556427933971,
PPP2R4,UP,GEO_merged,0.0785229673220095,
RBM3,UP,GEO_merged,0.0318482177437325,
PRKAR1A,DOWN,GEO_merged,-0.0521952651991578,
ACADSB,DOWN,GEO_merged,-0.0055262357965695,
TIA1,UP,GEO_merged,0.3266126518077517,
CREBBP,UP,GEO_merged,0.0073451061820099,
UQCRC1,UP,GEO_merged,0.002747821644022,
PSMB3,DOWN,GEO_merged,-0.0021694353474695,
LPGAT1,UP,GEO_merged,0.116064514888877,
EEF2,DOWN,GEO_merged,-0.00189277608367,
C11orf58,DOWN,GEO_merged,-0.0330587819402573,
PTPN3,UP,GEO_merged,0.1967972458805405,
WASF1,DOWN,GEO_merged,-0.0774752732828777,
GPI,UP,GEO_merged,0.021138967899033,
ATP5B,UP,GEO_merged,0.0217867348519054,
CDH2,DOWN,GEO_merged,-0.1433834615604812,
FAM110B,DOWN,GEO_merged,-0.2027121895381779,
CPD,DOWN,GEO_merged,-0.0934658511448429,
CLIP1,UP,GEO_merged,0.1449533305651588,
ATP6V1E1,UP,GEO_merged,0.0441796728478971,
FLAD1,DOWN,GEO_merged,-0.1839948613473412,
SLC25A3,UP,GEO_merged,0.0686495223727272,
NXF1,UP,GEO_merged,0.31491659456831,
ATP6V0B,UP,GEO_merged,0.0817787418123927,
ATP5G3,UP,GEO_merged,0.07294632821171,
DAZAP2,UP,GEO_merged,0.0689342305096119,
SLC1A4,UP,GEO_merged,0.1941511383505205,
PHF3,UP,GEO_merged,0.139977525295208,
MYOM1,UP,GEO_merged,0.302138402339447,
PTPRK,UP,GEO_merged,0.391732945969885,
DRAP1,UP,GEO_merged,0.0720949181733728,
ATF7,UP,GEO_merged,0.169080224064118,
KCNAB1,UP,GEO_merged,0.0832504127215609,
PDE1C,DOWN,GEO_merged,-0.2106339455832029,
NUP93,DOWN,GEO_merged,-0.073379352271811,
ACADM,DOWN,GEO_merged,-0.0220222442227491,
TSC1,DOWN,GEO_merged,-0.1391053304714284,
STAT1,UP,GEO_merged,0.1509757735217489,
VDAC2,DOWN,GEO_merged,-0.013180659401087,
GOLGB1,DOWN,GEO_merged,-0.014418726431386,
DNM1,DOWN,GEO_merged,-0.1319504929928864,
SLC30A1,UP,GEO_merged,0.209412096380976,
