"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"IMMT",-0.0620542927342282,2.19050357044887,-1.69226188431535,0.102923557647337,0.404146212160783,-4.72228500547948
"DCDC2",0.670357327356904,0.201662251900877,1.63673065059971,0.115782353197446,0.42458113130164,-4.72285960445389
"RNF5",0.288276265834718,0.787829169527391,1.69138620219465,0.10309256943319,0.404197634632639,-4.72358508223893
"CYB5R1",-0.0821525594113242,2.05535063290545,-1.69116778851345,0.103134760990018,0.404197634632639,-4.72390926674939
"MYL6B",0.279179772976054,0.675515144823605,1.69106391334723,0.103154831941224,0.404197634632639,-4.72406343385302
"AX748062",0.855375880769405,0.461781863247308,1.49065451696932,0.154157226164017,0.488692123873132,-4.72448024256058
"RALGDS",0.400956306477711,0.890911228292656,1.69052202042199,0.103259590887481,0.404287061189353,-4.72486756789373
"MAGEE1",-0.137352805229819,1.73437089556661,-1.69049433663778,0.103264945133759,0.404287061189353,-4.72490864341309
"FGF2",0.337657477377182,0.905303698334037,1.68971458971856,0.103415850028156,0.404706809806003,-4.72606536791861
"HAPLN4",-0.178265579691605,1.46611112089851,-1.68896008547762,0.103562046559812,0.405107786015007,-4.72718424742749
"ATXN7L3",-0.135764963849766,1.42572261698126,-1.68834677378542,0.103681013189641,0.405401952374691,-4.72809345895229
"OPA3",-0.273707306990204,1.00674837492747,-1.68727348502358,0.103889480540098,0.405437638720438,-4.72968394569624
"IQCA1",0.288034693660148,0.904635113193737,1.68706355470882,0.103930297046792,0.405437638720438,-4.72999494473288
"PPM2C",-0.0845608909581936,1.9890604894318,-1.68694829268689,0.10395271305106,0.405437638720438,-4.73016568551584
"CCNY",0.126730725716883,1.45150486900221,1.68670346998428,0.104000339355065,0.405437638720438,-4.73052831769523
"CHIC1",-0.0742028322963924,2.25052726322744,-1.68664354993762,0.10401199863179,0.405437638720438,-4.7306170651691
"METTL7A",0.211812705744008,1.68495882954268,1.68647771200098,0.10404427321174,0.405437638720438,-4.73086267453636
"hNB-3",-0.214421833505383,0.965520804967014,-1.6769518943223,0.106420923015199,0.408529615771922,-4.73162800395176
"CRTC3",0.701453797041539,0.205968096275755,1.68566781597906,0.104202012474721,0.405437638720438,-4.73206187466088
"CGGBP1",0.141906895307407,1.51933816108951,1.68553752489725,0.104227407391058,0.405437638720438,-4.73225475235499
"VAT1L",-0.0442875312871904,2.72010230638266,-1.68532338831469,0.104269155879161,0.405437638720438,-4.73257172613493
"COX6A1",0.128881897798491,1.5063187580936,1.68525356845344,0.104282771139989,0.405437638720438,-4.73267506952947
"PTP4A2",0.168001545055478,1.53559042206423,1.685029545889,0.104326466892613,0.405437638720438,-4.73300663230872
"PTPN11",0.0715966834157231,2.07473267922181,1.68494340644456,0.10434327255256,0.405437638720438,-4.73313411308038
"C3orf57",-0.432486549920884,1.31618769757364,-1.68448876304757,0.104432010479487,0.40558281855368,-4.73380687091557
"NDUFB2",0.101643522632175,1.86363785849181,1.68428593712947,0.10447161881346,0.40558281855368,-4.73410695624094
"OTUD4",0.148066379331822,1.37575191254265,1.68396652301384,0.104534020412842,0.405647820621882,-4.73457947877158
"HAT1",0.445200905413711,0.780254592889546,1.68375200495857,0.10457594684714,0.405647820621882,-4.73489678469541
"GLRA1",-0.120409415716486,1.6933792698733,-1.68309558798159,0.104704328059663,0.405975801932464,-4.73586753129566
"DNAJB11",0.108672418210539,1.63859438336488,1.6811277284917,0.10508999476356,0.406541954978283,-4.73877593049268
"SEC23IP",0.203479663752168,1.12390204783399,1.68095793128306,0.105123328052079,0.406541954978283,-4.73902675702814
"DKFZp547A023",0.335033827517784,1.27595132632782,1.68081024093604,0.105152328724404,0.406541954978283,-4.73924491083486
"ENTPD6",0.190318842372135,1.18782954367867,1.68073773010564,0.105166569510757,0.406541954978283,-4.73935201125987
"CCDC46",0.64726449830441,0.326904571550952,1.68059219756638,0.105195156314301,0.406541954978283,-4.73956695572691
"AFF1",0.0960144074175056,1.85910742253094,1.68045615052418,0.105221885803816,0.406541954978283,-4.73976787734039
"KIAA1954",0.169082884895881,1.19755726630735,1.68033678495707,0.105245342549706,0.406541954978283,-4.73994415231624
"WDR13",0.498145549941576,0.184080543494415,1.67957466176705,0.105395212506299,0.40695116858935,-4.74106939752963
"CCDC84",1.62177072234549,-0.255915223382383,1.59062879979219,0.126491754013668,0.441315675114353,-4.74187159676192
"NIPSNAP3B",0.394637612828142,0.860156683783929,1.67859192400929,0.10558873082111,0.407097092868934,-4.74251977878927
"C15orf38",-0.160437687915174,1.34942825422714,-1.67858425414846,0.10559024232585,0.407097092868934,-4.74253109578716
"MKK7",1.31065977528323,-0.530273694703238,1.57283540333027,0.132086301683027,0.450318517662819,-4.74261272446569
"SGMS1",0.481889343522713,0.402382204934315,1.67848914087981,0.105608987875141,0.407097092868934,-4.74267143350046
"CHCHD8",0.249025471103773,0.971692567016862,1.67844700070514,0.105617294032935,0.407097092868934,-4.74273360847965
"MPP1",-0.156875374201304,1.24794353433791,-1.67816759390005,0.105672381197512,0.407097092868934,-4.74314582326098
"RLF",0.136523913635461,1.48141868565473,1.67790787591454,0.105723608229463,0.407097092868934,-4.74352894227862
"GDF11",0.170354324307084,1.67859588836931,1.67751389129354,0.105801358012375,0.407097092868934,-4.74411003357818
"MRPS14",0.271844134350738,0.955559611394649,1.67741734889589,0.105820417231886,0.407097092868934,-4.74425240840543
"LRRC47",0.106266351974653,1.66708543674208,1.67725833693666,0.105851815368838,0.407097092868934,-4.74448689546387
"PHACTR2",-0.0959487940549026,1.64298911000328,-1.67715364254921,0.105872492358983,0.407097092868934,-4.74464127353726
"CLIC5",0.645411557290314,0.327467116265847,1.38676165907465,0.18429572191604,0.535486597273612,-4.744762207709
"PFAAP5",0.10881572253595,1.8652571006547,1.67691046726087,0.105920532232238,0.407112817455278,-4.74499982062608
"ZHX2",0.772162868398535,0.695022377963339,1.48511092156391,0.153743915261329,0.48788279789849,-4.74596358498234
"PRKD1",0.304736965413453,0.71095716174497,1.6758026974793,0.106139606833266,0.407785640023453,-4.74663264144709
"PRKAB2",-0.105759763850053,1.7280987941092,-1.67438031754045,0.106421457719707,0.408529615771922,-4.74872794252628
"CPEB1",-0.411519951803676,0.453389501563249,-1.6735460375281,0.10658706647701,0.408995856162612,-4.74995626424582
"SR140",0.109965107267993,1.63061291876351,1.67263148694481,0.106768858097472,0.409523781597055,-4.75130221512624
"LARS2",0.360444911985069,0.312679724393772,1.67154205501483,0.106985752009361,0.410016144337075,-4.75290478327565
"TP53BP2",0.401562052710994,0.857539076479475,1.67085495100811,0.107122737088158,0.410251312591347,-4.75391509860315
"CAPN5",-0.186745277064522,1.04370205491161,-1.67040305807955,0.107212909385927,0.410347698561137,-4.75457938181626
"ZNF793",-0.180916318550232,1.37754615603084,-1.67021996148298,0.107249463264225,0.410347698561137,-4.75484849371626
"PRMT1",0.181956358529271,1.20843441001314,1.66996540875594,0.107300300218692,0.410372700629951,-4.75522259181772
"TGFBR2",1.04314221297121,0.373972675258458,1.61271211676711,0.120929972576136,0.432499743618821,-4.75662534147607
"NS5ATP2",0.119823817617481,1.69777123785796,1.66881772305913,0.107529756910373,0.411080535807174,-4.75690870551994
"KLHDC1",0.840425710243642,-0.229537883472606,1.62744250546629,0.117750749008243,0.429588494707899,-4.75860983553192
"SEC13",0.219807491055544,0.94096111474444,1.66753068936899,0.107787563312798,0.411849366811132,-4.7587984531481
"TMBIM4",0.209659828353632,1.20773384076996,1.66725660709648,0.107842531834688,0.411849366811132,-4.7592007386766
"SLC12A2",0.152616574375224,1.54049811969162,1.66697758221698,0.107898515786824,0.411849366811132,-4.75961022511497
"ZNF385D",0.625200657016417,0.234407688659495,1.66692676968662,0.107908713510808,0.411849366811132,-4.75968478985303
"C1orf174",0.417249686094345,0.434657324246636,1.66668143592214,0.107957961685114,0.411867627301981,-4.76004477910738
"UBLCP1",0.124728908017222,1.98700954766447,1.66604044839184,0.108086722223468,0.412189093435976,-4.76098513144713
"P4HB",0.332185727497842,0.724282570349191,1.66560745908338,0.108173773322905,0.412351301353939,-4.76162018107133
"ZRSR2",0.0969225737983666,1.62580322054649,1.66530499939237,0.108234616757844,0.412404509620452,-4.76206371032407
"ZNF638",0.0674105958239439,2.01039182201027,1.66509550928801,0.108276775061744,0.412404509620452,-4.76237087095414
"AK124653",0.336151357747963,1.01762920800563,1.66474158512185,0.108348030930891,0.412475472415266,-4.76288973575695
"RCC2",-0.160403784020909,1.15536602840639,-1.66433827136463,0.108429278404503,0.412475472415266,-4.76348090114231
"TRPM7",0.184624954099,1.2105663373865,1.66422181800509,0.108452747416924,0.412475472415266,-4.76365157397867
"OBFC2B",0.323356512558896,0.594035677225947,1.66396853854523,0.108503805902142,0.412475472415266,-4.76402274514876
"KIAA1486",-0.178087265334284,1.5291757924943,-1.66389788186868,0.108518053144338,0.412475472415266,-4.76412628178897
"AF131817",0.387706009233686,0.8728051965371,1.66339474624166,0.108619551003069,0.412691919992381,-4.76486345026239
"SPIN1",0.0876753329776336,1.84627860836001,1.66240470542233,0.108819505038421,0.412936223200706,-4.76631349269107
"GNAI1",0.0663967059784398,2.21260879317454,1.662265913031,0.108847560960087,0.412936223200706,-4.76651671750111
"C14orf135",0.191205504791981,1.30405366248331,1.66206019499577,0.108889156595554,0.412936223200706,-4.76681791256857
"ARL13B",0.765539856254865,0.00076601196441853,1.65270241207245,0.111305348135063,0.417067560815029,-4.76700170044514
"SCHIP1",0.411720064137383,0.463370145319462,1.66176910872778,0.108948036231609,0.412936223200706,-4.76724404627465
"CR601542",-0.144998307227377,1.7320194991536,-1.66165310542747,0.108971508301534,0.412936223200706,-4.76741385204915
"PTPRK",0.854905172444044,0.109588028391529,1.57825330054748,0.128648035895443,0.445589891365984,-4.76797945465077
"NRP2",0.231013660961284,1.36924219606769,1.66115654869736,0.109072029353056,0.413055685976025,-4.76814060646437
"AX748287",0.899927759926881,0.12396502762718,1.60855460284584,0.122501454420281,0.434595280033162,-4.76861967569821
"SELK",0.266392623158115,1.01827052032942,1.66043995553812,0.10921723077712,0.413436538082738,-4.76918910069307
"XRCC6",-0.118320575930442,1.48791851917492,-1.65973677365638,0.109359872191874,0.413807392203158,-4.77021762412847
"AK027578",-0.887892116625192,0.491730359272429,-1.65886252961201,0.10953743151558,0.414310015569139,-4.77149587446984
"RBM4B",0.876686278573587,0.477613311480334,1.65863523131828,0.109583635445291,0.414315598012137,-4.7718281247236
"DKFZp761G2423",-0.251774843851961,0.796915308927884,-1.64882920633687,0.112102665569726,0.418374050050838,-4.77261431010604
"usp11",0.0995564096520865,1.68154044226722,1.6579284203484,0.109727416405297,0.414689946210634,-4.77286106599844
"PTPLA",-0.442251500936064,0.535408297959018,-1.6353933496079,0.114905683694407,0.422743003192391,-4.77356289727
"RSPH1",0.385744251998151,1.00633255388377,1.65742737533126,0.109829435741006,0.414906224824201,-4.77359308756964
"NET1",0.112637974883721,1.59304142695576,1.65657210519852,0.110003763553691,0.415390050162712,-4.77484222362772
"AK310745",0.213157642858251,1.29645796654747,1.6561439653281,0.110091117375769,0.415390050162712,-4.77546733716999
"FAM47D",-0.0702674753077768,1.79468517433228,-1.65605642915611,0.110108984624281,0.415390050162712,-4.77559513022174
"GTF3A",0.0662907986713939,1.86371828266347,1.65591976329806,0.11013688472413,0.415390050162712,-4.77579463644146
"AK123137",-0.188363211564213,1.19104263151171,-1.6553918607953,0.11024471072854,0.415470703121345,-4.77656515144213
"SPEN",0.146017305641317,1.5034411750903,1.65537588827329,0.110247974551686,0.415470703121345,-4.77658846155441
"PFN2",-0.038001105340745,2.47068473648211,-1.65416009672669,0.110496646858969,0.415942097061453,-4.77836225054584
"RTN3",-0.0488429784722535,2.5621330566824,-1.65407142973125,0.110514800751273,0.415942097061453,-4.7784915715808
"SAP18",0.043053810843797,2.4562213876191,1.65406877796137,0.110515343719425,0.415942097061453,-4.7784954391092
"KIAA1450",0.277501563601428,1.10969101761173,1.65388647648093,0.110552676558922,0.415942097061453,-4.77876130867895
"CBLN2",1.67389188719513,-0.448931057427302,1.54672779849549,0.139135503599013,0.464162931860774,-4.7798720710316
"STK3",0.531962840102145,0.412781320147192,1.65288372562928,0.110758214981818,0.416389509310182,-4.78022331128237
"KIAA0593",0.171972126532909,1.64943788646574,1.65286772421302,0.110761497456579,0.416389509310182,-4.78024663552016
"ZNF428",0.112662717903565,2.04214777009717,1.65235938582552,0.110865818615576,0.416612607641412,-4.78098751459729
"MRPL16",0.143732932286182,1.39266893470247,1.65193235005588,0.110953518411204,0.416773090447275,-4.78160975931869
"GluR4c",-0.0516367541969198,2.15033846824253,-1.65152678914022,0.111036861693606,0.416917085475425,-4.78220059440741
"KAL1",0.433812030004879,0.972036271731112,1.65042539113048,0.111263464764265,0.417067560815029,-4.78380456837035
"L3MBTL2",0.353099724144837,0.531071851000035,1.65038162273111,0.111272477720462,0.417067560815029,-4.783868291075
"GNAQ",0.0770467035587921,1.96930129011564,1.65029777287789,0.111289746109134,0.417067560815029,-4.7839903648915
"RBBP5",0.161916544666958,1.31953368115247,1.65001941587958,0.111347088189093,0.417067560815029,-4.78439557899258
"ZNF83",0.232384710140179,1.08898125912995,1.64939019623046,0.111476799752982,0.417384638687095,-4.78531135637504
"SPG21",0.175241005964944,1.48186225048037,1.64773030593583,0.111819587378831,0.418374050050838,-4.78772585976624
"CTDSPL",0.372670234809406,0.568322649399797,1.64739016915181,0.111889938502045,0.418374050050838,-4.78822039001031
"PCMTD2",0.140974298812168,1.45885692357497,1.64730261410034,0.111908053665125,0.418374050050838,-4.78834767456464
"OXTR",1.21723706165352,0.0215226224948161,1.5478725576988,0.137173636298378,0.459422701552877,-4.78866550446879
"CCDC91",0.04970716019423,2.22739375901608,1.6466259792883,0.112048132316417,0.418374050050838,-4.78933116205866
"FSD1L",-0.109235598186462,1.86183942305033,-1.64623371858943,0.11212940623137,0.418374050050838,-4.78990116535619
"SVIP",0.264029435478155,1.13932295254333,1.64622890323445,0.112130404248377,0.418374050050838,-4.78990816199225
"AGFG1",0.132252038674204,1.24352203826588,1.64609248435191,0.112158681130146,0.418374050050838,-4.79010636975823
"MST096",0.150449109315321,1.46738977275653,1.64588609471178,0.112201472870754,0.418374050050838,-4.7904062156851
"TAF2",0.163938368265626,1.09416064876566,1.64551860412196,0.112277700221849,0.418374050050838,-4.79094003752769
"PPP2R2B",-0.0531561114202082,2.45417532053812,-1.64499137671253,0.112387136855515,0.418374050050838,-4.7917057298637
"C4orf31",0.512022876061026,0.418090684565221,1.64492914379066,0.11240006042937,0.418374050050838,-4.79179609786914
"CPSF6",0.119893093687793,1.41440011977467,1.64487527314454,0.112411248457725,0.418374050050838,-4.79187432087706
"C10orf26",0.181959335518493,1.30459366826226,1.64462576812968,0.112463078598736,0.418374050050838,-4.79223658871877
"FOXP1",0.200717303198012,1.12872244759922,1.64462270901075,0.112463714199135,0.418374050050838,-4.7922410301237
"SOCS7",1.27185069916035,-0.27293539255477,1.57692347904557,0.129615234196721,0.446688643881119,-4.79348786149555
"KIAA1244",-0.0815626392548137,1.50688545697695,-1.64360706000167,0.112674904039583,0.418797705927689,-4.79371524487756
"GPRASP1",0.262959561426025,1.4364655380671,1.64322916952882,0.112753565564982,0.418797705927689,-4.79426356822241
"WDR43",0.159877322464675,1.32216667090238,1.64319087918426,0.112761538627182,0.418797705927689,-4.79431912235283
"MBD5",0.177848441589006,1.07772756467699,1.64307843224661,0.112784955776146,0.418797705927689,-4.79448226175898
"LEMD3",0.175979945526749,1.22158600626617,1.64298864396935,0.112803657161782,0.418797705927689,-4.79461252132806
"C3orf10",0.0684023017465178,2.25906035342936,1.64208365042889,0.112992296781196,0.419329986011305,-4.79592511690467
"ZNF28",0.134413468548224,1.33022206814235,1.64136716099542,0.113141830884681,0.419716771920225,-4.79696389971009
"RERG",-0.165975856310109,1.47131127765849,-1.64093058967878,0.113233026021942,0.419760100094068,-4.79759667402859
"FBXO11",0.108215761650779,1.79806931242026,1.64076481050425,0.113267671620355,0.419760100094068,-4.79783692227116
"FAM162A",0.204219498527234,1.2070398600289,1.64066058397185,0.113289458084332,0.419760100094068,-4.79798795814445
"SLC2A11",-0.556179950253438,0.191500522153734,-1.63974312371952,0.11348138576953,0.420303109309539,-4.79931713107426
"ATP2B1",-0.0620851113291609,2.00316153992427,-1.63931020877004,0.113572043464179,0.420470758836406,-4.79994411230181
"KIAA2033",0.404060942070402,0.90993460921959,1.63908898061387,0.113618394693776,0.420474306851158,-4.80026446132387
"KCNJ3",-0.464621358155584,0.336814560840481,-1.61860928483273,0.119044175694089,0.431349004076802,-4.80030700010899
"ZNF706",0.310484204105376,0.631476644861571,1.63834805770726,0.113773746254336,0.420713058504557,-4.80133710275356
"NELL1",-0.333733381132647,1.15190998817432,-1.63807879481534,0.113830247340196,0.420754022790197,-4.80172682166893
"PSMB4",0.0774020844766905,1.69751653189024,1.63699125022035,0.114058691911429,0.42134192562519,-4.80330036548243
"FGF11",-0.388925846469926,0.77665923361222,-1.63687237281908,0.11408368593048,0.42134192562519,-4.80347231606934
"C15orf29",0.256888073765237,1.05097145165812,1.63662093380875,0.114136566138028,0.42134192562519,-4.80383597804651
"RALA",0.0888945314879088,1.81783157290862,1.63640417011988,0.114182170186964,0.42134192562519,-4.80414945260313
"RPAIN",0.209258225601675,1.1324763666762,1.63623994695819,0.114216730567295,0.42134192562519,-4.80438692323481
"EFCAB2",0.254017393867897,1.13378406704783,1.63586725270729,0.114295195587336,0.4214635337283,-4.8049257776364
"MT2A",0.216295274668743,1.45101834530178,1.63414412189397,0.114658559124499,0.422635190278645,-4.80741586911779
"MAP4K4",0.0905337564871052,2.36884129498705,1.63336998385036,0.114822118178443,0.422743003192391,-4.8085338929551
"PTTG1IP",0.167214036508969,1.50880449682144,1.6329052237344,0.114920405648499,0.422743003192391,-4.80920490485417
"GLRA3",-0.626746937431963,0.264578657163572,-1.63263045805626,0.114978546091118,0.422743003192391,-4.80960153475596
"AK095450",-0.895970156737167,0.634923164416874,-1.63260529846088,0.114983871089503,0.422743003192391,-4.8096378504893
"VPS36",-0.0732346707712637,1.98197387783703,-1.63258248322327,0.11498870008517,0.422743003192391,-4.80967078195606
"C6orf134",0.816030810697418,0.0305351008861983,1.63249474133677,0.115007272810626,0.422743003192391,-4.8097974249944
"TCFL5",0.559459748127479,0.177384770257696,1.58215673596612,0.127148845618178,0.442774344722248,-4.81000476789188
"IFI44",0.294002610878644,0.940475155210673,1.63153969430784,0.115209593825068,0.423177872520795,-4.81117554960964
"KNS2",-0.0470467527522156,2.521273302236,-1.63150500297768,0.115216948558506,0.423177872520795,-4.81122559679397
"KIAA1164",0.227933431542535,0.902725885968428,1.63083277962175,0.115359540533972,0.423533659915251,-4.81219520714068
"ZNF415",0.148812643404249,1.50757238094954,1.62916994820957,0.115712892363496,0.424494464143788,-4.81459229404038
"QTRTD1",0.23903057931832,0.753123925104453,1.6276495833253,0.116036759002798,0.425345666261541,-4.81678229743584
"GCOM1",0.209492925504537,1.06739076646639,1.62698274415254,0.116179046515035,0.425698776846822,-4.81774232815971
"HSD17B1",-0.264259765429824,1.09907651669452,-1.62642879004647,0.116297357553068,0.425963789250323,-4.81853960234173
"DPF1",0.604136228748459,0.161005486246726,1.61622690097567,0.119005423215295,0.431349004076802,-4.8194460785618
"COPG2",-0.223061029293843,1.01845274574884,-1.62564177447705,0.116465617372312,0.426411467873411,-4.81967193552199
"FAM55C",-0.0744846741844505,1.80773145277516,-1.62389689246299,0.116839387145094,0.42761092181944,-4.822180855007
"BCAN",0.261897982372921,0.860328300333976,1.62274289426957,0.117087132417665,0.428348383722289,-4.82383897518393
"DHX29",0.218107178569093,0.831701008448929,1.62211862485415,0.117221335400933,0.42863670929865,-4.82473556273061
"RIMS2",-0.115496315243715,1.3904400615777,-1.62182159483011,0.117285234681193,0.42863670929865,-4.82516206601281
"KIAA0564",-0.109573319085316,1.53152171529597,-1.62173082681122,0.117304767145858,0.42863670929865,-4.82529238669996
"PINK1",0.076237770184266,2.16671513999398,1.62136115992161,0.117384344114556,0.428758351550921,-4.82582307773073
"CCAR1",0.0749077594757099,2.04965051298841,1.62063403537049,0.117541000895079,0.429000059692056,-4.82686664992932
"PHF6",0.203612810084201,0.989316466667492,1.6206240893926,0.117543144931279,0.429000059692056,-4.82688092184225
"SAR1B",0.226928597470878,1.07182669069959,1.61892056745687,0.117910850386161,0.430003231152367,-4.82932434493844
"FUT8",0.266642510872148,0.885033188502086,1.61783676324706,0.118145287296705,0.430634382476822,-4.83087781391398
"COMMD10",0.582348043029387,0.213471455820035,1.59494239329674,0.123700253107216,0.435513281844219,-4.83100990653011
"BPGM",0.13967294060294,1.54336029696966,1.61769076646458,0.118176897361123,0.430634382476822,-4.83108701450639
"MRPS23",-0.135032971596766,1.42302394417504,-1.61709309225144,0.118306374371473,0.430780636414702,-4.8319432716487
"UBA3",0.146925187741466,1.52405898900552,1.61707616020669,0.118310044158372,0.430780636414702,-4.83196752562869
"EHD3",-0.0566681500940267,2.21200684876949,-1.61659946452857,0.118413400212889,0.430882523814161,-4.83265027566628
"VRK2",0.293652289339579,1.01636543464194,1.61651805076419,0.118431059660029,0.430882523814161,-4.83276686486506
"KIAA0700",0.225429752267564,0.891148993996698,1.61580597489155,0.118585609269709,0.431230816698738,-4.83378639805206
"SEPHS2",0.116184872581207,1.70105317658364,1.6155021191946,0.118651609408111,0.431230816698738,-4.83422134182474
"NFIL3",0.363600836547436,1.07292899936827,1.61523177639352,0.118710355914493,0.431230816698738,-4.83460825962437
"NTNG2",-0.212033456599711,1.19884854885457,-1.61521957973505,0.118713006864059,0.431230816698738,-4.83462571440244
"BCL6",0.103861249914956,1.69709712561938,1.61472989322671,0.118819481113217,0.431349004076802,-4.83532642315101
"HDAC8",0.301653393768968,0.62830053203829,1.61441028959415,0.118889016443494,0.431349004076802,-4.83578366281848
"AKAP13",0.25234008459693,1.13465431363274,1.61396094357854,0.118986836679488,0.431349004076802,-4.83642639522511
"UBE2D3",0.053895253019316,2.17655527655341,1.61381726738047,0.119018128330794,0.431349004076802,-4.8366318755221
"BICD2",0.117863781530465,1.67628526127035,1.61357223376706,0.119071510679519,0.431349004076802,-4.83698227955657
"CREM",0.172147960357582,1.14476859065972,1.61268928586725,0.119264032303496,0.43180546322954,-4.83824456277936
"HRH1",-0.351687878926804,0.689726781132302,-1.61237463467081,0.119332702624945,0.43180546322954,-4.83869426169939
"TALDO1",0.144162076815044,1.29842221516732,1.61235328978557,0.119337362179383,0.43180546322954,-4.83872476522227
"CR622439",-0.163523843266653,1.61693043313031,-1.61206221930913,0.119400917484907,0.431843368244221,-4.83914069555233
"DKFZp586M1622",0.139962917551444,1.55332422557543,1.61171927415436,0.119475835714128,0.431843368244221,-4.8396306758496
"ISL1",-0.500704339044601,0.424122396263721,-1.61165538192868,0.119489797631205,0.431843368244221,-4.83972195214491
"PSMD1",-0.0509010939080872,2.29474631467468,-1.61126076156743,0.119576061269184,0.431843368244221,-4.84028564161975
"RNF4",0.236743871491564,1.04989158857182,1.61123845425115,0.119580939171589,0.431843368244221,-4.84031750286132
"RBM3",0.156547575808503,1.63535614640922,1.61039173402795,0.119766212242973,0.432069399369892,-4.84152660040687
"ZBTB33",0.127666216455527,1.5365365179222,1.60993940445978,0.119865285304504,0.432069399369892,-4.84217230795359
"CDC2L5",0.191260784150535,1.0225153974224,1.60954117674708,0.119952564836096,0.432069399369892,-4.84274066377221
"FLJ00183",0.190935697800065,1.1128679438581,1.60930778785505,0.120003741177319,0.432069399369892,-4.84307370701993
"HSDL1",-0.105036833124908,1.73593416737939,-1.60908401584039,0.120052825798447,0.432069399369892,-4.84339299069729
"GOLPH3L",0.0998609316432577,1.50745639862429,1.60888177618711,0.120097201611661,0.432069399369892,-4.84368152078989
"CADPS",-0.0809698505409351,2.15984401207262,-1.60884769647781,0.120104680787397,0.432069399369892,-4.8437301385655
"OSBPL6",-0.107741280899317,1.55257952372244,-1.60878112028202,0.120119292798286,0.432069399369892,-4.84382511312204
"PSMD11",-0.0619766074783124,1.89721088734419,-1.60844492823401,0.120193102102406,0.432069399369892,-4.84430466113526
"TSEN15",0.191202254664286,1.28207280097967,1.60799691354092,0.120291520023852,0.432069399369892,-4.84494358914352
"LACTB",0.23640917208111,1.15076776964254,1.60799650925894,0.120291608864959,0.432069399369892,-4.84494416563838
"PIN4",0.194007404666453,1.28203996324137,1.60793503059957,0.120305119455722,0.432069399369892,-4.84503183114305
"C2orf29",0.189654213854328,1.08022261630344,1.60783098225583,0.120327988057934,0.432069399369892,-4.84518019276512
"ANKRD12",0.0598377993022461,2.08022681167718,1.60776178504692,0.120343198788116,0.432069399369892,-4.84527885619145
"LCOR",0.218809903519208,0.984371926947691,1.6072155713477,0.120463321926188,0.432266020732394,-4.84605754415237
"WIPF2",0.0708407546511687,2.10665844653437,1.60705305099509,0.12049908255106,0.432266020732394,-4.84628919385238
"DKFZp434P241",0.783665772936365,0.43899412896614,1.60687640713989,0.120537960871399,0.432266020732394,-4.84654095326568
"GPATCH8",0.094843053560157,1.72218589106981,1.60652685770703,0.120614925417187,0.432374633954878,-4.84703907865283
"BEND6",-0.139975743525475,1.75529272599221,-1.60622951495066,0.120680427076672,0.432442087431805,-4.84746273840795
"JAM2",0.838903972521835,0.471508761419507,1.55437780597021,0.133627823093127,0.452244985499318,-4.84818251088029
"C18orf21",-0.294497090754833,0.936317682677966,-1.60569728367631,0.120797746040989,0.432499743618821,-4.84822091461078
"AP3B2",-0.10073808345045,1.66334258785903,-1.60549966777729,0.120841330307152,0.432499743618821,-4.84850237180584
"AX747703",0.115335861387359,1.46818763685333,1.60533888132387,0.120876801448777,0.432499743618821,-4.84873135361601
"SYNJ1",-0.0693099451422334,2.22669873405154,-1.6051939783563,0.120908775929718,0.432499743618821,-4.84893769939377
"ARF6",0.109958766534732,1.6744400900229,1.60439516908929,0.121085168214299,0.432778413186212,-4.85007495689552
"ATP6V1C2",0.120501664008183,1.58704691373031,1.60432201389969,0.12110133293519,0.432778413186212,-4.85017908453663
"C10orf88",-0.129025821720638,1.42805834734083,-1.6040817431142,0.121154436911439,0.432801214466124,-4.85052105434337
"ARPC3",0.112296975898945,1.59810267483266,1.60377133426826,0.121223071196297,0.432879455856322,-4.85096278848625
"HSPB7",-0.580526950752583,0.493998800204462,-1.60340460858126,0.121304199206294,0.433002234006899,-4.85148457700108
"MTMR10",1.75136658218391,-0.752979884490866,1.54350940064483,0.136839642623828,0.458591030978481,-4.85173041335676
"GPBP1",0.0753924143611517,1.82039875496185,1.60281485778491,0.121434759828902,0.433301302116766,-4.85232349127854
"NAP1L2",-0.065286569159269,2.27293505947286,-1.6022748416328,0.121554412232211,0.433409185322388,-4.85309144091857
"NXPH1",-0.187808740056729,1.91175227211169,-1.60209274917483,0.121594780833591,0.433409185322388,-4.8533503452181
"PCP4",0.230888552966101,1.73723001520425,1.60204502635879,0.12160536248007,0.433409185322388,-4.85341819497859
"PPARD",1.18122955517408,-0.184636516197447,1.5591315963707,0.133104593214183,0.451633895920899,-4.85359229747421
"HISPPD1",-0.0911838453487619,1.65851684397675,-1.60166691447269,0.121689228743971,0.433500005509786,-4.85395571688179
"PSMG2",0.182734862105151,1.12003914647207,1.60073659040065,0.121895781329207,0.433500005509786,-4.85527782631775
"KIAA0877",0.113228744553409,1.63573081057734,1.60069526186315,0.12190496391861,0.433500005509786,-4.85533654511781
"PREX2",0.419285495699912,0.738986659441524,1.60060136225182,0.121925829153676,0.433500005509786,-4.85546995136621
"CHD1L",0.266379967854147,1.05164374243686,1.60049923604681,0.121948525762917,0.433500005509786,-4.85561503825763
"KIAA0325",-0.0386878796086578,2.5715260740593,-1.60048190178553,0.121952378490554,0.433500005509786,-4.85563966365693
