Gene_Symbol,mRNA_logFC,mRNA_adjPval
CFI,3.31793742506752,0.116101022883705
DDT,-0.924372938807966,0.116932554550053
RASA2,3.31556235446673,0.117193455416713
APOC3,-1.55153411546749,0.117193455416713
COX7C,-0.821444408402796,0.117193455416713
CYP3A4,-3.76113146752061,0.119470096771897
SUPT6H,2.57666863079511,0.122308439114964
GTPBP1,-4.34152997523414,0.122308439114964
TACR3,-1.31791642867774,0.122308439114964
C4BPA,-2.0136974572978,0.122308439114964
COL16A1,-1.19156216166094,0.122308439114964
IFNA6,4.33901375354128,0.122308439114964
DOCK2,4.38931078385526,0.122308439114964
GLRA1,-3.13092233397722,0.122331757641277
RNASE1,-3.04362532450432,0.123047776904644
IFI30,5.02964059386568,0.123047776904644
NID1,3.05154242589745,0.125298735637239
ANK3,-1.40269499851892,0.125839963648488
GSE1,-2.42236063574876,0.128315568394001
ITPR2,3.42343204590616,0.128315568394001
SIRPA,3.47126724554973,0.128315568394001
GPNMB,2.72507208086529,0.128315568394001
AQP1,1.36822151487082,0.128315568394001
ATP5F1,4.1431154690522,0.130438921284272
PRG4,-2.79136814395808,0.130438921284272
MBP,-1.57664376186415,0.130795472289988
EIF3F,1.33808288773256,0.130795472289988
KLF3,2.69614695908638,0.137245984057856
VAMP1,-4.37520048330525,0.137245984057856
LPAR4,-1.87731890277251,0.137429052630631
P2RY6,-3.81997684133414,0.138143544253178
RAB35,-2.31716731677818,0.138839955135617
GK,2.65098383484756,0.141415340745528
GPKOW,3.09261470898308,0.15139781499083
SECTM1,4.71359055541532,0.15139781499083
AZGP1,3.51042263266338,0.15139781499083
TSPO,3.83747629918148,0.15139781499083
C2,4.7883439761746,0.15139781499083
DDX6,-3.20531118036398,0.15139781499083
CEP57,3.87068350303659,0.153680254590318
SRP19,4.90742313168544,0.153680254590318
LGALS3,1.84524280703844,0.162006584631431
PDE6H,-3.75998760044968,0.162006584631431
RPS19,0.881527394015796,0.162006584631431
CPM,3.320548535518,0.162906545536409
LHFPL2,3.78828253893655,0.16397957337023
C3,2.30876930863038,0.16397957337023
PTPN7,3.05149660841657,0.16397957337023
GYPE,-3.38443016646465,0.16397957337023
GRIA1,3.87027785474824,0.16397957337023
AHR,1.82042230730532,0.16397957337023
RRAGB,1.32120872655139,0.165198555059138
HLA-A,1.12423941731013,0.165809907135761
UBB,-0.892255920019172,0.16657560181492
CTSC,4.24224348432694,0.169012981265149
TP53,2.89677919863841,0.169012981265149
ARFIP1,-1.10606649184365,0.169012981265149
DCTN1,-0.979118246198343,0.169012981265149
FASN,-0.928233862179329,0.169012981265149
GPLD1,-3.54396654497091,0.171558125300358
LARP4B,3.99109920948471,0.172264185283828
AOC3,-3.71043541398131,0.172264185283828
FXR2,-0.620034933501257,0.172264185283828
CTNNB1,-0.947561348060303,0.18907045867083
CAMP,-2.38370216530793,0.189650471622626
ATP13A3,2.66186800782962,0.1913968845894
PSME3,-2.01594675279912,0.1913968845894
CR1,-2.71704604887575,0.191840142385304
SEPT5-GP1BB,3.10111076269995,0.193562995272996
PNN,-1.29614322177377,0.193562995272996
GSTZ1,-1.02670921385879,0.193562995272996
PTHLH,-2.81041172493802,0.193562995272996
CD74,3.04838949886697,0.193562995272996
CALB1,-2.10678402919838,0.193562995272996
FCGR2A,-3.81660876462527,0.193562995272996
ITGAV,2.9726697502952,0.193562995272996
NMI,3.24830419033503,0.193562995272996
PEA15,-1.10796914828974,0.194435042833001
GPSM2,-4.13421767178786,0.194435042833001
CCNB1,-3.864496601212,0.196139565774259
MIR4485,-1.6907531727956,0.197733993379722
RELN,-1.15273473306549,0.197733993379722
NCBP2,3.33327215983014,0.197954474157653
UCP3,-3.62163989479592,0.197954474157653
IL15,-2.39153846636088,0.197954474157653
CIB1,1.27785587272148,0.197954474157653
FCGBP,3.45936628498097,0.197954474157653
GAD2,-1.99835945012551,0.197954474157653
SLA,1.35977791455603,0.197985629229225
RBL1,-2.5416324011396,0.198332297159341
CHKA,3.63461691796982,0.203344879383774
TM4SF4,-3.15141479269564,0.203852146925418
FBXO21,-3.32702351082165,0.205964780676338
CD37,4.53663100924466,0.206064473813475
IMPA1,-2.61249330629999,0.207656843547543
HSD11B1,-3.42053275672743,0.207656843547543
FCER1G,4.71217750527049,0.207656843547543
UBE2A,1.2659802706202,0.207656843547543
DBT,-1.01761977449315,0.207656843547543
ENPEP,-2.05701314868228,0.207656843547543
SEPT8,3.3513319892895,0.210574928220531
APOA4,3.62014840051079,0.210574928220531
FH,-0.789652562227239,0.210574928220531
FOXO4,4.99187745476786,0.211050708636791
PUM2,3.17723122827823,0.211050708636791
RRAS,5.08829656778315,0.211050708636791
ETFB,-0.87111125908782,0.211050708636791
PRKCZ,-1.63780720919519,0.211050708636791
IFI16,2.68448017278434,0.211050708636791
HLA-DPA1,1.89118934911451,0.211050708636791
PHKA1,3.296673359328,0.213438370418312
ARSE,3.70244395155664,0.215167643656386
HPD,3.0993610517848,0.216050121556738
APOE,1.35788655810141,0.217872711782229
OPCML,-2.74035267919767,0.217872711782229
POLD2,4.08932327182769,0.217872711782229
PDLIM1,-1.55713637383854,0.218853451674063
THAP11,-0.965924716560467,0.218853451674063
PDCD2,-1.21357676916671,0.222472604699168
ZNF185,-3.54956795278523,0.22264401019858
HLA-F,1.32268660537482,0.223723844884968
NCL,-0.82574645652076,0.223723844884968
MRPL28,-1.62308366412624,0.223723844884968
GDF5,3.63486272007897,0.224731150310865
ASAH1,1.57728536299635,0.225197777790571
FDFT1,-1.61803646154791,0.228145412375708
COL1A1,0.821306163830895,0.228319953010778
SF3B3,-3.89618108675696,0.228971987160348
EDNRB,2.8973651481649,0.230140924518793
GAS1,2.89260014911307,0.232079439288554
IFNG,-1.99280966681492,0.232079439288554
PGGT1B,-2.43897723423402,0.232079439288554
CNP,-1.07365948556042,0.232079439288554
PHOX2B,-3.44677176254426,0.232079439288554
ASMT,-1.30666552523099,0.232079439288554
CCNE1,-3.66220890098124,0.232079439288554
MAP3K5,2.64052724119105,0.232079439288554
HSP90AA1,-0.814404728803474,0.232079439288554
NME3,-0.534257158077267,0.232079439288554
CD226,-1.55881688241029,0.232079439288554
MED12,3.55889034132006,0.232079439288554
PPARG,4.19734158131615,0.23215715357119
CREM,-2.08854014319828,0.23215715357119
RAD23A,0.94405257247128,0.233849031227471
PSMB1,1.7817536601021,0.239902896971222
PLOD2,2.57368095154249,0.239902896971222
NAAA,-1.28900050321937,0.239902896971222
BNIP1,-1.00734829264848,0.239902896971222
CDO1,-0.871260393591589,0.239902896971222
TRAK1,3.65876262246598,0.239902896971222
POLD4,0.692003446092578,0.239902896971222
OR1D2,-3.36183796798481,0.239902896971222
PSMC5,-0.821060507550971,0.239902896971222
SND1,2.08461941735759,0.239902896971222
IDS,-3.19799862401559,0.239902896971222
CPT1A,2.69215026846646,0.239902896971222
ADK,1.21139977437686,0.242076681128906
EPHB2,3.58141117475191,0.243175734387979
GNG11,-1.42172456303578,0.244225402506087
LMO3,2.74354034206524,0.244700182181919
FOXF2,-4.85672473268604,0.244913801356988
MYL2,-2.3735557375572,0.244913801356988
CCL23,-3.22770166038402,0.244913801356988
PAFAH1B1,-1.2689563950334,0.245411728718535
CHRNA2,3.24931896830409,0.245978134758475
FAM3C,2.87999276733154,0.245978134758475
SLC10A3,3.97799838247969,0.245978134758475
ARC,3.89284545696455,0.245978134758475
KEL,-1.25464852440817,0.246867829296813
VIM,1.8906849239441,0.246867829296813
KDM5C,4.19582756233897,0.246867829296813
GNAT1,2.48670210981724,0.246867829296813
SLC25A1,4.41718242615708,0.246867829296813
SNRPG,1.52618854646474,0.246867829296813
DMD,-1.84580781590087,0.251522136848915
GUCA2A,3.1481019878651,0.256341489636542
RER1,1.53352274561373,0.260733979947667
IRF5,-1.57107789770942,0.262979932994384
PTGDR,2.74442924394518,0.262979932994384
CD7,-1.03225704905393,0.265681690559064
XRCC4,-2.57007727414582,0.266285333829668
DHX38,-1.13425801269226,0.271655133585869
NUP88,3.16748512124014,0.271655133585869
SLC39A9,-2.02716850418284,0.271655133585869
IQCB1,3.34928772784192,0.271655133585869
TACR2,-1.32092951022699,0.273490744174546
ZFP36L2,5.58788303761153,0.273490744174546
ALCAM,-0.644727657722388,0.274034369114155
CTSE,-2.94460814325608,0.276508777127006
RPLP0,0.972493692843836,0.279723293055961
IL7R,-1.21922318943504,0.280763018993201
RARA,3.6389633449947,0.282093411252831
ATR,-2.27414750701875,0.282338512774084
APOC1,1.58131863479427,0.282338512774084
PSMB2,0.798721790713957,0.282338512774084
PNLIPRP1,-0.802286067825987,0.282338512774084
ST6GAL1,3.41337350536495,0.28234350738787
MVP,3.47410314765723,0.28234350738787
MTR,-2.03665595671656,0.28234350738787
KCNJ10,-3.66372506665765,0.28234350738787
NR4A1,-1.01178331236784,0.28234350738787
TOP2A,2.77542303286517,0.28234350738787
QDPR,-1.02177781895992,0.28234350738787
SFXN3,3.51534157247863,0.283899047537189
EMP1,1.48860600641785,0.283899047537189
PIK3R3,-1.12291663701137,0.286829347484783
GABRA1,-1.12453197322952,0.286829347484783
CDK4,3.21999165044739,0.286829347484783
PDE1A,2.21996240261242,0.286829347484783
CD72,2.93704362577303,0.286829347484783
C3AR1,3.71366130211673,0.286829347484783
HLA-DRA,1.42085208552648,0.286829347484783
NUBP1,-2.57550845667369,0.286829347484783
TAX1BP1,-0.823053061691297,0.286829347484783
IL2RG,3.78309113564861,0.286829347484783
GFAP,-1.19365505739445,0.286829347484783
ENO2,-1.24736928313779,0.286829347484783
HMGN2,-1.03536944043092,0.288570974581217
PPP3CA,-1.06282512200312,0.288570974581217
PRDX3,2.67688866932376,0.288570974581217
FPR1,2.79594392004906,0.288570974581217
PMS2P5,3.32222822676807,0.289379899791313
GNAQ,-2.9532584134733,0.289379899791313
EFNA1,3.94962002862618,0.289379899791313
SLC25A16,-1.99221572138232,0.289379899791313
CCNF,2.93954358702933,0.291175736102506
KIF2C,-3.40624807876523,0.291997084467634
KRT32,-1.13473181416989,0.29500690488947
IGFBP5,1.3724905504294,0.296313805554313
SCP2,2.59201433098572,0.297887436147003
CSF1R,2.82562744526299,0.297887436147003
CSTF3,-0.890069463973425,0.297887436147003
SEPT2,0.704799779889342,0.298001192210937
CTNND2,0.85942366357817,0.298001192210937
PTPRG,2.37639386347825,0.298032852144447
CHRNB4,3.69533085211605,0.298032852144447
EFNB3,-1.21140789795615,0.299594488110418
CEACAM4,-1.23769985487668,0.300488064247222
SRD5A1,-1.01742408799396,0.300488064247222
EIF3E,-0.551135828443092,0.300488064247222
ITGB4,4.75107087525518,0.300488064247222
CTLA4,-0.95945337365724,0.300488064247222
KRT16,3.1746926472498,0.300488064247222
RPS27A,-0.555459197741964,0.300488064247222
CSRP3,-3.46769578671693,0.300488064247222
POLD3,1.93966185161638,0.300488064247222
RGS16,-1.01535822174201,0.300488064247222
C1QB,1.60637263809033,0.300488064247222
PKN2,2.4631685631191,0.300488064247222
UBC,-1.21089019709023,0.300488064247222
SLC10A2,-1.51073897365918,0.300488064247222
DDOST,2.79779573195246,0.301504937415293
MPP3,-1.89221111716666,0.302854700900822
TYK2,0.891717799614197,0.304786992434845
GUCY2C,-2.88635160290152,0.306059220008656
MAP4,-0.760040560824201,0.306059220008656
THBS2,3.34245461979228,0.306059220008656
SCNN1B,3.03923740168016,0.306059220008656
S100A2,-3.35417439643905,0.312480324137199
BAD,-1.02756466121019,0.312750015922196
BTN2A1,-1.17545542026299,0.312750015922196
UFD1L,-0.942424389338656,0.31362908389427
FGF4,-2.63855639775611,0.314261855074068
NCSTN,1.05949335421049,0.315770818252014
TPR,-0.721486829992678,0.315770818252014
PFN1,0.617306242249597,0.31620279690667
PLEK,2.40171662539385,0.31734539266031
HMGA1,2.88619896276778,0.318167969400357
MEN1,-1.47961186227182,0.318938932867891
CTSH,1.52816822509326,0.318938932867891
RXRG,-3.89029328831155,0.318938932867891
PSAP,0.753634687936493,0.318938932867891
CENPB,4.15476116839256,0.318938932867891
GGA3,-1.04548224778608,0.318938932867891
LRRC41,3.11473440383631,0.319446782112585
ONECUT1,-1.35669015399466,0.320073766106986
FCGR2B,2.51362591039777,0.320414644750093
CRADD,2.25114222995744,0.322331192820412
MYOC,3.17858451655572,0.322331192820412
RPL36AL,1.67332562003421,0.326160428055982
THPO,-2.72730634821016,0.327973984303357
MKRN3,-3.11769883943003,0.327973984303357
EIF2S1,1.08218838501084,0.327973984303357
MTMR3,2.74968869832703,0.327973984303357
CHAF1A,-1.87947454269802,0.327973984303357
HERC2P2,-1.05008574242201,0.327973984303357
TTYH2,-1.05959857748759,0.327973984303357
Hadha,2.52989206008036,0.327973984303357
ZNF134,-1.03032497242489,0.327973984303357
ETV4,-3.11152394812751,0.327973984303357
AKT3,2.82125923168132,0.327973984303357
PDGFRB,-0.735302189948412,0.327973984303357
RBMS2,1.67986300243022,0.327973984303357
CTDSP2,-0.761859258893114,0.327973984303357
TMEM115,-1.01649381112559,0.327973984303357
CSE1L,-1.01398218529213,0.327973984303357
CACNB3,2.94884442886263,0.327973984303357
NCF2,2.89741321894331,0.327973984303357
RPL14,1.06731057353373,0.327973984303357
HNRNPA2B1,-0.894453510887802,0.327973984303357
BCL2L1,-1.0048510689771,0.327973984303357
AOX1,-2.51452973545474,0.327973984303357
HFE,2.14601104856742,0.328544516764961
ENOX2,-2.60998281345449,0.328544516764961
TXK,-2.33768747945906,0.328544516764961
HTN3,-1.90231153925556,0.328680269533427
GPC1,-1.19316497952418,0.328939016395304
LMOD1,3.08776671623125,0.328967081295376
ACVR1B,-1.36314932844933,0.329100823484513
CYP2C19,-0.864680772798861,0.329100823484513
HIP1,2.73833532794685,0.329100823484513
ADIPOQ,-0.944239343132779,0.329223621730171
MEP1B,-2.1374551838218,0.331501408952211
CD99,1.01341351691465,0.331501408952211
DNAJC7,-1.93254137462635,0.332788418601384
CYP1A2,-1.90738923996306,0.334158011921227
PTK2B,3.10610060306301,0.334158011921227
GM2A,3.77717774354803,0.334158011921227
TUBA1A,-1.13670497023885,0.334158011921227
TBX2,-1.38267901198413,0.334158011921227
PLAUR,-2.61992376858379,0.335136203005074
ZBTB14,-2.09986411848339,0.335136203005074
NIPA2,2.89551143363161,0.335136203005074
IER2,-1.4326213049607,0.335136203005074
GLMN,-2.25591378867261,0.335335961547946
PXN,-1.33860510189293,0.335335961547946
ALDH1A1,0.796435391508208,0.338380654530771
APP,-0.804947861093559,0.338380654530771
PPIL2,-3.73500234087231,0.338380654530771
CRIP1,-3.60123939286487,0.338380654530771
YBX3,2.00720336574495,0.338380654530771
THBS1,2.57353308685659,0.338804249979426
SPINK1,-1.58046382393696,0.338804249979426
NMT1,1.01237348900433,0.338804249979426
FLNB,-0.963631440778702,0.338804249979426
ANXA7,2.38118859294809,0.338804249979426
MGLL,-0.613894495689589,0.338804249979426
MAOB,1.38404911384488,0.338804249979426
HIST1H2BD,-1.86258630875469,0.338804249979426
ERH,3.22148837932762,0.338804249979426
ENTPD1,-1.44722029601648,0.338804249979426
POLG,3.07875856107839,0.338804249979426
ARNTL,-1.88692125632073,0.338804249979426
ASPA,-0.87460980816404,0.338804249979426
P2RY10,-4.2983908055209,0.338804249979426
ARL4A,-3.31226386346462,0.338804249979426
GPR22,-2.64738941149154,0.338804249979426
CITED1,2.76927055420455,0.338804249979426
SERPINF1,3.37126752729068,0.338804249979426
TEF,-1.26146357515651,0.338804249979426
CTCF,-0.975168144607412,0.338804249979426
COL18A1,3.87698855346269,0.338804249979426
LIG4,-2.3541562418327,0.339367261344857
PTPN9,-1.87583718379187,0.339451293015743
EIF3A,-0.961199182940369,0.339451293015743
GSTP1,1.71166066472592,0.339451293015743
CD1B,2.63575095426565,0.340414027622782
DLG4,-1.51361316640879,0.340414027622782
SMARCB1,-3.18385123553416,0.341629974650118
GLRA2,-3.53131159065554,0.341944527447481
SCRIB,-1.30232770519586,0.344049868782629
HBQ1,-3.09988771697669,0.344049868782629
BYSL,-2.26414757545525,0.344049868782629
ABHD2,-3.40424837291654,0.344049868782629
POLD1,-3.98284496529009,0.344049868782629
HOXB3,-2.64781557850415,0.344049868782629
CHD8,-1.06195926157054,0.344049868782629
QSOX1,-1.22880956165085,0.344049868782629
FUBP3,-0.874271136877555,0.344049868782629
DYNLL1,-0.737562524769015,0.344049868782629
DCC,-1.27802733017431,0.344049868782629
F11,-2.99407199652736,0.344049868782629
ESR2,-1.5674377501975,0.344049868782629
FAM155A,-1.02482356156934,0.344049868782629
GRB2,-1.0601058610081,0.344049868782629
CPA3,-1.55694610008957,0.344049868782629
GPX1,0.855910346546555,0.344049868782629
ECRP,3.46106036234378,0.344049868782629
KCNMA1,-1.45275567902678,0.344049868782629
EXOC5,-1.99410811811448,0.344049868782629
SUPT4H1,-0.735048420382492,0.344049868782629
EIF4G2,-0.911496683684042,0.344049868782629
LOC100506699,-3.10855322530866,0.344049868782629
FAS,3.64595202932796,0.344049868782629
PTPN14,1.72699526729783,0.344299391527118
CDH8,-0.693125980459525,0.344875705497192
PPIG,-2.10878032752364,0.344875705497192
APLP2,0.85969125533167,0.347660547584985
CXCR4,2.77608855468053,0.347805129696922
RFC2,-1.55094711332715,0.347805129696922
DR1,2.65977049244225,0.347805129696922
APBB2,-2.69799580613829,0.347805129696922
PZP,2.30789027157873,0.347805129696922
ITGA8,-1.10108648242778,0.347805129696922
EIF4A3,0.730958507995322,0.347805129696922
ERCC4,-0.70673155171311,0.347805129696922
AP3B2,-2.75464046266262,0.347805129696922
MLANA,-1.51205132442658,0.348461232991204
PDZK1IP1,-2.93467694381218,0.351583375811061
HSPG2,-2.86250181984267,0.351583375811061
EZH1,-2.2193728814267,0.35305840494106
FKBP4,-0.732322571304536,0.353583097839342
PIK3R4,2.17547671862005,0.353730835837479
LAMB2,0.884184876404724,0.353730835837479
SLC25A11,3.03789254478435,0.353730835837479
HCCS,-1.38210304609819,0.353730835837479
PEBP1,-0.763124552930361,0.353730835837479
CBLN1,-2.14892336043669,0.353730835837479
AZU1,3.52415294429226,0.353730835837479
NCF4,2.41739214380478,0.353730835837479
SERPINB5,-2.73230404916621,0.353730835837479
BDH1,-0.817667952718459,0.353730835837479
TMED10P1,-1.10924397614969,0.353730835837479
CCNA1,-2.61509216232299,0.353730835837479
PIEZO1,4.20431724498886,0.353730835837479
CSF3R,3.39083841922706,0.353923730311708
KLK3,-1.00919982701136,0.354019178411981
BCHE,-2.06312374601331,0.354019178411981
CIITA,-1.6609076458944,0.356275911277506
RLN2,-2.97699057797309,0.356275911277506
COL19A1,-1.99047926124882,0.356518805769729
THOP1,-0.619569348763125,0.356518805769729
PAX6,0.619150175293784,0.356666878446822
GRM5,-0.920573092857708,0.357721421962847
CD22,-2.56986682223914,0.357721421962847
PTMS,4.40712891751772,0.357721421962847
GLI3,-3.3007087426928,0.357971215009807
HSD17B8,3.42305035900699,0.358979174294123
CRISP3,-1.53141794084815,0.358979174294123
COL11A1,-0.692847994160536,0.358979174294123
PDE6A,-2.89559457147071,0.359906476187988
VAV2,3.49869780575811,0.359906476187988
GUCY2D,2.73409387858614,0.359906476187988
TALDO1,-0.607983316096449,0.359906476187988
PRDX1,-0.575682675512439,0.359906476187988
EMP2,1.09070696883415,0.359906476187988
MSMB,2.27545389366466,0.359906476187988
AKAP1,3.60941761759084,0.359906476187988
WIPF2,-1.09676496636791,0.359906476187988
R3HDM1,2.31340324902905,0.359906476187988
PRKACB,-0.826897872435268,0.359906476187988
ZKSCAN3,-2.48843539251783,0.359906476187988
PDE6B,-1.1811157914388,0.359906476187988
MAN1A1,-2.19624653722196,0.360970566910747
DNAH8,-1.38326658752878,0.363144311189139
AKAP6,-2.43359065473144,0.363730850940776
MYCN,2.92021484000058,0.364538627143566
AMPD2,-1.12858854714488,0.366750561621996
CTSG,-0.831776600436557,0.366750561621996
NR4A3,-2.44013053799008,0.366750561621996
ZNF132,-1.41833940423777,0.366750561621996
SDC2,2.98777775035262,0.366750561621996
RPL18,0.70721303151474,0.366750561621996
C5,-1.79172419028219,0.366750561621996
E4F1,-1.01295177675332,0.366750561621996
SNRPB,3.56397004712064,0.366750561621996
FANCC,-0.93036283004902,0.366750561621996
COPS5,-0.751288448933858,0.366750561621996
NEFM,-2.16043961348812,0.366750561621996
EPS8,2.26178964357766,0.366750561621996
IL1A,-2.48618115412294,0.369363230176318
SNRNP70,-1.13554110004139,0.369363230176318
YBX1,1.20872321387692,0.369363230176318
CTRC,-1.90751532821353,0.369363230176318
PTPRC,1.43447585489263,0.369363230176318
DAZL,-2.34426432506599,0.369363230176318
PSMB5,-0.475449668253829,0.369363230176318
AMELY,-1.40364391328084,0.369363230176318
SLC12A4,3.02162830481453,0.369363230176318
HAAO,1.69073942626961,0.370306841425145
WFDC2,-2.39745603129929,0.370710101580262
GRM8,-2.89056753418283,0.371196147244141
HTR2C,-1.87176043043545,0.371250962593037
HAS2,-2.56999868982057,0.372156042903217
OVOL3,-2.47881590217542,0.372156042903217
RCAN1,2.69734379303048,0.372156042903217
ACLY,-0.713369485668709,0.373489257654326
RCVRN,2.96587136128369,0.373489257654326
SLC30A3,-1.22850135236106,0.373489257654326
KCNQ1,-0.941733404985458,0.373489257654326
PTPRU,-1.41011264820732,0.373489257654326
SNRK,-2.14708622935672,0.373489257654326
TGFBI,0.947879530805677,0.373489257654326
SLC38A3,-0.925224668929692,0.375017668320905
GPM6B,-0.792199775177707,0.375017668320905
PAK1,-0.9657585891806,0.375444141454761
CXCR1,-2.74460929633987,0.37589411339447
CD3D,-1.34792084487075,0.37589411339447
CYTIP,1.71408820022565,0.37589411339447
P2RY4,2.38679173236088,0.37589411339447
CDH18,-2.6946502998293,0.37589411339447
ACTB,-0.79737857738909,0.37589411339447
BRE,-0.647088102711564,0.37589411339447
ZNF22,2.03188134314873,0.37589411339447
GNAI3,2.16990571027318,0.37589411339447
DYRK4,2.20650535123717,0.37589411339447
TMED2,-1.67946595617601,0.37589411339447
ME2,1.93525522145813,0.37589411339447
C16orf45,-0.604460176525611,0.37589411339447
CXADR,-1.1771095111653,0.377248017029719
NAIP,2.72029188716609,0.377248017029719
SRPX,1.62484828661924,0.377248017029719
CMA1,-0.947526579341323,0.377248017029719
KRAS,-2.04679556786507,0.377420463353967
ACOT7,-2.87153612925844,0.377707059640651
ANXA11,0.983028415074481,0.377836839257639
NEO1,-2.13694484438857,0.378186998029836
GCLM,2.06836427384342,0.378322789618351
MAPK14,2.18287665849062,0.378322789618351
FTH1,-0.790395634456763,0.378322789618351
KIF20B,-2.86780690214506,0.378322789618351
THRA,-1.34176890583386,0.378322789618351
KAL1,3.97206040766686,0.380409586852082
DHODH,-1.35016236396515,0.380409586852082
TCEAL1,2.79334206438772,0.383367851889111
ALOX5AP,2.85028335870492,0.383367851889111
GFPT1,-2.06413051762272,0.383367851889111
IL1RN,-2.39523578085048,0.383367851889111
CDK9,-1.81131239040249,0.383367851889111
PSD,-0.872790033388537,0.383367851889111
TMPO,-1.40521990283885,0.383367851889111
CCT5,3.57432309234033,0.383367851889111
TP53BP1,-0.897965378321731,0.383367851889111
LYN,0.949099061495726,0.383367851889111
TRDN,-2.16391453691078,0.383367851889111
IL16,1.77561656433572,0.383367851889111
NDUFA12,-0.605527854904912,0.383367851889111
VSNL1,-1.55645277852609,0.383367851889111
SIX1,-2.38782675282838,0.383367851889111
SOD1,-0.651456224778057,0.384223830906572
DGKD,2.70689487493011,0.384852089471701
GPR18,-1.00207599313582,0.384852089471701
TRIM31,-1.83589172562882,0.3850639377576
PAX2,-3.3844044268882,0.386363803390863
PDGFRL,-2.47772839206973,0.386638176955836
ID2B,1.57158233523284,0.38696628189663
PIK3C3,-1.90764225666839,0.387147343709491
MTMR2,2.2118133041914,0.387147343709491
PTCH1,-0.871091360821474,0.387147343709491
LGALS9,0.645320785375946,0.388713875678333
DGCR10,-1.81432373603324,0.389417264510759
TRIP13,-2.10052414517261,0.389417264510759
TSHR,-3.08687691372729,0.392229893416145
RALGDS,1.31579848209758,0.392229893416145
APCS,2.3673224805466,0.392229893416145
BPHL,-3.20041117681112,0.392229893416145
B4GALT1,-0.851447827850899,0.392229893416145
CPB1,-1.04834957461198,0.392229893416145
TSPAN8,-1.45752227539442,0.392229893416145
MBOAT7,-0.397789381426419,0.392229893416145
CYP4A11,-1.40462475427387,0.392229893416145
ETV6,-2.50968948367812,0.392229893416145
