"Probe_ID","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol"
"S95936_at",-1.61445575633646,15.6214137235305,-4.55899832988872,0.000817914667434192,0.0982614571878181,-0.306236751233983,"TF"
"M54927_at",-1.86389119754282,15.7494869812134,-4.54787440456285,0.000832965004630011,0.0982614571878181,-0.323765746149228,"PLP1"
"X78925_at",4.28440487127059,6.79836755842319,4.54019624671913,0.000843522818643803,0.0982614571878181,-0.335875346227885,"ZNF267"
"J05032_at",1.49579308581506,9.61692653747761,4.52021668453302,0.000871659615092897,0.0982614571878181,-0.367425831044972,"DARS"
"M21186_at",5.78357210955394,11.0503088564687,4.51789473774544,0.000874992909457852,0.0982614571878181,-0.371096218291234,"CYBA"
"L07592_at",-4.34211993751341,5.90088079943769,-4.51747482766333,0.000875597143257785,0.0982614571878181,-0.371760068075619,"PPARD"
"U20530_at",-4.31070123038193,7.621577636621,-4.5000682362908,0.000901033959368435,0.0995360951989818,-0.399300882537025,"SPP2"
"HG2709-HT2805_at",4.34672426094976,7.08802535185539,4.47845558146075,0.00093370092602613,0.101279641549758,-0.433556534552298,""
"X78565_at",3.99103299770259,8.99878070560432,4.47086444404729,0.000945467658031688,0.101279641549758,-0.445604037096459,"TNC"
"M36429_s_at",4.04736086958014,10.1774212527397,4.42599986227938,0.00101826167149223,0.106591892417512,-0.516971581071404,"GNB2"
"J04501_at",5.06597579555693,7.54573087387814,4.41004663264943,0.00104554274601535,0.106591892417512,-0.54241652840471,"GYS1"
"L20688_at",1.17136945006913,13.1478658652713,4.39780639094336,0.00106699322470656,0.106591892417512,-0.561963219413351,"ARHGDIB"
"HG3954-HT4224_s_at",-4.2828823894311,6.356969561762,-4.39641021772677,0.00106946909334688,0.106591892417512,-0.564194108247556,""
"X80692_at",-1.34695823538175,11.1038649726485,-4.39253243500386,0.00107637729118883,0.106591892417512,-0.570391666517985,"MAPK6"
"S76942_s_at",4.88974103663998,8.59813435252803,4.36031842416135,0.00113560525626796,0.106591892417512,-0.621956365572538,"DRD4"
"M10942_at",1.20655154414422,13.8718709899689,4.35379141525653,0.00114801607895546,0.106591892417512,-0.632421304551296,"MT1E"
"U97105_at",-0.889539564362535,13.6122856615366,-4.35096247158855,0.00115343923266406,0.106591892417512,-0.636958822292276,"DPYSL2"
"Y08374_rna1_at",4.37523110169277,11.0079124349307,4.35092531074407,0.00115351064913174,0.106591892417512,-0.637018434071452,"CHI3L1"
"U20325_at",-0.939825572523546,11.5671991459772,-4.35059542168284,0.00115414483965996,0.106591892417512,-0.637547635662242,"CARTPT"
"X13334_at",6.13252113517927,8.2244415445469,4.34514365034726,0.00116467855228176,0.106591892417512,-0.646295389706933,"CD14"
"U22897_at",-1.10455822039595,10.3711200717559,-4.33935243234199,0.00117597844534171,0.106591892417512,-0.655592201014142,"CALCOCO2"
