Gene_Symbol,logFC,AveExpr,t,P.Value,adj.P.Val,B
PSAT1,-2.35386666666667,11.8931611111111,-15.5712014674217,9.43633744873461e-18,4.321291077253971e-15,30.3877169414815
SLC6A17,0.636056666666665,5.28310166666667,15.5366674639045,1.01310040268291e-17,4.5461633986430305e-15,30.3178041696189
PRDX3,-0.882111111111117,11.7619944444444,-15.5351428210002,1.01628523990058e-17,4.5461633986430305e-15,30.3147147148563
PCDHB10;PCDHB9,1.00265722222222,8.53778027777778,15.5310097126901,1.02497054916019e-17,4.5461633986430305e-15,30.3063383821118
SYNM,1.38281833333333,6.9020975,15.5217647482653,1.04467392573136e-17,4.6045962040220206e-15,30.2875956723398
KCTD15,-0.707228888888891,7.06789944444444,-15.5101407693553,1.06999878372449e-17,4.68692697047218e-15,30.2640171832208
COG1,0.988132777777778,10.1186113888889,15.4544071462113,1.20044145599335e-17,5.13083229097084e-15,30.1507682162927
PHF17,-0.486983333333334,6.46011611111111,-15.420408964443,1.28789788203134e-17,5.47147122496964e-15,30.0815245853376
LIN28A,-2.11376666666667,9.54323388888889,-15.4094782306357,1.31737998647371e-17,5.56320890934642e-15,30.0592362292789
PREPL,0.82705,12.0421194444444,15.3898540515534,1.37205450610384e-17,5.759607138926241e-15,30.0191898239908
ALG3,0.597812222222223,7.65018055555556,15.3865788708319,1.38140303385552e-17,5.7645376424019505e-15,30.0125023111062
TMEM66,0.70025555555555,13.6588555555556,15.3805960835323,1.39864864986531e-17,5.802170513791231e-15,30.000283273985
SPP1,6.05443888888889,15.434825,15.3628019798545,1.45125436219072e-17,5.946549264377251e-15,29.9639188395197
GARNL3,1.11577333333333,7.11858944444444,15.3603209807667,1.45874824204481e-17,5.946549264377251e-15,29.9588459516191
C2CD2L,1.05470111111111,6.576115,15.347620527255,1.49773487311338e-17,6.0703883021020105e-15,29.9328671797993
KIAA1009,-0.839801666666668,7.69049972222222,-15.3321506452729,1.54666677126125e-17,6.1577951031232306e-15,29.9012004494188
ZNRF3,-0.635176666666667,6.696905,-15.3318080756462,1.54776865552383e-17,6.1577951031232306e-15,29.9004989247642
MEF2D,0.82384111111111,7.01642666666667,15.2901197972084,1.68804024519108e-17,6.613647900645021e-15,29.815035345227
RPS6KC1,1.09083888888889,8.58608722222222,15.2870626905728,1.69882524322879e-17,6.6191299794599e-15,29.8087608146336
MICAL3;OTTHUMG00000150085;XXbac-B461K10.4,0.555235555555559,7.55213388888889,15.2604288208136,1.7958202885672e-17,6.9205811044057305e-15,29.7540542719956
ATP1B2,2.01555888888888,9.19434833333333,15.2357353377765,1.89081005595495e-17,7.22935553122154e-15,29.7032657653247
HIST2H3A;HIST2H3C;HIST2H3D,-2.30617833333333,8.76444472222222,-15.2343103034353,1.89644622786323e-17,7.22935553122154e-15,29.700332828899
MAGEH1,1.65053888888889,11.4978694444444,15.2254955643474,1.93169360319064e-17,7.32413053644157e-15,29.6821859404345
AC058791.2;FLJ43663;OTTHUMG00000155000,1.19982166666667,7.1909125,15.2196356095193,1.95549596833581e-17,7.374729528072e-15,29.6701174667384
BOD1L1,0.557294444444441,11.1973416666667,15.2028724343181,2.02525647823739e-17,7.5569927309384e-15,29.6355737258818
SNORD115-2,1.96782277777778,4.15275916666667,15.195775031093,2.05555495504064e-17,7.629679057596381e-15,29.6209391030984
KLHL14,-2.02220111111111,6.13426444444444,-15.1900613134301,2.08028325378179e-17,7.681037482013261e-15,29.6091536774566
OTTHUMG00000014778;RP1-8B1.4,0.931729444444445,6.25823027777778,15.173436473185,2.15397905944786e-17,7.87663591995888e-15,29.5748424786855
