"Gene_Symbol","logFC","adjPval"
"IFI30",1.4698873540917,0.0257019987961915
"MFGE8",1.45675610340996,0.252265297655543
"PMP2",1.44533732842879,0.18568011661651
"BGN",1.42585388894179,0.564506191521506
"GSTZ1",1.4193830847706,0.080611771926514
"LCN2",1.41077210821506,0.12425960321783
"PLG",1.40722590906073,0.211168922969156
"GSTA1",1.39531066072444,0.453715390976134
"FBN1",1.37762873836589,0.50681937506682
"IGLC2",1.37740360741071,0.223913575506187
"THNSL2",1.37588495688093,0.0609318611592551
"CD177",1.37155644433043,0.432752437164427
"FBLN1",1.33352359240248,0.430069958222972
"APOB",1.33128775647532,0.214477679461328
"ITIH2",1.3151922318762,0.228238996407462
"A2M",1.30863064823176,0.0969126621110331
"EPB42",1.30718886227497,0.301680220767496
"GBP2",1.30644877795542,0.0335756402450224
"IL4I1",1.30556778020393,0.019548218433067
"H1-5",1.30542160235582,0.0518956863053184
"SERPINF2",1.30303803915574,0.0696532061489031
"COL8A1",1.29612771915827,0.250055577554182
"NPL",1.28241382481985,0.0250279298896245
"CD14",1.27958003301708,0.0723723141281031
"COL6A3",1.27717300466463,0.50681937506682
"TPMT",1.27211375569233,0.000478150847789477
"DES",1.26793288176517,0.201102085846558
"LPL",1.26468106652821,0.365260618240614
"FAS",1.26142772219186,0.0100125173172194
"ITIH1",1.25526642686158,0.23331779566109
"HBZ",1.24291185157246,0.433493422089967
"CA1",1.24030071319447,0.360147047397402
"IGHG1",1.22355302175809,0.279970496991802
"HBA1; HBA2",1.21732636383425,0.374654354404016
"APOC1",1.2148556053587,0.327877608999584
"IGHV3-30",1.20937953198133,0.238168385564332
"DPT",1.20934816156332,0.413532075559401
"C1QB",1.20925459342568,0.0778351439491619
"SAA2",1.20423462229878,0.214684197087691
"GGT5",1.19963430974251,0.051375879852855
"STAB1",1.18436470166846,0.0419101504209956
"FBP1",1.18179661065524,0.137812677522182
"C4A",1.16941433960007,0.0489731427675968
"BPI",1.163250530774,0.295075655735616
"CYBB",1.15962159354908,0.00913542147355235
"MYH2",1.15427730158884,0.304435895718494
"RHAG",1.15233405519085,0.35741096691237
