"Gene_Symbol","logFC","adjPval"
"STOM",0.683046350434109,0.516974559449485
"ELMO1",0.681928397683517,0.967957026088192
"POLR2B",0.680320131133351,0.936733181050735
"ZNF117",0.680303240737878,0.717016545217162
"SLC14A1",0.680138982911799,0.579267870007448
"RPS5",0.679360458705746,0.550508358913773
"RB1",0.674953293719231,0.652838596095785
"KDR",0.67476091096802,1
"AQP4",0.673938685169227,0.551923247746437
"LAMA2",0.670838273238243,1
"SNRPD3",0.669398717129415,0.99990999490231
"TNFRSF1B",0.667211595372401,0.822136144276097
"TMEM41B",0.665747517761814,0.822136144276097
"NTRK2",0.66180288033127,0.508994221007869
"ETV5",0.655663743949394,0.797279127538923
"LPAR1",0.655102926296943,0.843482386529718
"RBBP6",0.653783930255509,0.693511953539128
"AFF3",0.64591903347399,1
"TGFBR1",0.644875008942757,0.986498983368698
"PENK",0.643002614641102,0.934524529773803
"CTTN",0.642246211615227,0.833562937371682
"ALKBH1",0.642049346526189,0.948077734824688
"PTPRA",0.640877680910768,0.559463074060819
"HMGB2",0.640195449197894,0.552235179228034
"DCTN6",0.639686953238142,0.941311217595583
"NT5E",0.639332557778756,0.865344140991512
"GNS",0.636204835569259,0.950188620142727
"AK1",0.635752344661974,0.979957838042997
"TMED9",0.63490464673825,0.786984180204487
"MARCKS",0.634162521858098,0.550508358913773
"CUL4A",0.634041715248367,0.623175200222288
"RPS15",0.628482451998915,0.530824414217528
"ZBTB33",0.628278327320344,0.764948601948762
"DHX8",0.627592495234019,0.79269287225332
"THBD",0.627346524620535,0.764623668886108
"UNG",0.625156790998037,0.86968685861889
"ATXN10",0.622046218427046,0.822136144276097
"HNRNPF",0.621887591912693,0.486515258526269
"RPS16",0.620848863487306,0.449189023281369
"KEAP1",0.619229098267905,0.928840593596702
"GATM",0.618632351957065,0.695729900691439
"JUN",0.61709000407775,0.523672441745049
"S1PR1",0.6164176027539,0.610020750890432
"SPA17",0.615205042879583,0.56990649943885
"SLC25A13",0.614698871106965,0.766497681209466
"UBE2A",0.613952165952464,0.686344976545341
"PSMD4",0.612847602213288,0.693511953539128
"C1orf61",0.612776767752278,0.749830934916957
"PTPRZ1",0.612398380902403,0.700069762312695
"AKT2",0.610896955958111,0.737323385963666
"NCSTN",0.609373048022399,0.551961093949257
"CNTNAP1",0.608555504977895,0.822136144276097
"TPBG",0.606956052616854,0.523437227714434
"HLA-A",0.606863705820686,0.822136144276097
"ABR",0.606418131969256,0.630014664512882
"RPS4Y1",0.602096615279511,0.810328778232614
"ANXA11",0.60027437668488,0.688834978393268
"PDK3",0.599425545472768,0.510789540279084
"RGS4",0.598682665303025,0.777112796674258
"DENND4A",0.597953451992369,0.756823409652647
"CA2",0.597846954373524,1
"SLC6A1",0.597148293042574,0.873498288139389
"OAT",0.594924763291981,0.822136144276097
"HOXB5",0.594812841678831,0.805431994276336
"ITGB1",0.59398558817303,0.720154137085358
"SLC11A2",0.592693767976568,0.676150203598021
"TNIP1",0.592243695582883,0.898097764434829
"TLR4",0.59206239113483,0.764623668886108
"PRPS1",0.589356490418332,0.792995373080433
"CHGA",0.588895771891276,0.989959649626529
"SOX5",0.587385837700572,0.848926789834737
"ETS1",0.586374547601846,1
"BIRC2",0.584621402529622,0.822136144276097
"ADCY8",0.583880436357105,0.917792461701681
"PTPRJ",0.583393600948457,0.885474273712448
"SLC35B1",0.582844291186705,0.934495377141205
"XIST",0.580887296080915,0.89495466669631
"KANK1",0.578627219254876,0.426410213582754
