"ID","Description","NES","pvalue","p.adjust","setSize","core_enrichment"
"R-HSA-1442490","Collagen degradation",2.24028939975362,8.32286041810145e-08,2.73036059827161e-06,32,"1991/4318/1277/1278/1295/1293/1303/1307/1291/1292/1281/1306/1290/7373/80781/1280/50509/4313/1508"
"R-HSA-1592230","Mitochondrial biogenesis",-2.26565667167673,1.3242809044109e-07,4.22696148137643e-06,62,"211/9551/4899/515/5442/4580/84833/54927/521/10989/6604/506/3313/79135/509/10651/8834/814/498/513/125988/539/9556/23408/2746/440574/514/7019/23410/54205/10476/522/3418/27109/10632"
"R-HSA-112310","Neurotransmitter release cycle",-2.36471543430968,1.54515914121659e-07,4.68896523084528e-06,41,"6616/6844/6854/5864/80331/4128/6812/7915/8224/2744/6853/27165/6507/6857/6538/18/6529/2572/2571/6506/140679"
"R-HSA-71403","Citric acid cycle (TCA cycle)",-2.34006634197511,1.54843051653655e-07,4.68896523084528e-06,30,"23530/2271/135154/2395/6390/1738/3421/8802/4967/6391/1743/8803/9054/81689/23410/1431/57128/4191/3418/3419/3420/23479"
"R-HSA-1280218","Adaptive Immune System",1.67072485328911,2.11841092407699e-07,6.2546082533373e-06,428,"6280/6279/2243/3123/2244/2266/3107/718/3106/1277/1278/3127/10437/929/1536/3105/3122/3383/999/1281/3689/6891/6890/5788/3710/1535/4360/8673/1075/972/6892/5777/51752/5699/3937/567/10384/2209/5696/5721/4008/5720/1280/9402/7408/10324/3683/1520/7409/9902/4792/5641/10859/1508/3113/5336/5698/154881/84617/5476/6850/5795/57674/10120/1785/10422/151636/10533/5592/3797/208/7280/9871/6494/3146/51128/1781/9371/947/7318/948/5819/7332/7454/3093/829/6737/3708/6402/3688/55521/22920/9491/4790/975/10382/5296/11146/3134/2885/3635/347733/4067/114876/3798/10952/2280/1514/8773/3309/2214/5966/26263/4690/29927/5683/64682/5908/84790/2923/25780/1147/25793/1445/84876/3551/90678"
"R-HSA-1650814","Collagen biosynthesis and modifying enzymes",2.16604158639181,2.34257928466629e-07,6.59748336083222e-06,34,"340267/1277/1278/1295/1293/1303/1307/5118/1291/1292/1281/871/1306/1290/7373/80781/1280/50509/79709/81578/5033"
"R-HSA-977225","Amyloid fiber formation",2.15800325608037,2.39151198534558e-07,6.59748336083222e-06,40,"6288/325/4069/2243/4057/7045/335/348/4240/3339/567"
"R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade",2.10184437831169,2.40213196033688e-07,6.59748336083222e-06,87,"6288/6280/6279/2243/2244/2266/3929/929/671/3689/3684"
"R-HSA-8948216","Collagen chain trimerization",2.16102562848915,2.72686016050111e-07,7.31914056716319e-06,24,"340267/1277/1278/1295/1293/1303/1307/1291/1292/1281/1306/1290/7373/80781/1280/50509/81578"
"R-HSA-166663","Initial triggering of complement",2.07780225410043,2.87061288391231e-07,7.5337640353343e-06,12,"1401/629/718/716/715/713/720/717/714/712"
"R-HSA-8957275","Post-translational protein phosphorylation",2.10766637068077,4.95881388588435e-07,1.27312156504987e-05,66,"5265/2243/2266/718/1356/335/462/3827/197/348/4240/2200/338/3698/720/2335/3912/3371/3488/64856/8542/6696/336/3053/7018/6383"
"R-HSA-1280215","Cytokine Signaling in Immune system",1.68513173194187,7.9819400515659e-07,2.0056747235956e-05,400,"6288/1511/3123/4318/5657/3107/3106/3929/1278/3127/10437/3934/2634/759/3105/3122/3383/2335/7431/8741/2162/3689/3936/1270/3687/3055/25939/2633/5777/3684/5699/567/2317/2209/4600/2316/5696/301/5721/5720/5580/834/9402/6778/6672/7409/79792/4792/6809/4313/3606/5782/5770/3113/3185/5336/302/5698/6195/6888/84617/3603/6850/5795/5371/240/4939/684/6285/6624/208/3965/7280/3146/3162/4869/4001/1973/10346/9775/7318/948/5034/829/6648/6737/3688/3556/2357/27250/4791/7329/7341/9491/4790/3839/10382/5296/6772/55706/3134/2885/3635/347733/7726/4067/9972"
"R-HSA-140875","Common Pathway of Fibrin Clot Formation",2.09151967699205,1.33253098425243e-06,3.27858144250442e-05,14,"2243/5657/2244/2266/2147/462/57126/2159/2162/5104/5627/3053"
"R-HSA-3000171","Non-integrin membrane-ECM interactions",2.07846134740578,1.58781201848169e-06,3.82695100780994e-05,49,"7448/1277/7057/1278/87/2335/1281/3910/3912/3371/3690/3339/1756/1290/6383/1280/50509/1605"
"R-HSA-5686938","Regulation of TLR by endogenous ligand",2.08690922453282,1.72658021028501e-06,4.07818245669319e-05,14,"6280/6279/2243/2244/2266/3929/338/929/51284"
"R-HSA-8949613","Cristae formation",-2.36884120980024,1.78108641835876e-06,4.1244373727092e-05,28,"55735/9551/515/4580/84833/54927/521/10989/506/3313/79135/509/10651/8834/498/513/125988/539/9556/440574/514/10476/522/27109/10632"
"R-HSA-2168880","Scavenging of heme from plasma",2.03892643400082,2.14122575244533e-06,4.86305310314987e-05,10,"3240/9332/3263/259/3512/335/3043/8542"
"R-HSA-449147","Signaling by Interleukins",1.75298741925385,3.2728964200696e-06,7.29300126811736e-05,233,"6288/1511/4318/5657/3929/1278/3934/759/3383/2335/7431/2162/3689/3936/1270/3687/3055/5777/3684/5699/5696/301/5721/5720/834/6778/7409/79792/4792/6809/4313/3606/5782/3185/302/5698/6195/6888/3603/6850/240/6285/6624/3965/3146/3162/4001/948/5034/829/6648/3688/3556/2357/27250/4791/9491/4790/5296/6772/2885/3635/4067"
"R-HSA-888590","GABA synthesis, release, reuptake and degradation",-2.26579990366748,3.58933873543913e-06,7.70728917555202e-05,19,"22999/6616/6844/5864/80331/6812/7915/6857/6538/18/6529/2572/2571/140679"
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",2.05808918668028,3.56242276508919e-06,7.70728917555202e-05,42,"6288/4318/3929/1278/3934/3383/2335/7431/2162/3689/3687/3684/301/6778/4313/3606"
"R-HSA-9865881","Complex III assembly",-2.25117967625915,4.87653215485425e-06,0.000102842579908623,19,"3313/7381/2395/7384/27089/7385/55245/3954/9054/7388/57128/54902/84300/23479"
"R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)",2.07541401914974,5.36617641211441e-06,0.000111183409521178,24,"2243/5657/2244/2266/2158/2147/462/3827/710/57126/2/3818/2159/2162/5104/5627/3053"
"R-HSA-5602498","MyD88 deficiency (TLR2/4)",2.01802468692416,7.11984826881765e-06,0.00014251764077074,10,"6280/6279/2243/2244/2266/929"
"R-HSA-5603041","IRAK4 deficiency (TLR2/4)",2.01802468692416,7.11984826881765e-06,0.00014251764077074,10,"6280/6279/2243/2244/2266/929"
"R-HSA-9864848","Complex IV assembly",-2.15530369203941,8.55201673559496e-06,0.000168332196078961,30,"1353/1337/1350/93058/51204/389203/100131801/80219/10063/80775/9997/29090/1346/116228/1345/51241/6341/28958/1327/4697/152100/9167/9377/1329/1347/1340"
"R-HSA-3000170","Syndecan interactions",2.06984999453359,1.0833356712896e-05,0.000209740889802134,25,"7448/1277/7057/1278/87/2335/1281/3371/3690/1290/6383/50509"
"R-HSA-163210","Formation of ATP by chemiosmotic coupling",-2.16365280993788,1.26239064213972e-05,0.000240465056188228,15,"515/84833/521/506/509/498/513/539/9556/514/10476/522/27109/10632"
"R-HSA-168799","Neurotoxicity of clostridium toxins",-2.09103014113865,2.36836965657761e-05,0.000443975327685423,10,"6616/6844/112755/6857/9899/9900/6843/127833/22987"
"R-HSA-112314","Neurotransmitter receptors and postsynaptic signal transmission",-1.75271380023128,3.07239175390986e-05,0.000566952290838679,119,"2773/59283/1741/4893/4905/320/4137/160/2066/27092/26960/10645/3766/2561/816/1173/115/2890/27020/814/2742/23229/818/7102/2892/9568/5577/1742/2783/4900/108/2786/5923/51807/2743/10681/10368/2774/2893/2550/2891/2554/2566/2902/10369/8001/2741"
"R-HSA-5260271","Diseases of Immune System",2.04409336470534,3.46302455883922e-05,0.000619671515755927,21,"6280/6279/2243/2244/2266/929/51284"
"R-HSA-5602358","Diseases associated with the TLR signaling cascade",2.04409336470534,3.46302455883922e-05,0.000619671515755927,21,"6280/6279/2243/2244/2266/929/51284"
"R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation",-2.10023768379009,3.71635818911846e-05,0.00065078945233949,31,"55856/10449/1666/84129/23597/35/1622/80724/5095/5096/51102/1632/4594/117145/414149/84693/26027"
"R-HSA-72766","Translation",-1.58675207748429,3.74713655877099e-05,0.00065078945233949,259,"85476/10102/51069/51081/65080/51073/57038/51318/7458/28977/51373/29074/54948/64981/7284/6182/64965/64976/80222/63875/55168/84340/57176/740/128308/54534/92399/64975/51264/6231/11222/28998/29104/84545/54148/3396/64978/29088/9801/51642/90480/54516/65005/55052/64928/29093/51253/6150/10573/219927/92935/54938/57129/79590/10352/65003/65008/124454/23395"
"R-HSA-425407","SLC-mediated transmembrane transport",-1.81717018261575,5.62144990563884e-05,0.000962164107037605,99,"6546/83733/6543/7781/57030/114134/57181/23568/8671/6579/57835/124935/8402/9843/293/6515/6548/6534/84679/28965/6520/292/23657/6509/57282/10479/291/79751/57084/6507/284111/6538/6529/57468/9152/6506/140679/6563"
"R-HSA-70895","Branched-chain amino acid catabolism",-2.13824180498192,5.75254861730645e-05,0.000970537131005559,21,"152926/587/3712/56922/1738/3028/549/586/36/594/64087/4329/26275"
"R-HSA-1566948","Elastic fibre formation",2.01473836933223,6.45336189834818e-05,0.00107343949323228,23,"7448/84034/2200/2192/10516/2335/11117/3690/90187/2202/4053/8425/30008/4239/4237/2199"
"R-HSA-2129379","Molecules associated with elastic fibres",2.0458459684116,7.14817275112657e-05,0.00117249889153896,22,"7448/84034/2200/2192/10516/2335/11117/3690/90187/2202/4053/8425/30008/4239/4237/2199"
"R-HSA-8949215","Mitochondrial calcium ion transport",-2.09341184539785,0.000119346671813593,0.00193080026591579,19,"23203/9512/8165/79568/11331/55486/30968/10730/5245/10367/90550/6687/7417/3954/10939/286097/7416/7419"
"R-HSA-983169","Class I MHC mediated antigen processing & presentation",1.63303994994274,0.000158201914878701,0.00252481704691548,235,"6280/6279/2243/2244/2266/3107/3106/929/1536/3105/6891/6890/1535/4360/8673/6892/51752/5699/567/2209/5696/5721/4008/5720/10324/1520/9902"
"R-HSA-5339562","Uptake and actions of bacterial toxins",-2.03734975652279,0.000165088840516126,0.00259959894199393,24,"6616/6844/112755/6857/9899/9900/6843/127833/22987"
"R-HSA-399719","Trafficking of AMPA receptors",-2.10672257701329,0.000204514299601765,0.00313677127051538,28,"817/163/2036/59283/4905/160/27092/816/1173/2890/818/7102/2892/1742/10368/2893/2891/10369"
"R-HSA-399721","Glutamate binding, activation of AMPA receptors and synaptic plasticity",-2.10672257701329,0.000204514299601765,0.00313677127051538,28,"817/163/2036/59283/4905/160/27092/816/1173/2890/818/7102/2892/1742/10368/2893/2891/10369"
"R-HSA-198933","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",1.98226976192294,0.000209122324468892,0.00316632647689438,32,"3107/718/3106/1277/1278/3105/3383/999/1281/3689/567/2209/1280/3683/10859"
"R-HSA-3000480","Scavenging by Class A Receptors",1.9296525923641,0.000261177206961703,0.00390443394204774,14,"1277/1278/335/348/338/1281/2512"
"R-HSA-8963898","Plasma lipoprotein assembly",1.91684316129121,0.000318815483538777,0.0047065135757412,14,"335/348/338/2/341/345/19/336"
"R-HSA-202733","Cell surface interactions at the vascular wall",1.79317504201275,0.000355842246112111,0.00518826781059756,79,"1277/3512/2147/1278/57126/338/2335/3689/5627/3690/3687/972/5777/3684/857/8832/2207/6383/3683/5175/50848/2995/10544"
"R-HSA-9854311","Maturation of TCA enzymes and regulation of TCA cycle",-2.01649170091642,0.000385572190621966,0.00555317996493344,17,"122961/135154/2395/6390/6391/9054/81689/23410/1431/57128/3418/23479"
"R-HSA-5668599","RHO GTPases Activate NADPH Oxidases",1.9473193344208,0.000426745215011373,0.00607212167383653,16,"6280/6279/1536/1535/5580"
"R-HSA-186797","Signaling by PDGF",1.84605925670132,0.000434579500499444,0.00610998083440289,44,"7057/5340/1293/1291/1292/1281/6696/1290/1280/6778/50509/5782"
"R-HSA-76009","Platelet Aggregation (Plug Formation)",1.92552765039815,0.000540794912554834,0.00751386813796775,28,"2243/2244/2266/1277/2147/1278/2335/3690"
"R-HSA-210500","Glutamate Neurotransmitter Release Cycle",-1.9494860899638,0.000749006964957515,0.0101675543174118,20,"10815/8499/6505/8497/6804/57030/22999/6616/6844/5864/6812/2744/27165/6507/6857/6506"
"R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism",1.9057933653159,0.000744991260772551,0.0101675543174118,26,"4060/4969/1634/5549/633/4958/3339/1464/6383/2331"
"R-HSA-9619665","EGR2 and SOX10-mediated initiation of Schwann cell myelination",1.9139880753196,0.000785630803047134,0.010543522481803,16,"4359/57716/1821/3912/4155/1605/7402"
"R-HSA-8963899","Plasma lipoprotein remodeling",1.86772436727862,0.000909530201301871,0.0120691591880619,14,"335/348/338/4023/345/336/5360"
"R-HSA-425393","Transport of inorganic cations/anions and amino acids/oligopeptides",-1.82660313960513,0.00101463328193391,0.0133142433995994,49,"6546/83733/6543/57030/8671/57835/124935/8402/6548/84679/6520/23657/6509/57282/10479/79751/57084/6507/57468/6506/140679"
"R-HSA-977443","GABA receptor activation",-1.93643095499292,0.00112249808584254,0.0145678048283521,26,"3766/2561/115/27020/23229/9568/2783/108/2786/10681/2774/2550/2554/2566"
"R-HSA-9658195","Leishmania infection",1.69061946575843,0.00125301529908483,0.0159119469700988,115,"1511/718/9332/2687/4620/3710/10095/1535/29108/3055/2212/2209/4641/834/5025/10092/7409/54331/79792/4627/3606/644150/55970/5336/4650/6850/3162/3071/10097/8976/7454/10109/3708/10096/4791/4790"
"R-HSA-9824443","Parasitic Infection Pathways",1.69061946575843,0.00125301529908483,0.0159119469700988,115,"1511/718/9332/2687/4620/3710/10095/1535/29108/3055/2212/2209/4641/834/5025/10092/7409/54331/79792/4627/3606/644150/55970/5336/4650/6850/3162/3071/10097/8976/7454/10109/3708/10096/4791/4790"
"R-HSA-3781865","Diseases of glycosylation",1.73259341492751,0.00127675830424903,0.0160409740140224,70,"4060/4969/1634/7057/5549/633/4958/3339/1464/6383/2331/1605/3074/5476/56913/2720"
"R-HSA-1638074","Keratan sulfate/keratin metabolism",1.81737514337841,0.00143106672193599,0.017790418932699,12,"4060/4969/5549/4958/2331/3074/2720/176"
"R-HSA-5682910","LGI-ADAM interactions",-1.89103823173896,0.00163891270373312,0.0198052827129554,14,"59283/27092/6804/9211/1742/8745/10368/203190/55203/112755/10369"
